edc2571727929d46c7bd8bb7cf0ecad1ef4a81900eb32180479ff12c1049b99d,23e2427749c65d46ae141012254aadab9c8b2bec9af4689ddc5b2db3c54819bb,ffc8a86a69f073ff107e4dca21238dbab42dda4a924a61755e5c7f8e097b0ee7,2c39481e9908e4b5f87b524b5e211deeac2bd1c62298d07e46e2b17f2246db38,033710fa9c74d0c296b133c54c734dcb2d0f9627925ecab9a27e5840b3bf0331,eeaa774de10967e84341b5e37eb7dcaeafae1723af55ed58ba855cdd793070d7
"0","0","0","0","78100111","781001111"
"0","0","0","0","78100112","781001121"
"0","0","0","0","78100113","781001131"
"0","0","0","0","78100114","781001141"
"0","0","0","0","78100115","781001151"
"0","0","0","0","78100121","781001211"
"0","0","0","0","78100122","781001221"
"0","0","0","0","78100123","781001231"
"0","0","0","0","78100124","781001241"
"0","0","0","0","78100125","781001251"
"0","0","0","0","78100131","781001311"
"0","0","0","0","78100132","781001321"
"0","0","0","0","78100133","781001331"
"0","0","0","0","78100134","781001341"
"0","0","0","0","78100135","781001351"
"0","0","0","0","78100211","781002111"
"0","0","0","0","78100212","781002121"
"0","0","0","0","78100213","781002131"
"0","0","0","0","78100214","781002141"
"0","0","0","0","78100215","781002151"
"0","0","0","0","78100221","781002211"
"0","0","0","0","78100222","781002221"
"0","0","0","0","78100223","781002231"
"0","0","0","0","78100224","781002241"
"0","0","0","0","78100225","781002251"
"0","0","0","0","78100231","781002311"
"0","0","0","0","78100232","781002321"
"0","0","0","0","78100233","781002331"
"0","0","0","0","78100234","781002341"
"0","0","0","0","78100235","781002351"
"0","0","0","0","78100311","781003111"
"0","0","0","0","78100312","781003121"
"0","0","0","0","78100313","781003131"
"0","0","0","0","78100314","781003141"
"0","0","0","0","78100315","781003151"
"0","0","0","0","78100321","781003211"
"0","0","0","0","78100322","781003221"
"0","0","0","0","78100323","781003231"
"0","0","0","0","78100324","781003241"
"0","0","0","0","78100325","781003251"
"0","0","0","0","78100331","781003311"
"0","0","0","0","78100332","781003321"
"0","0","0","0","78100333","781003331"
"0","0","0","0","78100334","781003341"
"0","0","0","0","78100335","781003351"
"0","0","0","0","78100411","781004111"
"0","0","0","0","78100412","781004121"
"0","0","0","0","78100413","781004131"
"0","0","0","0","78100414","781004141"
"0","0","0","0","78100415","781004151"
"0","0","0","0","78100421","781004211"
"0","0","0","0","78100422","781004221"
"0","0","0","0","78100423","781004231"
"0","0","0","0","78100424","781004241"
"0","0","0","0","78100425","781004251"
"0","0","0","0","78100431","781004311"
"0","0","0","0","78100432","781004321"
"0","0","0","0","78100433","781004331"
"0","0","0","0","78100434","781004341"
"0","0","0","0","78100435","781004351"
"0","0","0","0","78100441","781004411"
"0","0","0","0","78100442","781004421"
"0","0","0","0","78100443","781004431"
"0","0","0","0","78100444","781004441"
"0","0","0","0","78100445","781004451"
"0","0","0","0","78100511","781005111"
"0","0","0","0","78100512","781005121"
"0","0","0","0","78100513","781005131"
"0","0","0","0","78100514","781005141"
"0","0","0","0","78100515","781005151"
"0","0","0","0","78100521","781005211"
"0","0","0","0","78100522","781005221"
"0","0","0","0","78100523","781005231"
"0","0","0","0","78100524","781005241"
"0","0","0","0","78100525","781005251"
"0","0","0","0","78100531","781005311"
"0","0","0","0","78100532","781005321"
"0","0","0","0","78100533","781005331"
"0","0","0","0","78100534","781005341"
"0","0","0","0","78100535","781005351"
"0","0","0","0","78100541","781005411"
"0","0","0","0","78100542","781005421"
"0","0","0","0","78100543","781005431"
"0","0","0","0","78100544","781005441"
"0","0","0","0","78100545","781005451"
"0","0","0","0","78100611","781006111"
"0","0","0","0","78100612","781006121"
"0","0","0","0","78100613","781006131"
"0","0","0","0","78100614","781006141"
"0","0","0","0","78100615","781006151"
"0","0","0","0","78100621","781006211"
"0","0","0","0","78100622","781006221"
"0","0","0","0","78100623","781006231"
"0","0","0","0","78100624","781006241"
"0","0","0","0","78100625","781006251"
"0","0","0","0","78100631","781006311"
"0","0","0","0","78100632","781006321"
"0","0","0","0","78100633","781006331"
"0","0","0","0","78100634","781006341"
"0","0","0","0","78100635","781006351"
"0","0","0","0","78100641","781006411"
"0","0","0","0","78100642","781006421"
"0","0","0","0","78100643","781006431"
"0","0","0","0","78100644","781006441"
"0","0","0","0","78100645","781006451"
