2f15851a71373034e5c98e98b4d26acd1f724f7feecffe6c1a6eef671b1fa7d2,2fb767386e0d36118c8955c0a20fa080b0e270ad98e6a031c78d58e40792c098,c513703e3e8525fe2ee6bd8f904f9a89bd9b96edda844095078e689f0856dd11,e6b903aa68e76669bf0ad1a343c2eb0ecec2b1841cfd853747d5675e2c055d82,e34ef4bcf8a093e3baa52f47aa2b739d14697e2ada33fc17d936e117a3fdc0c6,51d771182d44584898d3c6e7f5fcf4ea3b0a21bb7df8888a33f0cc42a71bc369,5c984b43cbe9e27efa331848e8bca519ab3dd7eda886bac311686bcfd84696ba,70ebb60787a70f11fa4fffd56c72cf38a9f5c8e2eee19ebc0a45a46db63e8cf9,26eb6c7fa59d4b1d13f3b5f9408dfd0c5f773204f8ba54276f12df194403e7ac,79308221e8779240b2736cf6b13144c8fbcea720fd321a476ec92c7b8f4fddb3,31f5a62328e0a2da41e519cc021be43ec2b9cea31102c6e4ac02bc63b00cbc40
"0","380000","2018/02/28 14:59:59","0","0","1","1","380000","2015/04/01 15:00:00","0","30001"
"0","380000","2018/03/15 14:59:59","0","0","1","2","380000","2018/02/28 15:00:00","0","30002"
"0","380000","2018/03/31 14:59:59","0","0","1","3","380000","2018/03/15 15:00:00","0","30003"
"0","380000","2018/04/16 14:59:59","0","0","1","4","380000","2018/03/31 15:00:00","0","30004"
"0","380000","2018/04/30 11:59:59","0","0","1","5","380000","2018/04/16 15:00:00","0","30005"
"0","380000","2018/05/15 14:59:59","0","0","1","6","380000","2018/04/30 12:00:00","0","30006"
"0","380000","2018/05/31 11:59:59","0","0","1","7","380000","2018/05/15 15:00:00","0","30007"
"0","380000","2018/06/15 14:59:59","0","0","1","8","380000","2018/05/31 12:00:00","0","30008"
"0","380000","2018/06/30 11:59:59","0","0","1","9","380000","2018/06/15 15:00:00","0","30009"
"0","380000","2018/07/17 14:59:59","0","0","1","10","380000","2018/06/30 12:00:00","0","30010"
"0","380000","2018/07/31 11:59:59","0","0","1","11","380000","2018/07/17 15:00:00","0","30011"
"0","380000","2018/08/21 14:59:59","0","0","1","12","380000","2018/07/31 12:00:00","0","30012"
"0","380000","2018/08/31 12:00:59","0","0","1","13","380000","2018/08/31 12:00:00","0","30014"
"0","380000","2018/08/31 11:59:59","0","0","1","14","380000","2018/08/21 15:00:00","0","40001"
"0","380000","2018/09/18 14:59:59","0","0","1","15","380000","2018/08/31 12:01:00","0","30014"
"0","380000","2018/09/30 11:59:59","0","0","1","16","380000","2018/09/18 15:00:00","0","30015"
"0","380000","2018/10/18 14:59:59","0","0","1","17","380000","2018/09/30 12:00:00","0","30016"
"0","380000","2018/10/31 11:59:59","0","0","1","18","380000","2018/10/18 15:00:00","0","30017"
"380000","0","2018/11/03 18:59:59","0","380000","2","19","380000","2018/10/31 12:00:00","0","50018"
"0","380000","2018/11/19 14:59:59","0","0","1","20","380000","2018/11/03 19:00:00","0","30019"
"0","380000","2018/11/30 11:59:59","0","0","1","21","380000","2018/11/19 15:00:00","0","30020"
"0","380000","2018/12/19 14:59:59","0","0","1","22","380000","2018/11/30 12:00:00","0","30021"
"0","380000","2018/12/31 11:59:59","0","0","1","23","380000","2018/12/19 15:00:00","0","30022"
"380000","0","2019/01/03 18:59:59","0","380000","2","24","380000","2018/12/31 12:00:00","0","50023"
"0","380000","2019/01/31 11:59:59","0","0","1","25","380000","2019/01/18 15:00:00","0","30025"
"0","380000","2019/02/15 22:59:59","0","0","1","26","380000","2019/01/31 12:00:00","0","30026"
"380000","0","2019/02/28 11:59:59","0","380000","2","27","380000","2019/02/15 23:00:00","0","50027"
"0","380000","2019/03/19 14:59:59","0","0","1","28","380000","2019/02/28 12:00:00","0","30028"
"0","380000","2019/03/26 14:59:59","0","0","1","29","380000","2019/03/19 15:00:00","0","30029"
"0","380000","2019/03/31 11:59:59","0","0","1","30","380000","2019/03/26 15:00:00","0","30030"
"0","380000","2019/04/19 14:59:59","0","0","1","31","380000","2019/03/31 12:00:00","0","30031"
"0","380000","2019/04/30 11:59:59","0","0","1","32","380000","2019/04/19 15:00:00","0","30032"
"380000","0","2019/05/07 14:59:59","0","380000","2","33","380000","2019/04/30 12:00:00","0","50033"
"0","380000","2019/05/17 14:59:59","0","0","1","34","380000","2019/05/14 15:00:00","0","30035"
"0","380000","2019/05/31 11:59:59","0","0","1","35","380000","2019/05/17 15:00:00","0","30036"
"0","380000","2019/06/15 11:59:59","0","0","1","36","380000","2019/05/31 12:00:00","0","30037"
"0","380000","2019/06/18 14:59:59","0","0","1","37","380000","2019/06/15 12:00:00","0","30038"
"0","380000","2019/06/30 11:59:59","0","0","1","38","380000","2019/06/18 15:00:00","0","30039"
"0","380000","2019/07/13 11:59:59","0","0","1","39","380000","2019/06/30 12:00:00","0","30040"
"0","380000","2019/07/18 14:59:59","0","0","1","40","380000","2019/07/13 12:00:00","0","30041"
"0","380000","2019/07/31 11:59:59","0","0","1","41","380000","2019/07/18 15:00:00","0","30042"
"0","380000","2019/08/10 11:59:59","0","0","1","42","380000","2019/07/31 12:00:00","0","30043"
"0","380000","2019/08/15 14:59:59","0","0","1","43","380000","2019/08/10 12:00:00","0","30044"
"0","380000","2019/08/26 11:59:59","0","0","1","44","380000","2019/08/15 15:00:00","0","40002"
"0","380000","2019/08/31 11:59:59","0","0","1","45","380000","2019/08/26 12:00:00","0","30046"
"380000","0","2019/09/03 20:59:59","0","380000","2","46","380000","2019/08/31 12:00:00","0","50047"
"0","380000","2019/09/12 11:59:59","0","0","1","47","380000","2019/09/03 21:00:00","0","30048"
"0","380000","2019/09/16 14:59:59","0","0","1","48","380000","2019/09/12 12:00:00","0","30049"
"0","380000","2019/09/29 11:59:59","0","0","1","49","380000","2019/09/16 15:00:00","0","30050"
"380000","0","2019/09/30 11:59:59","0","380000","2","50","380000","2019/09/29 12:00:00","0","50051"
"0","380000","2019/10/11 11:59:59","0","0","1","51","380000","2019/09/30 12:00:00","0","30052"
"0","380000","2019/10/16 14:59:59","0","0","1","52","380000","2019/10/11 12:00:00","0","30053"
"0","380000","2019/10/31 11:59:59","0","0","1","53","380000","2019/10/16 15:00:00","0","30054"
"0","380000","2019/11/11 11:59:59","0","0","1","54","380000","2019/10/31 12:00:00","0","30055"
"0","380000","2019/11/15 14:59:59","0","0","1","55","380000","2019/11/11 12:00:00","0","30056"
"0","380000","2019/11/30 11:59:59","0","0","1","56","380000","2019/11/15 15:00:00","0","30057"
"0","380000","2019/12/11 11:59:59","0","0","1","57","380000","2019/11/30 12:00:00","0","30058"
"0","380000","2019/12/20 14:59:59","0","0","1","58","380000","2019/12/11 12:00:00","0","30059"
"0","380000","2019/12/31 11:59:59","0","0","1","59","380000","2019/12/20 15:00:00","0","30060"
"380000","0","2020/01/03 18:59:59","0","380000","2","60","380000","2019/12/31 12:00:00","0","50061"
"0","380000","2020/01/16 14:59:59","0","0","1","61","380000","2020/01/10 12:00:00","0","30063"
"0","380000","2020/01/31 11:59:59","0","0","1","62","380000","2020/01/16 15:00:00","0","30064"
"0","380000","2020/02/10 11:59:59","0","0","1","63","380000","2020/01/31 12:00:00","0","30065"
"0","380000","2020/02/15 14:59:59","0","0","1","64","380000","2020/02/10 12:00:00","0","30066"
"380000","0","2020/02/25 11:59:59","0","380000","2","65","380000","2020/02/15 15:00:00","0","50067"
"0","380000","2020/02/29 11:59:59","0","0","1","66","380000","2020/02/25 12:00:00","0","30068"
"0","380000","2020/03/13 14:59:59","0","0","1","67","380000","2020/02/29 12:00:00","0","30069"
"0","380000","2020/03/26 11:59:59","0","0","1","68","380000","2020/03/13 15:00:00","0","30070"
"0","380000","2020/03/31 11:59:59","0","0","1","69","380000","2020/03/26 12:00:00","0","30071"
"0","380000","2020/04/10 11:59:59","0","0","1","70","380000","2020/03/31 12:00:00","0","30072"
"0","380000","2020/04/15 14:59:59","0","0","1","71","380000","2020/04/10 12:00:00","0","30073"
"0","380000","2020/04/24 11:59:59","0","0","1","72","380000","2020/04/15 15:00:00","0","30074"
"0","380000","2020/04/30 11:59:59","0","0","1","73","380000","2020/04/24 12:00:00","0","30075"
"0","380000","2020/05/10 11:59:59","0","0","1","74","380000","2020/04/30 12:00:00","0","30076"
"0","380000","2020/05/15 14:59:59","0","0","1","75","380000","2020/05/10 12:00:00","0","30077"
"0","380000","2020/05/31 11:59:59","0","0","1","76","380000","2020/05/15 15:00:00","0","30078"
"380000","0","2020/06/03 18:59:59","0","380000","2","77","380000","2020/05/31 12:00:00","0","50079"
"0","380000","2020/06/10 11:59:59","0","0","1","78","380000","2020/06/03 19:00:00","0","30080"
"0","380000","2020/06/17 14:59:59","0","0","1","79","380000","2020/06/10 12:00:00","0","30081"
"0","380000","2020/06/24 11:59:59","0","0","1","80","380000","2020/06/17 15:00:00","0","30082"
"0","380000","2020/06/30 11:59:59","0","0","1","81","380000","2020/06/24 12:00:00","0","30083"
"380000","0","2020/07/03 18:59:59","0","380000","2","82","380000","2020/06/30 12:00:00","0","50084"
"0","380000","2020/07/10 11:59:59","0","0","1","83","380000","2020/07/03 19:00:00","0","30085"
"0","380000","2020/07/15 14:59:59","0","0","1","84","380000","2020/07/10 12:00:00","0","30086"
"0","380000","2020/07/22 11:59:59","0","0","1","85","380000","2020/07/15 15:00:00","0","30087"
"0","380000","2020/07/27 11:59:59","0","0","1","86","380000","2020/07/22 12:00:00","0","30088"
"0","380000","2020/07/31 11:59:59","0","0","1","87","380000","2020/07/27 12:00:00","0","30089"
"0","380000","2020/08/10 11:59:59","0","0","1","88","380000","2020/07/31 12:00:00","0","30090"
"0","380000","2020/08/15 14:59:59","0","0","1","89","380000","2020/08/10 12:00:00","0","30091"
"0","380000","2020/08/26 11:59:59","0","0","1","90","380000","2020/08/15 15:00:00","0","40003"
"0","380000","2020/08/31 11:59:59","0","0","1","91","380000","2020/08/26 12:00:00","0","30093"
"380000","0","2020/09/03 18:59:59","0","380000","2","92","380000","2020/08/31 12:00:00","0","50094"
"0","380000","2020/09/14 11:59:59","0","0","1","93","380000","2020/09/03 19:00:00","0","30095"
"0","380000","2020/09/19 14:59:59","0","0","1","94","380000","2020/09/14 12:00:00","0","30096"
"0","380000","2020/09/30 11:59:59","0","0","1","95","380000","2020/09/19 15:00:00","0","30097"
"0","380000","2020/10/10 11:59:59","0","0","1","96","380000","2020/09/30 12:00:00","0","30098"
"0","380000","2020/10/15 14:59:59","0","0","1","97","380000","2020/10/10 12:00:00","0","30099"
"0","380000","2020/10/26 14:59:59","0","0","1","98","380000","2020/10/15 15:00:00","0","30100"
"0","380000","2020/10/31 11:59:59","0","0","1","99","380000","2020/10/26 15:00:00","0","30101"
"0","380000","2020/11/10 11:59:59","0","0","1","100","380000","2020/10/31 12:00:00","0","30102"
"0","380000","2020/11/21 14:59:59","0","0","1","101","380000","2020/11/10 12:00:00","0","30103"
"0","380000","2020/11/30 11:59:59","0","0","1","102","380000","2020/11/21 15:00:00","0","30104"
"0","380000","2020/12/10 11:59:59","0","0","1","103","380000","2020/11/30 12:00:00","0","30105"
"0","380000","2020/12/21 14:59:59","0","0","1","104","380000","2020/12/10 12:00:00","0","30106"
"0","380000","2020/12/31 11:59:59","0","0","1","105","380000","2020/12/21 15:00:00","0","30107"
"380000","0","2021/01/03 18:59:59","0","380000","2","106","380000","2020/12/31 12:00:00","0","50108"
"0","380000","2021/01/12 11:59:59","0","0","1","107","380000","2021/01/03 19:00:00","0","30109"
"0","380000","2021/01/17 11:59:59","0","0","1","108","380000","2021/01/12 12:00:00","0","30110"
"0","380000","2021/01/22 14:59:59","0","0","1","109","380000","2021/01/17 12:00:00","0","30111"
"0","380000","2021/01/31 11:59:59","0","0","1","110","380000","2021/01/22 15:00:00","0","30112"
"0","380000","2021/02/10 11:59:59","0","0","1","111","380000","2021/01/31 12:00:00","0","30113"
"0","380000","2021/02/15 22:59:59","0","0","1","112","380000","2021/02/10 12:00:00","0","30114"
"0","380000","2021/02/23 14:59:59","0","0","1","113","380000","2021/02/15 23:00:00","0","40004"
"380000","380000","2021/02/28 11:59:59","0","380000","2","114","380000","2021/02/23 15:00:00","0","30117"
"380000","0","2021/03/03 18:59:59","0","380000","2","115","380000","2021/02/28 12:00:00","0","50119"
"0","380000","2021/03/12 11:59:59","0","0","1","116","380000","2021/03/03 19:00:00","0","30120"
"0","380000","2021/03/24 11:59:59","0","0","1","117","380000","2021/03/08 12:00:00","0","30121"
"0","380000","2021/03/22 14:59:59","0","0","1","118","380000","2021/03/12 12:00:00","0","30122"
"0","380000","2021/03/31 11:59:59","0","0","1","119","380000","2021/03/22 15:00:00","0","30123"
"0","380000","2021/04/08 11:59:59","0","0","1","120","380000","2021/03/31 14:00:00","0","30125"
"0","380000","2021/04/15 14:59:59","0","0","1","121","380000","2021/04/08 12:00:00","0","30126"
"0","380000","2021/04/22 11:59:59","0","0","1","122","380000","2021/04/15 15:00:00","0","30127"
"0","380000","2021/04/28 11:59:59","0","0","1","123","380000","2021/04/22 12:00:00","0","30128"
"380000","0","2021/04/30 11:59:59","0","380000","2","124","380000","2021/04/28 12:00:00","0","50129"
"0","380000","2021/05/11 11:59:59","0","0","1","125","380000","2021/04/30 12:00:00","0","30130"
"0","380000","2021/05/21 14:59:59","0","0","1","126","380000","2021/05/11 12:00:00","0","30131"
"0","380000","2021/05/31 11:59:59","0","0","1","127","380000","2021/05/21 15:00:00","0","30133"
"0","380000","2021/06/09 11:59:59","0","0","1","128","380000","2021/05/31 12:00:00","0","30134"
"0","380000","2021/06/16 14:59:59","0","0","1","129","380000","2021/06/09 12:00:00","0","30135"
"0","380000","2021/06/24 14:59:59","0","0","1","130","380000","2021/06/16 15:00:00","0","30137"
"0","380000","2021/06/20 14:59:59","0","0","1","131","380000","2021/06/16 15:00:00","0","30136"
"0","380000","2021/06/24 14:59:59","0","0","1","132","380000","2021/06/20 15:00:00","0","30138"
"0","380000","2021/06/30 11:59:59","0","0","1","133","380000","2021/06/24 15:00:00","0","30139"
"380000","0","2021/07/03 18:59:59","0","380000","2","134","380000","2021/06/30 12:00:00","0","50140"
"0","380000","2021/07/12 11:59:59","0","0","1","135","380000","2021/07/03 19:00:00","0","30141"
"0","380000","2021/07/15 14:59:59","0","0","1","136","380000","2021/07/08 12:00:00","0","30142"
"0","380000","2021/07/24 14:59:59","0","0","1","137","380000","2021/07/15 15:00:00","0","30144"
"0","380000","2021/07/19 14:59:59","0","0","1","138","380000","2021/07/15 15:00:00","0","30143"
"0","380000","2021/07/24 14:59:59","0","0","1","139","380000","2021/07/19 15:00:00","0","30145"
"0","380000","2021/07/31 11:59:59","0","0","1","140","380000","2021/07/24 15:00:00","0","30146"
"0","380000","2021/08/09 11:59:59","0","0","1","141","380000","2021/07/31 12:00:00","0","30147"
"0","380000","2021/08/15 14:59:59","0","0","1","142","380000","2021/08/09 12:00:00","0","30148"
"0","380000","2021/08/23 11:59:59","0","0","1","143","380000","2021/08/15 15:00:00","0","40005"
"0","380000","2021/08/31 11:59:59","0","0","1","144","380000","2021/08/23 12:00:00","0","30150"
"380000","0","2021/09/03 18:59:59","0","380000","2","145","380000","2021/08/31 12:00:00","0","50151"
"0","380000","2021/09/08 11:59:59","0","0","1","146","380000","2021/09/03 19:00:00","0","30152"
"0","380000","2021/09/13 11:59:59","0","0","1","147","380000","2021/09/08 12:00:00","0","30153"
"0","380000","2021/09/18 11:59:59","0","0","1","148","380000","2021/09/13 12:00:00","0","30154"
"0","380000","2021/09/24 11:59:59","0","0","1","149","380000","2021/09/18 12:00:00","0","40006"
"0","380000","2021/09/30 11:59:59","0","0","1","150","380000","2021/09/24 12:00:00","0","30157"
"0","380000","2021/09/30 11:59:59","0","0","1","151","380000","2021/09/24 12:00:00","0","30156"
"0","380000","2021/10/08 11:59:59","0","0","1","152","380000","2021/09/30 12:00:00","0","30158"
"0","380000","2021/10/15 14:59:59","0","0","1","153","380000","2021/10/08 12:00:00","0","30159"
"0","380000","2021/10/22 11:59:59","0","0","1","154","380000","2021/10/15 15:00:00","0","30160"
