8fcfa6ce2943981bfa154c3bef62ea2da03cc4d942544f83677b3dcc7a997fae,1cbea8227bee6606416a58511120de141bbff79e0e619f11880af7c2a4943c6b,da293edeab712d94864e536c4c5cb9157cc4f28566ef5cd5ae1d7f1b4b71a2e6,ed57912a4b52e0cb0a818e8142d34c1041ad4a70d0cf738d4f1bdb40fb3e66ec,ff75677982f29685dcee033455d1eed0e2f5356680e18e2d4acf0d01b7303eb2,aca3ccccca46ba805e1243bacf75afc8273257e46a1b2b1d1c291e8a893a15bf,1c13330c0cda10c7f26bf5373d79dc551851b5e793e9e35c5b393b40f2a2c588,6952cbbf8afca70df0464ed8f6f688cef2776c3bdf7acb213801dcbadd0cd55d,caca8a232b1e2d01f085c221f6c8ccb6684d333df98b2fccf665ad74c5b3c7f1,0150f8616aa354e362a4ae745a2a2dd037cfdbc54537f6892e21bd28f87fa1a5,d8a55e7d137e067cb556d2368095650b15f8eb7688f17e7431f0bd8a4fd77860,8b221d385796ecd0f63b5c7d5681756d26969a7c1f9c35f53d8fbb7fdf916b00,0f83aea96992d93b236714a13e699a7167ff1d60b24e7d596cb44972a80c7184,e97ba4785b09a6331ff04269b7e8e7d4c24f4f79c9efe223d0c7350fad029ddc,1e376b1b21efa159e3c4048e6c1cb5717d588434c05d74987c1d5e7e8da94d5c,3ee3d349ec907b4908e170a09966f8144106f986fccd4692afc1889af7dcd717,65695f7640b8779e82d64f7677f23dbfc458021a9497c43d92ea4a4c8ad36b1b,aef1b6d9172db8e93a892700e2b0d6fa5cfad3e705371071fc72e8438c9e2679,6db57738e4aa454156db0216c54635041e1bb128901193839695352d1c430fda,3693362cf4406cf4db2930d5920d68e4138577fbf9f80dd33d56c3925a894b4a,5f0db578476765baa330979bf135349bbe5c483efbacc6d0ea1a9939f76abf4e,78e443e9c442ae5082c522894f563c43707cb3bdd624d7ef1b3ef6a4c02deaeb,0e7e7ffc4ecaff5dfe200a3a8985a08f684d267703373b329196cfe61c10b706,c0eaa65025995082c6ec0e8ec2024d06d14400fad57c5f4a91a568911d124ab3,2b80f990612f990bae23ea1cf456dac435e32dee40544fe8572aac991f4c2f97,c8b3d33c156c23fd2645d667f672b5acae3b43da25618d473c312ce0dbb7f7ec,ca2d7cffb40a7585e5b12a7da09cdcf98c65ddd9773661d7468490f3cf8c5739,db3ae22c7c5badbdcfaae9e6b2f502f53d5890aab694507fc257c2f71b546dfc,f6ca30344318f160263cce97dd249d2c54ee4add76fa099ec6588687ee981fab,baff29bdade157ec78f8067cd47227969523015a503b8873bd75278465159bb4,c4ced5a22848bfa39205124be9d85c9b7843f20b36deb167b0054d991e099132,e53daeaa582949f21cb5d06f6e27283629bea1ed387ae8ec9801e3032cd78544
"31001","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130011"
"31002","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130021"
"31003","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130031"
"31004","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130041"
"31005","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130051"
"31006","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130061"
"31007","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130071"
"31008","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130081"
"31009","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130091"
"31010","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130101"
"31011","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130111"
"31012","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130121"
"31013","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130131"
"31014","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130141"
"31015","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130151"
"31016","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130161"
"31017","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130171"
"31018","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130181"
"31020","0","0","0","140000","0","0","50","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","1000000","0","0","130201"
