bf21a3cf252ec60d010663357980d6cb8cf0e84afe21169208117c0b7e64423c,5429cd2afd5552800443b759c9c268652e3b423e042f7094d471446712fdccd3,0c48cbe1d5a31c67b0e66ba9b45f48b5393e6f7868f439734fa9057d3c40645c,2fb6880dee91562766a233642f756b532781d5abc8b334a7a54e90e2c05f85c7,ab23c670f2f759c9d6e210a7fea682e239abd1f504093326abaeb2b3f8aa2875,bb433e71648a33c4668d8f1ca354adb997405e201da5ce9cdd617453eb81162d,9c26158de802886ff6097f2817011c1d03028dc76a7edf9db0c635f8efec47d3,69feda3d610506d52bd62e13dbdb5d47ad7a7d01b4b20a6e4b8914676fbacc4c,6cf2df139b659d420dbb2c42cc4768b41511910668890a9a807e2d2b6c9af5de,25838e03675eb69b6ba77988b8d2595ddf7811c55a52d7abef38843efa539ddf,05e79e1221207b3f4f17ee81f0dc7f9ead216e4d1efb0540ca5f0c89a0130fd7,74af091731dc6317db9002284319e32ed3b38b6a0d58e5aa4ab6281720f0fead,042b5bc9afa84ee3811132c70ba52e2b36792e27ca07ba182fe623d776341c5e
"1","57","0","0","0","0","0","1","0","10010484","0","0","10010001"
"2","59","10010674","0","1","0","0","1","0","10010100","0","0","10010099"
"11","58","10010099","0","10001","0","0","1","0","10010101","0","0","10010100"
"12","57","10010100","0","0","0","0","1","0","10010102","0","0","10010101"
"2","56","10010101","0","1","0","0","1","0","10010103","0","0","10010102"
"2","55","10010102","0","2","0","0","1","0","10010104","0","0","10010103"
"4","54","10010103","0","0","0","0","1","0","10010105","0","0","10010104"
"3","53","10010104","0","1","0","0","1","0","10010106","0","0","10010105"
"12","52","10010105","0","0","0","0","1","0","10010107","0","0","10010106"
"5","51","10010106","0","0","0","0","1","0","10010559","0","0","10010107"
"2","48","10010560","0","2","0","0","1","0","10010111","0","0","10010110"
"6","47","10010110","0","0","0","0","1","0","10010561","0","0","10010111"
"2","45","10010561","0","3","0","0","1","0","10010114","0","0","10010113"
"11","44","10010113","0","10001","0","0","1","0","10010562","0","0","10010114"
"4","42","10010562","0","0","0","0","1","0","10010117","0","0","10010116"
"6","41","10010116","0","0","0","0","1","0","10010118","0","0","10010117"
"3","40","10010117","0","3","0","0","1","0","10010563","0","0","10010118"
"11","49","10010559","0","10001","0","0","1","0","10010120","0","0","10010119"
"4","48","10010119","0","0","0","0","1","0","10010121","0","0","10010120"
"2","47","10010120","0","3","0","0","1","0","10010565","0","0","10010121"
"2","45","10010565","0","2","0","0","1","0","10010566","0","0","10010123"
"7","43","10010566","0","10003","0","0","1","0","10010126","0","0","10010125"
"4","42","10010125","0","0","0","0","1","0","10010127","0","0","10010126"
"7","41","10010126","0","10001","0","0","1","0","10010128","0","0","10010127"
"2","40","10010127","0","2","0","0","1","0","10010563","0","0","10010128"
"7","38","10010563","0","10001","0","0","1","0","10010131","0","0","10010130"
"6","37","10010130","0","0","0","0","1","0","10010132","0","0","10010131"
"11","36","10010131","0","10001","0","0","1","0","10010701","10010702","0","10010132"
"12","34","10010701","0","0","0","0","1","0","10010705","0","0","10010153"
"14","29","10010708","0","5","0","0","1","0","10010161","0","0","10010158"
"4","28","10010158","0","0","0","0","1","0","10010162","0","0","10010161"
"2","27","10010161","0","2","0","0","1","0","10010163","0","0","10010162"
"3","26","10010162","0","1","0","0","1","0","10010164","0","0","10010163"
"14","25","10010163","0","3","0","0","1","0","10010165","0","0","10010164"
"11","24","10010164","0","10001","0","0","1","0","10010166","0","0","10010165"
"12","23","10010165","0","0","0","0","1","0","10010167","0","0","10010166"
"3","22","10010166","0","2","0","0","1","0","10010568","0","0","10010167"
"7","20","10010568","0","10002","0","0","1","0","10010570","0","0","10010169"
"3","18","10010570","0","2","0","0","1","0","10010174","0","0","10010173"
"7","17","10010173","0","10001","0","0","1","0","10010175","0","0","10010174"
"4","16","10010174","0","0","0","0","1","0","10010176","0","0","10010175"
"2","15","10010175","0","1","0","0","1","0","10010177","0","0","10010176"
"2","14","10010176","0","2","0","0","1","0","10010178","0","0","10010177"
"3","13","10010177","0","2","0","0","1","0","10010179","0","0","10010178"
"12","12","10010178","0","0","0","0","1","0","10010180","0","0","10010179"
"6","11","10010179","0","0","0","0","1","0","10010181","0","0","10010180"
"4","10","10010180","0","0","0","0","1","0","10010182","0","0","10010181"
"2","9","10010181","0","2","0","0","1","0","10010183","0","0","10010182"
"2","8","10010182","0","3","0","0","1","0","10010184","0","0","10010183"
"14","7","10010183","0","3","0","0","1","0","10010555","0","0","10010184"
"14","3","10010558","0","1","0","0","1","0","10010187","0","0","10010186"
"3","2","10010186","0","3","0","0","1","0","10010188","0","0","10010187"
"2","1","10010187","0","2","0","0","1","0","10010189","0","0","10010188"
"13","0","10010188","0","0","0","0","1","0","10010190","0","0","10010189"
"12","60","10010189","0","0","0","0","1","0","10010191","0","0","10010190"
"6","59","10010190","0","0","0","0","1","0","10010192","0","0","10010191"
"3","58","10010191","0","1","0","0","1","0","10010193","0","0","10010192"
"7","57","10010192","0","10001","0","0","1","0","10010194","0","0","10010193"
"5","56","10010193","0","0","0","0","1","0","10010195","0","0","10010194"
"3","55","10010194","0","2","0","0","1","0","10010196","0","0","10010195"
"11","54","10010195","0","10001","0","0","1","0","10010197","0","0","10010196"
"4","53","10010196","0","0","0","0","1","0","10010198","0","0","10010197"
"2","52","10010197","0","1","0","0","1","0","10010199","0","0","10010198"
"14","51","10010198","0","2","0","0","1","0","10010200","0","0","10010199"
"2","50","10010199","0","1","0","0","1","0","10010201","0","0","10010200"
"3","49","10010200","0","1","0","0","1","0","10010214","10010716","0","10010201"
"4","48","10010201","0","0","0","0","1","0","10010215","0","0","10010214"
"12","47","10010214","0","0","0","0","1","0","10010710","0","0","10010215"
"11","44","10010711","0","10001","0","0","1","0","10010219","0","0","10010218"
"2","43","10010218","0","2","0","0","1","0","10010220","0","0","10010219"
"4","42","10010219","0","0","0","0","1","0","10010221","0","0","10010220"
"3","41","10010220","0","2","0","0","1","0","10010222","0","0","10010221"
"2","40","10010221","0","1","0","0","1","0","10010223","0","0","10010222"
"2","39","10010222","0","2","0","0","1","0","10010224","0","0","10010223"
"4","38","10010223","0","0","0","0","1","0","10010225","0","0","10010224"
"7","37","10010224","0","10002","0","0","1","0","10010226","0","0","10010225"
"11","36","10010225","0","10001","0","0","1","0","10010227","0","0","10010226"
"14","35","10010226","0","4","0","0","1","0","10010228","0","0","10010227"
"5","34","10010227","0","0","0","0","1","0","10010229","0","0","10010228"
"2","33","10010228","0","1","0","0","1","0","10010230","0","0","10010229"
"14","32","10010229","0","3","0","0","1","0","10010231","0","0","10010230"
"4","31","10010230","0","0","0","0","1","0","10010232","0","0","10010231"
"7","30","10010231","0","10001","0","0","1","0","10010233","0","0","10010232"
"6","29","10010232","0","0","0","0","1","0","10010234","10010236","0","10010233"
"7","28","10010233","0","10001","0","0","1","0","10010573","0","0","10010234"
"2","28","10010233","0","3","0","0","1","0","10010237","0","0","10010236"
"3","27","10010236","0","2","0","0","1","0","10010574","0","0","10010237"
"3","25","10010574","0","3","0","0","1","0","10010240","0","0","10010239"
"2","24","10010239","0","3","0","0","1","0","10010241","0","0","10010240"
"4","23","10010240","0","0","0","0","1","0","10010575","0","0","10010241"
"14","24","10010245","0","2","0","0","1","0","10010564","0","0","10010244"
"7","25","10010246","0","10003","0","0","1","0","10010244","0","0","10010245"
"14","26","10010573","0","1","0","0","1","0","10010245","0","0","10010246"
"4","21","10010575","0","0","0","0","1","0","10010248","0","0","10010247"
"11","20","10010247","0","10001","0","0","1","0","10010249","10010250","0","10010248"
"7","19","10010248","0","10003","0","0","1","0","10010253","0","0","10010249"
"5","19","10010248","0","0","0","0","1","0","10010251","0","0","10010250"
"6","18","10010250","0","0","0","0","1","0","10010577","0","0","10010251"
"3","18","10010249","0","2","0","0","1","0","10010576","0","0","10010253"
"14","16","10010576","0","5","0","10010577","1","0","10010256","0","0","10010255"
"2","15","10010255","0","2","0","0","1","0","10010257","0","0","10010256"
"12","14","10010256","0","0","0","0","1","0","10010258","0","0","10010257"
"2","13","10010257","0","1","0","0","1","0","10010259","0","0","10010258"
"7","12","10010258","0","10001","0","0","1","0","10010260","0","0","10010259"
"2","11","10010259","0","2","0","0","1","0","10010261","0","0","10010260"
"7","10","10010260","0","10001","0","0","1","0","10010262","0","0","10010261"
"3","9","10010261","0","1","0","0","1","0","10010263","0","0","10010262"
"7","8","10010262","0","10001","0","0","1","0","10010264","0","0","10010263"
"6","7","10010263","0","0","0","0","1","0","10010719","10010717","0","10010264"
"3","5","10010719","0","2","0","0","1","0","10010273","0","0","10010272"
"7","4","10010272","0","10002","0","10010721","1","0","10010274","0","0","10010273"
"4","3","10010273","0","0","0","0","1","0","10010275","0","0","10010274"
"2","2","10010274","0","3","0","0","1","0","10010276","0","0","10010275"
"3","1","10010275","0","3","0","0","1","0","10010277","0","0","10010276"
