2b5d4ef54a46b19ab96c4218199bd1d6c425f9ae4c7512689dffc8920bde33c7,66eaa03e025c53f18ccb39d14e90229e06455de749e6fd96e804c6aca4c3ceff,1fd5bd9c87fe10814cf8c0cd24d802d39adba66dd426be5470f268d96f14bfaf,224e146b4af6c61331ef782bbae7964d92166739b212e917417985f0d68b372d,12bea197d983114c7ab355e498d15d9c3f72bc5e3ad8083d1f4c6ec4bb27c673,93576316111654527eae20832bf89bc83a80824a329be112a5016122d2697dcd,a8093e2a40794e0fcabe998d0976c953f0d221daacc19d87b0cc21a45d12ae3f,e85c93f1cf991fc34e6de40a15b8205c2331e615a8bd8f00eb4d0b43fd9047fa,b5e7da2319a4bd54ff5da1aa52647cda680fbe2b4cd6531b6deaadac7b96da43,dcc36e6510970ed9cb0e8f58654d51f3f3c6a3df5e0485be44196a4f5c78ab52,d51bbbb80fa8e9c1b4533e1620f7d47690e6d83d9c0b520d84a2208a0369ecb4
"1","30001","1","2015/04/01 15:00:00","2018/02/28 14:59:59","380000","380000","0","0","0","0"
"2","30002","1","2018/02/28 15:00:00","2018/03/15 14:59:59","380000","380000","0","0","0","0"
"3","30003","1","2018/03/15 15:00:00","2018/03/31 14:59:59","380000","380000","0","0","0","0"
"4","30004","1","2018/03/31 15:00:00","2018/04/16 14:59:59","380000","380000","0","0","0","0"
"5","30005","1","2018/04/16 15:00:00","2018/04/30 11:59:59","380000","380000","0","0","0","0"
"6","30006","1","2018/04/30 12:00:00","2018/05/15 14:59:59","380000","380000","0","0","0","0"
"7","30007","1","2018/05/15 15:00:00","2018/05/31 11:59:59","380000","380000","0","0","0","0"
"8","30008","1","2018/05/31 12:00:00","2018/06/15 14:59:59","380000","380000","0","0","0","0"
"9","30009","1","2018/06/15 15:00:00","2018/06/30 11:59:59","380000","380000","0","0","0","0"
"10","30010","1","2018/06/30 12:00:00","2018/07/17 14:59:59","380000","380000","0","0","0","0"
"11","30011","1","2018/07/17 15:00:00","2018/07/31 11:59:59","380000","380000","0","0","0","0"
"12","30012","1","2018/07/31 12:00:00","2018/08/21 14:59:59","380000","380000","0","0","0","0"
"13","30014","1","2018/08/31 12:00:00","2018/08/31 12:00:59","380000","380000","0","0","0","0"
"14","40001","1","2018/08/21 15:00:00","2018/08/31 11:59:59","380000","380000","0","0","0","0"
"15","30014","1","2018/08/31 12:01:00","2018/09/18 14:59:59","380000","380000","0","0","0","0"
"16","30015","1","2018/09/18 15:00:00","2018/09/30 11:59:59","380000","380000","0","0","0","0"
"17","30016","1","2018/09/30 12:00:00","2018/10/18 14:59:59","380000","380000","0","0","0","0"
"18","30017","1","2018/10/18 15:00:00","2018/10/31 11:59:59","380000","380000","0","0","0","0"
"19","50018","2","2018/10/31 12:00:00","2018/11/03 18:59:59","380000","0","380000","380000","0","0"
"20","30019","1","2018/11/03 19:00:00","2018/11/19 14:59:59","380000","380000","0","0","0","0"
"21","30020","1","2018/11/19 15:00:00","2018/11/30 11:59:59","380000","380000","0","0","0","0"
"22","30021","1","2018/11/30 12:00:00","2018/12/19 14:59:59","380000","380000","0","0","0","0"
"23","30022","1","2018/12/19 15:00:00","2018/12/31 11:59:59","380000","380000","0","0","0","0"
"24","50023","2","2018/12/31 12:00:00","2019/01/03 18:59:59","380000","0","380000","380000","0","0"
"25","30025","1","2019/01/18 15:00:00","2019/01/31 11:59:59","380000","380000","0","0","0","0"
"26","30026","1","2019/01/31 12:00:00","2019/02/15 22:59:59","380000","380000","0","0","0","0"
"27","50027","2","2019/02/15 23:00:00","2019/02/28 11:59:59","380000","0","380000","380000","0","0"
"28","30028","1","2019/02/28 12:00:00","2019/03/19 14:59:59","380000","380000","0","0","0","0"
"29","30029","1","2019/03/19 15:00:00","2019/03/26 14:59:59","380000","380000","0","0","0","0"
"30","30030","1","2019/03/26 15:00:00","2019/03/31 11:59:59","380000","380000","0","0","0","0"
"31","30031","1","2019/03/31 12:00:00","2019/04/19 14:59:59","380000","380000","0","0","0","0"
"32","30032","1","2019/04/19 15:00:00","2019/04/30 11:59:59","380000","380000","0","0","0","0"
"33","50033","2","2019/04/30 12:00:00","2019/05/07 14:59:59","380000","0","380000","380000","0","0"
"34","30035","1","2019/05/14 15:00:00","2019/05/17 14:59:59","380000","380000","0","0","0","0"
"35","30036","1","2019/05/17 15:00:00","2019/05/31 11:59:59","380000","380000","0","0","0","0"
"36","30037","1","2019/05/31 12:00:00","2019/06/15 11:59:59","380000","380000","0","0","0","0"
"37","30038","1","2019/06/15 12:00:00","2019/06/18 14:59:59","380000","380000","0","0","0","0"
"38","30039","1","2019/06/18 15:00:00","2019/06/30 11:59:59","380000","380000","0","0","0","0"
"39","30040","1","2019/06/30 12:00:00","2019/07/13 11:59:59","380000","380000","0","0","0","0"
"40","30041","1","2019/07/13 12:00:00","2019/07/18 14:59:59","380000","380000","0","0","0","0"
"41","30042","1","2019/07/18 15:00:00","2019/07/31 11:59:59","380000","380000","0","0","0","0"
"42","30043","1","2019/07/31 12:00:00","2019/08/10 11:59:59","380000","380000","0","0","0","0"
"43","30044","1","2019/08/10 12:00:00","2019/08/15 14:59:59","380000","380000","0","0","0","0"
"44","40002","1","2019/08/15 15:00:00","2019/08/26 11:59:59","380000","380000","0","0","0","0"
"45","30046","1","2019/08/26 12:00:00","2019/08/31 11:59:59","380000","380000","0","0","0","0"
"46","50047","2","2019/08/31 12:00:00","2019/09/03 20:59:59","380000","0","380000","380000","0","0"
"47","30048","1","2019/09/03 21:00:00","2019/09/12 11:59:59","380000","380000","0","0","0","0"
"48","30049","1","2019/09/12 12:00:00","2019/09/16 14:59:59","380000","380000","0","0","0","0"
"49","30050","1","2019/09/16 15:00:00","2019/09/29 11:59:59","380000","380000","0","0","0","0"
"50","50051","2","2019/09/29 12:00:00","2019/09/30 11:59:59","380000","0","380000","380000","0","0"
"51","30052","1","2019/09/30 12:00:00","2019/10/11 11:59:59","380000","380000","0","0","0","0"
"52","30053","1","2019/10/11 12:00:00","2019/10/16 14:59:59","380000","380000","0","0","0","0"
"53","30054","1","2019/10/16 15:00:00","2019/10/31 11:59:59","380000","380000","0","0","0","0"
"54","30055","1","2019/10/31 12:00:00","2019/11/11 11:59:59","380000","380000","0","0","0","0"
"55","30056","1","2019/11/11 12:00:00","2019/11/15 14:59:59","380000","380000","0","0","0","0"
"56","30057","1","2019/11/15 15:00:00","2019/11/30 11:59:59","380000","380000","0","0","0","0"
"57","30058","1","2019/11/30 12:00:00","2019/12/11 11:59:59","380000","380000","0","0","0","0"
"58","30059","1","2019/12/11 12:00:00","2019/12/20 14:59:59","380000","380000","0","0","0","0"
"59","30060","1","2019/12/20 15:00:00","2019/12/31 11:59:59","380000","380000","0","0","0","0"
"60","50061","2","2019/12/31 12:00:00","2020/01/03 18:59:59","380000","0","380000","380000","0","0"
"61","30063","1","2020/01/10 12:00:00","2020/01/16 14:59:59","380000","380000","0","0","0","0"
"62","30064","1","2020/01/16 15:00:00","2020/01/31 11:59:59","380000","380000","0","0","0","0"
"63","30065","1","2020/01/31 12:00:00","2020/02/10 11:59:59","380000","380000","0","0","0","0"
"64","30066","1","2020/02/10 12:00:00","2020/02/15 14:59:59","380000","380000","0","0","0","0"
"65","50067","2","2020/02/15 15:00:00","2020/02/25 11:59:59","380000","0","380000","380000","0","0"
"66","30068","1","2020/02/25 12:00:00","2020/02/29 11:59:59","380000","380000","0","0","0","0"
"67","30069","1","2020/02/29 12:00:00","2020/03/13 14:59:59","380000","380000","0","0","0","0"
"68","30070","1","2020/03/13 15:00:00","2020/03/26 11:59:59","380000","380000","0","0","0","0"
"69","30071","1","2020/03/26 12:00:00","2020/03/31 11:59:59","380000","380000","0","0","0","0"
"70","30072","1","2020/03/31 12:00:00","2020/04/10 11:59:59","380000","380000","0","0","0","0"
"71","30073","1","2020/04/10 12:00:00","2020/04/15 14:59:59","380000","380000","0","0","0","0"
"72","30074","1","2020/04/15 15:00:00","2020/04/24 11:59:59","380000","380000","0","0","0","0"
"73","30075","1","2020/04/24 12:00:00","2020/04/30 11:59:59","380000","380000","0","0","0","0"
"74","30076","1","2020/04/30 12:00:00","2020/05/10 11:59:59","380000","380000","0","0","0","0"
"75","30077","1","2020/05/10 12:00:00","2020/05/15 14:59:59","380000","380000","0","0","0","0"
"76","30078","1","2020/05/15 15:00:00","2020/05/31 11:59:59","380000","380000","0","0","0","0"
"77","50079","2","2020/05/31 12:00:00","2020/06/03 18:59:59","380000","0","380000","380000","0","0"
"78","30080","1","2020/06/03 19:00:00","2020/06/10 11:59:59","380000","380000","0","0","0","0"
"79","30081","1","2020/06/10 12:00:00","2020/06/17 14:59:59","380000","380000","0","0","0","0"
"80","30082","1","2020/06/17 15:00:00","2020/06/24 11:59:59","380000","380000","0","0","0","0"
"81","30083","1","2020/06/24 12:00:00","2020/06/30 11:59:59","380000","380000","0","0","0","0"
"82","50084","2","2020/06/30 12:00:00","2020/07/03 18:59:59","380000","0","380000","380000","0","0"
"83","30085","1","2020/07/03 19:00:00","2020/07/10 11:59:59","380000","380000","0","0","0","0"
"84","30086","1","2020/07/10 12:00:00","2020/07/15 14:59:59","380000","380000","0","0","0","0"
"85","30087","1","2020/07/15 15:00:00","2020/07/22 11:59:59","380000","380000","0","0","0","0"
"86","30088","1","2020/07/22 12:00:00","2020/07/27 11:59:59","380000","380000","0","0","0","0"
"87","30089","1","2020/07/27 12:00:00","2020/07/31 11:59:59","380000","380000","0","0","0","0"
"88","30090","1","2020/07/31 12:00:00","2020/08/10 11:59:59","380000","380000","0","0","0","0"
"89","30091","1","2020/08/10 12:00:00","2020/08/15 14:59:59","380000","380000","0","0","0","0"
"90","40003","1","2020/08/15 15:00:00","2020/08/26 11:59:59","380000","380000","0","0","0","0"
"91","30093","1","2020/08/26 12:00:00","2020/08/31 11:59:59","380000","380000","0","0","0","0"
"92","50094","2","2020/08/31 12:00:00","2020/09/03 18:59:59","380000","0","380000","380000","0","0"
"93","30095","1","2020/09/03 19:00:00","2020/09/14 11:59:59","380000","380000","0","0","0","0"
"94","30096","1","2020/09/14 12:00:00","2020/09/19 14:59:59","380000","380000","0","0","0","0"
"95","30097","1","2020/09/19 15:00:00","2020/09/30 11:59:59","380000","380000","0","0","0","0"
"96","30098","1","2020/09/30 12:00:00","2020/10/10 11:59:59","380000","380000","0","0","0","0"
"97","30099","1","2020/10/10 12:00:00","2020/10/15 14:59:59","380000","380000","0","0","0","0"
"98","30100","1","2020/10/15 15:00:00","2020/10/26 14:59:59","380000","380000","0","0","0","0"
"99","30101","1","2020/10/26 15:00:00","2020/10/31 11:59:59","380000","380000","0","0","0","0"
"100","30102","1","2020/10/31 12:00:00","2020/11/10 11:59:59","380000","380000","0","0","0","0"
"101","30103","1","2020/11/10 12:00:00","2020/11/21 14:59:59","380000","380000","0","0","0","0"
"102","30104","1","2020/11/21 15:00:00","2020/11/30 11:59:59","380000","380000","0","0","0","0"
"103","30105","1","2020/11/30 12:00:00","2020/12/10 11:59:59","380000","380000","0","0","0","0"
"104","30106","1","2020/12/10 12:00:00","2020/12/21 14:59:59","380000","380000","0","0","0","0"
"105","30107","1","2020/12/21 15:00:00","2020/12/31 11:59:59","380000","380000","0","0","0","0"
"106","50108","2","2020/12/31 12:00:00","2021/01/03 18:59:59","380000","0","380000","380000","0","0"
"107","30109","1","2021/01/03 19:00:00","2021/01/12 11:59:59","380000","380000","0","0","0","0"
"108","30110","1","2021/01/12 12:00:00","2021/01/17 11:59:59","380000","380000","0","0","0","0"
"109","30111","1","2021/01/17 12:00:00","2021/01/22 14:59:59","380000","380000","0","0","0","0"
"110","30112","1","2021/01/22 15:00:00","2021/01/31 11:59:59","380000","380000","0","0","0","0"
"111","30113","1","2021/01/31 12:00:00","2021/02/10 11:59:59","380000","380000","0","0","0","0"
"112","30114","1","2021/02/10 12:00:00","2021/02/15 22:59:59","380000","380000","0","0","0","0"
"113","40004","1","2021/02/15 23:00:00","2021/02/23 14:59:59","380000","380000","0","0","0","0"
"114","30117","2","2021/02/23 15:00:00","2021/02/28 11:59:59","380000","380000","380000","380000","0","0"
"115","50119","2","2021/02/28 12:00:00","2021/03/03 18:59:59","380000","0","380000","380000","0","0"
"116","30120","1","2021/03/03 19:00:00","2021/03/12 11:59:59","380000","380000","0","0","0","0"
"117","30121","1","2021/03/08 12:00:00","2021/03/24 11:59:59","380000","380000","0","0","0","0"
"118","30122","1","2021/03/12 12:00:00","2021/03/22 14:59:59","380000","380000","0","0","0","0"
"119","30123","1","2021/03/22 15:00:00","2021/03/31 11:59:59","380000","380000","0","0","0","0"
"120","30125","1","2021/03/31 14:00:00","2021/04/08 11:59:59","380000","380000","0","0","0","0"
"121","30126","1","2021/04/08 12:00:00","2021/04/15 14:59:59","380000","380000","0","0","0","0"
"122","30127","1","2021/04/15 15:00:00","2021/04/22 11:59:59","380000","380000","0","0","0","0"
"123","30128","1","2021/04/22 12:00:00","2021/04/28 11:59:59","380000","380000","0","0","0","0"
"124","50129","2","2021/04/28 12:00:00","2021/04/30 11:59:59","380000","0","380000","380000","0","0"
"125","30130","1","2021/04/30 12:00:00","2021/05/11 11:59:59","380000","380000","0","0","0","0"
"126","30131","1","2021/05/11 12:00:00","2021/05/21 14:59:59","380000","380000","0","0","0","0"
"127","30133","1","2021/05/21 15:00:00","2021/05/31 11:59:59","380000","380000","0","0","0","0"
"128","30134","1","2021/05/31 12:00:00","2021/06/09 11:59:59","380000","380000","0","0","0","0"
"129","30135","1","2021/06/09 12:00:00","2021/06/16 14:59:59","380000","380000","0","0","0","0"
"130","30137","1","2021/06/16 15:00:00","2021/06/24 14:59:59","380000","380000","0","0","0","0"
"131","30136","1","2021/06/16 15:00:00","2021/06/20 14:59:59","380000","380000","0","0","0","0"
"132","30138","1","2021/06/20 15:00:00","2021/06/24 14:59:59","380000","380000","0","0","0","0"
"133","30139","1","2021/06/24 15:00:00","2021/06/30 11:59:59","380000","380000","0","0","0","0"
"134","50140","2","2021/06/30 12:00:00","2021/07/03 18:59:59","380000","0","380000","380000","0","0"
"135","30141","1","2021/07/03 19:00:00","2021/07/12 11:59:59","380000","380000","0","0","0","0"
"136","30142","1","2021/07/08 12:00:00","2021/07/15 14:59:59","380000","380000","0","0","0","0"
"137","30144","1","2021/07/15 15:00:00","2021/07/24 14:59:59","380000","380000","0","0","0","0"
"138","30143","1","2021/07/15 15:00:00","2021/07/19 14:59:59","380000","380000","0","0","0","0"
"139","30145","1","2021/07/19 15:00:00","2021/07/24 14:59:59","380000","380000","0","0","0","0"
"140","30146","1","2021/07/24 15:00:00","2021/07/31 11:59:59","380000","380000","0","0","0","0"
"141","30147","1","2021/07/31 12:00:00","2021/08/09 11:59:59","380000","380000","0","0","0","0"
"142","30148","1","2021/08/09 12:00:00","2021/08/15 14:59:59","380000","380000","0","0","0","0"
"143","40005","1","2021/08/15 15:00:00","2021/08/23 11:59:59","380000","380000","0","0","0","0"
"144","30150","1","2021/08/23 12:00:00","2021/08/31 11:59:59","380000","380000","0","0","0","0"
"145","50151","2","2021/08/31 12:00:00","2021/09/03 18:59:59","380000","0","380000","380000","0","0"
"146","30152","1","2021/09/03 19:00:00","2021/09/08 11:59:59","380000","380000","0","0","0","0"
"147","30153","1","2021/09/08 12:00:00","2021/09/13 11:59:59","380000","380000","0","0","0","0"
"148","30154","1","2021/09/13 12:00:00","2021/09/18 11:59:59","380000","380000","0","0","0","0"
"149","40006","1","2021/09/18 12:00:00","2021/09/24 11:59:59","380000","380000","0","0","0","0"
"150","30157","1","2021/09/24 12:00:00","2021/09/30 11:59:59","380000","380000","0","0","0","0"
"151","30156","1","2021/09/24 12:00:00","2021/09/30 11:59:59","380000","380000","0","0","0","0"
"152","30158","1","2021/09/30 12:00:00","2021/10/08 11:59:59","380000","380000","0","0","0","0"
"153","30159","1","2021/10/08 12:00:00","2021/10/15 14:59:59","380000","380000","0","0","0","0"
"154","30160","1","2021/10/15 15:00:00","2021/10/22 11:59:59","380000","380000","0","0","0","0"
"155","30161","1","2021/10/22 12:00:00","2021/10/31 11:59:59","380000","380000","0","0","0","0"
"156","50162","2","2021/10/31 12:00:00","2021/11/03 18:59:59","380000","0","380000","380000","0","0"
