efeca8eb21904b0d9c5b1877a052add465d9a002db721fc454f273af7508b75a,0c93ff931f6443435993678eec4f419f1c175d764cd3232b3bd6f72658e955be,dc265e3c4661fe7f08f877baa84f746e97879ffb84d3b47b444defbc488a8805,9103ccc50321fcc579ad0b79f55a759cc568a65c331c87074f131181c64dff4a,4ae5f8ca5a461d9f71633e6ee89217388391dad80ed3f77a30484390826c29c5,7b9056948ba365d37aafa776ef2d82c9bbe10aea43fa0dbc72fffa8bf0df6df2,8261a2a058b48efa7f655d97bc13f881db22e1c962d4891baafaed59d4d94df7,cfee814bcc41b15f51fdb01d3b4953c65af5fd557dbe5d9d22d934f4553b6674,e87fb754c712678edaadeddd5b6637b84b871b52667ede9cf0e7b1afce40aae9,b5e8c0ab6209ada6ce52964bc013e3867527da648511fe395bfe4eac20327ce6,10b5658ceb7856f565344987cdcbd204014f72552153b75bf3be2828365215f5,685314a96918606c8617c5d10aa350c81e049bcc0c9fcda789925029b3067c37,02885388f6501a3b87389bdb9a766e91e50a08c9cde706b70cba437c3d9f777e,34748cbc0d89d5b0a24cfaf2015f58ef0bd42b35354d48031eb547ca0634478f,ca5cca6700fb950a0d8fde3ae570f818e48206eecb5c6f715a015fe18e2b545e,902b60ade8bcebd58ac2bf2ab3ea1409986cc5a4808014c6aa3d641dcc6cd8b5
"101011","4","0","0","0","4","0","110010011","0","0","0","1","1","0","0","101281"
"101251","4","0","0","0","4","0","110010021","0","0","0","1","1","0","0","101521"
"101161","4","0","0","0","4","0","110010031","0","0","0","1","1","0","0","101431"
"101371","4","0","0","0","4","0","110010041","0","0","0","1","1","0","0","101551"
"101161","4","0","0","0","4","0","110010051","0","0","0","1","1","0","0","101611"
"101071","4","0","0","0","4","0","110010061","0","0","0","1","1","0","0","101401"
"101251","4","0","0","0","4","0","110010071","0","0","0","1","1","0","0","101581"
"101281","4","0","0","0","4","0","110010081","0","0","0","1","1","0","0","101611"
"101131","4","0","0","0","4","0","110010091","0","0","0","1","1","0","0","101551"
"101011","4","0","0","0","4","0","110010101","0","0","0","1","1","0","0","101611"
"101191","4","0","0","0","4","0","110020011","0","0","0","1","1","0","0","101011"
"101251","4","0","0","0","4","0","110020021","0","0","0","1","1","0","0","101371"
"101401","4","0","0","0","4","0","110020031","0","0","0","1","1","0","0","101551"
"101521","4","0","0","0","4","0","110020041","0","0","0","1","1","0","0","101611"
"101281","4","0","0","0","4","0","110020051","0","0","0","1","1","0","0","101581"
"101251","4","0","0","0","4","0","110020061","0","0","0","1","1","0","0","101611"
"101071","4","0","0","0","4","0","110020071","0","0","0","1","1","0","0","101431"
"101131","4","0","0","0","4","0","110020081","0","0","0","1","1","0","0","101581"
"102163","4","0","0","0","4","0","110020091","0","0","0","1","1","0","0","122371"
"102013","4","0","0","0","4","0","110020101","0","0","0","1","1","0","0","102581"
"102252","4","0","0","0","4","0","110020111","0","0","0","1","1","0","0","102551"
"102222","4","0","0","0","4","0","110020121","0","0","0","1","1","0","0","102612"
"122493","4","0","0","0","4","0","110030011","0","0","0","1","1","0","0","102551"
"122491","4","0","0","0","4","0","110030021","0","0","0","1","1","0","0","102612"
"102163","4","0","0","0","4","0","110030031","0","0","0","1","1","0","0","102252"
"102222","4","0","0","0","4","0","110030041","0","0","0","1","1","0","0","102192"
"102013","4","0","0","0","4","0","110030051","0","0","0","1","1","0","0","102131"
"102014","4","0","0","0","4","0","110030061","0","0","0","1","1","0","0","102101"
"102041","4","0","0","0","4","0","110030071","0","0","0","1","1","0","0","122282"
"122312","4","0","0","0","4","0","110030081","0","0","0","1","1","0","0","122342"
"122372","4","0","0","0","4","0","110030091","0","0","0","1","1","0","0","122401"
"122432","4","0","0","0","4","0","110030101","0","0","0","1","1","0","0","122521"
"102552","4","0","0","0","4","0","110030111","0","0","0","1","1","0","0","102582"
"122614","4","0","0","0","4","0","110030121","0","0","0","1","1","0","0","122613"
"102101","4","0","0","0","4","0","110040011","0","0","0","1","1","0","0","102252"
"102014","4","0","0","0","4","0","110040021","0","0","0","1","1","0","0","102192"
"113071","4","0","0","0","4","0","110040031","0","0","0","1","1","0","0","102013"
"113011","4","0","0","0","4","0","110040041","0","0","0","1","1","0","0","102163"
"123161","4","0","0","0","4","0","110040051","0","0","0","1","1","0","0","123251"
"113221","4","0","0","0","4","0","110040061","0","0","0","1","1","0","0","113191"
"123281","4","0","0","0","4","0","110040071","0","0","0","1","1","0","0","102552"
"123311","4","0","0","0","4","0","110040081","0","0","0","1","1","0","0","102582"
"123341","4","0","0","0","4","0","110040091","0","0","0","1","1","0","0","122614"
"113431","4","0","0","0","4","0","110040101","0","0","0","1","1","0","0","113521"
"113551","4","0","0","0","4","0","110040111","0","0","0","1","1","0","0","113581"
"113611","4","0","0","0","4","0","110040121","0","0","0","1","1","0","0","123612"
"123192","4","0","0","0","4","0","110040131","0","0","0","1","1","0","0","113252"
"123161","4","0","0","0","4","0","110050011","0","0","0","1","1","0","0","113191"
"113221","4","0","0","0","4","0","110050021","0","0","0","1","1","0","0","113071"
"123192","4","0","0","0","4","0","110050031","0","0","0","1","1","0","0","123251"
"113012","4","0","0","0","4","0","110050041","0","0","0","1","1","0","0","113101"
"113162","4","0","0","0","4","0","110050051","0","0","0","1","1","0","0","113252"
"123041","4","0","0","0","4","0","110050061","0","0","0","1","1","0","0","113131"
"113342","4","0","0","0","4","0","110050071","0","0","0","1","1","0","0","113522"
"123371","4","0","0","0","4","0","110050081","0","0","0","1","1","0","0","123432"
"123282","4","0","0","0","4","0","110050091","0","0","0","1","1","0","0","123461"
"113401","4","0","0","0","4","0","110050101","0","0","0","1","1","0","0","123491"
"113552","4","0","0","0","4","0","110050111","0","0","0","1","1","0","0","113162"
"123582","4","0","0","0","4","0","110050121","0","0","0","1","1","0","0","113012"
"123072","4","0","0","0","4","0","110050131","0","0","0","1","1","0","0","113222"
"113101","4","0","0","0","4","0","110060011","0","0","0","1","1","0","0","113131"
"113162","4","0","0","0","4","0","110060021","0","0","0","1","1","0","0","123192"
"123193","4","0","0","0","4","0","110060031","0","0","0","1","1","0","0","113252"
"123132","4","0","0","0","4","0","110060041","0","0","0","1","1","0","0","113012"
"113013","4","0","0","0","4","0","110060051","0","0","0","1","1","0","0","123072"
"123042","4","0","0","0","4","0","110060061","0","0","0","1","1","0","0","113222"
"113283","4","0","0","0","4","0","110060071","0","0","0","1","1","0","0","123041"
"123343","4","0","0","0","4","0","110060081","0","0","0","1","1","0","0","113522"
"113372","4","0","0","0","4","0","110060091","0","0","0","1","1","0","0","113552"
"113553","4","0","0","0","4","0","110060101","0","0","0","1","1","0","0","123582"
"113614","4","0","0","0","4","0","110060111","0","0","0","1","1","0","0","113013"
"123583","4","0","0","0","4","0","110060121","0","0","0","1","1","0","0","123193"
"124131","4","0","0","0","4","0","110060131","0","0","0","1","1","0","0","123042"
"124101","4","0","0","0","4","0","110060141","0","0","0","1","1","0","0","124251"
"113222","4","0","0","0","4","0","110070011","0","0","0","1","1","0","0","123432"
"113013","4","0","0","0","4","0","110070021","0","0","0","1","1","0","0","123072"
"124251","4","0","0","0","4","0","110070031","0","0","0","1","1","0","0","123132"
"114011","4","0","0","0","4","0","110070041","0","0","0","1","1","0","0","124131"
"124101","4","0","0","0","4","0","110070051","0","0","0","1","1","0","0","114191"
"124161","4","0","0","0","4","0","110070061","0","0","0","1","1","0","0","124071"
"114041","4","0","0","0","4","0","110070071","0","0","0","1","1","0","0","114221"
"114011","4","0","0","0","4","0","110070081","0","0","0","1","1","0","0","124251"
"114281","4","0","0","0","4","0","110070091","0","0","0","1","1","0","0","124101"
"114221","4","0","0","0","4","0","110070101","0","0","0","1","1","0","0","124161"
"124311","4","0","0","0","4","0","110070111","0","0","0","1","1","0","0","114041"
"114341","4","0","0","0","4","0","110070121","0","0","0","1","1","0","0","124071"
"114371","4","0","0","0","4","0","110070131","0","0","0","1","1","0","0","114191"
"124401","4","0","0","0","4","0","110070141","0","0","0","1","1","0","0","124131"
"114041","4","0","0","0","4","0","110080011","0","0","0","1","1","0","0","114011"
"124131","4","0","0","0","4","0","110080021","0","0","0","1","1","0","0","124161"
"124101","4","0","0","0","4","0","110080031","0","0","0","1","1","0","0","124071"
"114191","4","0","0","0","4","0","110080041","0","0","0","1","1","0","0","114221"
"114281","4","0","0","0","4","0","110080051","0","0","0","1","1","0","0","114011"
"124311","4","0","0","0","4","0","110080061","0","0","0","1","1","0","0","114041"
"114341","4","0","0","0","4","0","110080071","0","0","0","1","1","0","0","114221"
"124431","4","0","0","0","4","0","110080081","0","0","0","1","1","0","0","114191"
"124521","4","0","0","0","4","0","110080091","0","0","0","1","1","0","0","124131"
"124401","4","0","0","0","4","0","110080101","0","0","0","1","1","0","0","114011"
"114371","4","0","0","0","4","0","110080111","0","0","0","1","1","0","0","124101"
"114341","4","0","0","0","4","0","110080121","0","0","0","1","1","0","0","124251"
"124491","4","0","0","0","4","0","110080131","0","0","0","1","1","0","0","124071"
"114461","4","0","0","0","4","0","110080141","0","0","0","1","1","0","0","114221"
"114371","4","0","0","0","4","0","110080151","0","0","0","1","1","0","0","124161"
"124251","4","0","0","0","4","0","110090011","0","0","0","1","1","0","0","124071"
"114011","4","0","0","0","4","0","110090021","0","0","0","1","1","0","0","114221"
"114191","4","0","0","0","4","0","110090031","0","0","0","1","1","0","0","124161"
"114162","4","0","0","0","4","0","110090041","0","0","0","1","1","0","0","124311"
"114012","4","0","0","0","4","0","110090051","0","0","0","1","1","0","0","114072"
"124192","4","0","0","0","4","0","110090061","0","0","0","1","1","0","0","114102"
"114132","4","0","0","0","4","0","110090071","0","0","0","1","1","0","0","114252"
"114222","4","0","0","0","4","0","110090081","0","0","0","1","1","0","0","124042"
"114072","4","0","0","0","4","0","110090091","0","0","0","1","1","0","0","114461"
"114162","4","0","0","0","4","0","110090101","0","0","0","1","1","0","0","114132"
"114012","4","0","0","0","4","0","110090111","0","0","0","1","1","0","0","124431"
"114102","4","0","0","0","4","0","110090121","0","0","0","1","1","0","0","124192"
"114252","4","0","0","0","4","0","110090131","0","0","0","1","1","0","0","124491"
"124042","4","0","0","0","4","0","110090141","0","0","0","1","1","0","0","114222"
"114012","4","0","0","0","4","0","110090151","0","0","0","1","1","0","0","114252"
"124192","4","0","0","0","4","0","110100011","0","0","0","1","1","0","0","114012"
"114222","4","0","0","0","4","0","110100021","0","0","0","1","1","0","0","114162"
"114252","4","0","0","0","4","0","110100031","0","0","0","1","1","0","0","114132"
"124282","4","0","0","0","4","0","110100041","0","0","0","1","1","0","0","114072"
"124372","4","0","0","0","4","0","110100051","0","0","0","1","1","0","0","124342"
"124312","4","0","0","0","4","0","110100061","0","0","0","1","1","0","0","114611"
"124522","4","0","0","0","4","0","110100071","0","0","0","1","1","0","0","114581"
"124432","4","0","0","0","4","0","110100081","0","0","0","1","1","0","0","114551"
"124342","4","0","0","0","4","0","110100091","0","0","0","1","1","0","0","114581"
"124372","4","0","0","0","4","0","110100101","0","0","0","1","1","0","0","114611"
"124312","4","0","0","0","4","0","110100111","0","0","0","1","1","0","0","114551"
"124342","4","0","0","0","4","0","110100121","0","0","0","1","1","0","0","114581"
"124522","4","0","0","0","4","0","110100131","0","0","0","1","1","0","0","114551"
"124432","4","0","0","0","4","0","110100141","0","0","0","1","1","0","0","114611"
"124282","4","0","0","0","4","0","110100151","0","0","0","1","1","0","0","114551"
"124342","4","0","0","0","4","0","110100161","0","0","0","1","1","0","0","124432"
"124312","4","0","0","0","4","0","110100171","0","0","0","1","1","0","0","124282"
"124282","4","0","0","0","4","0","110110011","0","0","0","1","1","0","0","124312"
"124372","4","0","0","0","4","0","110110021","0","0","0","1","1","0","0","124522"
"124342","4","0","0","0","4","0","110110031","0","0","0","1","1","0","0","124432"
"114073","4","0","0","0","4","0","110110041","0","0","0","1","1","0","0","124312"
"124163","4","0","0","0","4","0","110110051","0","0","0","1","1","0","0","124253"
"114013","4","0","0","0","4","0","110110061","0","0","0","1","1","0","0","114193"
"114223","4","0","0","0","4","0","110110071","0","0","0","1","1","0","0","124103"
"114133","4","0","0","0","4","0","110110081","0","0","0","1","1","0","0","114043"
"114073","4","0","0","0","4","0","110110091","0","0","0","1","1","0","0","124282"
