114f52960a14b38d1a6952c3d16df5566a4ce4c9bf65c12ee9102da8247fcd17,0b4fef912794eca2c20f6cf1aa4a1cd51420659a95b29ee39b9b007292aeb1ad,c065178a48f80038c6f8ea942bd0cc4c621e8236183a4184cf972713f88af51a,e3d3d23ee29aebfbd774813acfb23c33cb5e6e0c871ebe014db1341c645123f0,fba764a4d0df7672eed20fcecf560134da3db3a4c852015d5335218e5db13e0c,9e787d3b2f01e87b04a97a81dd1958b438ac5d28193d323f9bf489af90728361,04f02b1dd935553069ad43d13da8356f17e3f0d35353239b3ff59da5e786c0d0,70e16949418419afcbfced211562c6dd54547d3e51760c3844754c7084a6a237,71842e9f4f5d17c1799a99cc4b384f42c7557b8ae5dcac422ae840412ab2cf3b,fbadbe18d0142d431c2e0e6127d95a155d5a454d4457c0f92ad6d192353680a5,61604e71540371effa689f1427f26297891ec53ff6d205dbc5b15621f20aea76,d609c30868663122e166ce2927a0731a95a04ee1727bced42a6fcf3d1dabcb3a,fab39e7475f3bb34fbe2ac20d7593be1aabfc6a60b064e4e1ab96667ad81fcf4
"0","0","10001","0","0","31038","0","0","0","31012","60001","60002","0"
"0","0","10002","0","0","31004","0","0","0","31020","60011","60012","0"
"0","0","10003","0","0","31017","0","0","0","31010","60021","60022","0"
"0","0","10004","0","0","31028","0","0","0","31076","60031","60032","0"
"0","0","10005","0","0","31032","0","0","0","31080","60041","60042","0"
"0","0","10006","0","0","31034","0","0","0","31047","60051","60052","0"
"0","0","10007","0","0","31022","0","0","0","31082","60061","60062","0"
"0","0","10008","0","0","31051","0","0","0","31009","60071","60072","0"
"0","0","10009","0","0","31029","0","0","0","31085","60081","60082","0"
"0","0","10010","0","0","31002","0","0","0","31089","60091","60092","0"
"0","0","10011","0","0","31011","0","0","0","31090","60101","60102","0"
"0","0","10012","0","0","31008","0","0","0","31043","60111","60112","0"
"0","0","10013","0","0","31018","0","0","0","31093","60121","60122","0"
"0","0","10014","0","0","31038","0","0","0","31012","60131","60132","0"
"0","0","10015","0","0","31045","0","0","0","31053","60141","60142","0"
"0","0","10016","0","0","31004","0","0","0","31020","60151","60152","0"
"0","0","10017","0","0","31025","0","0","0","31098","60161","60162","0"
"0","0","10018","0","0","31017","0","0","0","31010","60171","60172","0"
"0","0","10019","0","0","31050","0","0","0","31101","60181","60182","0"
"0","0","10020","0","0","31028","0","0","0","31076","60191","60192","0"
"0","0","10021","0","0","31014","0","0","0","31105","60201","60202","0"
"0","0","10022","0","0","31032","0","0","0","31080","60211","60212","0"
"0","0","10023","0","0","31040","0","0","0","31056","60221","60222","0"
"0","0","10024","0","0","31034","0","0","0","31047","60231","60232","0"
"0","0","10025","0","0","31036","0","0","0","31112","60241","60242","0"
"0","0","10026","0","0","31022","0","0","0","31082","60251","60252","0"
"0","0","10027","0","0","31005","0","0","0","31037","60261","60262","0"
"0","0","10028","0","0","31051","0","0","0","31009","60271","60272","0"
"0","0","10029","0","0","31044","0","0","0","31116","60281","60282","0"
"0","0","10030","0","0","31029","0","0","0","31085","60291","60292","0"
"0","0","10031","0","0","31021","0","0","0","31121","60301","60302","0"
"0","0","10032","0","0","31002","0","0","0","31089","60311","60312","0"
"0","0","10033","0","0","31049","0","0","0","31123","60321","60322","0"
"0","0","10034","0","0","31011","0","0","0","31090","60331","60332","0"
"0","0","10035","0","0","31042","0","0","0","31126","60341","60342","0"
"0","0","10036","0","0","31042","0","0","0","31126","60341","60342","0"
"0","0","10037","0","0","31008","0","0","0","31043","60361","60362","0"
"0","0","10038","0","0","31046","0","0","0","31107","60371","60372","0"
"0","0","10039","0","0","31018","0","0","0","31093","60381","60382","0"
"0","0","10040","0","0","31033","0","0","0","31028","60391","60392","0"
"0","0","10041","0","0","31045","0","0","0","31053","60401","60402","0"
"0","0","10042","0","0","31065","0","0","0","31130","60411","60412","0"
"0","0","10043","0","0","31050","0","0","0","31101","60421","60422","0"
"0","0","10044","0","0","31027","0","0","0","31132","60431","60432","0"
"0","0","10045","0","0","31014","0","0","0","31105","60441","60442","0"
"0","0","10046","0","0","31023","0","0","0","31135","60451","60452","0"
"0","0","10047","0","0","31040","0","0","0","31056","60461","60462","0"
"0","0","10048","0","0","31013","0","0","0","31016","60471","60472","0"
"0","0","10049","0","0","31036","0","0","0","31112","60481","60482","0"
"0","0","10050","0","0","31054","0","0","0","31141","60491","60492","0"
"0","0","10051","0","0","31005","0","0","0","31037","60501","60502","0"
"0","0","10052","0","0","31037","0","0","0","31014","60511","60512","0"
"0","0","10053","0","0","31025","0","0","0","31098","60521","60522","0"
"0","0","10054","0","0","31048","0","0","0","31146","60531","60532","0"
"0","0","10055","0","0","31044","0","0","0","31116","60541","60542","0"
"0","0","10056","0","0","31060","0","0","0","31147","60551","60552","0"
"0","0","10057","0","0","31021","0","0","0","31121","60561","60562","0"
"0","0","10058","0","0","31003","0","0","0","31156","60571","60572","0"
"0","0","10059","0","0","31003","0","0","0","31156","60571","60572","0"
"0","0","10060","0","0","31049","0","0","0","31123","60591","60592","0"
"0","0","10061","0","0","31010","0","0","0","31158","60601","60602","0"
"0","0","10062","0","0","31042","0","0","0","31126","60611","60612","0"
"0","0","10063","0","0","31042","0","0","0","31126","60611","60612","0"
