4ac236b85212f322c183031af9cc849f64a15d14c2a37f4ef0bb82bb97e56ee0,b0dd43c41febdb78ab5ddb0288fa0d6991b193d01598597faef25c909a656807,4bc3c095b08b3431a431e3f58bd288b58bca0e1baecf284202ad4043e3cabbd6,55f3f98f6989633bd0e05299db819928d47c8085e79c650e44657315cae934aa,96fcacaea0a23a6251e1254174e00d55a2f912afa274548d70828ecc8a47c877,b127387ba62044c807b8a87bb6878f0361ed2de80bb7ed190a900a21f263f1b6,282801dee2b3cd7cfa2324783aa044cc3a8654ccea7033c6fb12ea87658d1996,805ac5e24d1245b928694a8b4d0c998d76b0c0ee163545950e35d509bf9b720c,8f9079d903da04e9df69c2f20f94bb496cc97036159f6630010f296e0ee82161,4463f5470dbf361b85cd6a134ec726d698948ae62cc9a4047bd6aff7108e5bc4,d37750cff7aedc4669cab5d79da6ac0735eb527f0496be0fb632901a53f48f9e
"1","380000","30001","0","0","2018/02/28 14:59:59","0","2015/04/01 15:00:00","380000","0","1"
"1","380000","30002","0","0","2018/03/15 14:59:59","0","2018/02/28 15:00:00","380000","0","2"
"1","380000","30003","0","0","2018/03/31 14:59:59","0","2018/03/15 15:00:00","380000","0","3"
"1","380000","30004","0","0","2018/04/16 14:59:59","0","2018/03/31 15:00:00","380000","0","4"
"1","380000","30005","0","0","2018/04/30 11:59:59","0","2018/04/16 15:00:00","380000","0","5"
"1","380000","30006","0","0","2018/05/15 14:59:59","0","2018/04/30 12:00:00","380000","0","6"
"1","380000","30007","0","0","2018/05/31 11:59:59","0","2018/05/15 15:00:00","380000","0","7"
"1","380000","30008","0","0","2018/06/15 14:59:59","0","2018/05/31 12:00:00","380000","0","8"
"1","380000","30009","0","0","2018/06/30 11:59:59","0","2018/06/15 15:00:00","380000","0","9"
"1","380000","30010","0","0","2018/07/17 14:59:59","0","2018/06/30 12:00:00","380000","0","10"
"1","380000","30011","0","0","2018/07/31 11:59:59","0","2018/07/17 15:00:00","380000","0","11"
"1","380000","30012","0","0","2018/08/21 14:59:59","0","2018/07/31 12:00:00","380000","0","12"
"1","380000","30014","0","0","2018/08/31 12:00:59","0","2018/08/31 12:00:00","380000","0","13"
"1","380000","40001","0","0","2018/08/31 11:59:59","0","2018/08/21 15:00:00","380000","0","14"
"1","380000","30014","0","0","2018/09/18 14:59:59","0","2018/08/31 12:01:00","380000","0","15"
"1","380000","30015","0","0","2018/09/30 11:59:59","0","2018/09/18 15:00:00","380000","0","16"
"1","380000","30016","0","0","2018/10/18 14:59:59","0","2018/09/30 12:00:00","380000","0","17"
"1","380000","30017","0","0","2018/10/31 11:59:59","0","2018/10/18 15:00:00","380000","0","18"
"2","380000","50018","380000","380000","2018/11/03 18:59:59","0","2018/10/31 12:00:00","0","0","19"
"1","380000","30019","0","0","2018/11/19 14:59:59","0","2018/11/03 19:00:00","380000","0","20"
"1","380000","30020","0","0","2018/11/30 11:59:59","0","2018/11/19 15:00:00","380000","0","21"
"1","380000","30021","0","0","2018/12/19 14:59:59","0","2018/11/30 12:00:00","380000","0","22"
"1","380000","30022","0","0","2018/12/31 11:59:59","0","2018/12/19 15:00:00","380000","0","23"
"2","380000","50023","380000","380000","2019/01/03 18:59:59","0","2018/12/31 12:00:00","0","0","24"
"1","380000","30025","0","0","2019/01/31 11:59:59","0","2019/01/18 15:00:00","380000","0","25"
"1","380000","30026","0","0","2019/02/15 22:59:59","0","2019/01/31 12:00:00","380000","0","26"
"2","380000","50027","380000","380000","2019/02/28 11:59:59","0","2019/02/15 23:00:00","0","0","27"
"1","380000","30028","0","0","2019/03/19 14:59:59","0","2019/02/28 12:00:00","380000","0","28"
"1","380000","30029","0","0","2019/03/26 14:59:59","0","2019/03/19 15:00:00","380000","0","29"
"1","380000","30030","0","0","2019/03/31 11:59:59","0","2019/03/26 15:00:00","380000","0","30"
"1","380000","30031","0","0","2019/04/19 14:59:59","0","2019/03/31 12:00:00","380000","0","31"
"1","380000","30032","0","0","2019/04/30 11:59:59","0","2019/04/19 15:00:00","380000","0","32"
"2","380000","50033","380000","380000","2019/05/07 14:59:59","0","2019/04/30 12:00:00","0","0","33"
"1","380000","30035","0","0","2019/05/17 14:59:59","0","2019/05/14 15:00:00","380000","0","34"
"1","380000","30036","0","0","2019/05/31 11:59:59","0","2019/05/17 15:00:00","380000","0","35"
"1","380000","30037","0","0","2019/06/15 11:59:59","0","2019/05/31 12:00:00","380000","0","36"
"1","380000","30038","0","0","2019/06/18 14:59:59","0","2019/06/15 12:00:00","380000","0","37"
"1","380000","30039","0","0","2019/06/30 11:59:59","0","2019/06/18 15:00:00","380000","0","38"
"1","380000","30040","0","0","2019/07/13 11:59:59","0","2019/06/30 12:00:00","380000","0","39"
"1","380000","30041","0","0","2019/07/18 14:59:59","0","2019/07/13 12:00:00","380000","0","40"
"1","380000","30042","0","0","2019/07/31 11:59:59","0","2019/07/18 15:00:00","380000","0","41"
"1","380000","30043","0","0","2019/08/10 11:59:59","0","2019/07/31 12:00:00","380000","0","42"
"1","380000","30044","0","0","2019/08/15 14:59:59","0","2019/08/10 12:00:00","380000","0","43"
"1","380000","40002","0","0","2019/08/26 11:59:59","0","2019/08/15 15:00:00","380000","0","44"
"1","380000","30046","0","0","2019/08/31 11:59:59","0","2019/08/26 12:00:00","380000","0","45"
"2","380000","50047","380000","380000","2019/09/03 20:59:59","0","2019/08/31 12:00:00","0","0","46"
"1","380000","30048","0","0","2019/09/12 11:59:59","0","2019/09/03 21:00:00","380000","0","47"
"1","380000","30049","0","0","2019/09/16 14:59:59","0","2019/09/12 12:00:00","380000","0","48"
"1","380000","30050","0","0","2019/09/29 11:59:59","0","2019/09/16 15:00:00","380000","0","49"
"2","380000","50051","380000","380000","2019/09/30 11:59:59","0","2019/09/29 12:00:00","0","0","50"
"1","380000","30052","0","0","2019/10/11 11:59:59","0","2019/09/30 12:00:00","380000","0","51"
"1","380000","30053","0","0","2019/10/16 14:59:59","0","2019/10/11 12:00:00","380000","0","52"
"1","380000","30054","0","0","2019/10/31 11:59:59","0","2019/10/16 15:00:00","380000","0","53"
"1","380000","30055","0","0","2019/11/11 11:59:59","0","2019/10/31 12:00:00","380000","0","54"
"1","380000","30056","0","0","2019/11/15 14:59:59","0","2019/11/11 12:00:00","380000","0","55"
"1","380000","30057","0","0","2019/11/30 11:59:59","0","2019/11/15 15:00:00","380000","0","56"
"1","380000","30058","0","0","2019/12/11 11:59:59","0","2019/11/30 12:00:00","380000","0","57"
"1","380000","30059","0","0","2019/12/20 14:59:59","0","2019/12/11 12:00:00","380000","0","58"
"1","380000","30060","0","0","2019/12/31 11:59:59","0","2019/12/20 15:00:00","380000","0","59"
"2","380000","50061","380000","380000","2020/01/03 18:59:59","0","2019/12/31 12:00:00","0","0","60"
"1","380000","30063","0","0","2020/01/16 14:59:59","0","2020/01/10 12:00:00","380000","0","61"
"1","380000","30064","0","0","2020/01/31 11:59:59","0","2020/01/16 15:00:00","380000","0","62"
"1","380000","30065","0","0","2020/02/10 11:59:59","0","2020/01/31 12:00:00","380000","0","63"
"1","380000","30066","0","0","2020/02/15 14:59:59","0","2020/02/10 12:00:00","380000","0","64"
"2","380000","50067","380000","380000","2020/02/25 11:59:59","0","2020/02/15 15:00:00","0","0","65"
"1","380000","30068","0","0","2020/02/29 11:59:59","0","2020/02/25 12:00:00","380000","0","66"
"1","380000","30069","0","0","2020/03/13 14:59:59","0","2020/02/29 12:00:00","380000","0","67"
"1","380000","30070","0","0","2020/03/26 11:59:59","0","2020/03/13 15:00:00","380000","0","68"
"1","380000","30071","0","0","2020/03/31 11:59:59","0","2020/03/26 12:00:00","380000","0","69"
"1","380000","30072","0","0","2020/04/10 11:59:59","0","2020/03/31 12:00:00","380000","0","70"
