e88f8b6fc18940252ea07282cf2b34b98c9b7e180aee000c4ce0e4d9f500e1e4,b63e0b3d1ac98fbc271dd3f8dc8896916113c8f49e927a22f89ba5245cf9c92e,64305769504ce73886472d7c35c7457778604a69bf2c32301a2184729fd9b456,dee72efa3f8b9e292d554379a62e124c302f52f3e0c77eb704932ec33610ac85,dd255f0ed38223f73f53bb9d964517d6105b9da489a87b7ed44224b7e1ea05a6,5c36fd3fdc92ba59c54b7ab4d50fc90001619467ebafcc2ea918dcfebf99ded0,11a78837fa697e1b064898770fa04d2264b5c1baca13ca7ddd0fb2e52d7a77eb,b4e5138f01851ea13ca10297536c1b21cdf4467a4850cac63e049dd7ebc920fa,6158c5fc62649592d08cefb441ee063c7f8e19dc7f485075459fb479e527db69,5aad478105a7b804c38cac51c7521260a925259b42c98e0eaceedd610e1c887d,c061b6375f55c3b0e17b5b1223aa3bfcfa1e54c1c94e9dbab4a1a88235ba2409,991035c93c45d8c2f673a71fd3f5c6210b9d8667575fb471ccfa58af95c4e628
"1","2","80001_1","1","80000","80001","80001_2","24005","80001_3","0","1","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 1）"
"1","2","80002_1","1","80000","80002","80002_2","24006","80002_3","0","1","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 2）"
"1","2","80003_1","1","80000","80003","80003_2","24007","80003_3","0","1","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 3）"
"1","2","80004_1","1","80000","80004","80004_2","24008","80004_3","0","1","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 4）"
"1","2","80005_1","1","80000","80005","80005_2","24009","80005_3","0","1","★3確定 プリコネフェス記念ガチャチケット"
"1","2","80006_1","1","80000","80006","80006_2","24010","80006_3","0","1","★3確定 プリコネフェス2022記念ガチャチケット"
"1","2","80007_1","1","80000","80007","80007_2","24011","80007_3","0","1","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 1"
"1","2","80008_1","1","80000","80008","80008_2","24012","80008_3","0","1","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 2"
"1","2","80009_1","1","80000","80009","80009_2","24013","80009_3","0","1","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 3"
"1","2","80010_1","1","80000","80010","80010_2","24014","80010_3","0","1","★3確定 プリコネフェス2023記念ガチャチケット"
"1","2","80011_1","1","80000","80011","80011_2","24015","80011_3","0","1","★3確定 5周年記念ガチャチケット"
"1","2","80012_1","1","80000","80012","80012_2","24016","80012_3","0","1","★3確定 スタートダッシュガチャチケット"
"1","2","80013_1","1","80000","80013","80013_2","24017","80013_3","0","1","★3確定 プリコネフェス2024記念ガチャチケット"
