ba9f18658758c8597c3e87a7c096878c525f761305e992eaa7c50313bdde3d42,afa4d3086d6c868d403ddb47a35d1b97c6bf9251e30558475f31c4d81e75ed3e,6cb5f276ded073b51a384872c43ca485e3092ce9e65ee67858656b86b2037189,6e2fcd2b51fb3db8b910c681e5cff60ddc8e1e6006c07228264354faf2bd5b42,8f56e0b0ba3718a1033dfb28e00af181f0acd207a2a07cccf03aaf5ee1dd7181,f40edc48598550f6fedd38067180ce7d62c0d04ea9e65e511533636d920484ce,1a4cd97e51d138a341d7f8048a62fe18258d87dca0f217c094a2df36b6d2d245,db23e6f56edef8dd81d31161bc6155190bef3b207026aa7f958e86fb07bcaeba,8f1173dc534bb56dd9450da90f15b6033dd12e1d3338fd2f361423a0a33403a8,e4736738f1f4851e45ea9c591a2ad987beb8c2f2f134a8de5108fb8096dbc2ba,ddc1943ce738145545aaddb89166aa155d0f614e29b9d85d777b2ec74fd0ef0c,f9e9b0c282fb52946dc3aa2af202322703a9b8631d64f9fb06a7f1da2db87d6e,d66cece6c3e0e1d3194f18af1951bb3de0a521e1179445169af6cbc9ae9d0d3d,4005726e089688b34bebdbaea9dc5b01280d7e305fa31c1f46d561f8db693d03,4e27b94ad37e5faefe26498d1824f8b937bff3aa600fdc181edb1705201b2275,a4b27578f845bb7e7f9fa31081133720f06929557eada76ab3b41c9995aa44a4,b02c0bc7bdef2bc31c101115f2b1b3d596a3637a5dbf3066ab574a6b13adb420,bd7c51d70b436fb54a07c1d1d8dff37863c3fbc182961431413a04479bf61edb,692e27c4171db3b2638f1d78498897062a4996bcbeacb88cc7ee5222e390d30c
"0","12","1","0","5.5","1","0","1","610132007","5","10132","3","0","0","","610132501","3","-60","289"
"0","0","2","70","1.5","1","0","1","610132008","5","10132","1","0","0","","610132502","0","-60","289"
"0","0","3","0","1.5","1","0","1","610132009","5","10132","1","0","0","","0","0","-60","289"
"0","0","1","55","5.5","1","0","1.85","610134007","5","10134","1","0","0","","0","3","-50","292"
"0","30","2","0","1.5","1","0","1.85","610134008","5","10134","3","0","0","","610134502","0","-50","292"
"0","0","3","0","1.5","1","0","1.85","610134009","5","10134","1","0","0","","0","0","-50","292"
"0","0","1","0","5.5","1","600","1.1","610136007","5","10136","2","0","0","","610136501","3","0","295"
"0","0","2","84","1.5","1","0","1.5","610136008","5","10136","1","0","0","","0","0","-50","295"
"0","0","3","0","1.5","1","0","1.5","610136009","5","10136","1","0","0","","0","0","-50","295"
"0","0","1","75","5.5","1","0","0.85","610137007","5","10137","1","0","0","","0","0","0","295"
"0","0","2","50","1.5","1","0","0.85","610137008","5","10137","1","0","0","","0","0","0","295"
"0","0","3","0","1.5","1","0","0.85","610137009","5","10137","1","0","0","","0","0","0","295"
"0","0","1","77","5.5","1","0","1.4","610140007","5","10140","1","0","0","","0","3","0","298"
"0","0","2","52","1.5","1","0","1.4","610140008","5","10140","1","0","0","","0","0","0","298"
"0","0","3","0","1.5","1","0","1.4","610140009","5","10140","1","0","0","","0","0","0","298"
"0","0","1","76","5.5","1","0","1.45","610142007","5","10142","1","0","0","","0","3","-33","301"
"0","0","2","0","1.5","1","600","1.23","610142008","5","10142","2","0","0","","610142502","3","-40","301"
"0","0","3","0","1.5","1","0","1.45","610142009","5","10142","1","0","0","","0","0","-33","301"
"0","0","1","65","5.5","1","0","1","610144007","5","10144","1","0","0","","0","3","-33","304"
"0","0","2","0","1.5","1","600","0.85","610144008","5","10144","2","0","0","","610144502","3","-40","304"
"0","0","3","0","1.5","1","0","1","610144009","5","10144","1","0","0","","0","0","-33","304"
"0","0","1","0","5.5","1","600","0.87","610146007","5","10146","2","0","0","","610146501","3","-45","307"
"0","0","2","58","1.5","1","0","1.18","610146008","5","10146","1","0","0","","0","0","-45","307"
"0","0","3","0","1.5","1","0","1.18","610146009","5","10146","1","0","0","","0","0","-45","307"
"0","0","1","0","5.5","1","600","1.4","610148007","5","10148","2","0","0","","610148501","3","-50","310"
"0","0","2","68","1.5","1","0","1.7","610148008","5","10148","1","0","0","","0","0","-50","310"
"0","0","3","0","1.5","1","0","1.7","610148009","5","10148","1","0","0","","0","0","-50","310"
"0","0","1","71","5.5","1","0","1.35","610150007","5","10150","1","0","0","","0","3","-33","313"
"0","0","2","50","1.5","1","0","1.35","610150008","5","10150","1","0","0","","0","3","-33","313"
"0","0","3","0","1.5","1","0","1.35","610150009","5","10150","1","0","0","","0","0","-33","313"
"0","0","1","0","5.5","1","600","0.7","610152007","5","10152","2","0","0","","610152501","4.8","20","316"
"0","0","2","81","1.5","1","0","0.96","610152008","5","10152","1","0","0","","0","0","30","316"
"0","0","3","0","1.5","1","0","0.96","610152009","5","10152","1","0","0","","0","0","30","316"
"0","0","1","68","5.5","1","0","1.25","610154007","5","10154","1","0","0","","0","3","-33","319"
"0","0","2","0","1.5","1","600","1","610154008","5","10154","2","0","0","","610154502","3","-10","319"
"0","0","3","0","1.5","1","0","1.25","610154009","5","10154","1","0","0","","0","0","-33","319"
"0","0","1","0","5.5","1","600","0.85","610156007","5","10156","2","0","0","","610156501","3","5","322"
"0","0","2","75","1.5","1","600","1.11","610156008","5","10156","1","0","0","","0","3","-10","322"
"0","0","3","0","1.5","1","0","1.11","610156009","5","10156","1","0","0","","0","0","-10","322"
"0","0","1","0","5.5","1","600","1.5","610158007","5","10158","2","0","0","","610158501","3","-40","325"
"0","0","2","65","1.5","1","0","1.75","610158008","5","10158","1","0","0","","0","0","-33","325"
"0","0","3","0","1.5","1","0","1.75","610158009","5","10158","1","0","0","","0","0","-33","325"
"0","20","1","0","5.5","1","600","1.4","610160007","5","10160","3","0","0","","610160501","4.8","-35","328"
"0","0","2","70","1.5","1","0","1.4","610160008","5","10160","1","0","0","","0","0","-35","328"
"0","0","3","0","1.5","1","0","1.4","610160009","5","10160","1","0","0","","0","0","-35","328"
