71a34ecaacc8db724e0432e87daf5c860b2187353bd39cdc8b32c36c9eb8c48c,d51904ff9d28ec6a5e4d9963923416fe74ca03bdef476cd0d578f032387ef281,2fcc9e2861cfa15e5b7a57fddce1a5afe7cb72e5978f105793e03a07815d259c,8c61546a093b5f4a7cb95c11fd663d00edb38b0522213a0ea0c2efe6deeb853c,4b6e0d977cf4849e2c3db11cefe8b42a3f2552c5734483c26288b765549d66d3,d377b060e7f5a254ccf097cc2aa90736763aea561c4e17db60045ef15e468c04,46955f5861ea0839b0579430cc2221b43062704992f4176294df3388cacff4ed,2d1e696f2d4436553df8bb94e8a6fed61bab3e94fa9aa4db4f14f6b427589867,fae5c5d5e5634c2d2521f664b4a45ab87be3f6514ab3048479a898d29d3f5661,c70b0db7ae04351ca79fbfa3bc902146fa3e859280046250ac191b032bd1148a,08007031a5bbfbd4b05d5517723f6f3865b3e5d2eb41993ba4ebf9fad0f1184e,d8b0106058bc0ec4a245079349e2ec306a1fbc1122240f08090e46048f0e61ad,a75ffa823f4405d5fd4c612659092a8e19993dd0bb22dbfb33b0e90b6e39eb75,43f399563f120332f8f10778aad0c96d68eb72b49612eef098e0d4e24aafe5ea,d57bc86910e90d131ab5e0aa295994a2693e404fb870ff2694dfeff3d8f0e99b,2a56c9a859aad190df4195b88987a4a955aeffd6fc5e45db689104ce2dd35361,e650c2c0effc8d40bafe2f1d89d1a7291c15acedbebf23768c29ea94afac7187,a0b54d31f70a717278f03cd195b978ee90e12949daf57cf580732b04a85fb0f9,ba0ebbac4aa5f5384913a8f766cbf819bd83c0551306c7a96ef2b6c0cf2001d2,5c7a85d41da24d82987df17cdd9a11ac3f201e03465534bdd2140803482f613a,7df8a1898b95e9b6b6c95f0c42bb8f02fba6ba430b5dfc7af36cbbbc8d2f283e,0770c64ba329984d7a07e8bd96e7fd7e0b1918bf1d1d30e7b6b8d65f664f4017,b1f4785dd0d87af4b630651a2caed889b80e8024cb0f75fc7e57d2149f8c6064,54358ba177d2cf92dcb70f10ac935d5e56479f0b90417f5e59cea99143ea9c51,06d088449f7250ed4be3781496ec20bafbee226503081d6e7b1502814d959fa5,82f6b0eaa7c1b79c3ee95d2a7d6778762fef08d21057961872663ff817ca41ee,71364044aa028f47dbac4f0a1edd228d20a4785211f70b8cd608c24c42acf05c,037cf138e3f664753b076e084c67d595eafca979a8f45d44ce82be2abcfc5629,578d18564644630121382b527d5349ca13f700321052a1141a4ef8ce5272061f,0a2632d167320a5394c2e75d0cb75a9d632eabb494b61ca3fd03c673690d2714,0d0819eeb001aab6034d6ee3449e3ea8d478fb66ec04621a7a740db944e597e2,52e1fff3f07fa275bf3a74e3cfd2811d301e85d00612318603b448f6fb8ee7e2,d34e5f108b6789496661f39da751019d818d4cde3f033edc3c4cd5de4be64bc8,0bfa73065e1c463c96f58b63a376791f6f7e94fac19e2a0f381170208472d782,3df7e6b858f78064969800d27f20f015b8e8dfa34a07741bc2e204fb5f180019,6289126cfeb905a3fcc93a5fc5e28f61d490e5450b6af409d2973fe4fdf17c30,9926f3d989a1fa758ec72eeff9fb667c02e667e1b3d00b21830fb83fe4b22242,e0631804ee5a17bda2f712d8fd42f29649bb12cf96dde213a114c7963b3a0058,bdd53ae549e5a74415218ef22bf775c4c8b3ea729bbfddab9a025489ff7a702d,87dbc1c5108f24b99153928ea492968db32b7073fc9b24af278fd00f9b6f0611,dbfcb9d965ea87319f71e7956f83eb86be1815e23ea6ff0b09478241eec07820
"18","0","620130001","0","0","0","1","0","1","0","0","0","0","0","1001","61001005","0","0","1","258","0","0","600110011","0","1","620090001","0","0","0","1001","0","61001007","1","61001004","36","30","0","620060001","0","0","600000001"
"18","0","620130001","0","0","0","1","0","1","0","0","0","0","0","2001","61001005","0","0","1","258","0","0","600110021","0","1","620090001","0","0","0","2001","0","61001007","1","61001004","36","30","0","620060001","0","0","600000002"
"18","0","620130001","0","0","0","1","0","1","0","0","0","0","0","3001","61001005","0","0","1","258","0","0","600110031","0","1","620090001","0","0","0","3001","0","61001007","1","61001004","36","30","0","620060001","0","0","600000003"
"18","0","620130001","0","0","0","1","0","1","0","0","0","0","0","4001","61001005","0","0","1","258","0","0","600110041","0","1","620090001","0","0","0","4001","0","61001007","1","61001004","36","30","0","620060001","0","0","600000004"
"18","0","620130002","0","0","0","1","0","1","0","0","0","0","0","5001","61001005","0","0","1","268","0","0","600110051","0","1","620090002","0","0","0","5001","0","61001007","1","61001004","36","30","0","620060002","0","0","600000005"
"18","0","620130003","0","0","0","1","0","1","0","0","0","0","0","6001","61001005","0","0","1","273","0","0","600110061","0","1","620090003","0","0","0","6001","0","61001007","1","61001004","36","30","0","620060003","0","0","600000006"
"18","0","620130004","0","0","0","1","0","1","0","0","0","0","0","7001","61001005","0","0","1","281","0","0","600110071","0","1","620090004","0","0","0","7001","0","61001007","1","61001004","36","30","0","620060004","0","0","600000007"
"18","0","620130005","0","0","0","1","0","1","0","0","0","0","0","8001","61001005","0","0","1","288","0","0","600110081","0","1","620090005","0","0","0","8001","0","61001007","1","61001004","36","30","0","620060005","0","0","600000008"
"18","0","620130006","0","0","0","1","0","1","0","0","0","0","0","9001","61001005","0","0","1","298","0","0","600110091","0","1","620090006","0","0","0","9001","0","61001007","1","61001004","36","30","0","620060006","0","0","600000009"
"18","0","620130007","0","0","0","1","0","1","0","0","0","0","0","10001","61001005","0","0","1","309","0","0","600110101","0","1","620090007","0","0","0","10001","0","61001007","1","61001004","36","30","0","620060007","0","0","600000010"
"18","0","620130008","0","0","0","1","0","1","0","0","0","0","0","11001","61001005","0","0","1","313","0","0","600110111","0","1","620090008","0","0","0","11001","0","61001007","1","61001004","36","30","0","620060008","0","0","600000011"
"18","0","620130009","0","0","0","1","0","1","0","0","0","0","0","12001","61001005","0","0","1","321","0","0","600110121","0","1","620090009","0","0","0","12001","0","61001007","1","61001004","36","30","0","620060009","0","0","600000012"
"18","0","620130010","0","0","0","1","0","1","0","0","0","0","0","13001","61001005","0","0","1","326","0","0","600110131","0","1","620090010","0","0","0","13001","0","61001007","1","61001004","36","30","0","620060010","0","0","600000013"
"18","0","620130011","0","0","0","1","0","1","0","0","0","0","0","14001","61001005","0","0","1","336","0","0","600110141","0","1","620090011","0","0","0","14001","0","61001007","1","61001004","36","30","0","620060011","0","0","600000014"
"18","0","620130012","0","0","0","1","0","1","0","0","0","0","0","15001","61001005","0","0","1","341","0","0","600110151","0","1","620090012","0","0","0","15001","0","61001007","1","61001004","36","30","0","620060012","0","0","600000015"
"18","0","620130013","0","0","0","1","0","1","0","0","0","0","0","16001","61001005","0","0","1","351","0","0","600110161","0","1","620090013","0","0","0","16001","0","61001007","1","61001004","36","30","0","620060013","0","0","600000016"
"18","0","620130014","0","0","0","1","0","1","0","0","0","0","0","17001","61001005","0","0","1","356","0","0","600110171","0","1","620090014","0","0","0","17001","0","61001007","1","61001004","36","30","0","620060014","0","0","600000017"
