56170b9b4e10ff751c6d315f872aed309cf21850f47d7431937ad5433d3ec3ac,291950dbc1faf5ed040f52a8a4a37e862873af72af82efd143402b53001b4938,55f79f1562b57ba0fa6228f202033a67ccddd8974534b4b40941fe0c481627fc,5085078d48be8d8f22aab22d5ab9b4bedd6aa859ba40b8d416807ca6731117fa,20d8581324841d1eafd8fbdbd12dfd92e96e38d7896ff63223aed13634fbc010,fb03182bcf6ba6c8050b9b3f25555a5a2eb84ca884e5d0fe3aa8066797021429,147ca0d4a32f49da38b9b7c4fdc57deff68b26b7ac78523584dbc1c37c87626d,9ae0d69ee5256e63d1b87bde89cac953ed03b54cd8a4e06a2627c03e33e4a4db,5cee381e1fbcdc6e43238e698f1f85cd709740d5d06a610e87c87d959ec63b21,f3bacd994b0aee155bf9bb443b7efab2bd076bebef2a59274e937522ee9b94e5,3e35d19f34af9ff55c1f1dfe9ce9435b1c252975f4b2f13900895c83171e1456,aee3d5169475ddd1eee8efb7eb0976a09510c5fb69aa3eccab4223b0f0131233,678e9d97a514cbe7a2434f8dfe56fb11f91c0971c8f8ffee39df3ef9aa6eda08,5012ad466fab357cebc153c303f4c0d6765531b77edea9753557e2266ec1e373,40f47484d0d9dd3a1b471e19bc0e48838192370f6e4962249beb19d51c57a836,41ea98c5f14f62d00b54e98256d7a29c041ac4020d1e9c83248f9b5abab97488
"924072001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924072002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924072003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924072101","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924072102","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924072103","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924072104","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924072201","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924072202","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924072203","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924072204","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924072301","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924072302","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924072303","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924072304","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924082001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924082002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924082003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924082101","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924082102","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924082103","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924082104","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924082201","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924082202","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924082203","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924082204","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924082301","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924082302","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924082303","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924082304","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924092001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924092002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924092003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924092101","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924092102","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924092103","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924092104","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924092201","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924092202","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924092203","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924092204","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924092301","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924092302","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924092303","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924092304","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924102001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924102002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924102003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924102101","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924102102","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924102103","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924102104","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924102201","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924102202","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924102203","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924102204","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924102301","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924102302","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924102303","2","0","0","0","0","0","0","15","0","0","0","0","25102","0","0"
"924102304","8","0","0","0","0","0","0","100","0","0","0","0","91002","0","0"
"924112001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924112002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924112003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
