d50f4680892397fc3c982d54de259aeb264dfcfea2286642e2146fbaaa2d9b0e,9683a08b6f99b34b0a075a02de9664ceb5c685124996e80b62f21746e804b510,a77ba77e6f85d7af490ffe03cd06a9745fa026e991a4eccb012bab1a7da65549,fc14b5bf7fecc0f61773edf24512b774fb8a20975d709a771fc100a35b800eb4,1073cca90d519684a7a555f7428544418fe55f206f4b8cda7ccc6a1c4a67820e,e3564a0cc4063074555e0a4fd9c35d0b161917e77c4e4c43c7c5b855a742a965,e3cf4e38b98c2099023dd744fdbf7c238e8cf2867a91778dad16f13c93734b5a,6c3bd3a8f26f94509481b1b82fd79e3d7ae80c04e9d88bd08a4eef9ba0063050,34825452279e59deb9239bbe41a8b30603356e45d3f71c92bd22f8dc59b7dc23,70b393a29622fd44ecb02d6c41677f653da1c2b942f0ef245593d91fd53ccbfc,b447a2dd585bde2689615004beb8563ca62bb50adac1d95ab15246a5626f27b7,c5a587517ed379395e0917d80a9dd90b2b557cae6c58c9980391c837e1ced2d5,9250ce0e55a95e649364fba40d532ae73809427075445115c6f9d2336a5177af,ef9b5c277ecc1e9af485f4f717be457a23952b8a32c6739b92e1b3cd555106b2,494fe99453d381c23ce7f89da3b118cea89bde40c103f8b67ae91854631caa9e,893c8db00dbd7585ffde485528981fdba61fbc86fa05ac565a2bc2ce0d60e718,e46e3c18270d7c92aa92bfd39981cdd487aded22861399e7ffa01eabe3ebc5e1,8556ffbad268035bf4223b2baac0232dd677b586d5f02e41c9627b0523140255,7af007a9270a8fe0fd1eea8a05fb7c8c7b6d043c773d1b28a4510f9bc46478cc,eeca58e84c4357cf3f9843c4ff5367c2102dfa5c38c9bb733fb0cc969573ed5f,28e42c99a420a16b15e37cb8b0a922966bd1e8cec73acc3541ae81b08f7afd67,a2dd5694fab1f5be82f888e5e4bf005721bb69f56fb2296422b5a78b48001f65,a540df35a47de2ed7644d359d07c159943f48b687ffa4ccaee08db6d55d91917,66149436c462d70873ff78de1a424201acbabfc54d5ce105c4d1911592fc14a3,2c858eda0bdd9870580e9ca13ae0a8fac2d3aae5f29b4f2976f73ab86316a4ac,6ef5cc2dab192c677d75889d9eb6d8427d64e8d91f2ab3dda2727e1effe74006,724d803361e1e51fc9d3846f20027adf82c81211cb972133d8ad5067857aeb03,31967f9134016546ebe1ff4b4c9d5b1216d9050e9b1c7989b5218ae811b32cd2,208cc89c2707a8b239e07411268ac8fa35b554e978b981611ea501af2332319e,4661fedabe4c44616775e5e93961888fc96218bc86e324531f0ffe3394e8d9da,7278c166aabae5a224e78fbd562d29d15b0f26c180158830b784bc5b37a59c7b,41ee4f27fd2ecf9185340e187096520c2b9c6429eb8113991387cea4df3d8fe0,7c6a237e21d562c6bf77c59a6d8ffbadc4c028d4a3d761a06d4ba3b261eaf894,893fc8df27bdf1360797aa8f3bff1d9475c2ef1987db66d1b267cd5ae038b56e,cb59da21ec802ab5c173e4f72726ba0032d7c3cc546446756e6efb7e8aa63d46,8a917a6579ef107cd4cb0738fca9503cb96c2b41d2b687f84642b9cc83a070a3,e41ab7700b054222d2eae5f8b5c57b4c43adfacdab1e74165b302ceee078ffb9,29ee2c4014dd4d48ab962921c7049d08c307d77a1f5539fb0c1832e0436cace3,43714ede0c434245b73666b74fae6839822a5c57205bacd50c59c72ccdcf0d09,090fe2551bbe152bd25b7ee2704a218f1702304796f94aef76a3cfbfb227ff0a,9c22d889ac449d1e476b2d45fc235eb841049983cc6d6924684db5f2e9c64083,6b5c27ab738a12f45e2bb71bd4269e26cf25426306d81b1d8cff7624601e9853,3f1df5456ceda5a72ec83fa6716c01f529a9ba323d0748dfb888d35f5f726602,814544b5b4713c36bbc2851f2af2f9aa172708b8e987c19ef5bcf1252ff699aa
"0","0","0","0","0","0","0","924010101","1000","0","100","1000","0","0","0","604","0","224","0","0","0","0","1000","1000","1000","0","0","タートルタイラント","0","906","200000001","0","0","0","0","0","0","0","1000","1660167","42","251100","1","0"
"0","0","0","0","0","0","0","924010102","1000","0","100","1000","0","0","0","242","0","292","0","0","0","0","1000","1000","1000","0","0","ブルーゴーレム","0","1450","200000001","0","0","0","0","0","0","0","1000","2397387","42","250800","1","0"
"0","0","0","0","0","0","0","924010103","1000","0","100","1000","0","0","0","483","0","660","0","0","0","0","1000","1000","1000","0","0","動く剣士","0","1087","200000001","0","0","0","0","0","0","0","1000","1693693","42","251000","1","0"
"0","0","0","0","0","536","0","924010104","100","26","100","100","0","0","0","1022","0","4756","0","6","0","0","100","100","100","0","0","ジュンのシャドウ","5","1172","200000001","1","0","0","0","30","0","0","100","1190448","42","604701","32","69"
"0","0","0","0","0","1165","0","924010105","100","34","100","100","0","0","0","490","0","9894","0","6","0","0","100","100","100","0","0","アオイのシャドウ","2","495","200000001","1","0","0","0","29","0","0","100","565544","67","604001","32","55"
"0","0","0","0","0","0","0","924010201","2000","0","200","2000","0","0","0","1240","0","4464","0","0","0","0","2000","2000","2000","0","0","オーク","0","1116","200000001","0","0","0","0","0","0","0","2000","15037598","42","252800","1","0"
"0","0","0","0","0","0","0","924010202","200","6","200","200","0","0","0","1510","0","0","0","5","0","0","200","200","200","203","0","ヨリ（エンジェル）のシャドウ","18","2237","200000001","1","0","0","14953","23","0","0","200","11591866","42","613801","32","1580"
"0","0","0","0","0","0","0","924010203","2000","0","200","2000","0","0","0","620","0","0","0","0","0","0","2000","2000","2000","0","0","バットケイブ","0","930","200000001","0","0","0","13020","0","0","0","2000","13772192","42","254900","1","0"
"0","0","0","0","0","0","0","924010204","200","0","200","200","0","0","0","366","0","0","0","5","0","0","200","200","200","2297","0","キャル（オーバーロード）のシャドウ","17","468","200000001","1","0","0","25995","24","0","0","200","10545955","42","621101","32","45"
"0","0","0","0","0","0","0","924010205","2000","0","200","2000","0","0","0","372","0","0","0","0","0","0","2000","2000","2000","0","0","インプ","0","558","200000001","0","0","0","14492","0","0","0","2000","14264041","42","256300","1","0"
"0","0","0","0","0","0","0","924010301","3760","0","376","3760","0","0","0","1026","0","20133","0","0","0","0","3760","3760","3760","0","0","ジャングルガード","0","2566","200000001","0","0","0","0","0","0","0","3760","36888016","44","251300","1","0"
"0","0","0","0","0","2271","0","924010302","376","20","376","376","0","0","0","1025","0","96909","0","6","0","0","376","376","376","0","0","ヒヨリのシャドウ","15","828","200000001","1","0","0","0","59","0","0","376","27415505","62","600101","33","20"
"0","0","0","0","0","2424","0","924010303","376","24","376","376","0","0","0","873","0","87491","0","5","0","0","376","376","376","0","0","チエルのシャドウ","15","648","200000001","1","0","0","0","50","0","0","376","25630808","62","610901","33","20"
"0","0","0","0","0","0","0","924010304","3760","0","376","3760","0","0","0","1026","0","59372","0","0","0","0","3760","3760","3760","0","0","ベニタケ","0","1540","200000001","0","0","0","0","0","0","0","3760","34253046","44","252100","1","0"
"0","0","0","0","0","0","0","924010305","376","3","376","376","0","0","0","1459","0","0","0","5","0","0","376","376","376","510","0","ユイ（儀装束）のシャドウ","21","2487","200000001","1","0","0","63137","29","0","0","376","24350797","44","615601","33","2850"
"0","0","0","0","0","0","0","924020101","1000","0","100","1000","0","0","0","1264","0","1679","0","0","0","0","1000","1000","1000","0","0","ゴーレム","0","474","200000001","0","0","0","0","0","0","0","1000","1698033","44","250700","1","0"
"0","0","0","0","0","0","0","924020102","1000","0","100","1000","0","0","0","632","0","1789","0","0","0","0","1000","1000","1000","0","0","スノウゴート","0","948","200000001","0","0","0","0","0","0","0","1000","1671885","44","251700","1","0"
