8eb56f1dda987e29595b2cf29cd603e66b0270f6635dc73fe1d7c52f07e90087,370667b65e8e94346465b925b8659e9a837916200ba6894616701215670c117a,d01671fb41e31c36c289216b93ef4d7882c5eebf594449758c0eafb9e11d1918,0c39092110be7579a83e299b6b459474d901ccc7c1dc4115dc610d77f3c17956,569591f70139e9882eea9d488f20056ce7297629dedb473c8d4c647e857143ee,b2afa5a2ff3f51fe0e29404774cbb6360ad7464f70c5912a2608b5347f584d56,33ea27b9f0a773494b380e9d0e4f0f574b7a8214d5e4bd234843580855ad765c,0a4a6a1119617a902623fdfa94c8a6a285a2738155df5dc505414617fc5b4864
"0","110001","111","90110001","ガーゴイル（EASY）をクリアしよう","110001","70000","1"
"0","110002","112","90110002","ガーゴイル（NORMAL）をクリアしよう","110001","70000","1"
"0","110003","113","90110003","ガーゴイル（HARD）をクリアしよう","110001","70000","1"
"0","110004","114","90110004","ガーゴイル（VERY HARD）をクリアしよう","110001","70000","1"
"0","110005","115","90110005","ガーゴイル（EXTREME）をクリアしよう","110001","70000","1"
"0","120001","121","90120001","マグスガーゴイル（EASY）をクリアしよう","110001","70000","1"
"0","120002","122","90120002","マグスガーゴイル（NORMAL）をクリアしよう","110001","70000","1"
"0","120003","123","90120003","マグスガーゴイル（HARD）をクリアしよう","110001","70000","1"
"0","120004","124","90120004","マグスガーゴイル（VERY HARD）をクリアしよう","110001","70000","1"
"0","120005","125","90120005","マグスガーゴイル（EXTREME）をクリアしよう","110001","70000","1"
"0","130001","131","90130001","ガードガーゴイル（EASY）をクリアしよう","110001","70000","1"
"0","130002","132","90130002","ガードガーゴイル（NORMAL）をクリアしよう","110001","70000","1"
"0","130003","133","90130003","ガードガーゴイル（HARD）をクリアしよう","110001","70000","1"
"0","130004","134","90130004","ガードガーゴイル（VERY HARD）をクリアしよう","110001","70000","1"
"0","130005","135","90130005","ガードガーゴイル（EXTREME）をクリアしよう","110001","70000","1"
"0","140001","141","90140001","ガーゴイル・バースト（EASY）をクリアしよう","110001","70000","1"
"0","140002","142","90140002","ガーゴイル・バースト（NORMAL）をクリアしよう","110001","70000","1"
"0","140003","143","90140003","ガーゴイル・バースト（HARD）をクリアしよう","110001","70000","1"
"0","140004","144","90140004","ガーゴイル・バースト（VERY HARD）をクリアしよう","110001","70000","1"
"0","140005","145","90140005","ガーゴイル・バースト（EXTREME）をクリアしよう","110001","70000","1"
"0","150001","151","90150001","ガーゴイル・マギ（EASY）をクリアしよう","110001","70000","1"
"0","150002","152","90150002","ガーゴイル・マギ（NORMAL）をクリアしよう","110001","70000","1"
"0","150003","153","90150003","ガーゴイル・マギ（HARD）をクリアしよう","110001","70000","1"
"0","150004","154","90150004","ガーゴイル・マギ（VERY HARD）をクリアしよう","110001","70000","1"
"0","150005","155","90150005","ガーゴイル・マギ（EXTREME）をクリアしよう","110001","70000","1"
