56540cf1f4da61c4ce3620095c21e7117445ccfb04a4104857d02dbfa1ba2397,56f1669a412d6ffcb68f7ec80e842335d589b2e4becf1bc7a8ef83eacae67b9a,da526d66af776adcb3df078badff7734a6d665704f78851feb04c390a427b51e,da601902dac44dc9191e5fac965af301d1a2bbf4c1aea7a245fa80bdd07893ff,f5c5698413c0488ec3e5984141159889f1e49a209cd58d3413c9a45afd46bc56,942d1fb8eade61c540a7d718fbf0c689e4f6994874f19eb4efbeb47f4f3c4cdc,f9a15633d696c369cfe080bb5bc7d34b01885f495cbb86b52c756c772047f394,6d82e36f90d916fdc439d3512346750e9437b65981fe01a7f95d8937fbf53a0c,c9e44b0d2147f217aa71d9916c68fbf17fa428452e5ebf83428223b6dc678d22,0d666f33368817f667f20554168d8590b1c08aa3a34da5fe72ca9d8c32be2282,026783f2fca8327a6ff228adaec075c48d6fff34bc75599ed14b33ac874cb3df,fd000595f4cc77b1e02aa371df919aa78f967115c97b1503a0232b603e1d5439
"190804","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪","","0","1","カリン","0","1","1","0","60000","1"
"0","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！","","0","1","","0","2","0","1","60000","2"
"0","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","","0","1","","0","2","0","1","60000","3"
"0","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！","","0","2","","0","2","0","1","60000","4"
"0","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪","","0","1","","0","2","0","2","60000","5"
"0","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪","","0","1","","0","2","0","2","60000","6"
"0","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！","","0","2","","0","2","0","2","60000","7"
"0","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！","","0","1","","0","2","0","3","60000","8"
"0","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪","","0","1","","0","2","0","3","60000","9"
"0","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","","0","1","","0","2","0","3","60000","10"
"0","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","","0","1","","0","2","0","3","60000","11"
"0","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪","","0","2","","0","2","0","3","60000","12"
"0","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪","","0","1","","0","2","0","4","60000","13"
"0","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪","","0","1","","0","2","0","4","60000","14"
"0","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","","0","1","","0","2","0","4","60000","15"
"0","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","","0","1","","0","2","0","4","60000","16"
"0","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","","0","2","","0","2","0","4","60000","17"
"190804","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","","0","0","カリン","0","3","2","0","60000","18"
"190804","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","","0","0","カリン","7","3","3","0","60000","19"
"101201","キミと出会ってもう\n1年もたつんだね！\nう～ん、いつも\n寝てばっかりだから、","","0","0","ハツネ","1","0","1","0","80001","20"
"101201","少しでも\n寝る時間を減らして\nキミと一緒にいる\n時間増やしたいなぁ♪","","0","0","ハツネ","1","0","2","0","80001","21"
"103801","あなたと知り合ってから\nもう1年…\n時がたつのは\n早いですね","","0","0","シオリ","1","1","1","0","80001","22"
"103801","来年も、\n一緒にいられたら…\nうれしいな","","0","0","シオリ","1","1","2","0","80001","23"
"103601","あなたと一緒にいるようになって、\nもう1年ですか…","","0","0","キョウカ","2","0","1","0","80001","24"
"103601","最初の頃よりも、頼もしく\nなりましたね。私はどうですか？\n成長していますか？","","0","0","キョウカ","2","0","2","0","80001","25"
"102001","おにいちゃんとあってから、\n1年たったよ～！","","0","0","ミミ","2","1","1","0","80001","26"
"102001","ミミね、おにいちゃんと\nいっぱい遊べてたのしかったな～♪\nこれからもずっと\nいっしょにいてね～！","","0","0","ミミ","2","1","2","0","80001","27"
"100401","にいちゃんがミソギのイタズラに\n引っかかり続けてもう1年かぁ","","0","0","ミソギ","2","2","1","0","80001","28"
"100401","…これからもいっぱいミソギと\n遊んでね、にいちゃん！","","0","0","ミソギ","2","2","2","0","80001","29"
"101001","もう王子はんと会うてから\n1年ぐらいたつそうどすえ\n早いもんやなあ","","0","0","マホ","3","0","1","0","80001","30"
"101001","このままやと、\nうちもあっという間に\n干からびてしまいそうどすえ\nなーんてな。うふふ","","0","0","マホ","3","0","2","0","80001","31"
"104401","お主と会って早1年じゃな\nこれからも存分に尽くすがよい","","0","0","イリヤ","3","1","1","0","80001","32"
"104401","わらわもたまには、お主の献身に\n報いてやらぬでもない♪","","0","0","イリヤ","3","1","2","0","80001","33"
"101701","もう、キミと出会って結構な時間が\nたつさ～。でも、私たちの旅は\nまだまだ始まったばかりさ～！","","0","0","カオリ","3","2","1","0","80001","34"
"101701","これからも、どうぞよろしく\nお願いするさ～！","","0","0","カオリ","3","2","2","0","80001","35"
"102801","あんたと出会ってからもうそんなに\nたつのね～","","0","0","サレン","4","0","1","0","80001","36"
"102801","あっという間だったって感じるほど\n楽しかったわ！\nこれからも一緒に頑張りましょ！","","0","0","サレン","4","0","2","0","80001","37"
"102501","出会ってから1年間、ずっと\nご迷惑をかけっぱなしで、\nすみません…","","0","0","スズメ","4","1","1","0","80001","38"
"102501","これからはもっと頑張りますから\n見ていてくださいね\nできれば…\n今までよりも、私の近くで♪","","0","0","スズメ","4","1","2","0","80001","39"
"104601","振り返れば、今までいろんなことが\nあったにゃあ…","","0","0","タマキ","5","0","1","0","80001","40"
"104601","これからも、二人でたくさんの\n思い出をがっぽり作っていく\nにゃー！","","0","0","タマキ","5","0","2","0","80001","41"
"104801","キミとの師弟関係も、\nもう1年なのね…\nでもキミに教えることは、","","0","0","ミフユ","5","1","1","0","80001","42"
"104801","まだまだいっぱいあるわ\nこれからも、\nしっかりついて来てね！","","0","0","ミフユ","5","1","2","0","80001","43"
"103201","あなたさまと出会ってもう1年…","","0","0","アキノ","6","0","1","0","80001","44"
"103201","光陰矢のごとし、とはまさに\nこのことですわ。…思い出は決して\nお金では買えませんわね","","0","0","アキノ","6","0","2","0","80001","45"
"103401","ダメな私を1年間も見捨てないで\nくれて、本当にありがとう","","0","0","ユカリ","6","1","1","0","80001","46"
"103401","情けないところいっぱいみせるかも\nしれないけど、これからも一緒に\nいてくれると、うれしいな","","0","0","ユカリ","6","1","2","0","80001","47"
"107101","オマエと出会ってもう1年か\nまさかこのワタシの結婚相手に\nなろうとはな…","","0","0","クリスティーナ","7","0","1","0","80001","48"
"107101","ともかくこれからも\n愉しませてくれよ☆","","0","0","クリスティーナ","7","0","2","0","80001","49"
"104701","君と出会ってからもう1年か。\n以前と比べて私の表情もいくらか\n柔らかくなった気がするんだが、\nどうだろう？","","0","0","ジュン","7","1","1","0","80001","50"
"104701","見えないから分からないって？\nそれもそうだな…","","0","0","ジュン","7","1","2","0","80001","51"
"103701","もう1年たったみたいだね\nあなたをからかってばかりだった\nけど、楽しかった♪","","0","0","トモ","8","0","1","0","80001","52"
"103701","これからもよろしくね！","","0","0","トモ","8","0","2","0","80001","53"
"100501","出会って、もう1年たっちゃった\nんスね。なんだか意外ッス","","0","0","マツリ","8","1","1","0","80001","54"
"100501","毎日楽しくて、あっという間に過ぎ\nちゃったみたいなんスよね\nこれからも一緒に悪と戦うッス！","","0","0","マツリ","8","1","2","0","80001","55"
"100701","オマエと会って1年なの！\n全然成仏もできなかったし、","","0","0","ミヤコ","9","0","1","0","80001","56"
"100701","生き返りもしなかったけど、\nすごく楽しかったの～♪\nオマエとプリンがあれば、\nミヤコはハッピーなの～♪","","0","0","ミヤコ","9","0","2","0","80001","57"
"103101","あなたと出会って1年なんですね\nでも、私の占いでは、私とあなたは","","0","0","シノブ","9","1","1","0","80001","58"
"103101","来年も再来年も一緒にいるようです\nふふ、よろしくお願いしますね","","0","0","シノブ","9","1","2","0","80001","59"
"100901","貴様が閃光のシグルドとして覚醒し\nもう1年か…。これからも我らの\n長き戦いに終わりはないが、","","0","0","アンナ","10","0","1","0","80001","60"
"100901","それでも貴様となら…\n添い遂げる覚悟はできているぞ！","","0","0","アンナ","10","0","2","0","80001","61"
"101301","君と出会ってもう1年だって！\n早いねー！","","0","0","ナナカ","10","1","1","0","80001","62"
