f8975062a513ef55f7df7cbc112bbba25594ec159cb4194dcade6a101627f2a4,b25962a7f1abb9bd7592a10fd252763bad6855a84025a8d787fd65b5cec3355d,0eaa19779b420ea3162f4276e82eb77d4ec8bb0f59c80b8a2eed0516789ce998,3c0a5921fd45dc6f31dd4b58215bc2cd8f8f9328191d700b16c2ed162fb42ef1,4cd87ba927d96dbf4e15eb732afdd9c5b4a1d494f1edc525d8da7f04558385f8,0850144aed48d9a15bc8a1e03a442ee474c5e379d987c5d09ff5c60225e3ab1d,07411341852348ad509e3e8c9f9f3888b54179fbfff8845d44c4c801d94093f0,b9133d0d33d60bfe094541d96fc1f3eba7da1829a54d0cf99e2a9a57d6cb9b98,8dc2465bb52b65835b4a77a5b27f45b54e50dbf739d772fe95ba8f8bb52bd86c,f45483965785f4b489b878eadae1a41a84e39ff871fba4a4f71a519db7d97a60,a6db5462e333ad17a55332e606c77be97b8d7c0190959d721df16ec3458a01f8,25ff846a86126449f76d03c095f4d4779043327d2d31192ebd8bc6ee55b32ed4,6b1441476655e913ce1002d44ea81b2e71ca43d88583cb2290201c6e6acd70d1,733d9886b057e96f335c7630c84ce2c398c39f8b5d87db80e57a5c07cef6af09,4073a6a2529f3f97a29bf13e407e42fd3b78ac0ce11aefbb3073bc7d41528bd9,5d62289ae5ef0e79bdc90304890960d61e9a94523f1d353b98d10857f9391fa1,9ef5c8e3f04a6437d822ccfe565be238593d78eeafd28c9b6b0f5291fa8f75de,2cbff071763821f84d852ca7ba20908c799958110eedff3da2166fa3d66ab5d1,b09e1fc7d2664ac9fde5f721c2a32a7cfc195c80a3cb4c84543b51ca61420918,25bf0b9e919b006862697151595047b741a4b53e43991897f80bb8b69c9112cf,242f6ca249e020117b2d45b1e2ba4d45cf19103085c60013750ec25fff8bd2b4
"0","0","0","8","2","1001","90006","31043","0","0","91002","2","30","0","5000","5000","1","0","1","30","1"
"0","0","0","8","2","1001","90006","31043","0","0","91002","2","100","0","4500","4500","1","0","31","25","2"
"0","0","0","8","2","1001","90006","31043","0","0","91002","2","300","0","4000","4000","1","0","101","20","3"
"0","0","0","8","2","1001","90006","31043","0","0","91002","2","1000","0","3500","3500","1","0","301","18","4"
"0","0","0","8","2","1001","90006","31043","0","0","91002","2","2000","0","3000","3000","1","0","1001","16","5"
"0","0","0","8","2","1001","90006","31043","0","0","91002","2","5000","0","2000","2000","1","0","2001","14","6"
"0","0","0","8","2","1001","90006","31043","0","0","91002","2","10000","0","1500","1500","1","0","5001","12","7"
"0","0","0","8","2","1001","90006","31043","0","0","91002","2","20000","0","1000","1000","1","0","10001","10","8"
"0","0","0","8","2","1001","90006","31043","0","0","91002","2","-1","0","500","500","1","0","20001","5","9"
"0","0","0","8","2","1002","90006","31022","0","0","91002","2","20","0","5000","5000","1","0","1","30","10"
"0","0","0","8","2","1002","90006","31022","0","0","91002","2","100","0","4500","4500","1","0","21","25","11"
"0","0","0","8","2","1002","90006","31022","0","0","91002","2","250","0","4000","4000","1","0","101","20","12"
"0","0","0","8","2","1002","90006","31022","0","0","91002","2","500","0","3500","3500","1","0","251","18","13"
"0","0","0","8","2","1002","90006","31022","0","0","91002","2","1000","0","3000","3000","1","0","501","16","14"
"0","0","0","8","2","1002","90006","31022","0","0","91002","2","2000","0","2500","2500","1","0","1001","14","15"
"0","0","0","8","2","1002","90006","31022","0","0","91002","2","3000","0","2000","2000","1","0","2001","12","16"
"0","0","0","8","2","1002","90006","31022","0","0","91002","2","5000","0","1500","1500","1","0","3001","10","17"
"0","0","0","8","2","1002","90006","31022","0","0","91002","2","10000","0","1000","1000","1","0","5001","8","18"
"0","0","0","8","2","1002","90006","31022","0","0","91002","2","-1","0","500","500","1","0","10001","5","19"
"0","0","0","8","2","1003","90006","31042","0","0","91002","2","20","0","5000","5000","1","0","1","30","20"
"0","0","0","8","2","1003","90006","31042","0","0","91002","2","100","0","4500","4500","1","0","21","25","21"
"0","0","0","8","2","1003","90006","31042","0","0","91002","2","250","0","4000","4000","1","0","101","20","22"
"0","0","0","8","2","1003","90006","31042","0","0","91002","2","500","0","3500","3500","1","0","251","18","23"
"0","0","0","8","2","1003","90006","31042","0","0","91002","2","1000","0","3000","3000","1","0","501","16","24"
"0","0","0","8","2","1003","90006","31042","0","0","91002","2","2000","0","2500","2500","1","0","1001","14","25"
"0","0","0","8","2","1003","90006","31042","0","0","91002","2","3000","0","2000","2000","1","0","2001","12","26"
"0","0","0","8","2","1003","90006","31042","0","0","91002","2","5000","0","1500","1500","1","0","3001","10","27"
"0","0","0","8","2","1003","90006","31042","0","0","91002","2","10000","0","1000","1000","1","0","5001","8","28"
"0","0","0","8","2","1003","90006","31042","0","0","91002","2","-1","0","500","500","1","0","10001","5","29"
"0","0","0","8","2","1004","90006","31018","0","0","91002","2","20","0","5000","5000","1","0","1","30","30"
"0","0","0","8","2","1004","90006","31018","0","0","91002","2","100","0","4500","4500","1","0","21","25","31"
"0","0","0","8","2","1004","90006","31018","0","0","91002","2","250","0","4000","4000","1","0","101","20","32"
"0","0","0","8","2","1004","90006","31018","0","0","91002","2","500","0","3500","3500","1","0","251","18","33"
"0","0","0","8","2","1004","90006","31018","0","0","91002","2","1000","0","3000","3000","1","0","501","16","34"
"0","0","0","8","2","1004","90006","31018","0","0","91002","2","2000","0","2500","2500","1","0","1001","14","35"
"0","0","0","8","2","1004","90006","31018","0","0","91002","2","3000","0","2000","2000","1","0","2001","12","36"
"0","0","0","8","2","1004","90006","31018","0","0","91002","2","5000","0","1500","1500","1","0","3001","10","37"
"0","0","0","8","2","1004","90006","31018","0","0","91002","2","10000","0","1000","1000","1","0","5001","8","38"
"0","0","0","8","2","1004","90006","31018","0","0","91002","2","-1","0","500","500","1","0","10001","5","39"
"0","0","0","8","2","1005","90006","31025","0","0","91002","2","20","0","5000","5000","1","0","1","30","40"
"0","0","0","8","2","1005","90006","31025","0","0","91002","2","100","0","4500","4500","1","0","21","25","41"
"0","0","0","8","2","1005","90006","31025","0","0","91002","2","250","0","4000","4000","1","0","101","20","42"
"0","0","0","8","2","1005","90006","31025","0","0","91002","2","500","0","3500","3500","1","0","251","18","43"
"0","0","0","8","2","1005","90006","31025","0","0","91002","2","1000","0","3000","3000","1","0","501","16","44"
"0","0","0","8","2","1005","90006","31025","0","0","91002","2","2000","0","2500","2500","1","0","1001","14","45"
"0","0","0","8","2","1005","90006","31025","0","0","91002","2","3000","0","2000","2000","1","0","2001","12","46"
"0","0","0","8","2","1005","90006","31025","0","0","91002","2","5000","0","1500","1500","1","0","3001","10","47"
