a5a05819b426691194fe3f3f9428e76d4969a08b51c80cd72527181092c8ead8,e15907f42c1078832f95b0e7c811a8c20abea9c56e9d3f540acd6371220d47d5,d7c2a602cafc197980575d4c4108ab724d80a793565cbc4c202caf2f53948cbd,e733ef4dd8ef7450624eace0b0938f32985e2f60be737253969c34aa4b558786,01b865f8174733af67c90d68a01ca0eca85d277b16c338c4c0d76384897f4097,a1fb6b5b243d02daff5168eea7e42943aa872a9876e10903bbb89606473828c8,e1000ea87f56742f6670138051768b58344fd7f9ece2aa6fd6a926873fee2d2b,bec53a5b4b80573fbcb64cba6e45915705675a8e7510aebdbbb8a6384c8fc221,2a9b46ed81873db45cd5d0e7554b8d538dfd7ad43c2e2383664aba6dba8d5090,dc09940e2e257b0f6d30ea3ab25252c3632de4588fc277b582f26375a46183b3,463327031740b6b688a471259f05df038a7817b835fce34f238e5985d0cec049,cbf5d30d29d17478bd50c3011e75e6e7bec40ebc0f8c561bc209f917bbb51e68,3511dbaad39a927203350f3a4cc2a105e2e413d2db520bdf3e518b2d04f01fcc,cfb45c3b1bd3ae0c48fd72804fe3b7d472f9e0110f8bbad9e40bf567ae3499f2,9edf596e92d30ba69baa684acea17de8437124f6172d316c4a0310af0374606e
"0","1","4003001","11002012","400","4003002","雲をつらぬく山脈","195","200010","45","10","雲海の山脈","400","501010001","31001"
"0","1","4003003","11005013","300","4003004","深い森の奥に存在する1本の大樹","-110","200020","30","10","密林の大樹","300","501010002","31002"
"0","1","4003005","11007014","200","4003006","断崖絶壁で発見された遺跡","-570","200030","-190","10","断崖の遺跡","200","501010003","31003"
"0","1","4003007","11011017","100","4003008","大海原にそびえる謎の巨塔","750","200040","-30","10","蒼海の孤塔","100","501010004","31004"
"0","1","4003009","11014014","100","4003010","瘴気渦巻く常闇の孤峰","465","200050","20","10","毒瘴の闇稜","100","501010005","31005"
"0","1","4003011","11026014","100","4003012","厳峰に佇む竜の寝床","360","200060","90","10","緑竜の骸嶺","100","501010006","31006"
"0","1","4003013","11035014","100","4003014","天空の番人が静かに眠る聖城","130","200070","90","10","天上の浮城","100","501010007","31007"
"0","1","4003017","11047014","100","4003018","砂の大瀑布が落ちゆく果ての都","-50","200080","120","10","砂瀑の底都","100","501010008","31008"
"0","1","4003019","11057014","100","4003020","紺碧の底に君臨する海王の城砦","-360","200090","70","10","紺碧の王砦","100","501010009","31009"
"0","1","4003021","11062014","0","4003022","四季彩りし霊狐の仙境","0","0","0","10","四彩の霊峰","100","501010010","31010"
"31006","1","4003015","0","100","4003016","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32001"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32002"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32003"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32004"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32005"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32006"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32007"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32008"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32009"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32010"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32011"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32012"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32013"
"31006","1","0","0","100","0","期間限定ダンジョンの踏破に挑戦","0","0","0","10","スペシャルダンジョン","100","0","32014"
