e9790c5ac8337cb0f84384aa484abbb943069c8dfe0b337abf7dcd372908b59e,a6b4ccab9739545158815bf461780aa091dfeff44df43bce7dd6b9b009c1b280,31b0993904d240a2878608be1c17ea2439c08827b54bcf94b407c9200b06ac22,649d9410b4802c179c88ce61627f6fbda8c9b611f126ff939af6301e2094286a,6aca97b23cc2f3bb2e46f32edc88a8f18664c387be337bcb62fadebf768074c7,91193e646e0495648108672a2811c2c51939eb7d0e85a693843e56b66319ba29,bbed0748d8a26af3856b557b44db44c224d079e2eb731a428044e89d48d6cf73,7b06513b6233c45a7884079f9d7989a2d45c6ceb8ebeb960ad4114ce92c6702f,88576a6b08bd1413e8cad493d082e651c95ee156276682833c87aac135c78778,4831baa4211f3b4835dce5b3b54084634c9f3ec4cad81b40581dde8768a791f9,565d3c1701e865593b84e83c311cee725dcecf2251e79bc21302b350b6fee8ef,592d6e3a1cac4dcc4ceec3868c49ec317f10d628f5f364a80c1c7cfbf24f859e,c48648d2622107319ebb07e5ae0cf53c3c055f43d028204a20e23965158fbb26,a153b1f18aab865c00ab0cdb2e59716002ae7318ac6e9c765c9ba206a9ea354b
"5","10","10","20","1","4","3","75","2","1101","1","2","1","0"
"5","10","10","20","1","4","3","75","2","1102","3","3","1","65"
"5","10","10","20","1","4","3","75","2","1103","4","5","1","0"
"5","10","10","20","1","4","3","75","2","1104","6","6","1","65"
"5","10","10","20","1","4","3","75","2","1105","7","8","1","0"
"5","10","10","20","1","4","3","75","2","1106","9","9","1","65"
"5","10","10","20","1","4","3","75","2","1107","10","11","1","0"
"5","10","10","20","1","4","3","75","2","1108","12","12","1","65"
"5","10","10","20","1","4","3","75","2","1109","13","14","1","0"
"5","10","10","20","1","4","3","75","2","1110","15","15","1","65"
"5","12","12","30","1","4","3","60","2","2101","1","2","2","0"
"5","12","12","30","1","4","3","60","2","2102","3","3","2","40"
"5","12","12","30","1","4","3","60","2","2103","4","5","2","0"
"5","12","12","30","1","4","3","60","2","2104","6","6","2","40"
"5","12","12","30","1","4","3","60","2","2105","7","8","2","0"
"5","12","12","30","1","4","3","60","2","2106","9","9","2","40"
"5","12","12","30","1","4","3","60","2","2107","10","11","2","0"
"5","12","12","30","1","4","3","60","2","2108","12","12","2","40"
"5","12","12","30","1","4","3","60","2","2109","13","14","2","0"
"5","12","12","30","1","4","3","60","2","2110","15","15","2","40"
"5","13","13","25","1","4","3","65","2","3101","1","2","3","0"
"5","13","13","25","1","4","3","65","2","3102","3","3","3","35"
"5","13","13","25","1","4","3","65","2","3103","4","5","3","0"
"5","13","13","25","1","4","3","65","2","3104","6","6","3","35"
"5","13","13","25","1","4","3","65","2","3105","7","8","3","0"
"5","13","13","25","1","4","3","65","2","3106","9","9","3","35"
"5","13","13","25","1","4","3","65","2","3107","10","11","3","0"
"5","13","13","25","1","4","3","65","2","3108","12","12","3","35"
"5","13","13","25","1","4","3","65","2","3109","13","14","3","0"
"5","13","13","25","1","4","3","65","2","3110","15","15","3","35"
"5","13","13","25","1","4","3","65","2","4101","1","2","4","0"
"5","13","13","25","1","4","3","65","2","4102","3","3","4","35"
"5","13","13","25","1","4","3","65","2","4103","4","5","4","0"
"5","13","13","25","1","4","3","65","2","4104","6","6","4","35"
"5","13","13","25","1","4","3","65","2","4105","7","8","4","0"
"5","13","13","25","1","4","3","65","2","4106","9","9","4","35"
"5","13","13","25","1","4","3","65","2","4107","10","11","4","0"
"5","13","13","25","1","4","3","65","2","4108","12","12","4","35"
"5","13","13","25","1","4","3","65","2","4109","13","14","4","0"
"5","13","13","25","1","4","3","65","2","4110","15","15","4","35"
"6","12","12","30","1","4","3","65","2","5101","1","2","5","0"
"6","12","12","30","1","4","3","65","2","5102","3","3","5","25"
"6","12","12","30","1","4","3","65","2","5103","4","5","5","0"
"6","12","12","30","1","4","3","65","2","5104","6","6","5","25"
"6","12","12","30","1","4","3","65","2","5105","7","8","5","0"
"6","12","12","30","1","4","3","65","2","5106","9","9","5","25"
"6","12","12","30","1","4","3","65","2","5107","10","11","5","0"
"6","12","12","30","1","4","3","65","2","5108","12","12","5","25"
"6","12","12","30","1","4","3","65","2","5109","13","14","5","0"
"6","12","12","30","1","4","3","65","2","5110","15","15","5","25"
"6","13","13","30","1","4","3","60","2","6101","1","2","6","0"
"6","13","13","30","1","4","3","60","2","6102","3","3","6","25"
"6","13","13","30","1","4","3","60","2","6103","4","5","6","0"
"6","13","13","30","1","4","3","60","2","6104","6","6","6","25"
"6","13","13","30","1","4","3","60","2","6105","7","8","6","0"
"6","13","13","30","1","4","3","60","2","6106","9","9","6","25"
"6","13","13","30","1","4","3","60","2","6107","10","11","6","0"
"6","13","13","30","1","4","3","60","2","6108","12","12","6","25"
"6","13","13","30","1","4","3","60","2","6109","13","14","6","0"
"6","13","13","30","1","4","3","60","2","6110","15","15","6","25"
"6","15","15","40","1","4","3","25","2","7101","1","2","7","0"
"6","15","15","40","1","4","3","25","2","7102","3","3","7","35"
"6","15","15","40","1","4","3","25","2","7103","4","5","7","0"
"6","15","15","40","1","4","3","25","2","7104","6","6","7","35"
"6","15","15","40","1","4","3","25","2","7105","7","8","7","0"
"6","15","15","40","1","4","3","25","2","7106","9","9","7","35"
"6","15","15","40","1","4","3","25","2","7107","10","11","7","0"
"6","15","15","40","1","4","3","25","2","7108","12","12","7","35"
"6","15","15","40","1","4","3","25","2","7109","13","14","7","0"
"6","15","15","40","1","4","3","25","2","7110","15","15","7","35"
