8388169e15752545e99d0ca69377229c758200164f0761cba6845d6aff5d2a22,898fb5cc19097b3f3a0e434a6d1d1c43c7e1c1fc2bcd7693948ddbfdb38b59e4,cac97161aa4abbe7afaaa7a74970a3ef27775ba739247958e2c93c3887c46245,4c49cbcd4ac8f982c948bf6a85cb48f7d46a4d759533ccce70891c36a90af619,1dcd98dd9046383c53b241d15e424ce2ae7e0358f06548841afd6ed7cb9436f3,689e5e033400a87215a30fb026f9d26fd5f1a8e912d910c37824ecb4596b0b9e,21e5a4acb208bf837ff4b652111e12a6723bd4514b21395ea082f137d1212927,0667b1b047cad725a8608acdc859778179b93f3982884c38b20d3d9d95f5aece,d8d8c8c446392b57a80ca32929ab1530b4fe33c1fecc328bdb436817287dfae0,9ac2fe059fc904d6277e98d90669fc4528f1bb86ef23fe2d94df9e0202c257f6,0744a90cfa68acb08b108e57787d6236f34bc86505eafe5b025381c506f58389,963ad945f2acf81189169ed17129c845aa119ff4ef000fccdde5dc1df918f587,0012a6c103d894cddbaf02558ce5845fa9ffbbab7ef4e18feaad92b8a41da93c,aa1ccd06011e1f20a5cc8c97218d396580208eebf14a6fb112b5ed2fba538426,60f2b5ccddaed2a32d0de1f9e606925f1cdc2fc74c16e22b4803feb000435e10,7ea4794a9dcc30be2ff74a805c76e5abc8ecbc1cf382a3446e30af85bad6f230
"2","0","0","0","0","0","0","0","0","275000001","80000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000002","85000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000003","90000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000004","95000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000005","100000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000006","105000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000007","110000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000008","115000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000009","120000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000010","125000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000011","130000","0","26202","0","0","0"
"2","0","0","0","0","0","0","0","0","275000012","135000","0","26202","0","0","0"
"2","400","4109501","0","0","0","0","1","0","276010001","50000","90013","26202","2","18","0"
"2","425","0","0","0","0","0","0","0","276010002","50000","90013","26202","2","0","0"
"2","450","0","0","0","0","0","0","0","276010003","50000","90013","26202","2","0","0"
"2","475","0","0","0","0","0","0","0","276010004","100000","90013","26202","2","0","0"
"2","500","26203","0","0","0","0","1","0","276010005","100000","90013","26202","2","2","0"
"2","525","4110501","0","0","0","0","1","0","276010006","150000","90013","26202","2","18","0"
"2","550","0","0","0","0","0","0","0","276010007","150000","90013","26202","2","0","0"
"2","575","0","0","0","0","0","0","0","276010008","200000","90013","26202","2","0","0"
"2","600","0","0","0","0","0","0","0","276010009","200000","90013","26202","2","0","0"
"2","625","26203","0","0","0","0","1","0","276010010","200000","90013","26202","2","2","0"
"2","400","4101501","0","0","0","0","1","0","276020001","50000","90013","26202","2","18","0"
"2","425","0","0","0","0","0","0","0","276020002","50000","90013","26202","2","0","0"
"2","450","0","0","0","0","0","0","0","276020003","50000","90013","26202","2","0","0"
"2","475","0","0","0","0","0","0","0","276020004","100000","90013","26202","2","0","0"
"2","500","26203","0","0","0","0","1","0","276020005","100000","90013","26202","2","2","0"
"2","525","4102501","0","0","0","0","1","0","276020006","150000","90013","26202","2","18","0"
"2","550","0","0","0","0","0","0","0","276020007","150000","90013","26202","2","0","0"
"2","575","0","0","0","0","0","0","0","276020008","200000","90013","26202","2","0","0"
"2","600","0","0","0","0","0","0","0","276020009","200000","90013","26202","2","0","0"
"2","625","26203","0","0","0","0","1","0","276020010","200000","90013","26202","2","2","0"
"2","400","4201501","0","0","0","0","1","0","276030001","50000","90013","26202","2","18","0"
"2","425","0","0","0","0","0","0","0","276030002","50000","90013","26202","2","0","0"
"2","450","0","0","0","0","0","0","0","276030003","50000","90013","26202","2","0","0"
"2","475","0","0","0","0","0","0","0","276030004","100000","90013","26202","2","0","0"
"2","500","26203","0","0","0","0","1","0","276030005","100000","90013","26202","2","2","0"
"2","525","4203501","0","0","0","0","1","0","276030006","150000","90013","26202","2","18","0"
"2","550","0","0","0","0","0","0","0","276030007","150000","90013","26202","2","0","0"
"2","575","0","0","0","0","0","0","0","276030008","200000","90013","26202","2","0","0"
"2","600","0","0","0","0","0","0","0","276030009","200000","90013","26202","2","0","0"
"2","625","26203","0","0","0","0","1","0","276030010","200000","90013","26202","2","2","0"
"2","400","4301601","0","0","0","0","1","0","276040001","50000","90013","26202","2","18","0"
"2","425","0","0","0","0","0","0","0","276040002","50000","90013","26202","2","0","0"
"2","450","0","0","0","0","0","0","0","276040003","50000","90013","26202","2","0","0"
"2","475","0","0","0","0","0","0","0","276040004","100000","90013","26202","2","0","0"
"2","500","26203","0","0","0","0","1","0","276040005","100000","90013","26202","2","2","0"
