9af013eefca7db5a59a7f7305ba10b6a6ccf7842f87dc4edc7283a78788d4b1a,cff3395813acc82d311d7078c1ca9cab5cb2be7b9e1ed979ec80f7a56f4b046f,729d3d4379eb23deebf2dd621d5d23265dd851cd49d56c4a49237961f127772f,bb692b7027c71a96a65c5beb0247cece2fcd26e00323474ddcde854aa3fc63a9,ff0ad2682b9f17ae0bc135f7e52b1a4eeff2264b021f9db0706664c73e89701b,07f5ab9cad6ce57c2df711ea7102d126ce33b3a4010e401c88731ba3a817d449,6aa380734e0e23320299a634080a83877ed6105f3002ad0850b8e170303f8efb,91f7637645e3d7a2064f7f87a30402b208dad10a8514a94c02623816afc5fbda,0660e6d384a5f41d3086afa3c8164c9f67520ea0f9284fdc9f1420a3ed1e7786
"1","1","唯一無二の","1","1","2","0","3","1"
"1","2","完全無欠の","1","1","2","0","3","1"
"1","3","ランドソル最速の","1","1","2","1","3","1"
"1","4","明鏡止水の","1","1","2","0","3","1"
"1","5","史上最速の","1","1","2","0","3","1"
"1","6","最強最速の","1","1","2","0","3","1"
"1","7","アルティメット","1","1","2","2","3","1"
"1","8","百点満点","1","1","2","0","3","1"
"1","9","最優秀","1","1","2","0","3","1"
"1","10","一騎当千の","1","1","2","0","3","1"
"1","11","唯一無二の","1","1","2","0","3","1"
"1","12","天下無双の","1","1","2","0","3","1"
"1","13","泰然自若の","1","0","2","0","3","1"
"1","14","ハイパー","1","0","2","0","3","1"
"1","15","光速の","1","0","2","0","3","1"
"1","16","稀代の","1","0","2","0","3","1"
"1","17","極限の","1","0","2","0","3","1"
"1","18","至高の","1","0","2","0","3","1"
"1","19","煌めく","1","0","2","0","3","1"
"1","20","百戦錬磨の","1","0","2","0","3","1"
"1","21","疾風迅雷の","1","0","2","0","3","1"
"1","22","電光石火の","1","0","2","0","3","1"
"1","23","変幻自在の","1","1","2","0","3","0"
"1","24","空前絶後の","1","1","2","0","3","0"
"1","25","レペゼン","1","1","2","0","3","0"
"1","26","音速の","1","1","2","0","3","0"
"1","27","常識外れの","1","1","2","0","3","0"
"1","28","獅子奮迅の","1","1","2","0","3","0"
"1","29","勇猛果敢なる","1","1","2","2","3","0"
"1","30","威風堂々たる","1","1","2","2","3","0"
"1","31","急がば回れ","1","1","2","0","3","0"
"1","32","心頭滅却","1","1","2","0","3","0"
"1","33","夢見る","1","0","2","0","3","0"
"1","34","ナイス","1","0","2","0","3","0"
"1","35","そこそこの","1","0","2","0","3","0"
"1","36","若葉マークの","1","0","2","2","3","0"
"1","37","未来ある","1","0","2","0","3","0"
"1","38","新米","1","0","2","0","3","0"
"1","39","駆け出しの","1","0","2","0","3","0"
"1","40","ぼちぼちの","1","0","2","0","3","0"
"1","41","新進気鋭の","1","0","2","0","3","0"
"1","42","不撓不屈の","1","0","2","0","3","0"
"1","43","七転八起の","1","0","2","0","3","0"
"1","44","がんばれ","1","0","2","0","3","0"
"2","45","選ばれし","1","1","2","0","3","1"
"2","46","アルティメット","1","1","2","2","3","1"
"2","47","オーシャンブルー","1","1","2","1","3","1"
"2","48","海に愛された","1","1","2","2","3","1"
"2","49","大海を統べる","1","1","2","2","3","1"
"2","50","伝説の","1","1","2","0","3","1"
"2","51","世界を揺るがす","1","1","2","2","3","1"
"2","52","スーパーワイルド","1","1","2","1","3","1"
"2","53","神がかった","1","1","2","0","3","1"
"2","54","ぶっちぎりの","1","1","2","2","3","1"
"2","55","誰にも止められない","1","0","2","1","3","1"
"2","56","血湧き肉躍る","1","0","2","2","3","1"
