667db01bf2ba22319d6ea085413e2866ae5af1feb4f77b30176f50701a4a39f0,79067bbfb656ec618fb5774c7516932f304b8d1e8aaeceb77a2f7fe21a7bc097,c9c2d331e8e9b87f450f7a2afb325c71aca94d42d5b3637a1b3f83de591e89d5,94f0fe411b241d2ee9d3eb155c9cc1d562632e4720a4e3805602b5c1512c9944,92bab5405f7f86c40fe345ceb27731181f35ffc60db0c3d39b4ad9fa7df68adb,32d75b676f393443d91ec26eb7d627de859600efc49442c3639fc8636bdda6e9,72a890811c5eabf9446940023605494a665eaebbb65892ffcc2db731ffe621f0,af5c92c4a2c1f938fa6c40d2b28a1c1fbd5369d8f82cc28fcf736eae29d65ac0
"0","600060001","610201001","0","0","0","600090001","600130001"
"0","600090001","610201002","0","0","0","600300101","600070001"
"0","600380001","610201003","0","600230001","0","600050001","600420001"
"0","600090103","610201004","0","0","0","600300003","600110003"
"0","600120001","610201005","0","0","0","600300003","600390003"
"0","600290103","610201006","0","600340003","0","600380102","600160003"
"0","600370004","610201007","0","0","0","600060004","600440004"
"0","600330002","610201008","0","0","0","600210104","600080004"
"0","600270004","610201009","0","600160004","0","600380103","600420004"
"0","600380009","610201010","0","0","0","600320010","600340010"
"0","600050009","610201011","0","0","0","600300010","600140010"
"0","600330008","610201012","0","600130110","0","600290210","600250010"
"0","600030011","610201013","0","0","0","600280011","600020011"
"0","600210111","610201014","0","0","0","600010011","600280011"
"0","600040010","610201015","0","600210111","0","600030011","600100011"
"0","600060013","610201016","0","0","0","600090013","600130013"
"0","600090013","610201017","0","0","0","600300113","600070013"
"0","600380012","610201018","0","600230013","0","600050012","600420013"
"0","600090114","610201019","0","0","0","600300014","600110014"
"0","600120012","610201020","0","0","0","600300014","600390014"
"0","600290114","610201021","0","600340014","0","600380113","600160014"
"0","600370016","610201022","0","0","0","600060016","600440016"
"0","600330014","610201023","0","0","0","600210116","600080016"
"0","600270016","610201024","0","600160016","0","600380115","600420016"
"0","600380016","610201025","0","0","0","600320017","600340017"
"0","600050016","610201026","0","0","0","600300017","600140017"
"0","600330015","610201027","0","600130117","0","600290217","600250017"
"0","600030019","610201028","0","0","0","600280019","600020019"
"0","600210119","610201029","0","0","0","600010019","600280019"
"0","600040018","610201030","0","600210119","0","600030019","600100019"
"0","600030020","610201031","0","0","0","600290120","600390020"
"0","600060020","610201032","0","0","0","600230018","600300120"
"0","600130120","610201033","0","600020020","0","600040020","600050020"
"0","600090022","610201034","0","0","0","600400022","600110022"
"0","600070022","610201035","0","0","0","600090122","600430022"
"0","600120022","610201036","0","600140022","0","600380122","600420022"
"0","600090023","610201037","0","0","0","600400023","600110023"
"0","600280022","610201038","0","0","0","600270023","600010021"
"0","600240023","610201039","0","600150023","0","600380123","600220023"
"0","610201101","610201101","0","0","0","0","0"
"0","610201201","610201102","0","0","0","0","0"
"0","610201202","610201103","0","0","0","0","0"
"0","610201203","610201104","0","0","0","0","0"
"0","610201301","610201105","0","0","0","0","0"
"0","610201302","610201106","0","0","0","0","0"
"0","610201303","610201107","0","0","0","0","0"
"0","610201151","610201151","0","0","0","0","0"
"0","610201251","610201152","0","610201453","0","610201451","610201452"
"0","610201252","610201153","0","0","0","0","0"
"0","610201253","610201154","0","0","0","0","0"
"0","610201351","610201155","0","610201553","0","610201551","610201552"
"0","610201352","610201156","0","0","0","0","0"
"0","610201353","610201157","0","0","0","0","0"
"0","610202101","610202101","0","0","0","0","0"
"610202404","610202201","610202102","0","610202403","0","610202401","610202402"
"0","610202202","610202103","0","0","0","0","0"
"0","610202203","610202104","0","0","0","0","0"
"610202504","610202301","610202105","0","610202503","0","610202501","610202502"
"0","610202302","610202106","0","0","0","0","0"
"0","610202303","610202107","0","0","0","0","0"
"0","610203101","610203101","0","0","0","0","0"
"610203404","610203201","610203102","0","610203403","0","610203401","610203402"
"0","610203202","610203103","0","0","0","0","0"
"0","610203203","610203104","0","0","0","0","0"
"610203504","610203301","610203105","0","610203503","0","610203501","610203502"
"0","610203302","610203106","0","0","0","0","0"
"0","610203303","610203107","0","0","0","0","0"
"0","610204101","610204101","0","0","0","0","0"
"610204404","610204201","610204102","0","610204403","0","610204401","610204402"
"0","610204202","610204103","0","0","0","0","0"
"0","610204203","610204104","0","0","0","0","0"
"610204504","610204301","610204105","0","610204503","0","610204501","610204502"
"0","610204302","610204106","0","0","0","0","0"
"0","610204303","610204107","0","0","0","0","0"
"0","610205101","610205101","0","0","0","0","0"
"610205404","610205201","610205102","0","610205403","0","610205401","610205402"
"0","610205202","610205103","0","0","0","0","0"
"0","610205203","610205104","0","0","0","0","0"
"610205504","610205301","610205105","0","610205503","0","610205501","610205502"
"0","610205302","610205106","0","0","0","0","0"
"0","610205303","610205107","0","0","0","0","0"
"0","610206101","610206101","0","0","0","0","0"
"610206404","610206201","610206102","0","610206403","0","610206401","610206402"
"610206408","610206202","610206103","0","610206407","0","610206405","610206406"
"0","610206203","610206104","0","0","0","0","0"
"610206504","610206301","610206105","0","610206503","0","610206501","610206502"
"610206508","610206302","610206106","0","610206507","0","610206505","610206506"
"0","610206303","610206107","0","0","0","0","0"
"0","610207101","610207101","0","0","0","0","0"
"610207404","610207201","610207102","0","610207403","0","610207401","610207402"
"0","610207202","610207103","0","0","0","0","0"
"0","610207203","610207104","0","0","0","0","0"
"610207504","610207301","610207105","0","610207503","0","610207501","610207502"
"0","610207302","610207106","0","0","0","0","0"
"0","610207303","610207107","0","0","0","0","0"
"0","610208101","610208101","0","0","0","0","0"
"0","610208201","610208102","0","0","0","610208401","610208402"
"0","610208202","610208103","0","0","0","0","0"
"0","610208203","610208104","0","0","0","0","0"
"0","610208301","610208105","0","0","0","610208501","610208502"
"0","610208302","610208106","0","0","0","0","0"
