2e25acd5b399696facfabb4ce9e0a549a9ccda5885ea788c3e3dad938ade995f,1877b6c39e742117c178a8f203fac3203856efccf2c3a8e876cea97683dbbde6,ba08ace3a7b60b4cc862a0b27e95f15a7b9f3488436402f2eb4cd0ee5e456eb6,9912cf07efea6a00fb9bd0ddc082b2040385454d2230c713b61297fcc04b10c3,60e4184b0190f33e2e21d7d950c1476a9a26a847a2ed7a56680219e2c8a2eae4,e76197511ef6392486c4628a52f35f12e7a99a88edcf5f004af9650da81d7b52,d50675b48c179d99be58a7b63399b5c37ecbd52bf0a27c323b3b377febeca5b8,5a6bb83d63510b23204d99883e7e9ec45f64f88c97432dca9e568235e70b2fc4,f8d81aedd9ef7bef71d9c5e95a85be1e2847246f0cfd98debcb52d527a1ef412,a24ffd5e27f2d89f10c3150ec5e67ee1c54b80c4ae1f3d627bd5d6ad6969be25,dec6955a2f5d3bc3ecc70e464ec439380be6717e08116b1696a6aa77bfac8d58,01cb1baa71be14979034da23cbe99f2719c396839ee32169dac47c42aff7c2c5,e5b02a283e21abcedf5b603edc63fb166cea4da1c918398c965a2fe349c7e986,6d3a2652fc5e5f99117e2ca1d6c438224dda0f3fde1c6f0e26802c4541f37675,40942fd33876fcc02c36d4a7cc83627221d31d022d0926da5451273cbfdaccc9
"110690103","1","0","0","101691001","0","0","0","0","0","0","0","0","0","101691011"
"110700103","1","0","0","101701001","0","0","0","0","0","0","0","0","0","101701011"
"110710103","1","0","0","101711001","0","0","0","0","0","0","0","0","0","101711011"
"110720103","1","0","0","101721001","0","0","0","0","0","0","0","0","0","101721011"
"110730103","1","0","0","101731001","0","0","0","0","0","0","0","0","0","101731011"
"110740103","1","0","0","101741001","0","0","0","0","0","0","0","0","0","101741011"
"110750103","1","0","0","101751001","0","0","0","0","0","0","0","0","0","101751011"
"610132007","1","0","0","102311001","0","0","0","0","61013201","16","0","0","0","610132504"
"610132008","1","0","0","102311002","0","0","0","0","61013201","16","0","0","0","610132504"
"610132009","1","0","0","102311003","0","0","0","0","61013201","16","0","0","0","610132504"
"610134007","1","0","0","102312001","0","0","0","0","61013401","16","0","0","0","610134504"
"610134008","1","0","0","102312002","0","0","0","0","61013401","16","0","0","0","610134504"
"610134009","1","0","0","102312003","0","0","0","0","61013401","16","0","0","0","610134504"
"610136004","1","0","0","102401001","0","0","0","0","61013601","16","0","0","0","610136404"
"610136005","1","0","0","102401002","0","0","0","0","61013601","16","0","0","0","610136405"
"610136006","1","0","0","102401003","0","0","0","0","61013601","16","0","0","0","610136406"
"610136007","1","0","0","102401004","0","0","0","0","61013601","16","0","0","0","610136504"
"610136008","1","0","0","102401005","0","0","0","0","61013601","16","0","0","0","610136505"
"610136009","1","0","0","102401006","0","0","0","0","61013601","16","0","0","0","610136506"
"610137007","1","0","0","102401007","0","0","0","0","61013601","16","0","0","0","610137504"
"610137008","1","0","0","102401008","0","0","0","0","61013601","16","0","0","0","610137504"
"610137009","1","0","0","102401009","0","0","0","0","61013601","16","0","0","0","610137504"
"610140007","1","0","0","102402001","0","0","0","0","61014001","16","0","0","0","610140504"
"610140008","1","0","0","102402002","0","0","0","0","61014001","16","0","0","0","610140504"
"610140009","1","0","0","102402003","0","0","0","0","61014001","16","0","0","0","610140504"
"610142004","1","0","0","102403001","0","0","0","0","61014201","16","0","0","0","610142404"
"610142005","1","0","0","102403002","0","0","0","0","61014201","16","0","0","0","610142405"
"610142006","1","0","0","102403003","0","0","0","0","61014201","16","0","0","0","610142406"
"610142007","1","0","0","102403004","0","0","0","0","61014201","16","0","0","0","610142504"
"610142008","1","0","0","102403005","0","0","0","0","61014201","16","0","0","0","610142505"
"610142009","1","0","0","102403006","0","0","0","0","61014201","16","0","0","0","610142506"
"610144004","1","0","0","102404001","0","0","0","0","61014401","16","0","0","0","610144404"
"610144005","1","0","0","102404002","0","0","0","0","61014401","16","0","0","0","610144405"
"610144006","1","0","0","102404003","0","0","0","0","61014401","16","0","0","0","610144406"
"610144007","1","0","0","102404004","0","0","0","0","61014401","16","0","0","0","610144504"
"610144008","1","0","0","102404005","0","0","0","0","61014401","16","0","0","0","610144505"
"610144009","1","0","0","102404006","0","0","0","0","61014401","16","0","0","0","610144506"
"610146004","1","0","0","102405001","0","0","0","0","61014601","16","0","0","0","610146404"
"610146005","1","0","0","102405002","0","0","0","0","61014601","16","0","0","0","610146405"
"610146006","1","0","0","102405003","0","0","0","0","61014601","16","0","0","0","610146406"
"610146007","1","0","0","102405004","0","0","0","0","61014601","16","0","0","0","610146504"
"610146008","1","0","0","102405005","0","0","0","0","61014601","16","0","0","0","610146505"
"610146009","1","0","0","102405006","0","0","0","0","61014601","16","0","0","0","610146506"
"610148004","1","0","0","102406001","0","0","0","0","61014801","16","0","0","0","610148404"
"610148005","1","0","0","102406002","0","0","0","0","61014801","16","0","0","0","610148405"
"610148006","1","0","0","102406003","0","0","0","0","61014801","16","0","0","0","610148406"
"610148007","1","0","0","102406004","0","0","0","0","61014801","16","0","0","0","610148504"
"610148008","1","0","0","102406005","0","0","0","0","61014801","16","0","0","0","610148505"
"610148009","1","0","0","102406006","0","0","0","0","61014801","16","0","0","0","610148506"
"610150004","4","0","0","102407001","0","0","0","0","61015001","16","0","0","0","610150404"
"610150005","4","0","0","102407002","0","0","0","0","61015001","16","0","0","0","610150405"
"610150006","4","0","0","102407003","0","0","0","0","61015001","16","0","0","0","610150406"
"610150007","4","0","0","102407004","0","0","0","0","61015001","16","0","0","0","610150504"
"610150008","4","0","0","102407005","0","0","0","0","61015001","16","0","0","0","610150505"
"610150009","4","0","0","102407006","0","0","0","0","61015001","16","0","0","0","610150506"
"610152004","4","0","0","102408001","0","0","0","0","61015201","16","0","0","0","610152404"
"610152005","4","0","0","102408002","0","0","0","0","61015201","16","0","0","0","610152405"
"610152006","4","0","0","102408003","0","0","0","0","61015201","16","0","0","0","610152406"
"610152007","4","0","0","102408004","0","0","0","0","61015201","16","0","0","0","610152504"
"610152008","4","0","0","102408005","0","0","0","0","61015201","16","0","0","0","610152505"
"610152009","4","0","0","102408006","0","0","0","0","61015201","16","0","0","0","610152506"
"610154004","4","0","0","102409001","0","0","0","0","61015401","16","0","0","0","610154404"
"610154005","4","0","0","102409002","0","0","0","0","61015401","16","0","0","0","610154405"
"610154006","4","0","0","102409003","0","0","0","0","61015401","16","0","0","0","610154406"
"610154007","4","0","0","102409004","0","0","0","0","61015401","16","0","0","0","610154504"
"610154008","4","0","0","102409005","0","0","0","0","61015401","16","0","0","0","610154505"
"610154009","4","0","0","102409006","0","0","0","0","61015401","16","0","0","0","610154506"
"610156004","4","0","0","102410001","0","0","0","0","61015501","16","0","0","0","610156404"
"610156005","4","0","0","102410002","0","0","0","0","61015501","16","0","0","0","610156405"
"610156006","4","0","0","102410003","0","0","0","0","61015501","16","0","0","0","610156406"
"610156007","4","0","0","102410004","0","0","0","0","61015501","16","0","0","0","610156504"
"610156008","4","0","0","102410005","0","0","0","0","61015501","16","0","0","0","610156505"
"610156009","4","0","0","102410006","0","0","0","0","61015501","16","0","0","0","610156506"
"610158004","4","0","0","102411001","0","0","0","0","61015801","16","0","0","0","610158404"
"610158005","4","0","0","102411002","0","0","0","0","61015801","16","0","0","0","610158405"
"610158006","4","0","0","102411003","0","0","0","0","61015801","16","0","0","0","610158406"
"610158007","4","0","0","102411004","0","0","0","0","61015801","16","0","0","0","610158504"
"610158008","4","0","0","102411005","0","0","0","0","61015801","16","0","0","0","610158505"
"610158009","4","0","0","102411006","0","0","0","0","61015801","16","0","0","0","610158506"
"610160004","4","0","0","102412001","0","0","0","0","61016001","16","0","0","0","610160404"
"610160005","4","0","0","102412002","0","0","0","0","61016001","16","0","0","0","610160405"
"610160006","4","0","0","102412003","0","0","0","0","61016001","16","0","0","0","610160406"
"610160007","4","0","0","102412004","0","0","0","0","61016001","16","0","0","0","610160504"
"610160008","4","0","0","102412005","0","0","0","0","61016001","16","0","0","0","610160505"
"610160009","4","0","0","102412006","0","0","0","0","61016001","16","0","0","0","610160506"
"610201101","4","0","0","102501001","0","0","0","0","61016201","57","0","0","0","610201102"
"610201102","4","0","0","102501002","0","0","0","0","61016201","58","0","0","0","610201204"
"610201103","4","0","0","102501003","0","0","0","0","61016201","58","0","0","0","610201205"
"610201104","4","0","0","102501004","0","0","0","0","61016201","58","0","0","0","610201206"
"610201105","4","0","0","102501005","0","0","0","0","61016201","58","0","0","0","610201304"
"610201106","4","0","0","102501006","0","0","0","0","61016201","58","0","0","0","610201305"
"610201107","4","0","0","102501007","0","0","0","0","61016201","58","0","0","0","610201306"
"610201151","4","0","0","102501011","0","0","0","0","61016201","57","0","0","0","610201152"
"610201152","4","0","0","102501012","0","0","0","0","61016201","58","0","0","0","610201254"
"610201153","4","0","0","102501013","0","0","0","0","61016201","58","0","0","0","610201255"
"610201154","4","0","0","102501014","0","0","0","0","61016201","58","0","0","0","610201256"
"610201155","4","0","0","102501015","0","0","0","0","61016201","58","0","0","0","610201354"
"610201156","4","0","0","102501016","0","0","0","0","61016201","58","0","0","0","610201355"
"610201157","4","0","0","102501017","0","0","0","0","61016201","58","0","0","0","610201356"
"610202101","4","0","0","102502001","0","0","0","0","61016401","57","0","0","0","610202102"
