a0afb8182ced38b95a5b9e11a7e5445fd44eb471ad581e1bef1df6de1c43a374,754e98754282e5e25397dee74df8273630b71098bbd17f32dfec7c03ae8de3ce,2056386a99706d0c72f5d90a1f53cdbebe91b0cf241079ccaf71d30c2450b50c,dcc8277f304eb269f33e18785609c186392474dab2a74e4068a01a85b310f6e9,ad1ebf0ea17c99e5a797c91c5bbc334f7231f5225bbf142e321afc3f0b8388d0,7f15c799bfeea09686ff2c9389db4a5e3f81f980d241f8e665ab33499bb946f1,271a00eb345c6339f395f8e1f23b143c09bae6277b3f1810f08c1661f7405f0b,9f06489f2b895cc4fa5b490752577d710671e8ad58b311147e0f017937dd6336,60c584b7e16ace94f5ed138b3ab429c90e318147d88c6044a0040c37071eeaa4,a1f723300407e4e4bd154bda935503cf21b52f2c5c832589f9df5232f01070ff,29f4a14e8bca7010fa72f5d2cd8103dfcce781fba7e166ff9cec1e7a9c5b4261,8e63b8a43788c3d30e5579da9b82c1b36d260cf31f335e93a688d04f32447b37
"0","1004","107601","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004401","107601","1"
"1","1002","1000403","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004402","107601","2"
"0","1001","10","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004403","107701","3"
"0","1001","20","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004404","107501","4"
"0","1001","30","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004405","107601","5"
"0","1003","2","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004406","107501","6"
"0","1003","5","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004407","107601","7"
"0","1003","8","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004408","107801","8"
"0","1003","12","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004409","107701","9"
"0","1003","16","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004410","107501","10"
"0","1003","20","0","0","2018/07/19 14:59:59","2018/06/30 12:00:00","0","10004","5004411","107601","11"
"0","1004","108001","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005401","108001","12"
"1","1002","1000503","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005402","107901","13"
"0","1001","10","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005403","108001","14"
"0","1001","20","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005404","107901","15"
"0","1001","30","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005405","108001","16"
"0","1003","2","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005406","107901","17"
"0","1003","5","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005407","108001","18"
"0","1003","8","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005408","107901","19"
"0","1003","12","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005409","108001","20"
"0","1003","16","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005410","107901","21"
"0","1003","20","0","0","2018/08/19 14:59:59","2018/07/31 12:00:00","0","10005","5005411","108001","22"
"1","1002","1000603","0","0","2018/09/18 14:59:59","2018/08/31 12:00:00","0","10006","5006402","103701","23"
"0","1001","10","0","0","2018/09/18 14:59:59","2018/08/31 12:00:00","0","10006","5006403","100501","24"
