7e79c297c97ecf1f19cdf7a0ce6a416e7a2952c147038563c4b3eab354111c1b,56e64480fc38ddd14b419b30d44c2b06ebfd32fa0122c1952abb187705dc72c0,948f0d4e338cd397ed0b8d4ebf2369d027edecdee2c19204890298471d33b93d,e0d5efc2504ca5d278cf91564ebaff8e14405198737187b94f97ba41163bc31a,a81ec3e639c6b9aebce16e0cea474f9b069ac042277c4998e6984713f476fd49,e4b39f1d12f9325cd227ec73e0b047f01bb84b1786e3fc8f14d8ca2e20f8a5ca,3f09e929cab12a17063ccca9c4dcfeb8a84e99c7f58c52ffef6bbca0a2a953bc,77c0660bdd6ecf1e352cdc39207f0ee5c10ccabd376020a35e1e66753e387b07,17416c020d301950ba9ab9649c5d94b746fdbe9dba9aa427b2a4006b611ed2de,1b0e7fdb491d50b0bfebc264ae7f341783420032c172d94aebfac7bd4dbde6b2,c86f979bd32197ed4bd85a6f92b13b43bdb79481ffab3610c586dadea1497cdd,27d4ad897f4fde2cb977d3422bf4f67f68a427ee41257c301303bc47a4d28d0b,87e9720ba94b66489c58adaf896cddefd3daedeb89484dfe1cad86b9ea3fc163,0fabbff4f9ce8321763e6ff4ba6c2773a7be2022cbac1701e506e1e4418912a5,89780be3e86ae2b7b616ccfecab353e831c2f46154dce2a50ed8bf1057d2003c
"40001","0","0","1","7","2","0","1","2001","20012","1","0","0","0","20011"
"40001","0","0","1","7","2","0","1","2002","20022","1","0","0","0","20021"
"40001","0","0","1","7","2","0","1","2003","20032","1","0","0","0","20031"
"40001","0","0","1","7","2","0","1","2004","20042","1","0","0","0","20041"
"40001","0","0","1","7","2","0","1","2005","20052","1","0","0","0","20051"
"40001","0","0","1","7","2","0","1","2006","20062","1","0","0","0","20061"
"40001","0","0","1","7","2","0","1","2007","20072","1","0","0","0","20071"
"40001","0","0","1","7","2","0","1","2008","20082","1","0","0","0","20081"
"40001","0","0","1","7","2","0","1","2009","20092","1","0","0","0","20091"
"40001","0","0","1","7","2","0","1","2010","20102","1","0","0","0","20101"
"40001","0","0","1","7","2","0","1","2011","20112","1","0","0","0","20111"
"40001","0","0","1","7","2","0","1","2012","20122","1","0","0","0","20121"
"40001","0","0","1","7","2","0","1","2013","20132","1","0","0","0","20131"
"40001","0","0","1","7","2","0","1","2014","20142","1","0","0","0","20141"
"40001","0","0","1","7","2","0","1","2015","20152","1","0","0","0","20151"
"40001","0","0","1","7","2","0","1","2016","20162","1","0","0","0","20161"
"40001","0","0","1","7","2","0","1","2017","20172","1","0","0","0","20171"
"40001","0","0","1","7","2","0","1","2018","20182","1","0","0","0","20181"
"40001","0","0","1","7","2","0","1","2019","20192","1","0","0","0","20191"
"40001","0","0","1","7","2","0","1","2020","20202","1","0","0","0","20201"
"40001","0","0","1","7","2","0","1","2021","20212","1","0","0","0","20211"
"40001","0","0","1","7","2","0","1","2022","20222","1","0","0","0","20221"
"40001","0","0","1","7","2","0","1","2023","20232","1","0","0","0","20231"
"40001","0","0","1","7","2","0","1","2024","20242","1","0","0","0","20241"
"40001","0","0","1","7","2","0","1","2025","20252","1","0","0","0","20251"
"40001","0","0","1","7","2","0","1","2026","20262","1","0","0","0","20261"
"40001","0","0","1","7","2","0","1","2027","20272","1","0","0","0","20271"
"40001","0","0","1","7","2","0","1","2028","20282","1","0","0","0","20281"
"40001","0","40","1","7","1","0","1","3001","30012","1","0","0","0","30011"
"40001","0","40","1","7","1","0","1","3002","30022","5","0","0","0","30021"
"40001","0","40","1","7","1","0","1","3003","30032","6","0","0","0","30031"
"40001","0","-58","1","0","1","0","2","3004","30042","6","0","0","0","30041"
"40001","0","-42","1","-20","1","0","1","3005","30052","1","0","0","0","30051"
"40001","0","-42","1","-20","1","0","1","3006","30062","5","0","0","0","30061"
"40001","0","0","1","40","1","0","1","3007","30072","1","0","0","0","30071"
"40001","0","0","1","40","1","0","1","3008","30082","5","0","0","0","30081"
"40001","0","0","1","40","1","0","1","3009","30092","6","0","0","0","30091"
"40001","0","0","2","0","1","0","1","4001","40012","1","0","0","0","40011"
"40001","0","0","2","0","1","0","1","4002","40022","5","0","0","0","40021"
"40001","0","0","2","0","1","0","1","4005","40052","1","0","0","0","40051"
"40001","0","0","2","0","1","0","1","4006","40062","5","0","0","0","40061"
"40001","0","0","2","0","1","0","2","4007","40072","6","0","0","0","40071"
"40004","0","0","2","0","1","0","2","4009","40092","6","0","0","0","40091"
"40004","0","0","2","0","1","0","1","4010","40102","1","0","0","0","40101"
"40004","0","0","2","0","1","0","1","4011","40112","5","0","0","0","40111"
"40001","0","0","2","0","1","0","1","4012","40122","6","0","0","0","40121"
"40004","0","0","2","0","1","0","1","4013","40132","1","0","0","0","40131"
"40004","0","0","2","0","1","0","1","4014","40142","5","0","0","0","40141"
"40001","0","0","2","0","1","0","1","4015","40152","6","0","0","0","40151"
"40004","0","0","2","0","1","0","1","4016","40162","1","0","0","0","40161"
"40004","0","0","2","0","1","0","1","4017","40172","5","0","0","0","40171"
"40001","0","0","2","0","1","0","1","4018","40182","6","0","0","0","40181"
