aaf0aa4673bb57d21cd084dc8cf4a1d5c800d38341bd90cf7fb3594c2565ed3f,d597b1f14a5661ab6b82692f8f86683830991bb07b3d8935817d4a1236e9172f,b16cdcb70f154ca3f7b21c8d0a2d8e2f796cfd7853a79212416be5d42463e3d7,d245e23c80925c9734365a24a3d134dc6f06928c34968eb58f4aff297c7d2597,fb44d417115044e1c02f70385fd72c1c04637f5472da9e5918d79fbc2b49002a,9c9462391da5892df42bb2164b83e6ce7294af3a526c8dd1919c38b7917e750a,67e3778b4cf3aadfcf756df32d7ceacf4d1c617379989e477411893f9d705977,5640a1892c6e7206d35c9571b5cb7890ec75f04e4dbb9c40630383022c3124a6,39cd0530f7cd8a81f92b81f319872b0960683da13beafe70348cb0d5f7683162,6b94797bbfc44c9dc79aa065bb08af2933bff793383311ae384b68f98c6e2a88,09ecd1fd140bdf7acec32f40d56bd685102c8c3635b84e603c48c55283e83316,570c726a954e7a9e34268b4eaafe1fcdc3724f911e29ab9b263e87528f4a4b35,4d569cd26f0f0d84598e62e0deea93ef0ce26c110d58ab575fee36158ffc7a2a,833d3b1168b6e3308fed8e97afbc47488f567f06b0f03f96f3f096a729cabab2,b926889ba8be96c745765c7d0b93e76837dca5eb0ed4933b61e301d0ec6be8dc,8ecd00a6d753dd15d23e390c16c8bad22e41ec445c41b8907d76489550e699f0,a1ee12458c827c6afa00ff91f0369ad4c4f681e3eb3022efe2c8a989c34f3ca9,be8abd923bc3ad2911620f9e3a915c3abf3b61a8ea69aece95a03734a2c83b73,82f985ae78c148dc92f30cc00fb67c1031aba84fb48bfdd47186618076fb6038,29989e3118ae3e0b2b3206f7858bedd152e547f045b6cc8e4ddabe9adedde024,93c8ed6958d5338c4d6a27ac27be3fbe39041ab4b363fa10a1e033c873b48167
"1","1","30","0","5000","91002","31043","2","0","2","0","30","0","1","0","0","8","90006","5000","1001","0"
"1","2","100","0","4500","91002","31043","2","0","2","0","25","0","31","0","0","8","90006","4500","1001","0"
"1","3","300","0","4000","91002","31043","2","0","2","0","20","0","101","0","0","8","90006","4000","1001","0"
"1","4","1000","0","3500","91002","31043","2","0","2","0","18","0","301","0","0","8","90006","3500","1001","0"
"1","5","2000","0","3000","91002","31043","2","0","2","0","16","0","1001","0","0","8","90006","3000","1001","0"
"1","6","5000","0","2000","91002","31043","2","0","2","0","14","0","2001","0","0","8","90006","2000","1001","0"
"1","7","10000","0","1500","91002","31043","2","0","2","0","12","0","5001","0","0","8","90006","1500","1001","0"
"1","8","20000","0","1000","91002","31043","2","0","2","0","10","0","10001","0","0","8","90006","1000","1001","0"
"1","9","-1","0","500","91002","31043","2","0","2","0","5","0","20001","0","0","8","90006","500","1001","0"
"1","10","20","0","5000","91002","31022","2","0","2","0","30","0","1","0","0","8","90006","5000","1002","0"
"1","11","100","0","4500","91002","31022","2","0","2","0","25","0","21","0","0","8","90006","4500","1002","0"
"1","12","250","0","4000","91002","31022","2","0","2","0","20","0","101","0","0","8","90006","4000","1002","0"
"1","13","500","0","3500","91002","31022","2","0","2","0","18","0","251","0","0","8","90006","3500","1002","0"
"1","14","1000","0","3000","91002","31022","2","0","2","0","16","0","501","0","0","8","90006","3000","1002","0"
"1","15","2000","0","2500","91002","31022","2","0","2","0","14","0","1001","0","0","8","90006","2500","1002","0"
"1","16","3000","0","2000","91002","31022","2","0","2","0","12","0","2001","0","0","8","90006","2000","1002","0"
"1","17","5000","0","1500","91002","31022","2","0","2","0","10","0","3001","0","0","8","90006","1500","1002","0"
"1","18","10000","0","1000","91002","31022","2","0","2","0","8","0","5001","0","0","8","90006","1000","1002","0"
"1","19","-1","0","500","91002","31022","2","0","2","0","5","0","10001","0","0","8","90006","500","1002","0"
"1","20","20","0","5000","91002","31042","2","0","2","0","30","0","1","0","0","8","90006","5000","1003","0"
"1","21","100","0","4500","91002","31042","2","0","2","0","25","0","21","0","0","8","90006","4500","1003","0"
"1","22","250","0","4000","91002","31042","2","0","2","0","20","0","101","0","0","8","90006","4000","1003","0"
"1","23","500","0","3500","91002","31042","2","0","2","0","18","0","251","0","0","8","90006","3500","1003","0"
"1","24","1000","0","3000","91002","31042","2","0","2","0","16","0","501","0","0","8","90006","3000","1003","0"
"1","25","2000","0","2500","91002","31042","2","0","2","0","14","0","1001","0","0","8","90006","2500","1003","0"
"1","26","3000","0","2000","91002","31042","2","0","2","0","12","0","2001","0","0","8","90006","2000","1003","0"
"1","27","5000","0","1500","91002","31042","2","0","2","0","10","0","3001","0","0","8","90006","1500","1003","0"
"1","28","10000","0","1000","91002","31042","2","0","2","0","8","0","5001","0","0","8","90006","1000","1003","0"
"1","29","-1","0","500","91002","31042","2","0","2","0","5","0","10001","0","0","8","90006","500","1003","0"
"1","30","20","0","5000","91002","31018","2","0","2","0","30","0","1","0","0","8","90006","5000","1004","0"
"1","31","100","0","4500","91002","31018","2","0","2","0","25","0","21","0","0","8","90006","4500","1004","0"
"1","32","250","0","4000","91002","31018","2","0","2","0","20","0","101","0","0","8","90006","4000","1004","0"
"1","33","500","0","3500","91002","31018","2","0","2","0","18","0","251","0","0","8","90006","3500","1004","0"
"1","34","1000","0","3000","91002","31018","2","0","2","0","16","0","501","0","0","8","90006","3000","1004","0"
"1","35","2000","0","2500","91002","31018","2","0","2","0","14","0","1001","0","0","8","90006","2500","1004","0"
"1","36","3000","0","2000","91002","31018","2","0","2","0","12","0","2001","0","0","8","90006","2000","1004","0"
"1","37","5000","0","1500","91002","31018","2","0","2","0","10","0","3001","0","0","8","90006","1500","1004","0"
"1","38","10000","0","1000","91002","31018","2","0","2","0","8","0","5001","0","0","8","90006","1000","1004","0"
"1","39","-1","0","500","91002","31018","2","0","2","0","5","0","10001","0","0","8","90006","500","1004","0"
"1","40","20","0","5000","91002","31025","2","0","2","0","30","0","1","0","0","8","90006","5000","1005","0"
