71930f2a086fd0ed730e48aa47c35b34cbe204c859b29f4bad03639d9158706f,ab52fd2f2c646173ab821605e11ef5fc61f0dae9969dfad7752c6293d2d65850,a7d2cdb1dd24bbecff175365ac88c3dab85535e5ce9460df1f9badee371b3b4c,d9b44cbaab5e8b60006bdc27e3de6a1afb5c414c5a50bf17ac8e924ea07e82da,0af41dc988177c4c68593427a04a8a53e598ac85f4429a1e5ca0f00e16778475,ea2e267186d1079d0d9f3625ac3c29a3a139659d8dc3650da2ce3efdaadd8f64,156c16462bbb1fbe250bd45ddf85a0c340134feb497234ad01d642014289477c,219fe5ed6977645a347fecc273d5c69b5488d5dfa88f51d22490af176dc4d5c1,1afcdd06b1cee36a8154ef4c9bf8393ff29d78d88c7dc12c3d237b416cf6ad4b,51144bda671b8e605324506064bbc3e8cce48bfdb30993a79abaa0a89c8936a4,3e4ead08b99ce88cea0b3d52a84e210bc7fc3eda360a68731c903cab8da653f0,3eee8da017ff1712e9394ec5dfd9bc3c38b469503920c56e3f92a9c3a8892d7e
"0","32","24","1","0","0","0.025","0","297","0","28","0.05"
"0","31","23","2","0","0","0.025","0","288","0","27","0.05"
"0","30","22","3","0","0","0.025","0","279","0","26","0.05"
"0","29","21","4","0","0","0.025","0","270","0","25","0.05"
"0","28","20","5","0","0","0.025","0","261","0","24","0.05"
"0","27","19","6","0","0","0.025","0","252","0","23","0.05"
"0","26","18","7","0","0","0.025","0","243","0","22","0.05"
"0","25","17","8","0","0","0.025","0","234","0","21","0.05"
"0","24","16","9","0","0","0.025","0","225","0","20","0.05"
"0","23","15","10","0","0","0.025","0","216","0","19","0.05"
"0","22","14","11","0","0","0.025","0","207","0","18","0.05"
"0","21","13","12","0","0","0.025","0","198","0","17","0.05"
"0","20","12","13","0","0","0.025","0","189","0","16","0.05"
"0","19","11","14","0","0","0.025","0","180","0","15","0.05"
"0","18","10","15","0","0","0.025","0","171","0","14","0.05"
"0","17","9","16","0","0","0.025","0","161","0","13","0.05"
"0","16","8","17","0","0","0.025","0","152","0","12","0.05"
"0","15","7","18","0","0","0.025","0","143","0","11","0.05"
"0","14","6","19","0","0","0.025","0","134","0","10","0.05"
"0","13","5","20","0","0","0.025","0","125","0","9","0.05"
"0","12","4","21","0","0","0.025","0","116","0","8","0.05"
"0","11","3","22","0","0","0.025","0","107","0","7","0.05"
"0","10","2","23","0","0","0.025","0","101","0","6","0.05"
"0","0","0","24","0","0","0","0","1","0","0","0"
