617107450e288186457b7c9e4864f594525427fe21b10f6055ddfe9f02bf6f41,d016b74c77736a132ad6d81962b7c9f642e88204be4170e92247fdecfd5a217d,5cf7dbc17fe4dc35df76d9a29577f4471594f9f8fac4a09814d69f4369f2b742,0b15055930c86fdb2479e651739850c470846162a8cf8fcc5bb1cde0bcbbb75d,87cffb5084c493fac3d239516997f8ecc0265744785469b1b715f9227783b657,c0a65d2e8b2734e181c050d23d6b578cf752ab92f88ba229da80522b60643e51
"2025/01/31 12:00:00","123001","10201501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10201001"
"2025/01/31 12:00:00","123001","10201501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10201002"
"2025/01/31 12:00:00","106901","10201501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10201003"
"2025/01/31 12:00:00","106901","10201501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10201004"
"2025/01/31 12:00:00","107101","10201501","バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201005"
"2025/01/31 12:00:00","107101","10201501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201006"
"2025/01/31 12:00:00","107001","10201501","バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10201007"
"2025/01/31 12:00:00","107001","10201501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201008"
"2025/01/31 12:00:00","106801","10201501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10201009"
"2025/01/31 12:00:00","106801","10201501","バトル開始後味方全体のＴＰ大回復","3014","10201010"
"2025/01/31 12:00:00","111501","10201501","バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201011"
"2025/01/31 12:00:00","111501","10201501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201012"
"2025/01/31 12:00:00","123801","10201501","バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201013"
"2025/01/31 12:00:00","123801","10201501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201014"
"2025/02/10 12:00:00","133901","10201501","バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201015"
"2025/02/10 12:00:00","133901","10201501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201016"
"2025/01/31 12:00:00","115001","10201501","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10201017"
"2025/01/31 12:00:00","115001","10201501","バトル開始後味方全体の行動不能\n2回無効","3013","10201018"
"2025/01/31 12:00:00","126601","10201501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10201019"
"2025/01/31 12:00:00","126601","10201501","バトル開始後味方全体のＴＰ大回復","3014","10201020"
"2025/02/20 12:00:00","133801","10201501","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010","10201021"
"2025/02/20 12:00:00","133801","10201501","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010","10201022"
"2025/01/31 12:00:00","121201","10201501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10201023"
"2025/01/31 12:00:00","121201","10201501","バトル開始後味方全体のＴＰ大回復","3014","10201024"
"2025/01/31 12:00:00","133701","10201501","バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10201025"
"2025/01/31 12:00:00","133701","10201501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201026"
"2025/01/31 12:00:00","123001","10201551","バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10201027"
"2025/01/31 12:00:00","123001","10201551","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10201028"
"2025/01/31 12:00:00","106901","10201551","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10201029"
"2025/01/31 12:00:00","106901","10201551","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10201030"
"2025/01/31 12:00:00","107101","10201551","バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201031"
"2025/01/31 12:00:00","107101","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201032"
"2025/01/31 12:00:00","107001","10201551","バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10201033"
"2025/01/31 12:00:00","107001","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201034"
"2025/01/31 12:00:00","106801","10201551","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10201035"
"2025/01/31 12:00:00","106801","10201551","バトル開始後味方全体のＴＰ大回復","3014","10201036"
"2025/01/31 12:00:00","111501","10201551","バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201037"
"2025/01/31 12:00:00","111501","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201038"
"2025/01/31 12:00:00","123801","10201551","バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201039"
"2025/01/31 12:00:00","123801","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201040"
"2025/02/10 12:00:00","133901","10201551","バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201041"
"2025/02/10 12:00:00","133901","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201042"
"2025/01/31 12:00:00","115001","10201551","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10201043"
"2025/01/31 12:00:00","115001","10201551","バトル開始後味方全体の行動不能\n2回無効","3013","10201044"
"2025/01/31 12:00:00","126601","10201551","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10201045"
"2025/01/31 12:00:00","126601","10201551","バトル開始後味方全体のＴＰ大回復","3014","10201046"
"2025/02/20 12:00:00","133801","10201551","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010","10201047"
"2025/02/20 12:00:00","133801","10201551","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010","10201048"
"2025/01/31 12:00:00","121201","10201551","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10201049"
"2025/01/31 12:00:00","121201","10201551","バトル開始後味方全体のＴＰ大回復","3014","10201050"
"2025/01/31 12:00:00","133701","10201551","バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10201051"
"2025/01/31 12:00:00","133701","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201052"
"2025/02/28 12:00:00","104201","10202501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10202001"
"2025/02/28 12:00:00","104201","10202501","バトル開始後味方全体のＴＰ大回復","3014","10202002"
"2025/02/28 12:00:00","118101","10202501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10202003"
"2025/02/28 12:00:00","118101","10202501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10202004"
"2025/02/28 12:00:00","108401","10202501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10202005"
"2025/02/28 12:00:00","108401","10202501","バトル開始後味方全体のＴＰ大回復","3014","10202006"
"2025/02/28 12:00:00","117301","10202501","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10202007"
"2025/02/28 12:00:00","117301","10202501","バトル開始後味方全体の行動不能\n2回無効","3013","10202008"
"2025/03/15 12:00:00","134401","10202501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10202009"
"2025/03/15 12:00:00","134401","10202501","バトル開始後味方全体のＴＰ大回復","3014","10202010"
"2025/02/28 12:00:00","126901","10202501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10202011"
"2025/02/28 12:00:00","126901","10202501","バトル開始後味方全体のＴＰ大回復","3014","10202012"
