3a9b8154399cac0a24900715b7fe5f5e099636dc57a005749f4e30399fa5a489,6a196e3907c2331539ca971d21e29e89063b7693fd4fc8f11ae8aa4ba4f0a9c6,965e3cbc8bbf3a772a7ac9abf88bfbddd0e95ebf3fdadd3a79c198c54e07abf2,59220bc2c6fcaebd5d929a59137f89c9f9214f3608675c8451fedba979e6a92d,2dc66301494e2f3e8ea5917dcb6c007d5df7350195328ae6c6e017f6a8cb63ff,b17731c7298c463d05e0cf073325e7f272514edf24c952b87cca436273e74271,3d1c38327b7868a49da90503b2de5a2aa1dd72c813a1e23e6ce9ba5076b5cd5c,1aa6c8fc22c11940a7f6cf78b84d393ec51ce596c4d90295ff0b95caf6d0da4c,110625afadba5f1d449f493e4c40c0fb9782e18a03f3f6bf495e80f10376d0bb,b341e4253ad9e682ab2f4c61464b8503d0e2cec3f6c07553d0d28a20293e9d5e,3f8907ace599b94839b3a2781f05dfb4d94b09822bf9dd272bbcba883b12806e,14d5381eb101a25c1dc2738d16358e61087c30e333e0d67955563fc2533421eb,a4dced4e2038b798c0961700f63e6ddc4a4a74ec3a80383814b57ddf6bf6a0ef
"0","0","bgm_M33","bgm_M33","2030/03/26 14:59:00","2018/03/26 15:00:00","0","10001","1","0","380000","380000","1"
"0","0","bgm_M99","bgm_M99","2030/03/26 14:59:00","2018/04/26 15:00:00","0","10002","1","0","380000","380000","2"
"0","0","bgm_M107","bgm_M107","2030/03/26 14:59:00","2018/05/25 16:00:00","0","10003","1","0","380000","380000","3"
"0","0","bgm_M113","bgm_M113","2030/03/26 14:59:00","2018/06/26 15:00:00","0","10004","1","0","380000","380000","4"
"0","0","bgm_M121","bgm_M121","2030/03/26 14:59:00","2018/07/26 15:00:00","0","10005","1","0","380000","380000","5"
"0","0","bgm_M128","bgm_M128","2030/03/26 14:59:00","2018/08/27 15:00:00","0","10006","1","0","380000","380000","6"
"0","0","bgm_M135","bgm_M135","2030/03/26 14:59:00","2018/09/26 15:00:00","0","10007","1","0","380000","380000","7"
"0","0","bgm_M162","bgm_M162","2030/03/26 14:59:00","2018/10/26 15:00:00","0","10008","1","0","380000","380000","8"
"0","0","bgm_M171","bgm_M171","2030/03/26 14:59:00","2018/11/26 15:00:00","0","10009","1","0","380000","380000","9"
"0","0","bgm_M182","bgm_M182","2030/03/26 14:59:00","2018/12/26 15:00:00","0","10010","1","0","380000","380000","10"
"0","0","bgm_M189","bgm_M189","2030/03/26 14:59:00","2019/01/25 15:00:00","0","10011","1","0","380000","380000","11"
"0","0","bgm_M206","bgm_M206","2030/03/26 14:59:00","2019/02/22 15:00:00","0","10012","1","0","380000","380000","12"
"0","0","bgm_M215","bgm_M215","2030/03/26 14:59:00","2019/03/25 15:00:00","0","10013","1","0","380000","380000","13"
"0","0","bgm_M33","bgm_M33","2030/03/26 14:59:00","2019/04/11 15:00:00","0","10014","1","0","380000","380000","14"
"0","0","bgm_M223","bgm_M223","2030/03/26 14:59:00","2019/04/24 15:00:00","0","10015","1","0","380000","380000","15"
"0","0","bgm_M99","bgm_M99","2030/03/26 14:59:00","2019/05/09 15:00:00","0","10016","1","0","380000","380000","16"
"0","0","","","2030/03/26 14:59:00","2019/05/24 15:00:00","0","10017","1","0","380000","380000","17"
"0","0","bgm_M107","bgm_M107","2030/03/26 14:59:00","2019/06/10 15:00:00","0","10018","1","0","380000","380000","18"
"0","0","bgm_M237","bgm_M237","2030/03/26 14:59:00","2019/06/25 15:00:00","0","10019","1","0","380000","380000","19"
"0","0","bgm_M113","bgm_M113","2030/03/26 14:59:00","2019/07/08 15:00:00","0","10020","1","0","380000","380000","20"
"0","0","bgm_M245","bgm_M245","2030/03/26 14:59:00","2019/07/25 15:00:00","0","10021","1","0","380000","380000","21"
"0","0","bgm_M121","bgm_M121","2030/03/26 14:59:00","2019/08/08 15:00:00","0","10022","1","0","380000","380000","22"
"0","0","bgm_M254","bgm_M254","2030/03/26 14:59:00","2019/08/26 15:00:00","0","10023","1","0","380000","380000","23"
"0","0","bgm_M128","bgm_M128","2030/03/26 14:59:00","2019/09/09 15:00:00","0","10024","1","0","380000","380000","24"
"0","0","bgm_M265_Top","bgm_M265","2030/03/26 14:59:00","2019/09/24 15:00:00","0","10025","1","0","380000","380000","25"
"0","0","bgm_M135","bgm_M135","2030/03/26 14:59:00","2019/10/10 15:00:00","0","10026","1","0","380000","380000","26"
"0","0","bgm_M273","bgm_M273","2030/03/26 14:59:00","2019/10/25 15:00:00","0","10027","1","0","380000","380000","27"
"0","0","bgm_M162","bgm_M162","2030/03/26 14:59:00","2019/11/08 15:00:00","0","10028","1","0","380000","380000","28"
"0","0","bgm_M281","bgm_M281","2030/03/26 14:59:00","2019/11/25 15:00:00","0","10029","1","0","380000","380000","29"
"0","0","bgm_M171","bgm_M171","2030/03/26 14:59:00","2019/12/09 15:00:00","0","10030","1","0","380000","380000","30"
"0","0","bgm_M294","bgm_M294","2030/03/26 14:59:00","2019/12/25 15:00:00","0","10031","1","0","380000","380000","31"
"0","0","bgm_M182","bgm_M182","2030/03/26 14:59:00","2020/01/14 12:00:00","0","10032","1","0","380000","380000","32"
"0","0","bgm_M316","bgm_M316","2030/03/26 14:59:00","2020/01/24 15:00:00","0","10033","1","0","380000","380000","33"
"0","0","bgm_M189","bgm_M189","2030/03/26 14:59:00","2020/02/10 15:00:00","0","10034","1","0","380000","380000","34"
"0","0","bgm_M330","bgm_M330","2030/03/26 14:59:00","2020/02/25 15:00:00","0","10035","1","0","380000","380000","35"
"0","0","bgm_M330","bgm_M330","2030/03/26 14:59:00","2020/02/25 15:00:00","0","10036","1","0","380000","380000","36"
"0","0","bgm_M206","bgm_M206","2030/03/26 14:59:00","2020/03/12 15:00:00","0","10037","1","0","380000","380000","37"
"0","0","bgm_M343","bgm_M343","2030/03/26 14:59:00","2020/03/24 15:00:00","0","10038","1","0","380000","380000","38"
"0","0","bgm_M215","bgm_M215","2030/03/26 14:59:00","2020/04/10 12:00:00","0","10039","1","0","380000","380000","39"
"0","0","bgm_M351","bgm_M351","2030/03/26 14:59:00","2020/04/24 15:00:00","0","10040","1","0","380000","380000","40"
"0","0","bgm_M223","bgm_M223","2030/03/26 14:59:00","2020/05/10 12:00:00","0","10041","1","0","380000","380000","41"
"0","0","bgm_M375","bgm_M375","2030/03/26 14:59:00","2020/05/25 15:00:00","0","10042","1","0","380000","380000","42"
"0","0","bgm_M237","bgm_M237","2030/03/26 14:59:00","2020/06/08 18:00:00","0","10043","1","0","380000","380000","43"
"0","0","bgm_M380A","bgm_M380A","2030/03/26 14:59:00","2020/06/24 15:00:00","0","10044","1","0","380000","380000","44"
"0","0","bgm_M393","bgm_M393","2030/03/26 14:59:00","2020/07/25 12:00:00","0","10046","1","0","380000","380000","45"
"0","0","bgm_M245","bgm_M245","2030/03/26 14:59:00","2020/07/09 15:00:00","0","10045","1","0","380000","380000","46"
"0","0","bgm_M254","bgm_M254","2030/03/26 14:59:00","2020/08/09 15:00:00","0","10047","1","0","380000","380000","47"
"0","0","bgm_M403","bgm_M403","2030/03/26 14:59:00","2020/08/24 12:00:00","0","10048","1","0","380000","380000","48"
"0","0","bgm_M265_Top","bgm_M265","2030/03/26 14:59:00","2020/09/14 15:00:00","0","10049","1","0","380000","380000","49"
"0","0","bgm_M413","bgm_M413","2030/03/26 14:59:00","2020/09/25 15:00:00","0","10050","1","0","380000","380000","50"
"0","0","bgm_M421","bgm_M421","2030/03/26 14:59:00","2020/10/26 12:00:00","0","10052","1","0","380000","380000","52"
"0","0","0","0","2030/03/26 14:59:00","2020/11/06","0","10053","1","0","380000","380000","53"
"0","0","bgm_M426","bgm_M426","2030/03/26 14:59:00","2020/11/25 15:00:00","0","10054","1","0","380000","380000","54"
"0","0","bgm_M435","bgm_M435","2030/03/26 14:59:00","2020/12/25 15:00:00","0","10056","1","0","380000","380000","56"
"0","0","bgm_M442A","bgm_M442A","2030/03/26 14:59:00","2021/01/25 15:00:00","0","10058","1","0","380000","380000","58"
"0","0","bgm_M442B","bgm_M442B","2030/03/26 14:59:00","2021/01/25 15:00:00","0","10059","1","0","380000","380000","59"
