d9cd97dc920c2f26154a81610bda442b2e67f8818cc53b9b28b3a4bd86841274,34cccaa581da6fb614a7dbd5dd549b0a65753171c49ed64598220a250f9d2f25,93cc8a457b4eb035e3f74ac0c69001ab93b76a11196edf96f8229972936e2ba4,387ec10bc38fb5860464b7d4a517299dc96eb9097148c8206823077f9c8e5f07,961fc9e1ea3025ba1b70e27a9a582bb59037783ed7461707e589e8cdc0c89238,577adefd0c111b6aa08f39b9f0a08828e288efacde620ddeae2aef2249603891,b4b08128da53db7fb9cba649d69036c25752b4313eb0851e5434bf4dd4d1479c,085cd02112972e4bfdf143f01d8ef8a6e8ffbfd8dc204f9d09b9d18621235b86,f005bb4f7ecb7fbe3a43f16526f9f3ef64542641f4601377d0fb28ae79bceb03,90b78170e6942cb0c08de10bc07b71d17217155af583d7b1d18a59a415ed65e6,654c9b4c6c5d3fdd3ef69183bcc8c37d18216d0dacfb398516824e6a2a7f37b4,6f000fde4aea498f6f454b60d2999042da601e63962504d3862673701d83af9a,660b50178ea59cd51ff1adfb278cee4241e91b5da02dcda33a5c55f7d14280c7,25cb3992eb50435d766f216961e34b1def54c98cf12060be56f8b9c8810f58e4,74ce938f6f872d6ea941bccf332b743f292ed3f620d616baa8bcbbcbc264020f,358de422748e077f0e4ec1470d83338b1cabab6fe5a0964294d1a42ac8320f30,1ef6fce4c7901b814629338b4823c51639b66f17fb0d955c27ed4c8b8275de76,ada63487c55d447d744d7787ef018d25ac88eef9bab6d1caa68f38591b12b11c,cedcc50ba15954ba75d334a38bd6e44577cd46d46456f31f03bfb4047e1814dc,68da9b234bc3cc16cfe48d3d405f82fc2544b57211d9367e23117ced107ddc1a,de0a2860844edd060e9df7fcf0c227478c93565d0231b267394601af93610c31,1467aab185a34a3f9bb045cbe7666827d23300b4d07d9f1a8578076eb734bf7d
"1","0","0","1","101011","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001011"
"1","0","0","1","101281","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001012"
"1","0","0","1","101581","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001013"
"1","0","0","1","101251","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001021"
"1","0","0","1","101521","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001022"
"1","0","0","1","101551","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001023"
"1","0","0","1","101161","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001031"
"1","0","0","1","101431","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001032"
"1","0","0","1","101611","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001033"
"1","0","0","1","101101","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001041"
"1","0","0","1","101371","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001042"
"1","0","0","1","101551","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001043"
"1","0","0","1","101161","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001051"
"1","0","0","1","101521","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001052"
"1","0","0","1","101011","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001053"
"1","0","0","1","101071","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001061"
"1","0","0","1","101431","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001062"
"1","0","0","1","101401","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001063"
"1","0","0","1","101191","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001071"
"1","0","0","1","101251","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001072"
"1","0","0","1","101611","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001073"
"1","0","0","1","101101","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001081"
"1","0","0","1","101281","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001082"
"1","0","0","1","122311","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001083"
"1","0","0","1","101131","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001091"
"1","0","0","1","101551","0","54","4","0","0","0","0","0","0","0","0","0","0","0","0","46","11001092"
