850be4e4f023f500b7b78a2443f3c00477aab8ece7f8eb6c949715dfac4c7859,7776b8a4f08b9dd22224c4789cfe0508ec917f6bc8a427804b130db656acaa02
"15000","210000101"
"2980","211030101"
"1500","221010101"
"1500","221020101"
"1500","221030101"
"1500","221030102"
"1500","221050101"
"1500","221070101"
"1500","221080101"
"1500","221090101"
"1500","221100101"
"1500","221110101"
"1500","221120101"
"1500","221130101"
"1500","221140101"
"1500","221160101"
"1500","221160102"
"1500","221170101"
"1500","222020101"
"1500","222040101"
"1500","222050101"
"1500","222060101"
"1500","222070101"
"1500","222080101"
"1500","222090101"
"1500","222100101"
"1500","222110101"
"1500","222130101"
"1500","222130102"
"1500","222140101"
"1500","222160101"
"1500","222180101"
"1500","222190101"
"1500","222200101"
"1500","222210101"
"1500","222220101"
"1500","222230101"
"1500","222240101"
"1500","222250101"
"1500","222270101"
"1500","222270102"
"1500","222280101"
"1500","222290101"
"1500","222300101"
"1500","222320101"
"1500","222340101"
"1500","222350101"
"1500","222360101"
"1500","222370101"
"1500","222380101"
"1500","222390101"
"1500","222400101"
"1500","222410101"
"1500","222430101"
"1500","222430102"
"1500","222440101"
"1500","222470101"
"1500","222480101"
"1500","222490101"
"1500","233010101"
"1500","233050101"
"500","234020101"
"500","234030101"
"15000","240010101"
