e1a1766324ca5136bbae1aaa195a9970ae7ba18e4898185b07de86293b6a1ec3,c56b9bb7dba257515ee5d38167128f0018c433881f3654f1988d195b1c673458,6c0507354599555b67198fff4292b2f57cda65bc0124f343c1183093fa8e434d,0af85f058ad2a19034f4c78095b0c4d73a470cf91dd34df112c6457f8dc88130,e50b62cd0a2b3b932ff6185bdf7b67bb615039c7aa01e247cecd08d6614f28e4,b1bbd30761990e856305e8b864719ab32b4b1dd900410ab6c7936852873b1198,f77ad9e18e44d2806aa75657f0c0d29c66412e3763001c789473cc90cdfd2786,3a0ab7db7556e454a8aa426350ec7094c0844d76923cf8101845ef8b54a38362,3a2a1cde7ac0f1165acfbf03136f25caa5e035e1a81d84748f62a0efc946c7ae,3985c9409b04e9608001371d44433bb2fc8890d4c211443f893db86bd89a3aa1,3f4c0a0d1bf7dcb68386ee65d1d161d8ed346a11185b90d0141c4dab628dab80
"380000","380000","0","1","0","0","1","2018/02/28 14:59:59","2015/04/01 15:00:00","0","30001"
"380000","380000","0","1","0","0","2","2018/03/15 14:59:59","2018/02/28 15:00:00","0","30002"
"380000","380000","0","1","0","0","3","2018/03/31 14:59:59","2018/03/15 15:00:00","0","30003"
"380000","380000","0","1","0","0","4","2018/04/16 14:59:59","2018/03/31 15:00:00","0","30004"
"380000","380000","0","1","0","0","5","2018/04/30 11:59:59","2018/04/16 15:00:00","0","30005"
"380000","380000","0","1","0","0","6","2018/05/15 14:59:59","2018/04/30 12:00:00","0","30006"
"380000","380000","0","1","0","0","7","2018/05/31 11:59:59","2018/05/15 15:00:00","0","30007"
"380000","380000","0","1","0","0","8","2018/06/15 14:59:59","2018/05/31 12:00:00","0","30008"
"380000","380000","0","1","0","0","9","2018/06/30 11:59:59","2018/06/15 15:00:00","0","30009"
"380000","380000","0","1","0","0","10","2018/07/17 14:59:59","2018/06/30 12:00:00","0","30010"
"380000","380000","0","1","0","0","11","2018/07/31 11:59:59","2018/07/17 15:00:00","0","30011"
"380000","380000","0","1","0","0","12","2018/08/21 14:59:59","2018/07/31 12:00:00","0","30012"
"380000","380000","0","1","0","0","13","2018/08/31 12:00:59","2018/08/31 12:00:00","0","30014"
"380000","380000","0","1","0","0","14","2018/08/31 11:59:59","2018/08/21 15:00:00","0","40001"
"380000","380000","0","1","0","0","15","2018/09/18 14:59:59","2018/08/31 12:01:00","0","30014"
"380000","380000","0","1","0","0","16","2018/09/30 11:59:59","2018/09/18 15:00:00","0","30015"
