fb9e519f2fd0c175b118a45b22f011636063da768417cf1cd8bad615bb7daaad,68796eed464d5d9d770e899a8359101d91f856bf71f027f714a7e2f940d3947b,ca622f26e8f84f2ecfdecb1abba431dcf248ad983e800b02455a35e2a6af23b4,f2a8f50ef9ae5d3ace6bb32b129044dec07b4586952719c9bb03ac74d717a135,fc7fe464389e5be45d7bc6893fa52ade7e6c8d07140072e539af1172772b6239,a69b1c88c4c6f8c7567f749bd9ee16f25e3662a6087634a911bab7ca650d1006,732c15a26951a8b4a77c3495e4c312d1ca10c4f7857ffbe3bb2bf8819a0d63a6,d956c33e8e787cf64de106771fe40ee15f1c3f1921b4a6f2255d7dabe971b94c,c4ab70abbd0dc5c3dcfe10929ede8b536790ba9aa3de546638911947a16ec912,680d2b89485030473d7117698816f419314927d19886723b0307a6253865b0de,a06a67f13b208c55efaa7542850e8d37bcb46ef40e2139c870be1b4f9c044837
"91002","283001001","8","1","2","25013","8","25021","10","2","31"
"91002","283001002","8","2","2","25013","8","25021","10","2","31"
"91002","283001003","8","3","2","25013","8","25021","10","2","32"
"91002","283001004","8","4","2","25013","8","25021","10","2","32"
"91002","283001005","8","5","2","25013","8","25021","10","2","33"
"91002","283001006","9","6","2","25013","8","25021","10","2","33"
"91002","283001007","9","7","2","25013","8","25021","10","2","34"
"91002","283001008","9","8","2","25013","8","25021","10","2","35"
"91002","283001009","9","9","2","25013","8","25021","10","2","35"
"91002","283001010","10","10","2","25013","8","25021","30","2","37"
"91002","283001011","10","11","2","25013","8","25021","10","2","41"
"91002","283001012","11","12","2","25013","8","25021","10","2","43"
"91002","283001013","11","13","2","25013","8","25021","10","2","46"
"91002","283001014","12","14","2","25013","8","25021","10","2","48"
"91002","283001015","12","15","2","25013","8","25021","10","2","50"
"91002","283001016","13","16","2","25013","8","25021","10","2","53"
"91002","283001017","14","17","2","25013","8","25021","10","2","55"
"91002","283001018","14","18","2","25013","8","25021","10","2","58"
"91002","283001019","15","19","2","25013","8","25021","10","2","60"
"91002","283001020","15","20","2","25013","8","25021","30","2","62"
"91002","283001021","16","21","2","25013","8","25021","10","2","68"
"91002","283001022","16","22","2","25013","8","25021","10","2","70"
"91002","283001023","16","23","2","25013","8","25021","10","2","72"
"91002","283001024","17","24","2","25013","8","25021","10","2","75"
"91002","283001025","18","25","2","25013","8","25021","10","2","77"
"91002","283001026","18","26","2","25013","8","25021","10","2","79"
"91002","283001027","19","27","2","25013","8","25021","10","2","82"
"91002","283001028","19","28","2","25013","8","25021","10","2","84"
"91002","283001029","19","29","2","25013","8","25021","10","2","86"
"91002","283001030","20","30","2","25013","8","25021","30","2","89"
"91002","283001031","20","31","2","25013","8","25021","10","2","94"
"91002","283001032","21","32","2","25013","8","25021","10","2","96"
"91002","283001033","21","33","2","25013","8","25021","10","2","99"
"91002","283001034","22","34","2","25013","8","25021","10","2","101"
"91002","283001035","22","35","2","25013","8","25021","10","2","103"
"91002","283001036","23","36","2","25013","8","25021","10","2","106"
"91002","283001037","23","37","2","25013","8","25021","10","2","108"
"91002","283001038","24","38","2","25013","8","25021","10","2","111"
"91002","283001039","25","39","2","25013","8","25021","10","2","113"
"91002","283001040","25","40","2","25013","8","25021","30","2","115"
"91002","283001041","26","41","2","25013","8","25021","10","2","121"
"91002","283001042","27","42","2","25013","8","25021","10","2","123"
"91002","283001043","28","43","2","25013","8","25021","10","2","125"
"91002","283001044","28","44","2","25013","8","25021","10","2","128"
"91002","283001045","29","45","2","25013","8","25021","10","2","130"
"91002","283001046","30","46","2","25013","8","25021","10","2","132"
"91002","283001047","30","47","2","25013","8","25021","10","2","135"
"91002","283001048","31","48","2","25013","8","25021","10","2","137"
"91002","283001049","31","49","2","25013","8","25021","10","2","139"
"91002","283001050","31","50","2","25013","8","25021","30","2","142"
"91002","283001051","32","51","2","25013","8","25021","10","2","144"
"91002","283001052","32","52","2","25013","8","25021","10","2","146"
"91002","283001053","32","53","2","25013","8","25021","10","2","149"
"91002","283001054","33","54","2","25013","8","25021","10","2","152"
"91002","283001055","33","55","2","25013","8","25021","10","2","155"
"91002","283001056","33","56","2","25013","8","25021","10","2","157"
"91002","283001057","34","57","2","25013","8","25021","10","2","160"
"91002","283001058","34","58","2","25013","8","25021","10","2","163"
"91002","283001059","34","59","2","25013","8","25021","10","2","166"
"91002","283001060","35","60","2","25013","8","25021","30","2","169"
"91002","283001061","35","61","2","25013","8","25021","10","2","171"
"91002","283001062","35","62","2","25013","8","25021","10","2","174"
"91002","283001063","36","63","2","25013","8","25021","10","2","177"
"91002","283001064","36","64","2","25013","8","25021","10","2","180"
"91002","283001065","36","65","2","25013","8","25021","10","2","182"
"91002","283001066","37","66","2","25013","8","25021","10","2","185"
"91002","283001067","37","67","2","25013","8","25021","10","2","187"
"91002","283001068","37","68","2","25013","8","25021","10","2","190"
"91002","283001069","38","69","2","25013","8","25021","10","2","193"
"91002","283001070","38","70","2","25013","8","25021","30","2","196"
"91002","283001071","39","71","2","25013","8","25021","10","2","200"
"91002","283001072","39","72","2","25013","8","25021","10","2","204"
"91002","283001073","40","73","2","25013","8","25021","10","2","208"
