8c7f653d7ecce5365dfd09edabdf266f4f99d3e07935aa5e5c1d972c28450cce,0db746945cfaf85ce8487d7539c6e971ff1415778ef969a56cb67434f45dddf8,9273c565d602f37619920d9b3834543f448b7fcd29f62999f2c399ad594ac699,094890d185dd95aba5dfa5091b39ed3355e5f0d7fa0935b2cde0b007cf4e3d76,88a8e6088058ae74aa4a19febcf6baa7f2ea4a4aa61447a782d136130295cba7,b47a79bcdf0e36b695cdd8c5ed3f546d3f55cdc0bf85d576384a157beaa6383c,3e3a0a0f754dcaf568b381c2c785d906b6d2b52a2e0bda8cbf91418326ae142d,c88e3f3b9735c5f8daf8188b005baf4f423dd99d09dcf955eefcf286b437451d,6c2c37fd8410021b4fbb61ee34a7dd9374d01ba1cfca7cb0e5e226e2faa65ed1,e038e3fd5e621154cea2494e9c4bbaad0f4a5b5dbd61cebd3922e50e833ee69a,4a5e2b60aca5ad40a360e08f4849f70ed11e6abbd2ee32a52125b1d2e7e18243,9818c38084a503cc0e2bdff0a45142074dfdec6bd3a52dd52f78665b81dc91c3,332446c97b2b91bd24b88733b105ef41f509ed600f498b35dfdbb9e47cbc80bf,c5becfcd47de1ec2ec368bc1d3789de6624ba77eec491216cf47b593d71e20da,c7aea107fff5aa64f009922ac42a6e3fdda392200d346c2e1d59f30a506299fc
"1","0","0","9001","20014","99001001","660014101","2015/04/01 15:00:00","1","アクダイカンを1体倒そう（NORMAL限定）","8006","601","1004110","2030/04/01 14:59:59","99001001"
"1","0","0","9001","20014","99001002","660014201","2015/04/01 15:00:00","1","アクダイカンを1体倒そう（HARD限定）","8007","601","1004111","2030/04/01 14:59:59","99001002"
"1","0","0","9001","20014","99001003","660014301","2015/04/01 15:00:00","1","アクダイカンを1体倒そう（VERY HARD限定）","8010","601","1004112","2030/04/01 14:59:59","99001003"
"1","0","0","9001","10041","99001004","610041401","2015/04/01 15:00:00","1","アクダイカンを1体倒そう（SPECIAL限定）","6011","601","1004113","2030/04/01 14:59:59","99001004"
"1","0","0","9001","10153","99001005","610153101","2015/04/01 15:00:00","1","ペテルギウスを1体倒そう（NORMAL限定）","6006","601","1005310","2030/04/01 14:59:59","99001005"
"1","0","0","9001","10153","99001006","610153201","2015/04/01 15:00:00","1","ペテルギウスを1体倒そう（HARD限定）","6007","601","1005311","2030/04/01 14:59:59","99001006"
"1","0","0","9001","10153","99001007","610153301","2015/04/01 15:00:00","1","ペテルギウスを1体倒そう（VERY HARD限定）","6010","601","1005312","2030/04/01 14:59:59","99001007"
"1","0","0","9001","10153","99001008","610153401","2015/04/01 15:00:00","1","ペテルギウスを1体倒そう（SPECIAL限定）","6011","601","1005313","2030/04/01 14:59:59","99001008"
"1","0","0","9001","20015","99001009","660015101","2015/04/01 15:00:00","1","雨神様を1体倒そう（NORMAL限定）","8006","601","1004310","2030/04/01 14:59:59","99001009"
"1","0","0","9001","20015","99001010","660015201","2015/04/01 15:00:00","1","雨神様を1体倒そう（HARD限定）","8007","601","1004311","2030/04/01 14:59:59","99001010"
"1","0","0","9001","20015","99001011","660015301","2015/04/01 15:00:00","1","雨神様を1体倒そう（VERY HARD限定）","8010","601","1004312","2030/04/01 14:59:59","99001011"
"1","0","0","9001","10043","99001012","610043401","2015/04/01 15:00:00","1","雨神様を1体倒そう（SPECIAL限定）","6011","601","1004313","2030/04/01 14:59:59","99001012"
"1","0","0","9001","20016","99001017","660016101","2015/04/01 15:00:00","1","マジムンを1体倒そう（NORMAL限定）","8006","601","1004510","2030/04/01 14:59:59","99001017"
"1","0","0","9001","20016","99001018","660016201","2015/04/01 15:00:00","1","マジムンを1体倒そう（HARD限定）","8007","601","1004511","2030/04/01 14:59:59","99001018"
"1","0","0","9001","20016","99001019","660016301","2015/04/01 15:00:00","1","マジムンを1体倒そう（VERY HARD限定）","8010","601","1004512","2030/04/01 14:59:59","99001019"
"1","0","0","9001","10045","99001020","610045401","2015/04/01 15:00:00","1","マジムンを1体倒そう（SPECIAL限定）","6011","601","1004513","2030/04/01 14:59:59","99001020"
"1","0","0","0","10021","99001021","0","2029/04/01 15:00:00","1","カオリのマブイ式空手道場で累計スコアを300000以上獲得","6001","601","14","2030/04/01 14:59:59","99001021"
"1","0","0","0","10021","99001022","0","2029/04/01 15:00:00","1","カオリのマブイ式空手道場EXTRAで1度にスコアを70000以上獲得","6001","601","15","2030/04/01 14:59:59","99001022"
"1","0","0","9001","20017","99001023","660017101","2015/04/01 15:00:00","1","オオドクマンドラゴラを1体倒そう （NORMAL限定）","6006","601","1004710","2030/04/01 14:59:59","99001023"
"1","0","0","9001","20017","99001024","660017201","2015/04/01 15:00:00","1","オオドクマンドラゴラを1体倒そう （HARD限定）","6007","601","1004711","2030/04/01 14:59:59","99001024"
"1","0","0","9001","20017","99001025","660017301","2015/04/01 15:00:00","1","オオドクマンドラゴラを1体倒そう （VERY HARD限定）","6010","601","1004712","2030/04/01 14:59:59","99001025"
"1","0","0","9001","10047","99001026","610047401","2015/04/01 15:00:00","1","オオドクマンドラゴラを1体倒そう （SPECIAL限定）","6011","601","1004713","2030/04/01 14:59:59","99001026"
"1","0","0","9001","20018","99001027","660018101","2015/04/01 15:00:00","1","ファントムバロンを1体倒そう（NORMAL限定）","6006","601","1004910","2030/04/01 14:59:59","99001027"
"1","0","0","9001","20018","99001028","660018201","2015/04/01 15:00:00","1","ファントムバロンを1体倒そう（HARD限定）","6007","601","1004911","2030/04/01 14:59:59","99001028"
"1","0","0","9001","20018","99001029","660018301","2015/04/01 15:00:00","1","ファントムバロンを1体倒そう（VERY HARD限定）","6010","601","1004912","2030/04/01 14:59:59","99001029"
"1","0","0","9001","10049","99001030","610049401","2015/04/01 15:00:00","1","ファントムバロンを1体倒そう（SPECIAL限定）","6011","601","1004913","2030/04/01 14:59:59","99001030"
"1","0","0","9001","20019","99001031","660019101","2015/04/01 15:00:00","1","ドラゴンもどきを1体倒そう（NORMAL限定）","6006","601","1005110","2030/04/01 14:59:59","99001031"
"1","0","0","9001","20019","99001032","660019201","2015/04/01 15:00:00","1","ドラゴンもどきを1体倒そう（HARD限定）","6007","601","1005111","2030/04/01 14:59:59","99001032"
"1","0","0","9001","20019","99001033","660019301","2015/04/01 15:00:00","1","ドラゴンもどきを1体倒そう（VERY HARD限定）","6010","601","1005112","2030/04/01 14:59:59","99001033"
"1","0","0","9001","10051","99001034","610051401","2015/04/01 15:00:00","1","ドラゴンもどきを1体倒そう（SPECIAL限定）","6011","601","1005113","2030/04/01 14:59:59","99001034"
"1","0","0","0","10021","99001039","0","2029/04/01 15:00:00","1","しりとりドラゴンズで累計スコアを300000以上獲得","6001","601","14","2030/04/01 14:59:59","99001039"
"1","0","0","0","10021","99001040","0","2029/04/01 15:00:00","1","しりとりドラゴンズのワード図鑑で253ワード集める","6001","601","15","2030/04/01 14:59:59","99001040"
"1","0","0","0","10021","99001041","0","2029/04/01 15:00:00","1","しりとりドラゴンズのワード図鑑で505ワード集める","6001","601","15","2030/04/01 14:59:59","99001041"
"1","0","0","9001","20020","99001042","660020101","2015/04/01 15:00:00","1","トナカイ・ヴェンデッタを1体倒そう（NORMAL限定）","6006","601","1005510","2030/04/01 14:59:59","99001042"
"1","0","0","9001","20020","99001043","660020201","2015/04/01 15:00:00","1","トナカイ・ヴェンデッタを1体倒そう（HARD限定）","6007","601","1005511","2030/04/01 14:59:59","99001043"
"1","0","0","9001","20020","99001044","660020301","2015/04/01 15:00:00","1","トナカイ・ヴェンデッタを1体倒そう（VERY HARD限定）","6010","601","1005512","2030/04/01 14:59:59","99001044"
"1","0","0","9001","10055","99001045","610055401","2015/04/01 15:00:00","1","トナカイ・ヴェンデッタを1体倒そう（SPECIAL限定）","6011","601","1005513","2030/04/01 14:59:59","99001045"
"1","0","0","9001","20021","99001046","660021101","2015/04/01 15:00:00","1","山神様を1体倒そう（NORMAL限定）","6006","601","1005710","2030/04/01 14:59:59","99001046"
"1","0","0","9001","20021","99001047","660021201","2015/04/01 15:00:00","1","山神様を1体倒そう（HARD限定）","6007","601","1005711","2030/04/01 14:59:59","99001047"
"1","0","0","9001","20021","99001048","660021301","2015/04/01 15:00:00","1","山神様を1体倒そう（VERY HARD限定）","6010","601","1005712","2030/04/01 14:59:59","99001048"
"1","0","0","9001","10057","99001049","610057401","2015/04/01 15:00:00","1","山神様を1体倒そう（SPECIAL限定）","6011","601","1005713","2030/04/01 14:59:59","99001049"
"1","0","0","9001","20022","99001051","660022101","2015/04/01 15:00:00","1","アンチビーストを1体倒そう（NORMAL限定）","6006","601","1006010","2030/04/01 14:59:59","99001051"
"1","0","0","9001","20022","99001052","660022201","2015/04/01 15:00:00","1","アンチビーストを1体倒そう（HARD限定）","6007","601","1006011","2030/04/01 14:59:59","99001052"
"1","0","0","9001","20022","99001053","660022301","2015/04/01 15:00:00","1","アンチビーストを1体倒そう（VERY HARD限定）","6010","601","1006012","2030/04/01 14:59:59","99001053"
"1","0","0","9001","10060","99001054","610060401","2015/04/01 15:00:00","1","アンチビーストを1体倒そう（SPECIAL限定）","6011","601","1006013","2030/04/01 14:59:59","99001054"
"1","0","0","9001","10062","99001055","610062101","2015/04/01 15:00:00","1","ラウドラパーンを1体倒そう（NORMAL限定）","6006","601","1006210","2030/04/01 14:59:59","99001055"
"1","0","0","9001","10062","99001056","610062201","2015/04/01 15:00:00","1","ラウドラパーンを1体倒そう（HARD限定）","6007","601","1006211","2030/04/01 14:59:59","99001056"
"1","0","0","9001","10062","99001057","610062301","2015/04/01 15:00:00","1","ラウドラパーンを1体倒そう（VERY HARD限定）","6010","601","1006212","2030/04/01 14:59:59","99001057"
"1","0","0","9001","10062","99001058","610062401","2015/04/01 15:00:00","1","ラウドラパーンを1体倒そう（SPECIAL限定）","6011","601","1006213","2030/04/01 14:59:59","99001058"
"1","0","0","9001","10063","99001059","610063101","2015/04/01 15:00:00","1","葛藤のうえきちゃんを1体倒そう（NORMAL限定）","6006","601","1006310","2030/04/01 14:59:59","99001059"
"1","0","0","9001","10063","99001060","610063201","2015/04/01 15:00:00","1","葛藤のうえきちゃんを1体倒そう（HARD限定）","6007","601","1006311","2030/04/01 14:59:59","99001060"
"1","0","0","9001","10063","99001061","610063301","2015/04/01 15:00:00","1","葛藤のうえきちゃんを1体倒そう（VERY HARD限定）","6010","601","1006312","2030/04/01 14:59:59","99001061"
"1","0","0","9001","10063","99001062","610063401","2015/04/01 15:00:00","1","葛藤のうえきちゃんを1体倒そう（SPECIAL限定）","6011","601","1006313","2030/04/01 14:59:59","99001062"
"1","0","0","9001","20023","99001063","660023101","2015/04/01 15:00:00","1","なかよしＸを1体倒そう（NORMAL限定）","6006","601","1006510","2030/04/01 14:59:59","99001063"
"1","0","0","9001","20023","99001064","660023201","2015/04/01 15:00:00","1","なかよしＸを1体倒そう（HARD限定）","6007","601","1006511","2030/04/01 14:59:59","99001064"
"1","0","0","9001","20023","99001065","660023301","2015/04/01 15:00:00","1","なかよしＸを1体倒そう（VERY HARD限定）","6010","601","1006512","2030/04/01 14:59:59","99001065"
"1","0","0","9001","10065","99001066","610065401","2015/04/01 15:00:00","1","なかよしＸを1体倒そう（SPECIAL限定）","6011","601","1006513","2030/04/01 14:59:59","99001066"
"1","0","0","9001","20024","99001067","660024101","2015/04/01 15:00:00","1","忍びの頭領ハンゾウを1体倒そう（NORMAL限定）","6006","601","1006710","2030/04/01 14:59:59","99001067"
"1","0","0","9001","20024","99001068","660024201","2015/04/01 15:00:00","1","忍びの頭領ハンゾウを1体倒そう（HARD限定）","6007","601","1006711","2030/04/01 14:59:59","99001068"
"1","0","0","9001","20024","99001069","660024301","2015/04/01 15:00:00","1","忍びの頭領ハンゾウを1体倒そう（VERY HARD限定）","6010","601","1006712","2030/04/01 14:59:59","99001069"
"1","0","0","9001","10067","99001070","610067401","2015/04/01 15:00:00","1","忍びの頭領ハンゾウを1体倒そう（SPECIAL限定）","6011","601","1006713","2030/04/01 14:59:59","99001070"
"1","0","0","0","10040","99001071","0","2029/04/01 15:00:00","1","チュウチュウパニック！　チーズお守り大作戦！で累計スコアを192000以上獲得","6001","601","14","2030/04/01 14:59:59","99001071"
"1","0","0","0","10040","99001072","0","2029/04/01 15:00:00","1","チュウチュウパニック！　チーズお守り大作戦！で累計スコアを480000以上獲得","6001","601","14","2030/04/01 14:59:59","99001072"
"1","0","0","0","10040","99001073","0","2029/04/01 15:00:00","1","チュウチュウパニック！　チーズお守り大作戦！で累計コインを5000以上獲得","6001","601","15","2030/04/01 14:59:59","99001073"
"1","0","0","9001","20025","99001074","660025101","2015/04/01 15:00:00","1","黒の王ジャバウォックを1体倒そう（NORMAL限定）","6006","601","1006910","2030/04/01 14:59:59","99001074"
"1","0","0","9001","20025","99001075","660025201","2015/04/01 15:00:00","1","黒の王ジャバウォックを1体倒そう（HARD限定）","6007","601","1006911","2030/04/01 14:59:59","99001075"
"1","0","0","9001","20025","99001076","660025301","2015/04/01 15:00:00","1","黒の王ジャバウォックを1体倒そう（VERY HARD限定）","6010","601","1006912","2030/04/01 14:59:59","99001076"
