236755dc15d49a24350e592997e18a8efa48d1a1e9a8a47b51060d28c466a687,1ce473e42789c8e17b68c47f7ef6a9e5a4e5aaf50a17250f8a4e5a2031fb8ccb,9f296809838d4586e3b379469d875071e5be829a6ce9dea9f86ea006b25c8ada,07cc352ed1215881010e22a46375ebdc58848ee232b5296dd9eab8aca25a72fb,6cfb8533ae90cbbb9c89a30c06b997e7f64114456790f4090f4923839572a4f9,5fcbbdaaaee33e63f9856e159fd971f2ee6eba38a97477cae08974bcda9c01a7,fbfe35652dc0915b84ff705da9f354e7da1928c9658d6e78604e4647b79e79ba,9ba6d8d8f7433240bc1d172dabbc1adee3ab75f6bbab0710a97bb303ece1f8a7,0c1868e628ca8ebab9dcd6a43f7f8db7ea75c4bf4594f5e8652d66a09d9fbc14,30122922da704a3c298406ca9c785d08d8097044c2cf2c5cad9215fbf0b5e5f4,cc482b826bd1fdaa0e0eefad3a8d9fda17fd23e4622b8f2a22fdf977bfb2eac2,4980036d39050ff6197de855dc710ef1019d7c7b0c8c5907766b45d506c5c835,b792b201a1df35f46b8a479ef034712fa1ca22a9dfdeb1faa934a6f00a010c12,a2c86786faa06939ca3b4ada3e80721ddf670e06775f464d113b373a7507c093,d2aff7adfa6f1dd0fe92a91a67952311d406439ebbaf7e2cc84a9a7da8c73f51,496bffcea58793eb6b7ff77ddda109de8f9e831ff63be5ab0683ea691f354f8d,24a847e74ece02fdb245e181952d618566a3eecb0726e76950f586f3d3e680ff,eb6aa117212e96d85df66fc92cbac12c68a684d4291c47548584193911cbc47d,35bbb6d46488c7c9eac27055d6f32e61038b8025effbcb4429a36a6ef4f5ec7a,030746c6de045f3eb40abe1a447bab5a69a97a1754fce028888cd02e5571e0b8,1a905043cd0092d9b28c4a4bfd8c785cffaa8b905d3ab626ac293114f42a06e9,fa9fbc94eab7947f5860ae9101feb8b0d3207e567c9b766f7c2c596f45fcf4d1,94a3f679cac95d97a4b28efce0ddbdf23c22d927820dc657193763fd22373e55,8e4c5bdf53cfb52b28ca28f0d734d123fce001039fba5980d26bbeab3f0443bb,da174a2d03c71287a8ae6c46303dfffb6c040578a1f3f73cf7d563b1b8da6ba1,b513ff33dfc84f13aee289bfaae90d946e084a7cad8475d7574d4eae92f749f5,fc4b5258e729b5b988c6f70865597e795222faacdcf023f479502a529d8dc089,54feb8f6afe8937be740d35ec0d8bbbd4a2c302e78ce72259dc98310e91a604e,50c3da1dce595d2f8644b25cea056dbb2a02f6ca2327be09c7c3414200bf13d4,ec6f37c0014b11202b56f717bec441c893d13c512a6ab582c34c6f6215ead33c,e85bf3d4c9379f16f7b091f1dcafe87b395ff6040b7b346d4d521ccef4c66177,6703c02f102fa5dbe3da063a94b8b119810dd1cfa271e8b90a2bb7a23076c1fd,1cd73c6e4ef4091c374b89e9334dd0a538c4ac39d5a86a7b707489ab5403b198,02575f5a012a42498ebc303ee7ac14f4b654a6b6a58ba3f01afe246f5b3d8d48,6df2db14a8eae20205dc029f4344a2a75cc178491c98294330ae949b4af8e367,e5f20e200908a3bf29858ff6bf9db70d2ee6f33fe4328c3c6ba53f27708fc282,1c9caf299f377a8848e410361863f07721c36110b70901b60291a472869ecfe1,01d7bb90df04e8727f13d65307bd771f35a6bf2eacf4b58d314102b7ab98bdad,04a59d61293b15cb150ec5050cc345ee2ad7c59af9730200345f20b84c525426,783c084761b359b4bbd37048ac7344223ea655b965c2ed365e256cf4be741c14,1aaf6b972b09a59a49f77fe538c6abefcfa0aa7933160a42ffa6fb703d8f8cfa
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090001","0","1","620060001","0","0","0","600110031","3001","0","0","3001","0","0","0","620130001","258","0","0","0","61001004","1","0","61001005","36","0","600000003"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090001","0","1","620060001","0","0","0","600110041","4001","0","0","4001","0","0","0","620130001","258","0","0","0","61001004","1","0","61001005","36","0","600000004"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090002","0","1","620060002","0","0","0","600110051","5001","0","0","5001","0","0","0","620130002","268","0","0","0","61001004","1","0","61001005","36","0","600000005"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090003","0","1","620060003","0","0","0","600110061","6001","0","0","6001","0","0","0","620130003","273","0","0","0","61001004","1","0","61001005","36","0","600000006"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090004","0","1","620060004","0","0","0","600110071","7001","0","0","7001","0","0","0","620130004","281","0","0","0","61001004","1","0","61001005","36","0","600000007"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090005","0","1","620060005","0","0","0","600110081","8001","0","0","8001","0","0","0","620130005","288","0","0","0","61001004","1","0","61001005","36","0","600000008"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090006","0","1","620060006","0","0","0","600110091","9001","0","0","9001","0","0","0","620130006","298","0","0","0","61001004","1","0","61001005","36","0","600000009"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090007","0","1","620060007","0","0","0","600110101","10001","0","0","10001","0","0","0","620130007","309","0","0","0","61001004","1","0","61001005","36","0","600000010"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090008","0","1","620060008","0","0","0","600110111","11001","0","0","11001","0","0","0","620130008","313","0","0","0","61001004","1","0","61001005","36","0","600000011"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090009","0","1","620060009","0","0","0","600110121","12001","0","0","12001","0","0","0","620130009","321","0","0","0","61001004","1","0","61001005","36","0","600000012"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090010","0","1","620060010","0","0","0","600110131","13001","0","0","13001","0","0","0","620130010","326","0","0","0","61001004","1","0","61001005","36","0","600000013"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090011","0","1","620060011","0","0","0","600110141","14001","0","0","14001","0","0","0","620130011","336","0","0","0","61001004","1","0","61001005","36","0","600000014"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090012","0","1","620060012","0","0","0","600110151","15001","0","0","15001","0","0","0","620130012","341","0","0","0","61001004","1","0","61001005","36","0","600000015"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090013","0","1","620060013","0","0","0","600110161","16001","0","0","16001","0","0","0","620130013","351","0","0","0","61001004","1","0","61001005","36","0","600000016"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090014","0","1","620060014","0","0","0","600110171","17001","0","0","17001","0","0","0","620130014","356","0","0","0","61001004","1","0","61001005","36","0","600000017"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090015","0","1","620060015","0","0","0","600110181","18001","0","0","18001","0","0","0","620130015","366","0","0","0","61001004","1","0","61001005","36","0","600000018"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090016","0","1","620060016","0","0","0","600110191","19001","0","0","19001","0","0","0","620130016","371","0","0","0","61001004","1","0","61001005","36","0","600000019"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090017","0","1","620060017","0","0","0","600110201","20001","0","0","20001","0","0","0","620130017","375","0","0","0","61001004","1","0","61001005","36","0","600000020"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090018","0","1","620060018","0","0","0","600110211","21001","0","0","21001","0","0","0","620130018","381","0","0","0","61001004","1","0","61001005","36","0","600000021"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090019","0","1","620060019","0","0","0","600110221","22001","0","0","22001","0","0","0","620130019","386","0","0","0","61001004","1","0","61001005","36","0","600000022"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090020","0","1","620060020","0","0","0","600110231","23001","0","0","23001","0","0","0","620130020","390","0","0","0","61001004","1","0","61001005","36","0","600000023"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090021","0","1","620060021","0","0","0","600110241","24001","0","0","24001","0","0","0","620130021","396","0","0","0","61001004","1","0","61001005","36","0","600000024"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090022","0","1","620060022","0","0","0","600110251","25001","0","0","25001","0","0","0","620130022","401","0","0","0","61001004","1","0","61001005","36","0","600000025"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090023","0","1","620060023","0","0","0","600110261","26001","0","0","26001","0","0","0","620130023","405","0","0","0","61001004","1","0","61001005","36","0","600000026"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090024","0","1","620060024","0","0","0","600110271","27001","0","0","27001","0","0","0","620130024","411","0","0","0","61001004","1","0","61001005","36","0","600000027"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090025","0","1","620060025","0","0","0","600110281","28001","0","0","28001","0","0","0","620130025","417","0","0","0","61001004","1","0","61001005","36","0","600000028"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090026","0","1","620060026","0","0","0","600110291","29001","0","0","29001","0","0","0","620130026","422","0","0","0","61001004","1","0","61001005","36","0","600000029"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090027","0","1","620060027","0","0","0","600110301","30001","0","0","30001","0","0","0","620130027","427","0","0","0","61001004","1","0","61001005","36","0","600000030"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090028","0","1","620060028","0","0","0","600110311","31001","0","0","31001","0","0","0","620130028","433","0","0","0","61001004","1","0","61001005","36","0","600000031"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090029","0","1","620060029","0","0","0","600110321","32001","0","0","32001","0","0","0","620130029","442","0","0","0","61001004","1","0","61001005","36","0","600000032"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090030","0","1","620060030","0","0","0","600110331","33001","0","0","33001","0","0","0","620130030","455","0","0","0","61001004","1","0","61001005","36","0","600000033"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090031","0","1","620060031","0","0","0","600110341","34001","0","0","34001","0","0","0","620130031","460","0","0","0","61001004","1","0","61001005","36","0","600000034"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090032","0","1","620060032","0","0","0","600110351","35001","0","0","35001","0","0","0","620130032","464","0","0","0","61001004","1","0","61001005","36","0","600000035"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090033","0","1","620060033","0","0","0","600110361","36001","0","0","36001","0","0","0","620130033","476","0","0","0","61001004","1","0","61001005","36","0","600000036"
"18","0","61001007","1","0","0","0","1","1","0","0","30","0","0","620090034","0","1","620060034","0","0","0","600110371","37001","0","0","37001","0","0","0","620130034","482","0","0","0","61001004","1","0","61001005","36","0","600000037"
