e33dfa3723c8afe8f56fe4d9a2b94f9153a7043d6ea1250e0ec7e1cca22af137,e8fe5fb9315c56842ea3e98612d534383dce07ec9792ac337b6deded9804b2b5,b8159eadbc4bd5ba219babead64d144b7b202b66f5b42c29c3e6caa90ae3a909,64a089e37451bf27ca61fe9063bbe0d35e3a5adf1ba269bc6cdf40dfb82006e0,4dd5a077659e98786ab81e542e49581e5094fdac9c704d96ecad7b85683606bc,44318ef387fadaae09dea9d6df77e85a6c2811035e83c8c9d7cf2f0a5022e417,10549848e6692878d43aa993b3924e75552f4393237eae27db0f0d0e180748e4,2bd2e36346ef9ac4fbc98b1b2d335899082f9010aecfc57c324ed34a61dffe80,92bb4a2fc1f0db1f92132ca9d91d1a26003bbecc05ecacf85833854ae08ab622,d10b9ba7aac0be01f3f4de42cf0eafaf4ae63eb7018d89dfeac829889f23c539,fa4943085f79da6049dc003d84c497db5057ce0162eb0617f4c4d353f14c03be,ad0bcba863febf429d316f33f5b91f9267956b9607e2426e707df7d579c7ece7,b33ff7af1074acb387cc939e651e78c4335c4a47833df5a9ec263b3c1c79c831,fc4a8a361a832f1135b31c1c1ed784536972bd4e0da185f9d9e3ae1528dd5af0
"0","1","28001","2020/08/04 12:00:00","100","2","0","0","0","0","0","105801","2030/08/01 14:59:59","31058"
"0","2","28001","2020/08/04 12:00:00","100","2","0","0","0","0","0","107501","2030/08/01 14:59:59","31075"
"0","3","28001","2020/08/04 12:00:00","100","2","0","0","0","0","0","180401","2030/08/01 14:59:59","31804"
"0","1","28002","2020/08/04 12:00:00","100","2","0","0","0","0","0","105901","2030/08/01 14:59:59","31059"
"0","2","28002","2020/08/04 12:00:00","100","2","0","0","0","0","0","107601","2030/08/01 14:59:59","31076"
"0","3","28002","2020/08/04 12:00:00","100","2","0","0","0","0","0","111901","2030/08/01 14:59:59","31119"
"0","4","28002","2020/08/04 12:00:00","100","2","0","0","0","0","0","180501","2030/08/01 14:59:59","31805"
"0","1","28003","2020/08/04 12:00:00","100","2","0","0","0","0","0","106001","2030/08/01 14:59:59","31060"
"0","2","28003","2020/08/04 12:00:00","100","2","0","0","0","0","0","107801","2030/08/01 14:59:59","31078"
"0","3","28003","2020/08/04 12:00:00","100","2","0","0","0","0","0","112001","2030/08/01 14:59:59","31120"
"0","1","28004","2020/09/03 19:00:00","100","2","0","0","0","0","0","101201","2030/08/01 14:59:59","31012"
"0","2","28004","2020/09/03 19:00:00","100","2","0","0","0","0","0","113401","2030/08/01 14:59:59","31134"
"0","1","28005","2020/09/03 19:00:00","100","2","0","0","0","0","0","103801","2030/08/01 14:59:59","31038"
"0","2","28005","2020/09/03 19:00:00","100","2","0","0","0","0","0","112301","2030/08/01 14:59:59","31123"
"0","1","28006","2020/09/03 19:00:00","100","2","0","0","0","0","0","107101","2030/08/01 14:59:59","31071"
"0","2","28006","2020/09/03 19:00:00","100","2","0","0","0","0","0","111501","2030/08/01 14:59:59","31115"
"0","1","28007","2020/10/01 17:00:00","100","2","0","0","0","0","0","102001","2030/08/01 14:59:59","31020"
