71d46b7a502ff3bacb54b1bb3c4e051f525dc54a6ce573ce9c9ab98c9e2d2356,36ecaf9c7f03460ec4adfe0a17f30a12d5d807573905fb09e47aac44ce221454,1a9a12de371705251ce7d610beb0e45a54ff6c60e7b3f8f5547c8c2e4bb38612,7195eca49168f5ae53ffbf0c28e1435aee2b88ecf8684117987a17d2410f8eae,d2f63d014af9d5406b53237d587169db0e430c6f50c8fcb497ba2e7270e75884,bf24ef535fb4b17555887e114fd2d5aa5b65b27de0f5f775f2caeb3860649d4b,d1b85aa3e9d5c0f3f245787db444df04985e0144279af50e5fc35cfe0c07689d,b69e2e4f8bb979a1416f0d2df0b808e9ccdb7baabbddb6e7801acc785e1655fc,4d2e0ac8dc956319d5d2dba89587e86d66c7d08f8fcfdb3bf83777d1c14abc1a,591e5439c81672a436ea2c5be1a6c7b8e069c85ca6a8fdaa5e5513f395cb7c0f
"25101","5000000","101","3","0","0","2","0","0","111"
"25101","5000000","201","3","0","0","2","0","0","211"
"25101","5500000","301","2","0","0","2","0","0","311"
"25101","5500000","401","2","0","0","2","0","0","411"
"25101","6000000","501","3","0","0","2","0","0","511"
"25101","6000000","601","2","0","0","2","0","0","611"
"25101","6500000","701","2","0","0","2","0","0","711"
"25101","6500000","801","2","0","0","2","0","0","811"
"25101","7000000","901","3","0","0","2","0","0","911"
"25101","7000000","1001","2","0","0","2","0","0","1011"
"25101","7500000","1101","2","0","0","2","1112","0","1111"
"25101","7500000","1201","2","0","0","2","1212","0","1211"
"25101","8000000","1301","3","0","0","2","0","0","1311"
"25101","8000000","1401","2","0","0","2","0","0","1411"
"25101","8500000","1501","2","0","0","2","0","0","1511"
"25101","8500000","1601","2","0","0","2","0","0","1611"
"25101","9000000","1701","3","0","0","2","0","0","1711"
"25101","9000000","1801","2","0","0","2","1812","0","1811"
"25101","9500000","1901","2","0","0","2","0","0","1911"
"25101","9500000","2001","2","0","0","2","0","0","2011"
"25101","10000000","2101","3","0","0","2","0","0","2111"
"25101","10000000","2201","2","0","0","2","0","0","2211"
"25101","10500000","2301","2","0","0","2","0","0","2311"
"25101","10500000","2401","2","0","0","2","0","0","2411"
"25101","11000000","2501","3","0","0","2","0","0","2511"
"25101","11000000","2601","2","0","0","2","2612","0","2611"
"25101","11500000","2701","2","0","0","2","2712","0","2711"
"25101","11500000","2801","2","0","0","2","2812","0","2811"
"25101","12000000","2901","3","0","0","2","0","0","2911"
"25101","12000000","3001","2","0","0","2","3012","0","3011"
"25101","12500000","3101","2","0","0","2","0","0","3111"
"25101","12500000","3201","2","0","0","2","0","0","3211"
"25101","13000000","3301","3","0","0","2","0","0","3311"
"25101","13000000","3401","3","0","0","2","0","0","3411"
"25101","13500000","3501","3","0","0","2","0","0","3511"
"25101","13500000","3601","3","0","0","2","0","0","3611"
"25101","13500000","3701","3","0","0","2","0","0","3711"
"25101","14000000","3801","3","0","0","2","3812","0","3811"
"25101","14000000","3901","3","0","0","2","0","0","3911"
"25101","14000000","4001","3","0","0","2","0","0","4011"
"25101","14500000","4101","3","0","0","2","0","0","4111"
"25101","14500000","4201","3","0","0","2","4212","0","4211"
"25101","14500000","4301","3","0","0","2","0","0","4311"
"25101","15000000","4401","3","0","0","2","0","0","4411"
"25101","15000000","4501","3","0","0","2","0","0","4511"
"25101","15000000","4601","3","0","0","2","0","0","4611"
"25101","15500000","4701","3","0","0","2","0","0","4711"
"25101","15500000","4801","3","0","0","2","0","0","4811"
"25101","15500000","4901","3","0","0","2","0","0","4911"
"25101","16000000","5001","3","0","0","2","0","0","5011"
"25101","16000000","5101","3","0","0","2","0","0","5111"
"25101","16000000","5201","3","0","0","2","0","0","5211"
"25101","16500000","5301","3","0","0","2","0","0","5311"
"25101","16500000","5401","3","0","0","2","5412","0","5411"
"25101","16500000","5501","3","0","0","2","0","0","5511"
"25101","17000000","5601","3","0","0","2","0","0","5611"
"25101","17000000","5701","3","0","0","2","0","0","5711"
"25101","17000000","5801","3","0","0","2","0","0","5811"
"25101","17500000","5901","3","0","0","2","0","0","5911"
"25101","17500000","6001","3","0","0","2","0","0","6011"
"25101","17500000","6101","3","0","0","2","0","0","6111"
"25101","18000000","6201","3","0","0","2","6212","0","6211"
"25101","18000000","6301","3","0","0","2","0","0","6311"
"25101","18000000","6401","3","0","0","2","0","0","6411"
"25101","18500000","6501","3","0","0","2","0","0","6511"
"25101","18500000","6601","3","0","0","2","0","0","6611"
"25101","18500000","6701","3","0","0","2","6712","0","6711"
"25101","18500000","6801","3","0","0","2","0","0","6811"
"25101","19000000","6901","3","0","0","2","0","0","6911"
"25101","19000000","7001","3","0","0","2","0","0","7011"
"25101","19000000","7101","3","0","0","2","0","0","7111"
"25101","19000000","7201","3","0","0","2","0","0","7211"
"25101","19500000","7301","3","0","0","2","0","0","7311"
"25101","19500000","7401","3","0","0","2","0","0","7411"
"25101","19500000","7501","3","0","0","2","0","0","7511"
"25101","19500000","7601","3","0","0","2","7612","0","7611"
"25101","20000000","7701","3","0","0","2","0","0","7711"
"25101","20000000","7801","3","0","0","2","0","0","7811"
"25101","20000000","7901","3","0","0","2","0","0","7911"
"25101","20000000","8001","3","0","0","2","0","0","8011"
"25101","20000000","8101","3","0","0","2","8112","0","8111"
"25101","20000000","8201","3","0","0","2","0","0","8211"
"25101","20000000","8301","3","0","0","2","8312","0","8311"
"25101","20000000","8401","3","0","0","2","0","0","8411"
"25101","20000000","8501","3","0","0","2","0","0","8511"
"25101","20000000","8601","3","0","0","2","0","0","8611"
"25101","20000000","8701","3","0","0","2","0","0","8711"
"25101","20000000","8801","3","0","0","2","0","0","8811"
"25101","20000000","8901","3","0","0","2","0","0","8911"
"25101","20000000","9001","3","0","0","2","0","0","9011"
"25101","20000000","9101","3","0","0","2","0","0","9111"
"25101","20000000","9201","3","0","0","2","9212","0","9211"
"25101","20000000","9301","3","0","0","2","0","0","9311"
"25101","20000000","9401","3","0","0","2","0","0","9411"
"25101","20000000","9501","3","0","0","2","0","0","9511"
"25101","20000000","9601","3","0","0","2","0","0","9611"
"25101","20000000","9701","3","0","0","2","0","0","9711"
"25101","20000000","9801","3","0","0","2","0","0","9811"
"25101","20000000","9901","3","0","0","2","0","0","9911"
"25101","20000000","10001","3","0","0","2","0","0","10011"
"25101","20000000","10101","3","0","0","2","0","0","10111"
"25101","20000000","10201","3","0","0","2","0","0","10211"
"25101","20000000","10301","3","0","0","2","10312","0","10311"
"25101","20000000","10401","3","0","0","2","0","0","10411"
"25101","20000000","10501","3","0","0","2","0","0","10511"
"25101","20000000","10601","3","0","0","2","0","0","10611"
"25101","20000000","10701","3","0","0","2","0","0","10711"
"25101","20000000","10801","3","0","0","2","0","0","10811"
"25101","20000000","10901","3","0","0","2","0","0","10911"
"25101","20000000","11001","3","0","0","2","0","0","11011"
"25101","20000000","11101","3","0","0","2","0","0","11111"
"25101","20000000","11201","3","0","0","2","0","0","11211"
"25101","20000000","11301","3","0","0","2","0","0","11311"
"25101","20000000","11401","3","0","0","2","0","0","11411"
"25101","20000000","11501","3","0","0","2","0","0","11511"
"25101","20000000","11601","3","0","0","2","0","0","11611"
"25101","20000000","11701","3","0","0","2","0","0","11711"
"25101","20000000","11801","3","0","0","2","0","0","11811"
"25101","20000000","11901","3","0","0","2","11912","0","11911"
"25101","20000000","12001","3","0","0","2","0","0","12011"
"25101","20000000","12101","3","0","0","2","0","0","12111"
"25101","20000000","12201","3","0","0","2","0","0","12211"
"25101","20000000","12301","3","0","0","2","0","0","12311"
"25101","20000000","12401","3","0","0","2","0","0","12411"
"25101","20000000","12501","3","0","0","2","0","0","12511"
"25101","20000000","12601","3","0","0","2","0","0","12611"
