e67d420e7f21993413d754c0efdde87450c874405ffbb51f76338633fd7e697b,626c4e27355cb5c68412754ca921468de9c12d5a49cdf9f25dd86699edfa5997,25f3d3d348bf6106d288e60a9a51e0ef162df20ecb004ae1b1501918af59bd7b,2efc55078c939b17c7fda73a2e2f31bad69cbcca979442a419b5063c54a04d3c,b634d0b6ce10aa915c19ffeb3a490068e7b674e9f5f7c9e0b13ec8ff72d40865,f0de4c31f484d1f7ba32c7fd50acd4ab955f50d71523649937a8820135bb3976,7c5517e608f584e540d8f6b081ffd016911044eb440f47c349a0cd47cc192000,165eeacbab89105e09a3b75e3d18f11f09795694e131e81db0dec1d55156a14f,9629aace3ccd43aaab3839b77d9ea6985d8a02354c6782f5b329739f6d6772e3,ee7c64db6718b0a7899870f998a982f33ac9895df9b4e0f997d252aa1996eb0f,dc666bfc0acf6b227c3f340771739a7f29b8ceed5f2fcc7d31cb0d0534034445,c1e965eb687a443c4cd384ccef28bd023926832f0dabc04a327d2ae18a34b5ef,68a6b8b4a07a9e84bfb3b38f1fdd14363f68eeeac1a91834cae51e4f927c6ed0,7ff473ab8b7967d06bb454d7c796d2668205763e5e9809e14d3a02eda3149f9a,804d77e90e98aea63e77c9b9fbd7d7f9cfd20a0f9d7de151c21fc74bc2dcf5e8,530e3b418ea62db74c80cf719b9a1bd6c3d3c795a317bc1df309bc5eb4644e10,a0e9ba3a4e56c09d9d21b606b57fdca3498665572edea3fdc36dbafa1b21ef2b,47385000ad8f4479cf4b39b69504fd6b9dbf2730ec7599cc49db6331188638f7,58b2f91825f60788de8e560401c26d50f25958e007855b442760d2234f06cd8f,12c8a101bbbc5b76d88863a5a7800e0bf49b8a1749094b33d83c47dd80627c7a
"1","1","0","0","1001201","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","2","0","0","1001201","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","3","0","0","1001201","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","4","0","0","1001201","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","5","0","0","1001202","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","6","0","0","1001202","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","7","0","0","1001202","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","8","0","0","1001202","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","9","0","0","1001203","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","10","0","0","1001203","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","11","0","0","1001203","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","12","0","0","1001203","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","13","0","0","1001204","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","14","0","0","1001204","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","15","0","0","1001204","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","16","0","0","1001204","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","17","0","0","1001205","0","40","0","0","20003","10","0","0","3100104","1","0","2","2","0","90006"
"2","18","0","0","1001205","0","30","0","0","20003","8","0","0","3100103","3","0","2","2","0","90006"
"4","19","0","0","1001205","0","20","0","0","20003","6","0","0","3100102","10","0","2","2","0","90006"
"11","20","0","0","1001205","0","10","0","0","20003","2","0","0","3100101","30","0","2","2","0","90006"
"1","21","0","0","1001206","0","5","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","22","0","0","1001206","0","4","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","23","0","0","1001206","0","3","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","24","0","0","1001206","0","2","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","25","0","0","1001207","0","5","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","26","0","0","1001207","0","4","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","27","0","0","1001207","0","3","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","28","0","0","1001207","0","2","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","29","0","0","1001208","0","5","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","30","0","0","1001208","0","4","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","31","0","0","1001208","0","3","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","32","0","0","1001208","0","2","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","33","0","0","1001209","0","5","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","34","0","0","1001209","0","4","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","35","0","0","1001209","0","3","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","36","0","0","1001209","0","2","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","37","0","0","1001210","0","5","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","38","0","0","1001210","0","4","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","39","0","0","1001210","0","3","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","40","0","0","1001210","0","2","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","41","0","0","1002201","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","42","0","0","1002201","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","43","0","0","1002201","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","44","0","0","1002201","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","45","0","0","1002202","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","46","0","0","1002202","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","47","0","0","1002202","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","48","0","0","1002202","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","49","0","0","1002203","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","50","0","0","1002203","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","51","0","0","1002203","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","52","0","0","1002203","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","53","0","0","1002204","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","54","0","0","1002204","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","55","0","0","1002204","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","56","0","0","1002204","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","57","0","0","1002205","0","40","0","0","20003","10","0","0","3100104","1","0","2","2","0","90006"
"2","58","0","0","1002205","0","30","0","0","20003","8","0","0","3100103","3","0","2","2","0","90006"
"4","59","0","0","1002205","0","20","0","0","20003","6","0","0","3100102","10","0","2","2","0","90006"
