112fdf77278b88f2cb02e582c60e11bc99cdc844d12c67bbfd72eb81f3066b71,b058ebfcd3a9cdd875101ff009d1a8acb8ba12ca3a420b7d667895dbb9e93284,c0b579e5d452b20cd8e8b206096828a30ed871f07ef9c213760efb2effcad293,d40ffa57e23a6d062171626008fcfe049920ea65a117fab9b28974b279844eca,076c27f8434cf9bfc5b20f2bf15481cdaa8194b62ebe2b059f354318997fda19,082fe93f7cf0f2ae266669ee52c954a5c4211acd730cd6d2cf43e471482b073a,0a801767c3259333ccb209c7714cf64773f6acda6a70602357219f106531a941,10116d378ac183ee518beb01da30bb8da7846c9b919b639943b26dd807f23675,2b15b254332842094f2ddd9409a0a94f4732bc427d9def80b12d432a213cdb7e,12dc7f8a0ac861b09763780a2ade3919e14f79bcfc6291f5fee4e1b814fab17b,43be309bbcb84d2381b32c3260d5379b7a2a384d35a426182269d8eb6a1d4334,df94efc3a1097e62f4be529e0608ef9af5eefc8af210bd30eaddd153fdf64e26
"0","4","0","1","1009801","1","0","0","0","100980101","0.8","0"
"0","2","0","2","1009801","0","0","vo_lsv_0101","vo_lsv","100980102","0","0"
"0","1","300","3","1009801","0","1","0","0","100980103","0","2"
"0","4","0","4","1009801","1","0","0","0","100980104","2.3","0"
"0","1","280","5","1009801","0","2","0","0","100980105","0","2"
"0","4","0","6","1009801","1","0","0","0","100980106","3","0"
"0","2","0","7","1009801","0","0","vo_lsv_0102","vo_lsv","100980107","0","0"
"0","1","300","8","1009801","0","3","0","0","100980108","0","2.05"
"0","4","0","9","1009801","1","0","0","0","100980109","2.05","0"
"0","1","327","10","1009801","0","4","0","0","100980110","0","1.8"
"0","4","0","11","1009801","1","0","0","0","100980111","2.8","0"
"0","2","0","12","1009801","0","0","vo_lsv_0103","vo_lsv","100980112","0","0"
"0","1","300","13","1009801","0","5","0","0","100980113","0","2.3"
"0","4","0","14","1009801","1","0","0","0","100980114","2.5","0"
"0","1","275","15","1009801","0","6","0","0","100980115","0","1.9"
"0","4","0","16","1009801","1","0","0","0","100980116","2.9","0"
"0","2","0","17","1009801","0","0","vo_lsv_0104","vo_lsv","100980117","0","0"
"0","1","300","18","1009801","0","7","0","0","100980118","0","2.7"
"0","4","0","19","1009801","1","0","0","0","100980119","2.9","0"
"0","1","310","20","1009801","0","8","0","0","100980120","0","2.3"
"0","4","0","21","1009801","1","0","0","0","100980121","2.3","0"
"0","1","250","22","1009801","0","9","0","0","100980122","0","1.8"
"0","4","0","23","1009801","1","0","0","0","100980123","2.8","0"
"0","2","0","24","1009801","0","0","vo_lsv_0105","vo_lsv","100980124","0","0"
"0","1","320","25","1009801","0","10","0","0","100980125","0","2.5"
"0","4","0","26","1009801","1","0","0","0","100980126","2.5","0"
"15","1","165","27","1009801","0","11","0","0","100980127","0","0.7"
"0","4","0","1","1009802","1","0","0","0","100980201","0.8","0"
"0","2","0","2","1009802","0","0","vo_lsv_0201","vo_lsv","100980202","0","0"
"0","1","300","3","1009802","0","1","0","0","100980203","0","1.51"
"0","4","0","4","1009802","1","0","0","0","100980204","1.51","0"
"0","1","300","5","1009802","0","2","0","0","100980205","0","1.5"
"0","4","0","6","1009802","1","0","0","0","100980206","2.5","0"
"0","2","0","7","1009802","0","0","vo_lsv_0202","vo_lsv","100980207","0","0"
"0","1","300","8","1009802","0","3","0","0","100980208","0","1.8"
"0","4","0","9","1009802","1","0","0","0","100980209","1.8","0"
"0","1","300","10","1009802","0","4","0","0","100980210","0","1.1"
"0","4","0","11","1009802","1","0","0","0","100980211","2.1","0"
"0","2","0","12","1009802","0","0","vo_lsv_0203","vo_lsv","100980212","0","0"
"0","1","300","13","1009802","0","5","0","0","100980213","0","1.95"
"0","4","0","14","1009802","1","0","0","0","100980214","1.95","0"
"0","1","310","15","1009802","0","6","0","0","100980215","0","2.05"
"0","4","0","16","1009802","1","0","0","0","100980216","2.05","0"
"0","1","150","17","1009802","0","7","0","0","100980217","0","0.8"
"0","4","0","18","1009802","1","0","0","0","100980218","1.8","0"
"0","2","0","19","1009802","0","0","vo_lsv_0204","vo_lsv","100980219","0","0"
"0","1","300","20","1009802","0","8","0","0","100980220","0","1.7"
"0","4","0","21","1009802","1","0","0","0","100980221","2.1","0"
"0","1","327","22","1009802","0","9","0","0","100980222","0","2.3"
"0","4","0","23","1009802","1","0","0","0","100980223","3.3","0"
"0","2","0","24","1009802","0","0","vo_lsv_0205","vo_lsv","100980224","0","0"
"0","1","300","25","1009802","0","10","0","0","100980225","0","1.83"
"0","4","0","26","1009802","1","0","0","0","100980226","2.4","0"
"0","1","300","27","1009802","0","11","0","0","100980227","0","1.7"
"0","4","0","28","1009802","1","0","0","0","100980228","2.1","0"
"0","1","210","29","1009802","0","12","0","0","100980229","0","1.1"
"0","4","0","30","1009802","1","0","0","0","100980230","0.5","0"
"0","4","0","1","1009803","1","0","0","0","100980301","0.8","0"
"0","2","0","2","1009803","0","0","vo_lsv_0301","vo_lsv","100980302","0","0"
"0","1","300","3","1009803","0","1","0","0","100980303","0","1.87"
"0","4","0","4","1009803","1","0","0","0","100980304","2","0"
"0","1","110","5","1009803","0","2","0","0","100980305","0","0.561"
"0","4","0","6","1009803","1","0","0","0","100980306","1.561","0"
"0","2","0","7","1009803","0","0","vo_lsv_0302","vo_lsv","100980307","0","0"
"110","1","320","8","1009803","0","2","0","0","100980308","0","1.3"
"0","4","0","9","1009803","1","0","0","0","100980309","1.3","0"
"0","1","227","10","1009803","0","3","0","0","100980310","0","1.2"
"0","4","0","11","1009803","1","0","0","0","100980311","2.2","0"
"0","2","0","12","1009803","0","0","vo_lsv_0303","vo_lsv","100980312","0","0"
"0","1","280","13","1009803","0","4","0","0","100980313","0","2.1"
"0","4","0","14","1009803","1","0","0","0","100980314","2.1","0"
"0","1","195","15","1009803","0","5","0","0","100980315","0","1.2"
"0","4","0","16","1009803","1","0","0","0","100980316","2.2","0"
"0","2","0","17","1009803","0","0","vo_lsv_0304","vo_lsv","100980317","0","0"
"0","1","300","18","1009803","0","6","0","0","100980318","0","1.305"
"0","4","0","19","1009803","1","0","0","0","100980319","1.305","0"
"0","1","325","20","1009803","0","7","0","0","100980320","0","2.181"
"0","4","0","21","1009803","1","0","0","0","100980321","2.781","0"
"0","1","250","22","1009803","0","8","0","0","100980322","0","1.32"
"0","4","0","23","1009803","1","0","0","0","100980323","2.32","0"
"0","2","0","24","1009803","0","0","vo_lsv_0305","vo_lsv","100980324","0","0"
"0","1","300","25","1009803","0","9","0","0","100980325","0","2.453"
"0","4","0","26","1009803","1","0","0","0","100980326","2.453","0"
"0","1","215","27","1009803","0","10","0","0","100980327","0","1.547"
"0","4","0","28","1009803","1","0","0","0","100980328","2.547","0"
"0","2","0","29","1009803","0","0","vo_lsv_0306","vo_lsv","100980329","0","0"
"0","1","300","30","1009803","0","11","0","0","100980330","0","1.95"
"0","4","0","31","1009803","1","0","0","0","100980331","2.95","0"
"0","2","0","32","1009803","0","0","vo_lsv_0307","vo_lsv","100980332","0","0"
"0","1","240","33","1009803","0","12","0","0","100980333","0","1.39"
"0","4","0","1","1009804","1","0","0","0","100980401","0.8","0"
"0","2","0","2","1009804","0","0","vo_lsv_0401","vo_lsv","100980402","0","0"
"0","1","300","3","1009804","0","1","0","0","100980403","0","2.4"
"0","4","0","4","1009804","1","0","0","0","100980404","2.4","0"
"0","1","150","5","1009804","0","2","0","0","100980405","0","0.6"
"0","4","0","6","1009804","1","0","0","0","100980406","1.6","0"
"0","2","0","7","1009804","0","0","vo_lsv_0402","vo_lsv","100980407","0","0"
"0","1","355","8","1009804","0","3","0","0","100980408","0","2.35"
"0","4","0","9","1009804","1","0","0","0","100980409","3.35","0"
"0","2","0","10","1009804","0","0","vo_lsv_0403","vo_lsv","100980410","0","0"
"0","1","300","11","1009804","0","4","0","0","100980411","0","1.669"
"0","4","0","12","1009804","1","0","0","0","100980412","2.1","0"
"0","1","230","13","1009804","0","5","0","0","100980413","0","1.7"
"0","4","0","14","1009804","1","0","0","0","100980414","2","0"
"0","1","230","15","1009804","0","6","0","0","100980415","0","1.35"
