285eafef4f29218fb4bfca8894ca39a686993c07e2633bc80c199fcc505123da,1337723e5663f9a1c0f0456304af1795d2640c5b07e63d24dc67ade67b7f98d6,a2e4b8ffc07844e2658c6b49bfa9be10357101236e696fd7a59e4e25a187854c,76f2a56fced2a6371550489d0bdea5819270f56ec43196fbfb01d3f362801cfa,2b574e467a91a4339ade17887fe2ab7be481410345dfb8864447a6f01fd96ea2,eafd980458d250eab8fc050118f8a42d8f83288254b3630630a68e3f73d15d01,d217204ef7d1993345c2c37cc84b80eab9be4a2c9de6a2e1d9493093a114c032,8c914677a876fdc68ea98dedbec8913124c7d305274f69bc3a1c2e02ab0a1c38,1277bff7973a29496fc7e0adc1d2e7d3a2085d322b8a33aa3b3fe239909387d4,45e1349c1e1696601837d6bf9b0d42e7e96643278128dc33ab18ef39b86b0d35,f7c890fdf781791dfe889608f0c7709b6dc6978ce8b94fba0dcaf50774bad60f,89fba91e823b76a5fd4a2d87858c64f35151957d357fd15365bbf4562a51ec1e
"10140101","103","0","浮き輪泳ぎ（黄）","0","10140","10","0","0","1","2","107511"
"10140102","102","0","浮き輪泳ぎ（青）","0","10140","15","0","0","1","2","107611"
"10140103","103","0","浮き輪泳ぎ（黄）","0","10140","10","0","0","1","1","107711"
"10140106","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","2","108011"
"10140107","101","0","浮き輪泳ぎ（ピンク）","0","10140","10","0","0","1","2","110011"
"10140108","101","0","浮き輪泳ぎ（ピンク）","0","10140","10","0","0","1","1","110111"
"10140109","103","0","浮き輪泳ぎ（黄）","0","10140","3","0","0","1","1","110311"
"10140110","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","2","110411"
"10140111","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","2","110511"
"10140112","101","0","浮き輪泳ぎ（ピンク）","0","10140","50","0","0","1","2","110611"
"10140113","102","0","浮き輪泳ぎ（青）","0","10140","5","0","0","1","1","113111"
"10140114","102","0","浮き輪泳ぎ（青）","0","10140","5","0","0","1","1","113211"
"10140115","102","0","浮き輪泳ぎ（青）","0","10140","5","0","0","1","1","113311"
"10140116","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","2","113411"
"10140117","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","2","113511"
"10140118","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","2","113611"
"10140119","102","0","浮き輪泳ぎ（青）","0","10140","5","0","0","1","1","115711"
"10140120","101","0","浮き輪泳ぎ（ピンク）","0","10140","10","0","0","1","2","117011"
"10140121","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","2","117111"
"10140122","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","2","117211"
"10140123","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","2","117311"
"10140124","101","0","浮き輪泳ぎ（ピンク）","0","10140","10","0","0","1","2","117411"
"10140125","103","0","浮き輪泳ぎ（黄）","0","10140","10","0","0","1","2","122411"
"10140126","102","0","浮き輪泳ぎ（青）","0","10140","5","0","0","1","1","122511"
"10140127","101","0","浮き輪泳ぎ（ピンク）","0","10140","10","0","0","1","2","122611"
"10140128","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","1","122711"
"10140129","103","0","浮き輪泳ぎ（黄）","0","10140","10","0","0","1","1","122811"
"10140130","101","0","浮き輪泳ぎ（ピンク）","0","10140","10","0","0","1","1","122911"
"10140132","101","0","浮き輪泳ぎ（ピンク）","0","10140","5","0","0","1","1","126711"
"10140133","103","0","浮き輪泳ぎ（黄）","0","10140","10","0","0","1","2","126811"
"10140134","102","0","浮き輪泳ぎ（青）","0","10140","30","0","0","1","2","126911"
"10140135","101","0","浮き輪泳ぎ（ピンク）","0","10140","5","0","0","1","1","127011"
"10140136","102","0","浮き輪泳ぎ（青）","0","10140","10","0","0","1","2","127111"
"10140138","103","0","浮き輪泳ぎ（黄）","0","10140","10","0","0","1","2","129411"
"10140139","101","0","浮き輪泳ぎ（ピンク）","0","10140","10","0","0","1","2","129511"
"10140151","151","0","バタ足","0","10140","10","0","0","1","2","107511"
"10140152","151","0","バタ足","0","10140","10","0","0","1","2","107611"
"10140153","151","0","バタ足","0","10140","10","0","0","1","1","107711"
"10140156","151","0","バタ足","0","10140","10","0","0","1","2","108011"
"10140157","151","0","バタ足","0","10140","10","0","0","1","2","110011"
"10140159","151","0","バタ足","0","10140","3","0","0","1","1","110311"
"10140160","151","0","バタ足","0","10140","10","0","0","1","2","110411"
"10140161","151","0","バタ足","0","10140","10","0","0","1","2","110511"
"10140163","151","0","バタ足","0","10140","5","0","0","1","1","113111"
"10140164","151","0","バタ足","0","10140","5","0","0","1","1","113211"
"10140165","151","0","バタ足","0","10140","5","0","0","1","1","113311"
"10140166","151","0","バタ足","0","10140","10","0","0","1","2","113411"
"10140167","151","0","バタ足","0","10140","10","0","0","1","2","113511"
"10140168","151","0","バタ足","0","10140","10","0","0","1","2","113611"
"10140169","151","0","バタ足","0","10140","5","0","0","1","1","115711"
"10140170","151","0","バタ足","0","10140","10","0","0","1","2","117011"
"10140171","151","0","バタ足","0","10140","10","0","0","1","2","117111"
"10140172","151","0","バタ足","0","10140","10","0","0","1","2","117211"
"10140173","151","0","バタ足","0","10140","10","0","0","1","2","117311"
"10140174","151","0","バタ足","0","10140","10","0","0","1","2","117411"
"10140175","151","0","バタ足","0","10140","10","0","0","1","2","122411"
"10140176","151","0","バタ足","0","10140","5","0","0","1","1","122511"
"10140177","151","0","バタ足","0","10140","10","0","0","1","2","122611"
"10140179","151","0","バタ足","0","10140","10","0","0","1","1","122811"
"10140180","151","0","バタ足","0","10140","10","0","0","1","1","122911"
"10140182","151","0","バタ足","0","10140","5","0","0","1","1","126711"
"10140183","151","0","バタ足","0","10140","10","0","0","1","2","126811"
"10140185","151","0","バタ足","0","10140","5","0","0","1","1","127011"
"10140188","151","0","バタ足","0","10140","10","0","0","1","2","129411"
"10140189","151","0","バタ足","0","10140","10","0","0","1","2","129511"
"10140201","201","0","平泳ぎ","0","10140","10","0","0","1","2","107511"
"10140202","201","0","平泳ぎ","0","10140","10","0","0","1","2","107611"
"10140203","201","0","平泳ぎ","0","10140","10","0","0","1","1","107711"
"10140206","201","0","平泳ぎ","0","10140","20","0","0","1","2","108011"
"10140207","201","0","平泳ぎ","0","10140","10","0","0","1","2","110011"
"10140209","201","0","平泳ぎ","0","10140","3","0","0","1","1","110311"
"10140210","201","0","平泳ぎ","0","10140","10","0","0","1","2","110411"
"10140211","201","0","平泳ぎ","0","10140","10","0","0","1","2","110511"
"10140213","201","0","平泳ぎ","0","10140","5","0","0","1","1","113111"
"10140214","201","0","平泳ぎ","0","10140","5","0","0","1","1","113211"
"10140216","201","0","平泳ぎ","0","10140","10","0","0","1","2","113411"
"10140217","201","0","平泳ぎ","0","10140","10","0","0","1","2","113511"
"10140218","201","0","平泳ぎ","0","10140","10","0","0","1","2","113611"
"10140219","201","0","平泳ぎ","0","10140","5","0","0","1","1","115711"
"10140220","201","0","平泳ぎ","0","10140","10","0","0","1","2","117011"
"10140221","201","0","平泳ぎ","0","10140","10","0","0","1","2","117111"
"10140222","201","0","平泳ぎ","0","10140","10","0","0","1","2","117211"
"10140223","201","0","平泳ぎ","0","10140","10","0","0","1","2","117311"
"10140224","201","0","平泳ぎ","0","10140","10","0","0","1","2","117411"
"10140225","201","0","平泳ぎ","0","10140","10","0","0","1","2","122411"
"10140226","201","0","平泳ぎ","0","10140","5","0","0","1","1","122511"
"10140227","201","0","平泳ぎ","0","10140","10","0","0","1","2","122611"
"10140232","201","0","平泳ぎ","0","10140","5","0","0","1","1","126711"
"10140233","201","0","平泳ぎ","0","10140","10","0","0","1","2","126811"
"10140235","201","0","平泳ぎ","0","10140","5","0","0","1","1","127011"
"10140238","201","0","平泳ぎ","0","10140","10","0","0","1","2","129411"
"10140239","201","0","平泳ぎ","0","10140","10","0","0","1","2","129511"
"10140251","251","0","潜水","0","10140","10","0","0","1","2","107511"
"10140252","251","0","潜水","0","10140","10","0","0","1","2","107611"
"10140256","251","0","潜水","0","10140","20","0","0","1","2","108011"
"10140257","251","0","潜水","0","10140","10","0","0","1","2","110011"
"10140259","251","0","潜水","0","10140","3","0","0","1","1","110311"
"10140260","251","0","潜水","0","10140","10","0","0","1","2","110411"
"10140261","251","0","潜水","0","10140","10","0","0","1","2","110511"
"10140263","251","0","潜水","0","10140","5","0","0","1","1","113111"
"10140264","251","0","潜水","0","10140","5","0","0","1","1","113211"
"10140266","251","0","潜水","0","10140","10","0","0","1","2","113411"
"10140268","251","0","潜水","0","10140","10","0","0","1","2","113611"
"10140269","251","0","潜水","0","10140","5","0","0","1","1","115711"
"10140270","251","0","潜水","0","10140","10","0","0","1","2","117011"
"10140272","251","0","潜水","0","10140","10","0","0","1","2","117211"
"10140273","251","0","潜水","0","10140","10","0","0","1","2","117311"
"10140274","251","0","潜水","0","10140","10","0","0","1","2","117411"
"10140275","251","0","潜水","0","10140","10","0","0","1","2","122411"
"10140276","251","0","潜水","0","10140","5","0","0","1","1","122511"
"10140277","251","0","潜水","0","10140","10","0","0","1","2","122611"
"10140282","251","0","潜水","0","10140","5","0","0","1","1","126711"
"10140285","251","0","潜水","0","10140","5","0","0","1","1","127011"
"10140301","303","0","浮き輪+バタ足（黄）","0","10140","10","0","0","1","2","107511"
"10140302","302","0","浮き輪+バタ足（青）","0","10140","15","0","0","1","2","107611"
"10140306","302","0","浮き輪+バタ足（青）","0","10140","20","0","0","1","2","108011"
"10140307","301","0","浮き輪+バタ足（ピンク）","0","10140","10","0","0","1","2","110011"
"10140309","303","0","浮き輪+バタ足（黄）","0","10140","3","0","0","1","1","110311"
"10140310","302","0","浮き輪+バタ足（青）","0","10140","10","0","0","1","2","110411"
"10140311","302","0","浮き輪+バタ足（青）","0","10140","10","0","0","1","2","110511"
"10140313","302","0","浮き輪+バタ足（青）","0","10140","5","0","0","1","1","113111"
"10140314","302","0","浮き輪+バタ足（青）","0","10140","5","0","0","1","1","113211"
"10140315","302","0","浮き輪+バタ足（青）","0","10140","5","0","0","1","1","113311"
"10140316","302","0","浮き輪+バタ足（青）","0","10140","10","0","0","1","2","113411"
"10140317","302","0","浮き輪+バタ足（青）","0","10140","10","0","0","1","2","113511"
"10140318","302","0","浮き輪+バタ足（青）","0","10140","10","0","0","1","2","113611"
"10140319","302","0","浮き輪+バタ足（青）","0","10140","5","0","0","1","1","115711"
"10140320","301","0","浮き輪+バタ足（ピンク）","0","10140","10","0","0","1","2","117011"
"10140321","302","0","浮き輪+バタ足（青）","0","10140","10","0","0","1","2","117111"
"10140322","303","0","浮き輪+バタ足（黄）","0","10140","10","0","0","1","2","117211"
"10140323","302","0","浮き輪+バタ足（青）","0","10140","10","0","0","1","2","117311"
"10140324","301","0","浮き輪+バタ足（ピンク）","0","10140","10","0","0","1","2","117411"
"10140325","303","0","浮き輪+バタ足（黄）","0","10140","10","0","0","1","2","122411"
"10140326","302","0","浮き輪+バタ足（青）","0","10140","5","0","0","1","1","122511"
"10140327","301","0","浮き輪+バタ足（ピンク）","0","10140","10","0","0","1","2","122611"
"10140328","302","0","浮き輪+バタ足（青）","0","10140","10","0","0","1","1","122711"
"10140329","303","0","浮き輪+バタ足（黄）","0","10140","10","0","0","1","1","122811"
"10140330","301","0","浮き輪+バタ足（ピンク）","0","10140","10","0","0","1","1","122911"
"10140332","301","0","浮き輪+バタ足（ピンク）","0","10140","5","0","0","1","1","126711"
"10140333","303","0","浮き輪+バタ足（黄）","0","10140","10","0","0","1","2","126811"
"10140335","301","0","浮き輪+バタ足（ピンク）","0","10140","5","0","0","1","1","127011"
"10140338","303","0","浮き輪+バタ足（黄）","0","10140","10","0","0","1","2","129411"
