189fbc17f5465e62ca807bb1246b6b70c8d987371191ace04ef395c4c8939e23,4d8c8b67af0ab98c194e7210a3c044a8abb77bfb60db2670df25a025a160a6c9,97d7bab760642f186edd40c899a2d73c56d3203021a45c55fe0f3cd92baa3a26,5aff0c79b9668b6e9db522672c8815252449b7af59287c85e64b9394630b9bef,e64eff59af2d37f072374a6fd4fa3c16ddfbfc5677cdd1f87b861d9800b3d0f1,42a417d798f4d64c02a540c6f42fca8d6491882b3dbcdb2c9a6cea54e423ec2c,9cadc69e32bd7024ae39944142283d200d53fb343ec72e64f56847ddb439815e,1bc4991ec5090ad1dd531b48685731c53525764ff7453954574afae067115616,546fd451f949ee1f5089f0802941e389984490c7f9730a0de3df7d1bc085bf9d,c572e0b0109b738c04d3d4c22fd7eec5c4053a55e82e9c81b77fc978d41c0440,028674780198fed1c06967fbfcddd214489bcc61ca186573ed2e49116b3fc496,04ed2427c081865daa0d6e3fa158c0b148627766c28bbd1851bd202e8e85effa,1f89434244e90767651b9331c7e70dd2637977f14fa40087bd87b178b491789e,f101707a396c0b1da7bed8781936cbe8baea016ef37b913424cb707cabc3361c,bb5c1562e9d99a36dda94f1d36418999a5d5530830de91b3304ba4935bf124f3
"1","701000101","bgm_M57","bgm_M57","90","90110001","1","110001","0","100113","0","100113","0","1","EASY"
"1","701000102","bgm_M57","bgm_M57","90","90110002","1","110001","0","100113","0","100113","0","2","NORMAL"
"1","701000103","bgm_M57","bgm_M57","90","90110003","1","110001","0","100113","0","100113","0","3","HARD"
"1","701000104","bgm_M57","bgm_M57","90","90110004","1","110001","0","100113","0","100113","0","4","VERY HARD"
"1","701000105","bgm_M57","bgm_M57","90","90110005","1","110001","0","100113","0","100113","0","5","EXTREME"
"1","701000201","bgm_M169","bgm_M169","90","90120001","2","120001","0","103013","0","103013","0","1","EASY"
"1","701000202","bgm_M169","bgm_M169","90","90120002","2","120001","0","103013","0","103013","0","2","NORMAL"
"1","701000203","bgm_M169","bgm_M169","90","90120003","2","120001","0","103013","0","103013","0","3","HARD"
"1","701000204","bgm_M169","bgm_M169","90","90120004","2","120001","0","103013","0","103013","0","4","VERY HARD"
"1","701000205","bgm_M169","bgm_M169","90","90120005","2","120001","0","103013","0","103013","0","5","EXTREME"
"1","701000301","bgm_M64","bgm_M64","90","90130001","3","130001","0","100113","0","100113","0","1","EASY"
"1","701000302","bgm_M64","bgm_M64","90","90130002","3","130001","0","100113","0","100113","0","2","NORMAL"
"1","701000303","bgm_M64","bgm_M64","90","90130003","3","130001","0","100113","0","100113","0","3","HARD"
"1","701000304","bgm_M64","bgm_M64","90","90130004","3","130001","0","100113","0","100113","0","4","VERY HARD"
"1","701000305","bgm_M64","bgm_M64","90","90130005","3","130001","0","100113","0","100113","0","5","EXTREME"
"1","701000401","bgm_M07","bgm_M07","90","90140001","4","140001","0","100113","0","100113","0","1","EASY"
"1","701000402","bgm_M07","bgm_M07","90","90140002","4","140001","0","100113","0","100113","0","2","NORMAL"
"1","701000403","bgm_M07","bgm_M07","90","90140003","4","140001","0","100113","0","100113","0","3","HARD"
"1","701000404","bgm_M07","bgm_M07","90","90140004","4","140001","0","100113","0","100113","0","4","VERY HARD"
"1","701000405","bgm_M07","bgm_M07","90","90140005","4","140001","0","100113","0","100113","0","5","EXTREME"
"1","701000501","bgm_M170","bgm_M170","90","90150001","5","150001","0","103013","0","103013","0","1","EASY"
"1","701000502","bgm_M170","bgm_M170","90","90150002","5","150001","0","103013","0","103013","0","2","NORMAL"
"1","701000503","bgm_M170","bgm_M170","90","90150003","5","150001","0","103013","0","103013","0","3","HARD"
"1","701000504","bgm_M170","bgm_M170","90","90150004","5","150001","0","103013","0","103013","0","4","VERY HARD"
"1","701000505","bgm_M170","bgm_M170","90","90150005","5","150001","0","103013","0","103013","0","5","EXTREME"
