8ac9fda3bdaa99d7c705a68fcdf220f5e2031575aa8d1b5f6438f32210193204,a21fa0187654fda23bd3f49503d6932606e0f7c1f3190ce9745040549de65235
"100101","31001"
"100201","31002"
"100301","31003"
"100401","31004"
"100501","31005"
"100601","31006"
"100701","31007"
"100801","31008"
"100901","31009"
"101001","31010"
"101101","31011"
"101201","31012"
"101301","31013"
"101401","31014"
"101501","31015"
"101601","31016"
"101701","31017"
"101801","31018"
"102001","31020"
"102101","31021"
"102201","31022"
"102301","31023"
"102501","31025"
"102601","31026"
"102701","31027"
"102801","31028"
"102901","31029"
"103001","31030"
"103101","31031"
"103201","31032"
"103301","31033"
"103401","31034"
"103601","31036"
"103701","31037"
"103801","31038"
"104001","31040"
"104201","31042"
"104301","31043"
"104401","31044"
"104501","31045"
"104601","31046"
"104701","31047"
"104801","31048"
"104901","31049"
"105001","31050"
"105101","31051"
"105201","31052"
"105301","31053"
"105401","31054"
"105501","31055"
"105601","31056"
"105701","31057"
"105801","31058"
"105901","31059"
"106001","31060"
"106101","31061"
"106301","31063"
"106401","31064"
"106501","31065"
"106601","31066"
"106701","31067"
"106801","31068"
"106901","31069"
"107001","31070"
"107101","31071"
"107501","31075"
"107601","31076"
"107701","31077"
"107801","31078"
"107901","31079"
"108001","31080"
"108101","31081"
"108201","31082"
"108301","31083"
"108401","31084"
"108501","31085"
"108601","31086"
"108701","31087"
"108801","31088"
"108901","31089"
"109001","31090"
"109101","31091"
"109201","31092"
"109301","31093"
"109401","31094"
"109501","31095"
"109601","31096"
"109701","31097"
"109801","31098"
"109901","31099"
"110001","31100"
"110101","31101"
"110301","31103"
"110401","31104"
"110501","31105"
"110601","31106"
"110701","31107"
"110801","31108"
"110901","31109"
"111001","31110"
"111101","31111"
"111201","31112"
"111301","31113"
"111401","31114"
"111501","31115"
"111601","31116"
"111701","31117"
"111801","31118"
"111901","31119"
"112001","31120"
"112101","31121"
"112201","31122"
"112301","31123"
"112401","31124"
"112501","31125"
"112601","31126"
"112701","31127"
"112801","31128"
"112901","31129"
"113001","31130"
"113101","31131"
"113201","31132"
"113301","31133"
"113401","31134"
"113501","31135"
"113601","31136"
"113701","31137"
"113801","31138"
"113901","31139"
"114001","31140"
"114101","31141"
"114201","31142"
"114301","31143"
"114401","31144"
"114501","31145"
"114601","31146"
"114701","31147"
"115001","31150"
"115501","31155"
"115601","31156"
"115701","31157"
"115801","31158"
"115901","31159"
"116001","31160"
"116201","31162"
"116301","31163"
"116401","31164"
"116501","31165"
"116601","31166"
"116701","31167"
"116801","31168"
"116901","31169"
"117001","31170"
"117101","31171"
"117201","31172"
"117301","31173"
"117401","31174"
"117501","31175"
"117601","31176"
"117701","31177"
"117801","31178"
"117901","31179"
"118001","31180"
"118101","31181"
"118201","31182"
"118501","31185"
"118601","31186"
"119001","31190"
"119101","31191"
"119201","31192"
"119301","31193"
"119901","31199"
"120001","31200"
"120701","31207"
"120801","31208"
"120901","31209"
"121001","31210"
"121101","31211"
"121201","31212"
"121301","31213"
"121401","31214"
"121501","31215"
"121601","31216"
"121901","31219"
"122001","31220"
"122101","31221"
"122201","31222"
"122301","31223"
"122401","31224"
"122501","31225"
"122601","31226"
"122701","31227"
"122801","31228"
"122901","31229"
"123001","31230"
"123101","31231"
"123201","31232"
"123301","31233"
"123501","31235"
"123601","31236"
"123701","31237"
"123801","31238"
"123901","31239"
"124001","31240"
"124101","31241"
"124201","31242"
"124501","31245"
"124601","31246"
"124701","31247"
"124801","31248"
"124901","31249"
"125001","31250"
"125101","31251"
"125201","31252"
"125301","31253"
"125401","31254"
"125501","31255"
"125601","31256"
"125701","31257"
"125801","31258"
"126001","31260"
"126101","31261"
"126201","31262"
"126301","31263"
"126401","31264"
"126501","31265"
"126601","31266"
"126701","31267"
"126801","31268"
"126901","31269"
"127001","31270"
"127101","31271"
"127201","31272"
"127301","31273"
"127501","31275"
"127601","31276"
"127701","31277"
"127801","31278"
"127901","31279"
"128001","31280"
"128301","31283"
"128401","31284"
"128501","31285"
"128701","31287"
"128801","31288"
"128901","31289"
"129001","31290"
"129301","31293"
"129401","31294"
"129501","31295"
"129601","31296"
"129701","31297"
"129801","31298"
"129901","31299"
"130001","31300"
"130101","31301"
"130201","31302"
"130701","31307"
"130801","31308"
"130901","31309"
"131001","31310"
"131101","31311"
"131201","31312"
"131601","31316"
"131701","31317"
"131801","31318"
"131901","31319"
"132001","31320"
"132101","31321"
"132201","31322"
"132301","31323"
"132401","31324"
"132501","31325"
"132801","31328"
"132901","31329"
"133001","31330"
"133101","31331"
"133201","31332"
"133501","31335"
"133601","31336"
"133701","31337"
"133801","31338"
"133901","31339"
"134001","31340"
"134301","31343"
"134401","31344"
"134501","31345"
"134601","31346"
"134701","31347"
"134801","31348"
"134901","31349"
"135001","31350"
"135101","31351"
"135201","31352"
"135301","31353"
"135401","31354"
"135501","31355"
"135601","31356"
"135701","31357"
"135801","31358"
"135901","31359"
"136001","31360"
"136101","31361"
"136201","31362"
"136301","31363"
"136401","31364"
"136501","31365"
"136901","31369"
"137101","31371"
"137401","31374"
"137601","31376"
"137901","31379"
"138001","31380"
"138101","31381"
"138201","31382"
"138301","31383"
"138701","31387"
"138801","31388"
"138901","31389"
"139001","31390"
"139101","31391"
"139201","31392"
"139301","31393"
"139401","31394"
"180101","31801"
"180201","31802"
"180301","31803"
"180401","31804"
"180501","31805"
"180601","31806"
"180701","31807"
"180801","31808"
"180901","31809"
"181001","31810"
"181101","31811"
"181201","31812"
