02b25f1bbc9223d7d7db41570bcdb1eaafc87af89e07fa0638071ed77cf1f9ea,b21f43cb4d8cfd0ccbbef61356fea2e5d84bcdb78e26e1b07df0578c8f984254,9190e411ce421785c4183753ffb39bfafa148bd53fe8af2b2674bf0ee6f30733,c6a78936960ddd9e33425b7ad20dcc683d726ecdcb83ba8dc3579c022073de76,7cb84f312da6469f6e7c013dd331d7ad803103d8e2efd94e53b94affc19f27e6,a70568cb021f97d05b003eaf08debf3b70f104b86c6f64164c2dec94d945ecaf,679208fdc27d055feb4111a3b6536048042e5e342fc15fff76ef5d7012106e6e,8d01ae5983a18d6fdd46b8213206cd6411bd7b2ba63f8aab111b7a2a0d30d1a5,631bba0876b45fac8012bfc3fcd18f6376f0574394ad23901ae0afe7ddbce66a,a0c937592fd9802d5195808746ce998810cf82096b9f68265cb3c9558c25f860,a6bddb5f80c4bbf8be5e42ef40597b473ca23d5d64ec9855f6214b1106d87aab,1628a0ba1bf39adfc660dc4ad51f48fcdd45363cceaaf5bb34850aef4351131c,ef416ba07ea645deb0030fbceb59f8b704693d371b7a98ca3f707aa246414fcc,5eb9c51697f2372aade713c362aa791e69609b72fb6fba215d87359344259bf2,bd243ad6deb54d8d6b9bd3d5c66592541f173eb19efa70490f90463eea6a19c8,3d42e770973843d268ab0af7f7531809e13ca801721f9669436822998e66f065
"215","455","301","1","2","2","-110","70","201","401","1","101","3","501","1008201","980"
"215","230","302","1","2","2","-110","70","202","402","2","102","3","502","1008202","515"
"215","230","303","1","2","1","-110","70","203","403","3","103","3","503","1008203","515"
"215","230","304","1","2","1","-110","70","204","404","4","104","3","504","1008204","515"
"233","355","305","1","2","2","-110","78","205","405","5","105","3","505","1008205","787"
"233","355","306","1","2","3","-110","78","206","406","6","106","3","506","1008206","787"
"233","345","307","1","2","3","-110","88","207","407","7","107","3","507","1008207","777"
"233","345","308","1","2","1","-110","88","208","408","8","108","3","508","1008208","777"
"233","345","309","1","2","1","-110","88","209","409","9","109","3","509","1008209","777"
"233","355","310","1","2","3","-110","88","210","410","10","110","3","510","1008210","810"
"233","345","311","1","2","2","-110","88","211","411","11","111","3","511","1008211","777"
"215","230","312","1","2","2","-110","70","212","412","12","112","3","512","1008212","515"
"233","355","313","1","2","1","-110","78","213","413","13","113","3","513","1008213","810"
"215","230","314","1","2","1","-110","70","214","414","14","114","3","514","1008214","515"
"215","230","315","1","2","3","-110","70","215","415","15","115","3","515","1008215","515"
"215","275","316","1","2","2","-110","70","216","416","16","116","3","516","1008216","655"
"215","230","317","1","2","3","-110","70","217","417","17","117","3","517","1008217","515"
"233","345","318","1","2","3","-110","88","218","418","18","118","3","518","1008218","777"
