9b70627032b2a077dc3c136875fb99272388ac95c8369b3bd35cdeec970d8a4d,d2503e65552f23d409e03d18bbd76a475cf623a5dc702e92fb0054182709ddc6,1b281c1cb4c8e01ec837ecae77ee873ea19d81579953c3179f4ce56a43e451a3,51982ec73aae682761e66fc43c3168ecbcc3f8dc2f7b93d3d93168db30171f7b,61700b9c01ab79a0e0b2ad08f729d49adb531676a374f8b1b2d3fc101d741650,13578115532e37b9ef8227a3f3257dbd21eb3eda2002153e9d0e4e60e98b5760,4c5b120697de0b4cff56f9574d76e2858cd1477e158e7f0ef1de9483efb6c22f,6e712e9228d5e0f65eb4efa5c0b11f9384237fce8f7a7fe3486f86d4266a9302,7c9f0f792010fbab2b5e1c919abb5eb434f7b6366a643c6fb98e4f07af4b711a,6e8291c1f7fe3cb9ab7a17bf90f0f09e5d819619f9347c1f96c352a8121ad894,e6951d917cdfe8d23c301101bb956cb02c5e43f455f271e23d360320ac60c5f1,ebf3e62993912a2b7188a5696eb93893768484fa437fad0bfc6043ffe37d99e6,a41a43b0e9e7a68926d1314cf7d66b2026d99db29837b111303223615c3568ea,f85ed7e090ce7724e0382a5295745e57f4724ebac8eeca43af2a9d924c562602,f7dcdae882fb436f434f531c30e42acc8762b6f3bd5226b763cc08cb0d6c953a,9b9929f9ae5fc3622041e4d4c64e78d756bd9d6ff0e20cb47ae05d64fa7a33c2,b3c5aaa25dcd6417b1cc7a846fd2e4881623f9993e2c8ab9f0f5431a37bd5a05,f8cb15b29883b7c5e3a457f3964077d3f608b36d52ca01f4776af78bf4a6bfd9,b03bd83edf5d672307df1b1bb48a4272d5ebfa5f9b358e4163f5465eb61d8d6a,4db6d6165a2d68a7397404e0dd811fc52140ab64f0caf633a496b2c6a692af24
"20","1","0","ダイブ・アストルム　\n七つの願いと創世の残響 オープニング","0","かつて、その始まり","0","1","0","91002","0","0","0","10201","0","8","0","1","0","5201000"
"20","2","0","ダイブ・アストルム　\n七つの願いと創世の残響 第1話（迷宮女王）","0","残響：迷宮女王","0","1","0","91002","0","0","0","10201","1","8","0","1","0","5201001"
"20","3","0","ダイブ・アストルム　\n七つの願いと創世の残響 第1話（誓約女君）","0","残響：誓約女君","0","1","0","91002","0","0","0","10201","1","8","0","1","0","5201002"
"20","4","0","ダイブ・アストルム　\n七つの願いと創世の残響 第1話（跳躍王）","0","残響：跳躍王","0","1","0","91002","0","0","0","10201","1","8","0","1","0","5201003"
"20","5","0","ダイブ・アストルム　\n七つの願いと創世の残響 第2話","0","α Re:load","0","1","0","91002","0","0","0","10201","0","8","0","1","0","5201004"
"20","6","0","ダイブ・アストルム　\n七つの願いと創世の残響 第3話","0","プロトタイプ","0","1","0","91002","0","0","0","10201","0","8","0","1","0","5201005"
"20","7","0","ダイブ・アストルム　\n七つの願いと創世の残響 第4話（覇瞳皇帝）","0","残響：覇瞳皇帝","0","1","0","91002","0","0","0","10201","0","8","0","1","0","5201006"
"20","8","0","ダイブ・アストルム　\n七つの願いと創世の残響 第4話（変貌大妃）","0","残響：変貌大妃","0","1","0","91002","0","0","0","10201","0","8","0","1","0","5201007"
"20","9","0","ダイブ・アストルム　\n七つの願いと創世の残響 第4話（嚮導老君）","0","残響：嚮導老君","0","1","0","91002","0","0","0","10201","0","8","0","1","0","5201008"
"20","10","0","ダイブ・アストルム　\n七つの願いと創世の残響 第5話","0","Crowns fusion","0","1","0","91002","0","0","0","10201","0","8","0","1","0","5201009"
"20","11","0","ダイブ・アストルム　\n七つの願いと創世の残響 エンディング","0","生まれた願い、交わす約束","0","1","0","91002","0","0","0","10201","0","8","0","1","0","5201010"
"20","12","0","ダイブ・アストルム　\n七つの願いと創世の残響 エピローグ","0","残響の消える時","0","1","0","91002","0","0","0","10201","1","8","0","1","0","5201011"
"50","0","0","ダイブ・アストルム　\n七つの願いと創世の残響 ","0","イベントPV","0","2","0","91002","0","0","0","10201","0","8","0","0","0","5201051"
"0","0","0","ダイブ・アストルム　\n七つの願いと創世の残響 ","0","予告","0","3","0","0","0","0","0","10201","0","0","0","0","0","5201052"
"0","0","0","ダイブ・アストルム　\n七つの願いと創世の残響 ","0","イントロムービー","0","4","0","0","0","0","0","10201","0","0","0","0","0","5201053"
"20","0","0","晶の端末 第1話","0","七冠専用グループチャット","0","5","0","91002","4","0","0","10201","0","8","0","0","0","5201061"
"20","0","0","晶の端末 第2話","0","いつかのグループチャット","0","5","0","91002","4","0","0","10201","0","8","0","0","0","5201062"
"20","0","0","カメレオンのぬいぐるみ 第1話","0","七冠会議・カメレオン編","0","5","0","91002","4","0","0","10201","0","8","0","0","0","5201063"
