b7b138b7d29337a47d428d8c851cf91296692493d5ec34dbbb6a12a9b7a03aad,fb5ef1f787517f143c34d0c159218d9c9675549f37a9a200e86bf597deb6085c,844a2a541ba905e8aa8206926e44f766daedc6e452538986ffad0dbd0218998a,fdcc63a8b1ac8effedd946a25d1bc9a5b0c132dca92fe743e25b25bef49b99ef,9e613e742133825316a0c3328d6820e065267e1a18a52b2e7977ee8658102067,e26a33e6090e3e359c51d3a9daf13e1d0e0089f7f108d797ac238ef8acb0b26e,dca3a255978781d1a172644ab1cc6fcebfec9e4f08ec63b95e912a6f559f120d,7b89050f972362cfeb54f48d799a761b66fae61c15955b4bf6e78df0a7a0d547,9516565916dfecdb1d592bb23a976648a7d64d34406d31dbf43e4079b2547fe0,baedc5ed45523086e73672a4666aa033987b0d7d6daa326888b9b11b6fe7af48,7ad3110ac02d4a721248be02c0b9878a08bd805f07f00107f3ce748386d331c6,8a719934a0ffb3bfb6d33c8464d04faaf2c8b378b6e900473688a57c75792a5b,e23f6ce290c81114ec6e0f27274da8bc90567c0bdf9d2ac3d5f8cb374d22bfba,c49d7e665dcf41b3a3b7ef4fff664c2e637a595824969be031083fbaa44111e3,0608e004eee3bcd0deb04635baaf95a1c76b87e7d35b0a3c8b4a802d1eee0a7a,8c71fd2cc76f18793d726a62b9590f28669f7a2ff5b15d9033e8241af0a10fab,3a1e338b727a7187b30f8d05c41433c5854c355f688fc66525d328010ed0dcef,b398de5c6869f6e9731d44aa0bcae49042c025ded5eaa5ecce71884b6a62dcfe,f8008a21fcc20b32492af83242433dedbdac5a1b972e5749dffdfe4850639082
"","610010004","5","90","0","1","0","1.5","5010321","0","610010401","0","2","0","0","0","10010","0","0"
"","610010005","5","90","0","2","108","1.5","5010322","0","610010402","0","3","0","0","0","10010","0","0"
"","610010006","5","90","0","3","0","1.5","0","0","0","0","1","0","0","0","10010","0","0"
"","610011004","5","90","0","1","0","1.5","5011322","5011321","0","0","1","70","0","0","10011","0","0"
"","610011005","5","90","0","2","0","1.5","5011323","0","0","0","1","40","0","0","10011","0","0"
"","610011006","5","90","0","3","0","1.5","0","0","0","0","1","0","0","0","10011","0","0"
"","610012004","5","90","600","1","0","1.5","5012321","0","610012401","3","2","0","0","1","10012","0","0"
"","610012005","5","90","0","2","0","1.5","5012322","0","0","0","1","51","0","1","10012","0","0"
"","610012006","5","90","0","3","0","1.5","0","0","0","0","1","0","0","1","10012","0","0"
"","610013004","5","90","600","1","0","1.5","5013321","0","610013401","3","2","0","50","1","10013","0","0.9"
"","610013005","5","90","0","2","0","1.5","5013322","0","0","0","1","50","84","0","10013","0","1"
"","610013006","5","90","0","3","0","1.5","0","0","0","0","1","0","84","0","10013","0","1"
"","610015004","5","90","600","1","0","1.5","5015321","0","610015401","3","2","0","1","1","10015","0","0.9"
"","610015005","5","90","0","2","0","1.5","5015322","0","0","0","1","50","-50","1","10015","0","1.3"
"","610015006","5","90","0","3","0","1.5","0","0","0","0","1","0","-50","1","10015","0","1.3"
"","610017004","5","90","600","1","0","1.5","5017321","0","610017401","3","2","0","50","1","10017","0","0.9"
"","610017005","5","90","0","2","0","1.5","5017322","0","0","0","1","50","84","1","10017","0","1"
"","610017006","5","90","0","3","0","1.5","0","0","0","0","1","0","84","1","10017","0","1"
"","610019004","5","90","0","1","200","1.5","5019322","5019321","610019401","0","4","0","-50","1","10019","0","1.25"
"","610019005","5","90","0","2","0","1.5","5019323","0","0","0","1","50","-50","1","10019","0","1.25"
"","610019006","5","90","0","3","0","1.5","0","0","0","0","1","0","-50","1","10019","0","1.25"
"","610021004","5","90","0","1","0","1.5","5021322","5021321","0","0","1","60","0","1","10021","0","1"
"","610021005","5","90","0","2","30","1.5","5021323","0","0","0","3","0","0","1","10021","0","1"
"","610021006","5","90","0","3","0","1.5","0","0","0","0","1","0","0","1","10021","0","1"
"","610023004","5","135","0","1","0","1.5","5023322","5023321","0","0","1","75","-50","1","10023","0","1.25"
"","610023005","5","135","0","2","0","1.5","5023323","0","0","0","1","25","-50","1","10023","0","1.25"
"","610023006","5","135","0","3","0","1.5","0","0","0","0","1","0","-50","1","10023","0","1.25"
"","610025004","5","140","600","1","0","5.5","5025322","5025321","610025401","3","2","0","-50","1","10025","0","1.25"
"","610025005","5","140","0","2","0","1.5","5025323","0","0","0","1","50","-50","1","10025","0","1.25"
"","610025006","5","140","0","3","0","1.5","0","0","0","0","1","0","-50","1","10025","0","1.25"
"","610027004","5","145","600","1","0","5.5","5027322","5027321","0","3","1","60","-50","1","10027","0","1.25"
"","610027005","5","145","600","2","0","1.5","5027323","0","610027501","0","2","0","-50","1","10027","0","1.25"
"","610027006","5","145","0","3","0","1.5","0","0","0","0","1","0","-50","1","10027","0","1.25"
"","610029004","5","145","600","1","0","5.5","5029322","5029321","610029401","3","2","0","0","1","10029","0","1.5"
"","610029005","5","145","0","2","0","1.5","5029323","0","0","0","1","60","0","1","10029","0","1.5"
"","610029006","5","145","0","3","0","1.5","0","0","0","0","1","0","0","1","10029","0","1.5"
"","610031004","5","150","600","1","0","5.5","5031322","5031321","610031401","3","2","0","-50","1","10031","0","1.25"
"","610031005","5","150","0","2","0","1.5","5031323","0","0","0","1","50","-50","1","10031","0","1.25"
"","610031006","5","150","0","3","0","1.5","0","0","0","0","1","0","-50","1","10031","0","1.25"
"","610033004","5","150","600","1","0","5.5","5033322","5033321","0","3","1","50","-50","1","10033","0","1.25"
"","610033005","5","150","600","2","0","1.5","5033323","0","610033402","0","2","0","-50","1","10033","0","1.25"
"","610033006","5","150","0","3","0","1.5","0","0","0","0","1","0","-50","1","10033","0","1.25"
"","610034004","5","90","0","1","0","1.5","5011322","5011321","0","0","1","70","0","1","10034","0","1.4"
"","610034005","5","90","0","2","0","1.5","5011323","0","0","0","1","40","0","1","10034","0","1.4"
"","610034006","5","90","0","3","0","1.5","0","0","0","0","1","0","0","1","10034","0","1.4"
"","610035004","5","155","600","1","0","5.5","5035322","5035321","610035401","3","2","0","5","1","10035","0","2.5"
"","610035005","5","155","600","2","0","1.5","5035323","0","610035402","0","2","0","5","1","10035","0","2.5"
"","610035006","5","155","0","3","0","1.5","0","0","0","0","1","0","5","1","10035","0","2.5"
"","610036004","5","155","600","1","0","5.5","5036322","5036321","0","3","1","75","-50","1","10036","0","0.4"
"","610036005","5","155","600","2","0","1.5","5036323","0","0","0","1","20","-50","1","10036","0","0.4"
"","610036006","5","155","0","3","0","1.5","0","0","0","0","1","0","-50","1","10036","0","0.4"
"","610037004","5","90","600","1","0","1.5","5012321","0","610037401","3","2","0","-50","1","10037","0","1.5"
"","610037005","5","90","0","2","0","1.5","5012322","0","0","0","1","53","-50","1","10037","0","1.5"
"","610037006","5","90","0","3","0","1.5","0","0","0","0","1","0","-50","1","10037","0","1.5"
"","610038004","5","155","600","1","0","5.5","5038322","5038321","610038401","3","2","0","-20","1","10038","0","1.8"
"310700_detail_idle","610038005","5","155","0","2","0","1.5","5038323","0","0","0","1","55","-20","1","10038","0","2"
"","610038006","5","155","0","3","0","1.5","0","0","0","0","1","0","-20","1","10038","0","1.8"
"","610039004","5","90","600","1","0","1.5","5013321","0","610039401","3","2","0","50","1","10039","0","0.9"
"","610039005","5","90","0","2","0","1.5","5013322","0","0","0","1","50","84","1","10039","0","1"
"","610039006","5","90","0","3","0","1.5","0","0","0","0","1","0","84","1","10039","0","1"
"","610040004","5","160","600","1","0","5.5","5040322","5040321","610040401","3","2","0","-20","1","10040","0","1.5"
"","610040005","5","160","0","2","0","1.5","5040323","0","0","0","1","60","-35","1","10040","0","1.7"
"","610040006","5","160","0","3","0","1.5","0","0","0","0","1","0","-35","1","10040","0","1.7"
"","610041004","5","90","600","1","0","1.5","5015321","0","610041401","3","2","0","1","1","10041","0","0.9"
"","610041005","5","90","0","2","0","1.5","5015322","0","0","0","1","42","-50","1","10041","0","1.3"
"","610041006","5","90","0","3","0","1.5","0","0","0","0","1","0","-50","1","10041","0","1.3"
"","610042004","5","160","0","1","6500000","5.5","5042322","5042321","0","0","5","60","-20","1","10042","0","1.7"
"311100_detail_idle","610042005","5","160","600","2","0","1.5","5042323","0","610042402","3","2","0","-20","1","10042","0","1.61"
"","610042006","5","160","0","3","0","1.5","0","0","0","0","1","0","-20","1","10042","0","1.7"
"","610043004","5","90","0","1","200","1.5","5019322","5019321","610043401","0","4","0","-50","1","10043","0","1.25"
"","610043005","5","90","0","2","0","1.5","5019323","0","0","0","1","67","-50","1","10043","0","1.25"
"","610043006","5","90","0","3","0","1.5","0","0","0","0","1","0","-50","1","10043","0","1.25"
"","610044004","5","166","600","1","0","1.5","5044322","5044321","0","3","1","70","-54","1","10044","0","1.8"
"","610044005","5","166","0","2","0","1.5","5044323","0","0","0","1","30","-54","1","10044","0","1.8"
"","610044006","5","166","0","3","0","1.5","0","0","0","0","1","0","-54","1","10044","0","1.8"
"","610045004","5","90","0","1","0","1.5","5021322","5021321","0","0","1","65","0","1","10045","0","1"
"","610045005","5","90","0","2","30","1.5","5021323","0","0","0","3","0","0","1","10045","0","1"
"","610045006","5","90","0","3","0","1.5","0","0","0","0","1","0","0","1","10045","0","1"
"","610046004","5","169","0","1","0","5.5","5046322","5046321","0","0","1","30","-35","1","10046","0","1.7"
"","610046005","5","169","600","2","0","1.5","5046323","0","610046402","3","2","0","-15","1","10046","0","1.7"
"","610046006","5","169","0","3","0","1.5","0","0","0","0","1","0","-35","1","10046","0","1.7"
"","610047004","5","90","0","1","0","1.5","5023322","5023321","0","0","1","75","-50","1","10047","0","1.25"
"","610047005","5","90","0","2","0","1.5","5023323","0","0","0","1","40","-50","1","10047","0","1.25"
"","610047006","5","90","0","3","0","1.5","0","0","0","0","1","0","-50","1","10047","0","1.25"
"","610048004","5","172","0","1","0","5.5","5048322","5048321","0","0","1","35","-35","1","10048","0","1.25"
"","610048005","5","172","600","2","0","1.5","5048323","0","610048402","3","2","0","-35","1","10048","0","1.25"
"","610048006","5","172","0","3","0","1.5","0","0","0","0","1","0","-35","1","10048","0","1.25"
"","610049004","5","90","600","1","0","5.5","5025322","5025321","610049401","3","2","0","-50","1","10049","0","1.25"
"","610049005","5","90","0","2","0","1.5","5025323","0","0","0","1","63","-50","1","10049","0","1.25"
"","610049006","5","90","0","3","0","1.5","0","0","0","0","1","0","-50","1","10049","0","1.25"
"","610050004","5","175","0","1","35","5.5","5050322","5050321","610050401","0","3","0","-35","1","10050","0","1.25"
"","610050005","5","175","0","2","0","1.5","5050323","0","0","0","1","75","-35","1","10050","0","1.25"
"","610050006","5","175","0","3","0","1.5","0","0","0","0","1","0","-35","1","10050","0","1.25"
"","610051004","5","130","600","1","0","5.5","5027322","5027321","0","3","1","80","-50","1","10051","0","1.25"
"","610051005","5","130","600","2","0","1.5","5027323","0","610051501","0","2","0","-50","1","10051","0","1.25"
"","610051006","5","130","0","3","0","1.5","0","0","0","0","1","0","-50","1","10051","0","1.25"
"","610052004","5","178","0","1","0","5.5","5052322","5052321","0","0","1","79","-75","1","10052","0","1.7"
"","610052005","5","178","0","2","0","1.5","5052323","0","0","0","1","36","-75","1","10052","0","1.7"
"","610052006","5","178","0","3","0","1.5","0","0","0","0","1","0","-75","1","10052","0","1.7"
"","610053004","5","133","600","1","0","1.5","5017321","0","610053401","3","2","0","50","1","10053","0","0.9"
"","610053005","5","133","0","2","0","1.5","5017322","0","0","0","1","69","84","1","10053","0","1"
"","610053006","5","133","0","3","0","1.5","0","0","0","0","1","0","84","1","10053","0","1"
"","610054004","5","181","0","1","0","5.5","5054322","5054321","0","0","1","28","-75","1","10054","0","1.7"
"","610054005","5","181","600","2","0","1.5","5054323","0","610054402","0","2","0","-40","1","10054","0","1.3"
"","610054006","5","181","0","3","0","1.5","0","0","0","0","1","0","-75","1","10054","0","1.7"
"","610055004","5","136","600","1","0","5.5","5029322","5029321","610055401","3","2","0","0","1","10055","0","1.5"
"","610055005","5","136","0","2","0","1.5","5029323","0","0","0","1","73","0","1","10055","0","1.5"
"","610055006","5","136","0","3","0","1.5","0","0","0","0","1","0","0","1","10055","0","1.5"
"","610056004","5","175","600","1","0","5.5","5056322","5056321","0","3","1","80","-20","1","10056","0","2"
"","610056005","5","175","0","2","0","1.5","5056323","0","0","0","1","55","-20","1","10056","0","2"
"","610056006","5","175","0","3","0","1.5","0","0","0","0","1","0","-20","1","10056","0","2"
"","610057004","5","139","600","1","0","5.5","5031322","5031321","610057401","3","2","0","-50","1","10057","0","1.25"
"","610057005","5","139","0","2","0","1.5","5031323","0","0","0","1","60","-50","1","10057","0","1.25"
"","610057006","5","139","0","3","0","1.5","0","0","0","0","1","0","-50","1","10057","0","1.25"
"","610058004","5","178","600","1","35","5.5","5058322","5058321","610058401","3","3","0","5","1","10058","0","1.75"
"","610058005","5","178","600","2","0","1.5","5058323","0","0","0","1","68","5","1","10058","0","1.75"
"","610058006","5","178","0","3","0","1.5","0","0","0","0","1","0","5","1","10058","0","1.75"
"","610059004","5","178","600","1","0","5.5","5059322","5059321","0","3","1","75","-20","1","10059","0","1.55"
"","610059005","5","178","600","2","0","1.5","5059323","0","610059402","0","2","0","0","1","10059","0","1.15"
"","610059006","5","178","0","3","0","1.5","0","0","0","0","1","0","-20","1","10059","0","1.55"
"","610060004","5","142","600","1","0","5.5","5033322","5033321","0","3","1","56","-50","1","10060","0","1.25"
"","610060005","5","142","600","2","0","1.5","5033323","0","610060402","0","2","0","-50","1","10060","0","1.25"
"","610060006","5","142","0","3","0","1.5","0","0","0","0","1","0","-50","1","10060","0","1.25"
"","610061004","5","181","600","1","0","5.5","5061322","5061321","610061401","3","2","0","-47","1","10061","0","0.83"
"","610061005","5","181","600","2","0","1.5","5061323","0","0","0","1","80","-47","1","10061","0","0.83"
"","610061006","5","181","0","3","0","1.5","0","0","0","0","1","0","-47","1","10061","0","0.83"
"","610062004","5","145","600","1","0","5.5","5035322","5035321","610062401","3","2","0","5","1","10062","0","2.5"
