0372c42f3527c53bc2e57695225d38e39a009463f6c65b2573d139c131f64cac,37c5ab60c8da8e7d7b3ab1c4b6b901342c193b89b5e1503519dccd5125d7e0d6,07bc9d4c19e39be8df4c9f30fbe67e0903f906e495655091806d2498da39f56f,c8dd35f9639f1d498a1b7b6ee0500757b3d7fa3fc8469ab99dfc4f55afdb9d07,1c08794c386e887b1784b323f9c1886363f11a938aad7b5cd99b94a03a9da1cb,491a6465637771ab82c3801020a69e6b7d293ea4d448dd3a7429ec8c57f4e393,79d4f04f3dafc5bf59b9a48aea6e55681e75ac170ef912855b95464aea1f883d,b091d2efb05407fcccf2575e27321b33ee9373116a48d2531070ce351fca7958,679cf81ad567f86e9bbef5ed0b9840286bdd24d9884dc86ca417685352a1fe2f,74da89f737e1b779fc43318da788e053da6975ea542336520732b8418ebc022d,ee23bac5e06770a8507242329e9750cd7236504a2da8f32171a0b51ae95bcd56
"1","-200","119931","1","1.7","1","100","0","1001","-220","psy_miyako_idle"
"1","1000","1","1","1.7","5","100","1","1002","-220","psy_idle_normal"
"1","-50","2","1","1.7","5","105","0","1003","-220","psy_fairy_idle"
"1","0","11","1","1","31","0","","1004","1",""
"1","","psy_item00_run","1","0.2","3","1","","1005","",""
"1","2.5","285","1","","2","-220","","1006","0",""
"1","","","2.5","","93","","","1007","",""
"1","","psy_item00_idle","1","0.2","3","1","","1008","",""
"1","","","0.5","","93","","","1009","",""
"1","","psy_miyako_talk1","119931","0.2","3","1","","1010","",""
"1","0","vo_minigame_1008_drama_0101","vo_minigame_1008","","21","0","","1011","",""
"1","1","おばあちゃんが買い物から\n帰ってきたら\n究極のプリンを見せて\n驚かせちゃうの！","119931","0","11","6","0","1012","0","0.5"
"1","","1","6","","93","","","1013","",""
"1","psy_miyako_doya_loop","psy_miyako_doya_in","119931","0.2","3","0","0.2","1014","1",""
"1","","","1012","","91","","","1015","",""
"1","","0","0","","22","","","1016","",""
"1","","psy_fairy_talk","2","0.2","3","1","","1017","",""
"1","0","vo_minigame_1008_drama_9901","vo_minigame_1008","","21","0","","1018","",""
"1","1","キュイキュイ！","2","0","11","6","0","1019","0","0.5"
"1","","","0","","91","","","1020","",""
"1","","psy_fairy_idle","2","0.2","3","1","","1021","",""
"1","","psy_miyako_talk2","119931","0.2","3","1","","1022","",""
"1","0","vo_minigame_1008_drama_0102","vo_minigame_1008","","21","0","","1023","",""
"1","1","オマエも手伝いたいの？\nそれなら卵と牛乳をマヒルから\nたくさんもらってくるの！\n材料はたくさんあったほうがいいの！","119931","0","11","5","0","1024","0","0.5"
"1","","1","2","","93","","","1025","",""
"1","","psy_miyako_talk_joy2","119931","0.2","3","1","","1026","",""
"1","","","1024","","91","","","1027","",""
"1","","0","0","","22","","","1028","",""
"1","","psy_miyako_idle","119931","0.2","3","1","","1029","",""
"1","","1","2","","4","","","1030","",""
"1","psy_fairy_run","psy_fairy_run_in","2","0.2","3","0","0","1031","1",""
"1","","","1.3","","93","","","1032","",""
"1","1","1000","2","","2","-220","","1033","0",""
"1","","","2","","93","","","1034","",""
"1","psy_miyako_doya_loop","psy_miyako_doya_in","119931","0.2","3","0","0.2","1035","1",""
"1","0","vo_minigame_1008_drama_0103","vo_minigame_1008","","21","0","","1036","",""
"1","1","オマエはミヤコを手伝うの！\nめんどくさいことは全部\nオマエに任せるの！","119931","0","11","6","0","1037","0","0.5"
"1","","","0","","91","","","1038","",""
"1","","0","0","","22","","","1039","",""
"1","0","11","1","0","12","1","0","1040","0","0"
"1","psy_item00_idle_guts","psy_item00_talk_guts","1","0.2","3","0","0.2","1041","1",""
"1","","","2","","93","","","1042","",""
"1","","psy_miyako_talk_joy2","119931","0.2","3","1","","1043","",""
"1","0","vo_minigame_1008_drama_0104","vo_minigame_1008","","21","0","","1044","",""
"1","1","みんなみんな\nおいしいプリンにしてやるの～♪","119931","0","11","5","0","1045","0","0.5"
"1","","1","4","","93","","","1046","",""
"1","psy_miyako_fight_loop","psy_miyako_fight_in","119931","0.2","3","0","0.2","1047","1",""
"1","psy_item00_handsup_loop","psy_item00_handsup","1","0.2","3","0","0.2","1048","1",""
"1","","","1.5","","93","","","1049","",""
"1","","","1045","","91","","","1050","",""
"1","","0","0","","22","","","1051","",""
"2","-300","119931","1","1.7","1","100","0","2001","-200","psy_miyako_start"
"2","300","106011","1","1.7","1","100","1","2002","-220","psy_walk"
"2","0","11","1","1","31","0","","2003","1",""
"2","-300","1","1","1.7","5","101","0","2004","-200","psy_smoke_start"
"2","2","185","106011","","2","-220","","2005","0",""
"2","","","2","","93","","","2006","",""
"2","psy_kyaru_talk_arm_crossed_loop","psy_kyaru_talk_arm_crossed","106011","0.2","3","0","0","2007","1",""
"2","0","vo_minigame_1008_drama_0305","vo_minigame_1008","","21","0","","2008","",""
"2","1","ねぇ、あんた。\nペコリーヌに差し入れるのにちょうど\nいいお菓子を適当に見つくろって……","106011","0","11","8","0","2009","0","0.5"
"2","","","0","","91","","","2010","",""
"2","0","vo_minigame_1008_drama_0306","vo_minigame_1008","","21","0","","2011","",""
"2","","psy_talk_sad","106011","0.2","3","1","","2012","",""
"2","1","って、居ないじゃない。\nあいつが働いてるって聞いたから\n来たのに……というか、誰もいないし。\n不用心な店ね。","106011","0","11","8","0","2013","0","0.5"
"2","","1","4","","93","","","2014","",""
"2","","psy_talk_sad","106011","0.2","3","1","","2015","",""
"2","","","2013","","91","","","2016","",""
"2","","psy_idle_sad","106011","0.2","3","1","","2017","",""
"2","psy_miyako_thinking4","psy_miyako_appear","119931","0.2","3","0","0.2","2018","1",""
"2","psy_smoke_start","psy_smoke_appear","1","0","3","0","0","2019","0",""
"2","0","vo_minigame_1008_drama_0301","vo_minigame_1008","","21","0","","2020","",""
"2","1","プリン……プリン……\n究極のプリン作りは難しいの……\n何かひらめくキッカケが欲しいの……","119931","0","11","4","0","2021","0","1"
"2","","1","1","","93","","","2022","",""
"2","psy_idle_surprise2","psy_surprise","106011","0.2","3","0","0.2","2023","1",""
"2","","","2021","","91","","","2024","",""
"2","","0","0","","22","","","2025","",""
"2","","psy_miyako_idle_thinking","119931","0.2","3","1","","2026","",""
"2","","psy_talk_surprise2","106011","0.2","3","1","","2027","",""
"2","0","vo_minigame_1008_drama_0307","vo_minigame_1008","","21","0","","2028","",""
"2","1","キャッ！？\nいきなり出てきてなんなのよあんた！","106011","0","11","8","0","2029","0","0.5"
"2","","","0","","91","","","2030","",""
"2","","psy_idle_surprise2","106011","0.2","3","1","","2031","",""
"2","","psy_miyako_anger1","119931","0.2","3","1","","2032","",""
"2","0","vo_minigame_1008_drama_0302","vo_minigame_1008","","21","0","","2033","",""
"2","1","オマエが勝手に入ってきたの。\nミヤコは悪くないの。\nミヤコの邪魔をするななの……ん？\nオマエ……","119931","0","11","5","0","2034","0","1"
"2","","1","8","","93","","","2035","",""
"2","","psy_miyako_thinking2","119931","0.2","3","1","","2036","",""
"2","","","2034","","91","","","2037","",""
"2","","0","0","","22","","","2038","",""
"2","","psy_talk_sad","106011","0.2","3","1","","2039","",""
"2","0","vo_minigame_1008_drama_0308","vo_minigame_1008","","21","0","","2040","",""
"2","1","な、何よ……","106011","0","11","8","0","2041","0","0.5"
"2","","","0","","91","","","2042","",""
"2","","psy_idle_sad","106011","0.2","3","1","","2043","",""
"2","","psy_miyako_run","119931","0.2","3","1","","2044","",""
"2","2","0","119931","","2","-200","","2045","0",""
"2","","","2","","93","","","2046","",""
"2","","psy_miyako_thinking2","119931","0.2","3","1","","2047","",""
"2","0","vo_minigame_1008_drama_0303","vo_minigame_1008","","21","0","","2048","",""
"2","1","むむむむむ……\nオマエ、なんかおいしそうなの……","119931","0","11","6","0","2049","0","1"
"2","","","0","","91","","","2050","",""
"2","","0","0","","22","","","2051","",""
"2","","","0.5","","93","","","2052","",""
"2","","psy_talk_sad","106011","0.2","3","1","","2053","",""
"2","0","vo_minigame_1008_drama_0309","vo_minigame_1008","","21","0","","2054","",""
"2","1","はぁ～？","106011","0","11","8","0","2055","0","0.5"
"2","","","0","","91","","","2056","",""
"2","","psy_idle_sad","106011","0.2","3","1","","2057","",""
"2","0","vo_minigame_1008_drama_0304","vo_minigame_1008","","21","0","","2058","",""
"2","1","オマエをプリンにしてやるの～～！！","119931","0","11","6","0","2059","0","0.5"
"2","","1","0.5","","93","","","2060","",""
"2","psy_miyako_attack_loop","psy_miyako_attack_in","119931","0.2","3","0","0","2061","1",""
"2","","1","0.2","","93","","","2062","",""
"2","psy_idle_surprise2","psy_surprise","106011","0.2","3","0","0.2","2063","1",""
"2","","","2059","","91","","","2064","",""
"2","","0","0","","22","","","2065","",""
"2","","psy_talk_surprise2","106011","0.2","3","1","","2066","",""
"2","0","vo_minigame_1008_drama_0310","vo_minigame_1008","","21","0","","2067","",""
"2","1","な、なんなのよこの店～～！！","106011","0","11","8","0","2068","0","0.5"
"2","","","0","","91","","","2069","",""
"2","","0","106011","","4","","","2070","",""
"2","","psy_run_shy","106011","0.2","3","1","","2071","",""
"2","","psy_miyako_attack_loop_move","119931","0.2","3","1","","2072","",""
"2","3","1000","106011","","2","-220","","2073","0",""
"2","5","1000","119931","","2","-220","","2074","0",""
"2","","","3.5","","93","","","2075","",""
"2","","0","0","","22","","","2076","",""
"2","","","0","","91","","","2077","",""
"3","-250","119931","1","1.65","1","100","1","3001","-150","psy_miyako_gasagoso_B"
"3","340","105511","1","1.7","1","100","1","3002","-180","psy_walk"
"3","0","11","1","1","31","0","","3003","1",""
"3","-300","1","1","1.7","5","101","0","3004","-220","psy_smoke_start"
"3","2","225","105511","","2","-180","","3005","0",""
"3","","","2","","93","","","3006","",""
"3","","psy_talk_wish","105511","0.2","3","1","","3007","",""
"3","0","vo_minigame_1008_drama_0203","vo_minigame_1008","","21","0","","3008","",""
"3","1","こ、ここで先輩が働いてるんですよね？","105511","0","11","8","0","3009","0","0.5"
"3","","","0","","91","","","3010","",""
"3","psy_ayumi_kyoro_loop","psy_ayumi_kyoro_in","105511","0.2","3","0","0","3011","1",""
"3","","","1.8","","93","","","3012","",""
"3","","psy_talk_joy1","105511","0.2","3","1","","3013","",""
"3","0","vo_minigame_1008_drama_0204","vo_minigame_1008","","21","0","","3014","",""
"3","1","わぁ、おいしそうなお菓子がたくさん\n並んでますね……先輩が作ったお菓子も\nあったりするのかな？","105511","0","11","8","0","3015","0","0.5"
"3","","","0","","91","","","3016","",""
"3","","psy_talk_call","105511","0.2","3","1","","3017","",""
"3","0","vo_minigame_1008_drama_0205","vo_minigame_1008","","21","0","","3018","",""
"3","1","あの……このお菓子一つください。\nあの～すみませ～ん。\n聞こえてないのかな？","105511","0","11","8","0","3019","0","0.5"
"3","","1","3","","93","","","3020","",""
"3","1","5","119931","0","12","0.8","0","3021","0","0"
"3","","0","119931","","4","","","3022","",""
"3","","psy_miyako_idle_thinking","119931","0","3","1","","3023","",""
"3","","1","1.5","","93","","","3024","",""
"3","","1","119931","","4","","","3025","",""
"3","","psy_miyako_gasagoso_B","119931","0","3","1","","3026","",""
"3","","1","0.5","","93","","","3027","",""
"3","","psy_talk_sad","105511","0.2","3","1","","3028","",""
"3","","","3019","","91","","","3029","",""
"3","","psy_talk_wish","105511","0.2","3","1","","3030","",""
"3","0","vo_minigame_1008_drama_0206","vo_minigame_1008","","21","0","","3031","",""
"3","1","と、とりあえずお金はおいておきますね\n失礼します！","105511","0","11","8","0","3032","0","0.5"
"3","","1","2","","93","","","3033","",""
"3","","psy_gasagoso_B2","105511","0.2","3","1","","3034","",""
"3","","1","1","","93","","","3035","",""
"3","psy_idle_normal","psy_pekori","105511","0.2","3","0","0.2","3036","1",""
"3","","","3032","","91","","","3037","",""
"3","","0","105511","","4","","","3038","",""
"3","","psy_run","105511","0.2","3","1","","3039","",""
"3","3","1000","105511","","2","-180","","3040","0",""
"3","","","3","","93","","","3041","",""
"3","","","0.5","","93","","","3042","",""
"3","","psy_miyako_idle_thinking","119931","0","3","1","","3043","",""
"3","","","2","","93","","","3044","",""
"3","","0","119931","","4","","","3045","",""
"3","","psy_miyako_run","119931","0.2","3","1","","3046","",""
"3","2","0","119931","","2","-165","","3047","0",""
"3","","","2","","93","","","3048","",""
"3","","psy_miyako_thinking4","119931","0.2","3","1","","3049","",""
"3","0","vo_minigame_1008_drama_0201","vo_minigame_1008","","21","0","","3050","",""
"3","1","……？\nいつの間にかお金があるの！\nさっきまでなかったはずなの！\n怖いの！　お化けでも出たの？","119931","0","11","5","0","3051","0","0.5"
"3","","1","4","","93","","","3052","",""
"3","","psy_miyako_panic1","119931","0.2","3","1","","3053","",""
"3","","","3051","","91","","","3054","",""
"3","","0","0","","22","","","3055","",""
"3","psy_miyako_surprise2_loop","psy_miyako_surprise2_in","119931","0.2","3","0","0","3056","1",""
"3","0","vo_minigame_1008_drama_0202","vo_minigame_1008","","21","0","","3057","",""
"3","1","……！\n急にプリンのアイデアが下りて来たの！\nでも、思い浮かんだ顔は記憶にないの。\nコイツは…………誰なの？","119931","0","11","5","0","3058","0","1"
"3","","1","4","","93","","","3059","",""
"3","","psy_miyako_thinking4","119931","0.2","3","1","","3060","",""
"3","","","3058","","91","","","3061","",""
"3","","0","0","","22","","","3062","",""
"3","","","1","","93","","","3063","",""
"3","","","0","","91","","","3064","",""
"4","-300","119931","1","1.7","1","100","0","4001","-200","psy_miyako_start"
"4","300","107131","1","1.7","1","100","1","4002","-220","psy_walk"
"4","0","11","1","1","31","0","","4003","1",""
"4","-300","1","1","1.7","5","101","0","4004","-200","psy_smoke_start"
"4","2","185","107131","","2","-220","","4005","0",""
"4","","","2","","93","","","4006","",""
"4","psy_talk_doya_loop","psy_talk_doya","107131","0.2","3","0","0.2","4007","1",""
"4","0","vo_minigame_1008_drama_0405","vo_minigame_1008","","21","0","","4008","",""
"4","1","この店が話題になっていると聞いて、\nクリスティーナさんが来てやったぞ☆","107131","0","11","8","0","4009","0","0.5"
"4","","","0","","91","","","4010","",""
"4","","psy_idle_doya","107131","0.2","3","1","","4011","",""
"4","","psy_talk_sad","107131","0.2","3","1","","4012","",""
"4","0","vo_minigame_1008_drama_0406","vo_minigame_1008","","21","0","","4013","",""
"4","1","……む？　誰もいないではないか。\nせっかくカルミナへの差し入れを\n買いに来たというのに。\nおい、誰かいないのか。","107131","0","11","8","0","4014","0","0.5"
"4","","1","6","","93","","","4015","",""
"4","","psy_talk_call","107131","0.2","3","1","","4016","",""
"4","","","4014","","91","","","4017","",""
"4","","psy_idle_arm_crossed","107131","0.2","3","1","","4018","",""
"4","psy_miyako_talk_joy1","psy_miyako_appear","119931","0","3","0","0.2","4019","1",""
"4","psy_smoke_start","psy_smoke_appear","1","0","3","0","0","4020","0",""
"4","0","vo_minigame_1008_drama_0401","vo_minigame_1008","","21","0","","4021","",""
"4","1","あ！　オマエ！\n大きいプリンくれたヤツなの！\nまたミヤコにプリンを持ってきたの？","119931","0","11","6","0","4022","0","0.5"
"4","","","0","","91","","","4023","",""
"4","","0","0","","22","","","4024","",""
"4","","psy_miyako_idle","119931","0.2","3","1","","4025","",""
"4","","psy_talk_normal","107131","0.2","3","1","","4026","",""
"4","0","vo_minigame_1008_drama_0407","vo_minigame_1008","","21","0","","4027","",""
"4","1","おまえは……ああ、いつぞやの\nクリスマスで会ったことがあったな。\n今日はサンタとしてではなく\n客として来たのだ。","107131","0","11","8","0","4028","0","0.5"
"4","","","0","","91","","","4029","",""
"4","","psy_idle_normal","107131","0.2","3","1","","4030","",""
"4","","psy_miyako_sad1","119931","0.2","3","1","","4031","",""
"4","0","vo_minigame_1008_drama_0402","vo_minigame_1008","","21","0","","4032","",""
"4","1","プリンをくれないオマエに用はないの。\nおばあちゃんも留守だし、\nおとといきやがれなの。","119931","0","11","6","0","4033","0","0.5"
"4","","1","5","","93","","","4034","",""
"4","","psy_miyako_talk4","119931","0.2","3","1","","4035","",""
"4","","","4033","","91","","","4036","",""
"4","","0","0","","22","","","4037","",""
"4","","psy_miyako_idle2","119931","0.2","3","1","","4038","",""
"4","psy_ahaha_loop","psy_ahaha_in","107131","0.2","3","0","0.2","4039","1",""
"4","0","vo_minigame_1008_drama_0408","vo_minigame_1008","","21","0","","4040","",""
"4","1","はっはっは！\nこのクリスティーナさんに向かって\nずいぶんな物言いだな。おもしろい☆","107131","0","11","8","0","4041","0","0.5"
"4","","1","1.7","","93","","","4042","",""
"4","","psy_talk_joy1","107131","0.2","3","1","","4043","",""
"4","","","4041","","91","","","4044","",""
"4","psy_talk_doya_loop","psy_talk_doya","107131","0.2","3","0","0.2","4045","1",""
"4","0","vo_minigame_1008_drama_0409","vo_minigame_1008","","21","0","","4046","",""
"4","1","なんとしてもおまえからお菓子を\n買わせてもらおう。","107131","0","11","8","0","4047","0","0.5"
"4","","","0","","91","","","4048","",""
"4","","psy_idle_wish","107131","0.2","3","1","","4049","",""
"4","","psy_miyako_panic1","119931","0.2","3","1","","4050","",""
"4","0","vo_minigame_1008_drama_0403","vo_minigame_1008","","21","0","","4051","",""
"4","1","なんでそうなるの！？\nいいから帰れなの！","119931","0","11","6","0","4052","0","0.5"
"4","","","0","","91","","","4053","",""
"4","","0","0","","22","","","4054","",""
"4","","psy_miyako_idle_panic","119931","0.2","3","1","","4055","",""
