02b45d04907eb7ea1a20fb44881d1401db4a3ed67779fa27413eeb9dba2bd24c,8f983a0165fb414cc9c7315a2ea82063346eb004ba00b4c5f5c0ae15208bdf0b,9f49dd13ef6cd44b5010d40fd855abb4d7df51f3b9e3fc67f229d69c7c312695,21e419efec602b69d8ea2c0ce8c5ece531bec82e81b78b3e80ec3334ab1514ed,385b8d7daae03b0a729808a582aa8132cbaa1936c5be3cc8b8d9d28b848bdb2e,7730278a59108c09d54080c4147f44b78f3ac19097668feda54eba50f2d73962,32d956134306db985de7d18d6b3de77b1ad5344428006adc2df2c37b42a932f9,a2c166c6c1a9a5744a5c7963ff1f22166047a38100da86be7b65b1fea36e6939,dd20297a3aec81f7f6c6fe80172c0fd967b5bd0b2165a25f613fb212317c7feb,4d5f69ebba0990d8b4ffd3b5507929efe8532ca2f01fd8e0767fbf4c3d8fcebf,2314d3c2815636255b6c1d004f75c56833d8e02b77a89dd5272df3a0d6a45fe7,d8017a433c7711db1ef89cd9898baacc846d609645af8803bd7285429e080a87,12c8c6d65d8dc29efe3d57d00785072e1282317c736425207df0ed6bde7814a5,f552538346cb1c28bd39f1ca1711c32479bfa5b8729fe02f8ec950d19f2404aa,81c544175e4cc5e42f8e85e34c205b26efd2756d90f37c7abe2c861f8049c601,458120ab3a9867f18769ff730593450416e904d2c3ae8b06b1c2c80327bb38d9,da5cebba75726a67aeebe7716e97066b5f1678bc6ae515b0bbf354edd9f3282d,671755f00a0cde3c56ff1fb56f4c9167c3a704f36d4c90596db80f3a5790ce08
"0","10","0","0","0","0","0","0","91002","0","1","0","0","0","500","0","8","1"
"0","100","0","0","0","0","0","0","91002","0","11","0","0","0","50","0","8","2"
"0","200","0","0","0","0","0","0","91002","0","101","0","0","0","30","0","8","3"
"0","500","0","0","0","0","0","0","91002","0","201","0","0","0","10","0","8","4"
"0","1000","0","0","0","0","0","0","91002","0","501","0","0","0","5","0","8","5"
"0","2000","0","0","0","0","0","0","91002","0","1001","0","0","0","3","0","8","6"
"0","4000","0","0","0","0","0","0","91002","0","2001","0","0","0","2","0","8","7"
"0","7999","0","0","0","0","0","0","91002","0","4001","0","0","0","1","0","8","8"
"0","8000","0","0","0","0","0","0","91002","0","8000","0","0","0","30","0","8","9"
"0","8100","0","0","0","0","0","0","91002","0","8100","0","0","0","30","0","8","10"
"0","8200","0","0","0","0","0","0","91002","0","8200","0","0","0","30","0","8","11"
"0","8300","0","0","0","0","0","0","91002","0","8300","0","0","0","30","0","8","12"
"0","8400","0","0","0","0","0","0","91002","0","8400","0","0","0","30","0","8","13"
"0","8500","0","0","0","0","0","0","91002","0","8500","0","0","0","30","0","8","14"
"0","8600","0","0","0","0","0","0","91002","0","8600","0","0","0","30","0","8","15"
"0","8700","0","0","0","0","0","0","91002","0","8700","0","0","0","30","0","8","16"
"0","8800","0","0","0","0","0","0","91002","0","8800","0","0","0","30","0","8","17"
"0","8900","0","0","0","0","0","0","91002","0","8900","0","0","0","30","0","8","18"
"0","9000","0","0","0","0","0","0","91002","0","9000","0","0","0","30","0","8","19"
