b1031ab53977597c6de5c0dc9c99bf07f03e0012aa0659714834711733ab525a,e020f14dc3010f55efe43b2c189f98c98d3d6a1f80ebd07e84c41f3334afea80,bde15b953d25c3d4bc7c47bd406c83760df5d707c0c889c19dd2a8bb937e550b,ae2092de2ac65e708be1963c806fe8dc289c51e20b31b5a2fcaae72e4086bb30,645839aaba540fbfa7d2fcc3a798ecf6ef365e79f24c1e6335b878b45917baab,214d8c0d79918ecf557fa4dce2f3a42c4800c966e19377f0fe2f0e852f35d275,7bedc9e4a583803543bba2dc95b5666218fcf30fb96ea7b0af54402221ed6f0c,c007db17a85537251c8af262e80053dfc1304d5aad73d88c8b1038a47b55d16f,455112f7195c8ac2ea98c598bf050784d540669609c07b65ffece841755ed9e7,284a17508ee9fce7d7fb6f01d40164b82d82288004d7d4788f7f40d9b4078972,ec92e9f611f75138d9a8f6aa3eb54f62c9556b3fcf62ad992e24ddb90410977b,3dc51fda9a4dc32e1f936fc475dea6b8cb0aadcdc488516ba4b6dfe0a8e68946,2cb56feb445d6ebaf248aad76c7624ed76a1bb5036e18464019890a85dcb60a6,74637d9ba58158830b52a1ddbbca7316e2f3a3b29ce7f8a2c635e2790d2859bc,2407f52d9e79ecd2263462c629ac852da29a52f676aa4697e91d42d43d418a57,5d083b2f58546fbdb17c8704cdc17b2b49ab6b138aa6d9b1dc485b38de4bfcc4,450776521314a234b7058185d3d5ea5481848de420af0371a12f8db0d7103eeb,e848c3d66b9ada626d6ec71b195818d635c0b452a94454b6f81e8d5c5a7be801,acc5e49b840dfbdb3f36121c7d1371c633aecf67ef2bde159b5a5018e3590a65,d1fb122ab568eedbef84edffa4c92dcbfa0e7a7387ebaa2feff6b72358db9dbb,56aa80da65ee2fe96e9588b777ef387b23cb68b515a1f8978f580c887d9e2602,01750ee4c684a106416d85aa61387fe44c81e4c2b2b81cb40cba4d7c108c8774,a3021ea1d60e2541250ea7912bdfaa1806d3c4ee597d1873fb345505bce38bac,69f9b3398ac4a736778d29b6d542f84f71f0d08cfe8a6bfdddf308ae2779595e,72377f60b9eab300c963e1b5b48155d18bcfb21cb55e7566e134788c4a26a318
"100101","0","0","0","0","100000","32001","0","0","160","0","0","1","50","18","0","0","0","0","1","5","0","1","0","0"
"100101","0","0","0","0","100000","31001","0","0","80","0","0","2","50","11","0","0","0","0","1","3","0","1","0","0"
"100101","0","0","0","0","100000","25001","0","0","100","0","0","3","10","15","0","0","0","0","0","0","0","1","0","0"
"100101","0","0","0","0","200000","25001","0","0","200","0","0","3","15","15","0","0","0","0","0","0","0","2","0","10"
"100101","0","0","0","0","400000","25001","0","0","300","0","0","3","20","15","0","0","0","0","0","0","0","3","0","20"
"100101","0","0","0","0","500000","25001","0","0","400","0","0","3","25","15","0","0","0","0","0","0","0","4","0","30"
"100101","0","0","0","0","600000","25001","0","0","500","0","0","3","30","15","0","0","2","0","1","2","0","5","0","40"
"100201","0","0","100","0","100000","32002","10","0","0","0","0","1","50","18","0","0","0","0","1","0","0","1","0","0"
"100201","0","0","60","0","100000","31002","10","0","0","0","0","2","50","11","0","0","0","0","1","0","0","1","0","0"
"100201","0","0","20","0","100000","25001","0","0","0","2","0","3","10","15","0","0","0","0","0","0","0","1","0","0"
"100201","0","0","40","0","200000","25001","0","0","0","4","0","3","15","15","0","0","0","0","0","0","0","2","0","0"
"100201","0","0","60","0","400000","25001","0","0","0","6","0","3","20","15","0","0","0","0","0","0","0","3","0","0"
"100201","0","0","80","0","500000","25001","0","0","0","8","0","3","25","15","0","0","0","0","0","0","0","4","0","0"
"100201","0","0","100","0","600000","25001","10","0","0","10","0","3","30","15","0","0","0","0","1","0","0","5","0","0"
"100301","0","0","0","0","100000","32003","0","0","160","0","0","1","50","18","0","0","0","0","1","5","0","1","0","0"
"100301","0","0","0","0","100000","31003","0","0","80","0","0","2","50","11","0","0","0","0","1","3","0","1","0","0"
"100301","0","0","0","0","100000","25001","0","0","100","0","0","3","10","15","0","0","0","0","0","0","0","1","0","0"
"100301","0","0","0","0","200000","25001","0","0","200","0","0","3","15","15","0","0","0","0","0","0","0","2","0","10"
"100301","0","0","0","0","400000","25001","0","0","300","0","0","3","20","15","0","0","0","0","0","0","0","3","0","20"
"100301","0","0","0","0","500000","25001","0","0","400","0","0","3","25","15","0","0","0","0","0","0","0","4","0","30"
"100301","0","0","0","0","600000","25001","0","0","500","0","0","3","30","15","0","0","2","0","1","2","0","5","0","40"
"100401","0","0","0","0","100000","32004","0","0","60","0","0","1","50","18","14","0","0","0","1","3","0","1","0","0"
"100401","0","0","0","0","100000","31004","0","0","30","0","0","2","50","11","7","0","0","0","1","2","0","1","0","0"
