fce3cfb5c72d3aa44d3f15b80f6a1204db98308efde3c075773b6aa2cde329ce,9b24a5918a3f6fb2b534b42939daad8bd49887276647abaf7c42cd671c2afea5,c2877da28679461eebdbafc2cab11690b45d85e35cdeb6f01e6cd53fbe6354d3,e9e0243b23d811a66530371dbd74cc948e16f7febc9f093c585e614328b5afd0,d64a445678b2024399e6f5e3e037ce9e3f2aba3ec2722a4cfb9cf5b95ee31582,70d44fb183b2a628355cbf3decc119ac7904517d1a21a0de92e80b914929fe5b,178b293f44f642d63794356859a073e691c7fa7be6f0541527fd570c0946c359,1bd8abb8a9058ad209dd601d049a38d487675d766a87792c30fee5dfa246c5b9,8ded5a9a6ebe61f4bff68c5bdbed69d6980fafbcf146f4e5933f2bcb53e678a3,bae3f1e7238f36133a5646f8b7ada138655f27d2dfed004b5ace51d2b14d21fa,20061f7caad2d2c9c07884a6e28d6aef8738b8bc7256a145fed06cf5175db51a,2ce23c2f17caf0b7235e9ebd1e01d183d30507519e81bf04a53ebcbde2e09186
"10004","0","0","107601","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004401","107601","1004","0","1"
"10004","1","0","1000403","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004402","107601","1002","0","2"
"10004","0","0","10","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004403","107701","1001","0","3"
"10004","0","0","20","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004404","107501","1001","0","4"
"10004","0","0","30","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004405","107601","1001","0","5"
"10004","0","0","2","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004406","107501","1003","0","6"
"10004","0","0","5","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004407","107601","1003","0","7"
"10004","0","0","8","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004408","107801","1003","0","8"
"10004","0","0","12","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004409","107701","1003","0","9"
"10004","0","0","16","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004410","107501","1003","0","10"
"10004","0","0","20","2018/07/19 14:59:59","0","2018/06/30 12:00:00","5004411","107601","1003","0","11"
"10005","0","0","108001","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005401","108001","1004","0","12"
"10005","1","0","1000503","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005402","107901","1002","0","13"
"10005","0","0","10","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005403","108001","1001","0","14"
"10005","0","0","20","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005404","107901","1001","0","15"
"10005","0","0","30","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005405","108001","1001","0","16"
"10005","0","0","2","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005406","107901","1003","0","17"
"10005","0","0","5","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005407","108001","1003","0","18"
"10005","0","0","8","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005408","107901","1003","0","19"
"10005","0","0","12","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005409","108001","1003","0","20"
"10005","0","0","16","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005410","107901","1003","0","21"
"10005","0","0","20","2018/08/19 14:59:59","0","2018/07/31 12:00:00","5005411","108001","1003","0","22"
"10006","1","0","1000603","2018/09/18 14:59:59","0","2018/08/31 12:00:00","5006402","103701","1002","0","23"
"10006","0","0","10","2018/09/18 14:59:59","0","2018/08/31 12:00:00","5006403","100501","1001","0","24"
"10006","0","0","20","2018/09/18 14:59:59","0","2018/08/31 12:00:00","5006404","103701","1001","0","25"
"10006","0","0","30","2018/09/18 14:59:59","0","2018/08/31 12:00:00","5006405","104701","1001","0","26"
"10006","0","0","2","2018/09/18 14:59:59","0","2018/08/31 12:00:00","5006406","100501","1003","0","27"
"10006","0","0","5","2018/09/18 14:59:59","0","2018/08/31 12:00:00","5006407","103701","1003","0","28"
"10006","0","0","8","2018/09/18 14:59:59","0","2018/08/31 12:00:00","5006408","104701","1003","0","29"
"10006","0","0","12","2018/09/18 14:59:59","0","2018/08/31 12:00:00","5006409","107101","1003","0","30"
"10006","0","0","16","2018/09/18 14:59:59","0","2018/08/31 12:00:00","5006410","100501","1003","0","31"
"10006","0","0","19","2018/09/18 14:59:59","0","2018/08/31 12:00:00","5006411","104701","1003","0","32"
"10007","0","0","108201","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007401","108201","1004","0","33"
"10007","1","0","1000703","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007402","108101","1002","0","34"
"10007","0","0","10","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007403","108101","1001","0","35"
"10007","0","0","20","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007404","108201","1001","0","36"
"10007","0","0","30","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007405","108101","1001","0","37"
"10007","0","0","2","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007406","108201","1003","0","38"
"10007","0","0","5","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007407","108101","1003","0","39"
"10007","0","0","8","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007408","108201","1003","0","40"
"10007","0","0","12","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007409","108101","1003","0","41"
"10007","0","0","16","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007410","108201","1003","0","42"
"10007","0","0","19","2018/10/18 14:59:59","0","2018/09/30 12:00:00","5007411","108101","1003","0","43"
"10008","1","0","1000803","2018/11/14 14:59:59","0","2018/10/31 12:00:00","5008402","105601","1002","0","44"
"10008","0","0","10","2018/11/14 14:59:59","0","2018/10/31 12:00:00","5008403","101301","1001","0","45"
"10008","0","0","20","2018/11/14 14:59:59","0","2018/10/31 12:00:00","5008404","100901","1001","0","46"
"10008","0","0","30","2018/11/14 14:59:59","0","2018/10/31 12:00:00","5008405","105601","1001","0","47"
"10008","0","0","2","2018/11/14 14:59:59","0","2018/10/31 12:00:00","5008406","105601","1003","0","48"
"10008","0","0","4","2018/11/14 14:59:59","0","2018/10/31 12:00:00","5008407","100901","1003","0","49"
"10008","0","0","7","2018/11/14 14:59:59","0","2018/10/31 12:00:00","5008408","101301","1003","0","50"
"10008","0","0","10","2018/11/14 14:59:59","0","2018/10/31 12:00:00","5008409","105101","1003","0","51"
"10008","0","0","13","2018/11/14 14:59:59","0","2018/10/31 12:00:00","5008410","102701","1003","0","52"
"10008","0","0","15","2018/11/14 14:59:59","0","2018/10/31 12:00:00","5008411","105601","1003","0","53"
"10009","0","0","108501","2018/12/14 14:59:59","0","2018/11/30 12:00:00","5009401","108501","1004","0","54"
"10009","1","0","1000903","2018/12/14 14:59:59","0","2018/11/30 12:00:00","5009402","108401","1002","0","55"
"10009","0","0","10","2018/12/14 14:59:59","0","2018/11/30 12:00:00","5009403","108601","1001","0","56"
"10009","0","0","20","2018/12/14 14:59:59","0","2018/11/30 12:00:00","5009404","108501","1001","0","57"
"10009","0","0","30","2018/12/14 14:59:59","0","2018/11/30 12:00:00","5009405","108401","1001","0","58"
"10009","0","0","2","2018/12/14 14:59:59","0","2018/11/30 12:00:00","5009406","108601","1003","0","59"
"10009","0","0","4","2018/12/14 14:59:59","0","2018/11/30 12:00:00","5009407","108601","1003","0","60"
