c5ecb66c029c5f72b47f88906280e30f469e76f94eef2ad1544e84d521c957d6,aaa5b639a76ce249f7a42e877e5d2c4e4ca14dc3736a8d219b69c2677543023c,6c49e98d5c4dc801d8ee638992d3d3fa979d4e8cb9db8e7d5a96a6c9cf8d7240,197b9cfb2cd77b10ce022554d0fde141686b3f8d0118cade7af4aef049608bd0,544c8eb88bb5ae7189638e43ada2794d2603e7f656479abfb1da5fe5439eae0f,fa686e45f6d4715c4c91f865dd510e8468e8a1c8ce87ba855d1b069ddd672273,4a230b1336ff2b40d2ea8a03b6e0d876152d1bd4c97e440efe1b447aeb8197df,5d0913643bdedd67bf6b2b4b631745caa53456a8f4c7b23e3baf836efdb61721,25f94e3dffb82212aeb087eae5823fa5e88191e26809929fef1575f9843ab1d6,8cc0e55732c0743a63ab6d0170d57afe99deb52ecd3db4cb5c6a9081ee7c3e32,ea4fa95ec04dc5eae522fe00b295f892e2213efb0687da553115fd1719b01964
"0","0","0","10003","10001","0","0","10005","0","50067","10002"
"0","0","0","10003","10001","0","0","10005","10006","50079","10002"
"0","0","0","10003","10001","0","10007","10005","10006","50084","10002"
"10008","0","0","10003","10001","0","10007","10005","10006","50094","10002"
"10008","0","10009","10003","10001","0","10007","10005","10006","50108","10002"
"10008","0","10009","10003","10001","0","10007","10005","10006","50116","10002"
"10008","0","10009","10003","10001","10010","10007","10005","10006","50119","10002"
"10008","0","10009","10003","10001","10010","10007","10005","10006","50129","10002"
"10008","10011","10009","10003","10001","10010","10007","10005","10006","50140","10002"
"10009","10012","10010","10005","10002","10011","10008","10006","10007","50151","10003"
"0","0","0","10011","10009","0","0","10012","10013","50162","10010"
"0","0","0","10012","10010","0","0","10013","10014","50172","10011"
"0","0","0","10013","10011","0","0","10014","10015","50183","10012"
"0","0","0","10015","10013","0","0","10007","10005","50190","10014"
"0","0","0","10014","10012","0","0","10015","10016","50195","10013"
"0","0","0","10016","10014","0","0","10003","10002","50200","10015"
"0","0","0","10015","10013","0","0","10016","10017","50217","10014"
"0","0","0","10017","10015","0","0","10010","10009","50231","10016"
"0","0","0","10016","10014","0","0","10017","10018","50237","10015"
"0","0","0","0","10019","0","0","0","0","50248","0"
"0","0","0","0","10011","0","0","0","0","50261","0"
"0","0","0","0","10020","0","0","0","0","50267","0"
"0","0","0","0","10021","0","0","0","0","50278","0"
"0","0","0","0","10006","0","0","0","0","50291","0"
"0","0","0","0","10022","0","0","0","0","50298","0"
"0","0","0","0","10023","0","0","0","0","50309","0"
"0","0","0","0","10024","0","0","0","0","50321","0"
"0","0","0","0","10025","0","0","0","0","50331","0"
"0","0","0","0","10026","0","0","0","0","50341","0"
"0","0","0","0","10027","0","0","0","0","50354","0"
"0","0","0","0","10028","0","0","0","0","50365","0"
"0","0","0","0","10029","0","0","0","0","50375","0"
"0","0","0","0","10030","0","0","0","0","50383","0"
