325b5f6186a23dde6628d987974e33c956f54172b955fd29ca7cf54a9396d08f,26c6dd1bbab83c1171a174d034d081464f3d1715a50a47942e06af2708d75a4b,032d2b7088ffcdfcc889ec2939f69f4a54b64f4ccf040dfce67d34275563214d,5f7346fef7563e16aa41411a82e728a2c44993ed0a116b086af91ed3afd4044d,a96a24e6287fbad7e9d1a7a706896c25b28392b453107866f2a3f0e35cd1c0f8,50bd957323f3b881eba220b3f8244fecef1fa0ec31289476c5bd01f3c0fc5216,3e96a1587c95a695b280869df044af53f6a054f5b25e7ec76d10de0f58633530,dfd67f8d690397097ab7df6467a88289c88cf34ec143a34b14a93b1a969d6256,f8a41c82fc1244c9192bbdc1fb76c844045637630f84b1f1432f2a0d3e03c9dc,75809871733378a4314b6915259519b20561ac7cfd74cd62084eea87abdd86ba,e69d3a42607a3d38ba989cad9c6fed9f25df545256f8102e137179a087003b00
"2","8","2","31","281001001","25021","10","8","25011","91002","1"
"2","8","2","31","281001002","25021","10","8","25011","91002","2"
"2","8","2","32","281001003","25021","10","8","25011","91002","3"
"2","8","2","32","281001004","25021","10","8","25011","91002","4"
"2","8","2","33","281001005","25021","10","8","25011","91002","5"
"2","8","2","33","281001006","25021","10","9","25011","91002","6"
"2","8","2","34","281001007","25021","10","9","25011","91002","7"
"2","8","2","35","281001008","25021","10","9","25011","91002","8"
"2","8","2","35","281001009","25021","10","9","25011","91002","9"
"2","8","2","37","281001010","25021","30","10","25011","91002","10"
"2","8","2","41","281001011","25021","10","10","25011","91002","11"
"2","8","2","43","281001012","25021","10","11","25011","91002","12"
"2","8","2","46","281001013","25021","10","11","25011","91002","13"
"2","8","2","48","281001014","25021","10","12","25011","91002","14"
"2","8","2","50","281001015","25021","10","12","25011","91002","15"
"2","8","2","53","281001016","25021","10","13","25011","91002","16"
"2","8","2","55","281001017","25021","10","14","25011","91002","17"
"2","8","2","58","281001018","25021","10","14","25011","91002","18"
"2","8","2","60","281001019","25021","10","15","25011","91002","19"
"2","8","2","62","281001020","25021","30","15","25011","91002","20"
"2","8","2","68","281001021","25021","10","16","25011","91002","21"
"2","8","2","70","281001022","25021","10","16","25011","91002","22"
"2","8","2","72","281001023","25021","10","16","25011","91002","23"
"2","8","2","75","281001024","25021","10","17","25011","91002","24"
"2","8","2","77","281001025","25021","10","18","25011","91002","25"
"2","8","2","79","281001026","25021","10","18","25011","91002","26"
"2","8","2","82","281001027","25021","10","19","25011","91002","27"
"2","8","2","84","281001028","25021","10","19","25011","91002","28"
"2","8","2","86","281001029","25021","10","19","25011","91002","29"
"2","8","2","89","281001030","25021","30","20","25011","91002","30"
"2","8","2","94","281001031","25021","10","20","25011","91002","31"
"2","8","2","96","281001032","25021","10","21","25011","91002","32"
"2","8","2","99","281001033","25021","10","21","25011","91002","33"
"2","8","2","101","281001034","25021","10","22","25011","91002","34"
"2","8","2","103","281001035","25021","10","22","25011","91002","35"
"2","8","2","106","281001036","25021","10","23","25011","91002","36"
"2","8","2","108","281001037","25021","10","23","25011","91002","37"
"2","8","2","111","281001038","25021","10","24","25011","91002","38"
"2","8","2","113","281001039","25021","10","25","25011","91002","39"
"2","8","2","115","281001040","25021","30","25","25011","91002","40"
"2","8","2","121","281001041","25021","10","26","25011","91002","41"
"2","8","2","123","281001042","25021","10","27","25011","91002","42"
"2","8","2","125","281001043","25021","10","28","25011","91002","43"
"2","8","2","128","281001044","25021","10","28","25011","91002","44"
"2","8","2","130","281001045","25021","10","29","25011","91002","45"
"2","8","2","132","281001046","25021","10","30","25011","91002","46"
"2","8","2","135","281001047","25021","10","30","25011","91002","47"
"2","8","2","137","281001048","25021","10","31","25011","91002","48"
"2","8","2","139","281001049","25021","10","31","25011","91002","49"
"2","8","2","142","281001050","25021","30","31","25011","91002","50"
"2","8","2","144","281001051","25021","10","32","25011","91002","51"
"2","8","2","146","281001052","25021","10","32","25011","91002","52"
"2","8","2","149","281001053","25021","10","32","25011","91002","53"
"2","8","2","152","281001054","25021","10","33","25011","91002","54"
"2","8","2","155","281001055","25021","10","33","25011","91002","55"
"2","8","2","157","281001056","25021","10","33","25011","91002","56"
"2","8","2","160","281001057","25021","10","34","25011","91002","57"
"2","8","2","163","281001058","25021","10","34","25011","91002","58"
"2","8","2","166","281001059","25021","10","34","25011","91002","59"
"2","8","2","169","281001060","25021","30","35","25011","91002","60"
"2","8","2","171","281001061","25021","10","35","25011","91002","61"
"2","8","2","174","281001062","25021","10","35","25011","91002","62"
"2","8","2","177","281001063","25021","10","36","25011","91002","63"
"2","8","2","180","281001064","25021","10","36","25011","91002","64"
"2","8","2","182","281001065","25021","10","36","25011","91002","65"
"2","8","2","185","281001066","25021","10","37","25011","91002","66"
"2","8","2","187","281001067","25021","10","37","25011","91002","67"
"2","8","2","190","281001068","25021","10","37","25011","91002","68"
"2","8","2","193","281001069","25021","10","38","25011","91002","69"
"2","8","2","196","281001070","25021","30","38","25011","91002","70"
"2","8","2","200","281001071","25021","10","39","25011","91002","71"
"2","8","2","204","281001072","25021","10","39","25011","91002","72"
"2","8","2","208","281001073","25021","10","40","25011","91002","73"
"2","8","2","212","281001074","25021","10","40","25011","91002","74"
"2","8","2","216","281001075","25021","10","41","25011","91002","75"
"2","8","2","220","281001076","25021","10","41","25011","91002","76"
