2f8d83e480d41e2d84c7e7fc8b2b2f860fe0ae980ea07e59445c8ec81ba4d5a4,16ff383c3327023b4e8c93b57abf8442ed4055cc76d11f1155e063069b489520,743ca373917b6c6614203fcc8fde0089dceca9fd3bd06bf78d08ce1f2d642953,380c56979dc1b7f795175552f7412bc95c5b9b33ba80bcbd3a8813ac6c8b77e2,d38d59514282734b49c3748fa8945c83f4e00b177d87d988eb0ff6ca32ef2d6f,6da76d9674de20e8774e6cdc747f58ef622843bf12fda83a9e6d62f4c78d3eab,3db44ed72ccb14a40ed4b84ebb88b714f3d4053ba28446ee504bd7d979b48e2e,5e56f44161a9934a35df0b12f7b22967ee16da1842340294e89eab6bfa7b6044
"11001","bgm_M61","2015/12/17 15:00:00","1.ジュノー平野","2030/12/17 14:59:59","bgm_M61","101","1.ジュノー平野"
"11002","bgm_M61","2015/12/17 15:00:00","2.パラス高原","2030/12/17 14:59:59","bgm_M61_02","101","2.パラス高原"
"11003","bgm_M61","2015/12/17 15:00:00","3.ヘーベ丘陵","2030/12/17 14:59:59","bgm_M61_03","101","3.ヘーベ丘陵"
"11004","bgm_M61","2015/12/17 15:00:00","4.ベスタ渓谷","2030/12/17 14:59:59","bgm_M61_04","101","4.ベスタ渓谷"
"11005","bgm_M62","2015/12/17 15:00:00","5.ケレス森林","2030/12/17 14:59:59","bgm_M62_01","101","5.ケレス森林"
"11006","bgm_M62","2015/12/17 15:00:00","6.フローラ湖畔","2030/12/17 14:59:59","bgm_M62_02","101","6.フローラ湖畔"
"11007","bgm_M62","2015/12/17 15:00:00","7.メティス大瀑布","2030/12/17 14:59:59","bgm_M62_03","101","7.メティス大瀑布"
"11008","bgm_M42","2015/12/17 15:00:00","8.イリス樹海","2030/12/17 14:59:59","bgm_M42_02","101","8.イリス樹海"
"11009","bgm_M58","2015/12/17 15:00:00","9.フリガ雪原","2030/12/17 14:59:59","bgm_M58","101","9.フリガ雪原"
"11010","bgm_M101","2015/12/17 15:00:00","10.ロレッタ海岸","2030/12/17 14:59:59","bgm_M101","101","10.ロレッタ海岸"
"11011","bgm_M93","2015/12/17 15:00:00","11.ゲヌア砂漠","2030/12/17 14:59:59","bgm_M93","101","11.ゲヌア砂漠"
"11012","bgm_M94","2015/12/17 15:00:00","12.ボノニア砂丘","2030/12/17 14:59:59","bgm_M94","101","12.ボノニア砂丘"
"11013","bgm_M118","2015/12/17 15:00:00","13.ドロテア湿地","2030/12/17 14:59:59","bgm_M118","101","13.ドロテア湿地"
"11014","bgm_M95","2015/12/17 15:00:00","14.ウジェニア熱地","2030/12/17 14:59:59","bgm_M95","101","14.ウジェニア熱地"
"11015","bgm_M96","2015/12/17 15:00:00","15.タリア火山","2030/12/17 14:59:59","bgm_M96","101","15.タリア火山"
"11016","bgm_M140","2015/12/17 15:00:00","16.テミス銀嶺","2030/12/17 14:59:59","bgm_M140","101","16.テミス銀嶺"
"11017","bgm_M141","2015/12/17 15:00:00","17.フィデス氷原","2030/12/17 14:59:59","bgm_M141","101","17.フィデス氷原"
"11018","bgm_M179","2015/12/17 15:00:00","18.ファエトン\n　　　　　原野・北部","2030/12/17 14:59:59","bgm_M179","102","18.ファエトン原野・北部"
"11019","bgm_M179","2015/12/17 15:00:00","19.ファエトン\n　　　　　原野・南部","2030/12/17 14:59:59","bgm_M179","102","19.ファエトン原野・南部"
"11020","bgm_M180","2015/12/17 15:00:00","20.カスタリア\n　　　　　樹林・西部","2030/12/17 14:59:59","bgm_M180","102","20.カスタリア樹林・西部"
"11021","bgm_M180","2015/12/17 15:00:00","21.カスタリア\n　　　　　樹林・東部","2030/12/17 14:59:59","bgm_M180","102","21.カスタリア樹林・東部"
"11022","bgm_M232","2015/12/17 15:00:00","22.マティルド\n　　　　　岩峯・南部","2030/12/17 14:59:59","bgm_M232","102","22.マティルド岩峯・南部"
"11023","bgm_M232","2015/12/17 15:00:00","23.マティルド\n　　　　　岩峯・北部","2030/12/17 14:59:59","bgm_M232","102","23.マティルド岩峯・北部"
"11024","bgm_M233","2015/12/17 15:00:00","24.レディウス\n　　　　　群峰・西麓","2030/12/17 14:59:59","bgm_M233","102","24.レディウス群峰・西麓"
"11025","bgm_M233","2015/12/17 15:00:00","25.レディウス\n　　　　　群峰・東麓","2030/12/17 14:59:59","bgm_M233","102","25.レディウス群峰・東麓"
"11026","bgm_M260","2015/12/17 15:00:00","26.ペテロ大森林・西部","2030/12/17 14:59:59","bgm_M260","102","26.ペテロ大森林・西部"
"11027","bgm_M260","2015/12/17 15:00:00","27.ペテロ大森林・東部","2030/12/17 14:59:59","bgm_M260","102","27.ペテロ大森林・東部"
"11028","bgm_M278","2015/12/17 15:00:00","28.ディズタル\n　　　　　河食岸・北部","2030/12/17 14:59:59","bgm_M278_E28","102","28.ディズタル河食岸・北部"
"11029","bgm_M278","2015/12/17 15:00:00","29.ディズタル\n　　　　　河食岸・南部","2030/12/17 14:59:59","bgm_M278_E29","102","29.ディズタル河食岸・南部"
"11030","bgm_M293","2015/12/17 15:00:00","30.フテラ断崖・北部","2030/12/17 14:59:59","bgm_M293","102","30.フテラ断崖・北部"
"11031","bgm_M293","2015/12/17 15:00:00","31.フテラ断崖・南部","2030/12/17 14:59:59","bgm_M293","102","31.フテラ断崖・南部"
"11032","bgm_M339","2015/12/17 15:00:00","32.ファスキア\n　　　　　　森林・南部","2030/12/17 14:59:59","bgm_M339","102","32.ファスキア森林・南部"
"11033","bgm_M339","2015/12/17 15:00:00","33.ファスキア\n　　　　　　森林・東部","2030/12/17 14:59:59","bgm_M339","102","33.ファスキア森林・東部"
"11034","bgm_M374","2015/12/17 15:00:00","34.デクスティア\n　　　　　岩崖・西壁","2030/12/17 14:59:59","bgm_M374","102","34.デクスティア岩崖・西壁"
"11035","bgm_M374","2015/12/17 15:00:00","35.デクスティア\n　　　　　岩崖・東壁","2030/12/17 14:59:59","bgm_M374","102","35.デクスティア岩崖・東壁"
"11036","bgm_M392","2015/12/17 15:00:00","36.ヴェーナ\n　　　　　湖畔道・南部","2030/12/17 14:59:59","bgm_M392","102","36.ヴェーナ湖畔道・南部"
"11037","bgm_M392","2015/12/17 15:00:00","37.ヴェーナ\n　　　　　湖畔道・北部","2030/12/17 14:59:59","bgm_M392","102","37.ヴェーナ湖畔道・北部"
"11038","bgm_M411","2015/12/17 15:00:00","38.ラトゥス\n　　　　　断崖・南部","2030/12/17 14:59:59","bgm_M411","102","38.ラトゥス断崖・南部"
"11039","bgm_M411","2015/12/17 15:00:00","39.ラトゥス\n　　　　　断崖・北部","2030/12/17 14:59:59","bgm_M411","102","39.ラトゥス断崖・北部"
"11040","bgm_M411","2015/12/17 15:00:00","40.スカプ\n　　　　　山系・西麓","2030/12/17 14:59:59","bgm_M411_E40","102","40.スカプ山系・西麓"
"11041","bgm_M411","2015/12/17 15:00:00","41.スカプ\n　　　　　山系・東麓","2030/12/17 14:59:59","bgm_M411_E40","102","41.スカプ山系・東麓"
"11042","bgm_M411","2015/12/17 15:00:00","42.ペクトス\n　　　　　氷峰・西壁","2030/12/17 14:59:59","bgm_M411_E40","102","42.ペクトス氷峰・西壁"
"11043","bgm_M411","2015/12/17 15:00:00","43.ペクトス\n　　　　　氷峰・東壁","2030/12/17 14:59:59","bgm_M411_E40","102","43.ペクトス氷峰・東壁"
"11044","bgm_M411","2015/12/17 15:00:00","44.スクァーマ\n　　　　　氷脈・西壁","2030/12/17 14:59:59","bgm_M411_E40","102","44.スクァーマ氷脈・西壁"
"11045","bgm_M411","2015/12/17 15:00:00","45.スクァーマ\n　　　　　氷脈・東壁","2030/12/17 14:59:59","bgm_M411_E40","102","45.スクァーマ氷脈・東壁"
"11046","bgm_M483","2015/12/17 15:00:00","46.ラテリ\n　　　　　連山・崖上","2030/12/17 14:59:59","bgm_M483_E46","102","46.ラテリ連山・崖上"
"11047","bgm_M483","2015/12/17 15:00:00","47.ラテリ\n　　　　　連山・崖下","2030/12/17 14:59:59","bgm_M483_E46","102","47.ラテリ連山・崖下"
"11048","bgm_M483","2015/12/17 15:00:00","48.エスタ\n　　　　　荒野・南部","2030/12/17 14:59:59","bgm_M483_E46","102","48.エスタ荒野・南部"
"11049","bgm_M483","2015/12/17 15:00:00","49.エスタ\n　　　　　荒野・北部","2030/12/17 14:59:59","bgm_M483_E46","102","49.エスタ荒野・北部"
"11050","bgm_M483","2015/12/17 15:00:00","50.ネロ\n　　　　　岩礁・西部","2030/12/17 14:59:59","bgm_M483_E50","102","50.ネロ岩礁・西部"
"11051","bgm_M483","2015/12/17 15:00:00","51.ネロ\n　　　　　岩礁・東部","2030/12/17 14:59:59","bgm_M483_E50","102","51.ネロ岩礁・東部"
"11052","bgm_M483","2015/12/17 15:00:00","52.ピニオン\n　　　　　浜堤・西岸","2030/12/17 14:59:59","bgm_M483_E50","102","52.ピニオン浜堤・西岸"
"11053","bgm_M483","2015/12/17 15:00:00","53.ピニオン\n　　　　　浜堤・東岸","2030/12/17 14:59:59","bgm_M483_E50","102","53.ピニオン浜堤・東岸"
"11054","bgm_M483","2015/12/17 15:00:00","54.トータティス砂岸\n　　　　　西部","2030/12/17 14:59:59","bgm_M483_E50","102","54.トータティス砂岸・西部"
"11055","bgm_M483","2015/12/17 15:00:00","55.トータティス砂岸\n　　　　　東部","2030/12/17 14:59:59","bgm_M483_E50","102","55.トータティス砂岸・東部"
"11056","bgm_M483","2015/12/17 15:00:00","56.オニュクス砂島\n　　　　　北部","2030/12/17 14:59:59","bgm_M483_E50","102","56.オニュクス砂島・北部"
"11057","bgm_M571","2015/12/17 15:00:00","57.オニュクス砂島\n　　　　　南部","2030/12/17 14:59:59","bgm_M571","102","57.オニュクス砂島・南部"
"11058","bgm_M599A","2015/12/17 15:00:00","58.クルース\n　　　　　密林・東部","2030/12/17 14:59:59","bgm_M599A","102","58.クルース密林・東部"
"11059","bgm_M599A","2015/12/17 15:00:00","59.クルース\n　　　　　密林・西部","2030/12/17 14:59:59","bgm_M599A","102","59.クルース密林・西部"
"11060","bgm_M599A","2015/12/17 15:00:00","60.カウダ\n　　　　　砂浜・北部","2030/12/17 14:59:59","bgm_M599A","102","60.カウダ砂浜・北部"
"11061","bgm_M599A","2015/12/17 15:00:00","61.カウダ\n　　　　　砂浜・南部","2030/12/17 14:59:59","bgm_M599A","102","61.カウダ砂浜・南部"
"11062","bgm_M599A","2015/12/17 15:00:00","62.プロピーナ岬","2030/12/17 14:59:59","bgm_M599A","102","62.プロピーナ岬"
"11063","bgm_MC001","2015/12/17 15:00:00","63.アパレーユ\n　　　　　街道・西側","2030/12/17 14:59:59","bgm_MC001","103","63.アパレーユ街道・西側"
"11064","bgm_MC001","2015/12/17 15:00:00","64.アパレーユ\n　　　　　街道・東側","2030/12/17 14:59:59","bgm_MC001","103","64.アパレーユ街道・東側"
"11065","bgm_MC001","2015/12/17 15:00:00","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","2030/12/17 14:59:59","bgm_MC001","103","65.キャッスル・オブ・パルフェ　城下町"
"11066","bgm_MC001","2015/12/17 15:00:00","66.ラモリール平原","2030/12/17 14:59:59","bgm_MC001","103","66.ラモリール平原"
"11067","bgm_MC079","2015/12/17 15:00:00","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","104","67.渦炎密林"
"11068","bgm_MC079","2015/12/17 15:00:00","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","104","68.思索樹海"
"11069","bgm_MC079","2015/12/17 15:00:00","69.鬼ノ膝元","2030/12/17 14:59:59","bgm_MC079","104","69.鬼ノ膝元"
"11070","bgm_MC079","2015/12/17 15:00:00","70.炎縄河","2030/12/17 14:59:59","bgm_MC079","104","70.炎縄河"
"11071","bgm_MC079","2015/12/17 15:00:00","71.崩豹峠","2030/12/17 14:59:59","bgm_MC079","104","71.崩豹峠"
"11072","bgm_MC079","2015/12/17 15:00:00","72.怒錐ヶ岳","2030/12/17 14:59:59","bgm_MC079","104","72.怒錐ヶ岳"
"11073","bgm_MC201","2015/12/17 15:00:00","73.久遠氷河・南端","2030/12/17 14:59:59","bgm_MC201","105","73.久遠氷河・南端"
"12001","bgm_M61","2015/12/17 15:00:00","1.ジュノー平野","2030/12/17 14:59:59","bgm_M61","101","1.ジュノー平野"
"12002","bgm_M61","2015/12/17 15:00:00","2.パラス高原","2030/12/17 14:59:59","bgm_M61_02","101","2.パラス高原"
"12003","bgm_M61","2015/12/17 15:00:00","3.ヘーベ丘陵","2030/12/17 14:59:59","bgm_M61_03","101","3.ヘーベ丘陵"
"12004","bgm_M61","2015/12/17 15:00:00","4.ベスタ渓谷","2030/12/17 14:59:59","bgm_M61_04","101","4.ベスタ渓谷"
"12005","bgm_M62","2015/12/17 15:00:00","5.ケレス森林","2030/12/17 14:59:59","bgm_M62_01","101","5.ケレス森林"
"12006","bgm_M62","2015/12/17 15:00:00","6.フローラ湖畔","2030/12/17 14:59:59","bgm_M62_02","101","6.フローラ湖畔"
"12007","bgm_M62","2015/12/17 15:00:00","7.メティス大瀑布","2030/12/17 14:59:59","bgm_M62_03","101","7.メティス大瀑布"
"12008","bgm_M42","2015/12/17 15:00:00","8.イリス樹海","2030/12/17 14:59:59","bgm_M42_02","101","8.イリス樹海"
"12009","bgm_M58","2015/12/17 15:00:00","9.フリガ雪原","2030/12/17 14:59:59","bgm_M58","101","9.フリガ雪原"
"12010","bgm_M101","2015/12/17 15:00:00","10.ロレッタ海岸","2030/12/17 14:59:59","bgm_M101","101","10.ロレッタ海岸"
"12011","bgm_M93","2015/12/17 15:00:00","11.ゲヌア砂漠","2030/12/17 14:59:59","bgm_M93","101","11.ゲヌア砂漠"
"12012","bgm_M94","2015/12/17 15:00:00","12.ボノニア砂丘","2030/12/17 14:59:59","bgm_M94","101","12.ボノニア砂丘"
"12013","bgm_M118","2015/12/17 15:00:00","13.ドロテア湿地","2030/12/17 14:59:59","bgm_M118","101","13.ドロテア湿地"
"12014","bgm_M95","2015/12/17 15:00:00","14.ウジェニア熱地","2030/12/17 14:59:59","bgm_M95","101","14.ウジェニア熱地"
"12015","bgm_M96","2015/12/17 15:00:00","15.タリア火山","2030/12/17 14:59:59","bgm_M96","101","15.タリア火山"
"12016","bgm_M140","2015/12/17 15:00:00","16.テミス銀嶺","2030/12/17 14:59:59","bgm_M140","101","16.テミス銀嶺"
"12017","bgm_M141","2015/12/17 15:00:00","17.フィデス氷原","2030/12/17 14:59:59","bgm_M141","101","17.フィデス氷原"
"12018","bgm_M179","2015/12/17 15:00:00","18.ファエトン\n　　　　　原野・北部","2030/12/17 14:59:59","bgm_M179","102","18.ファエトン原野・北部"
"12019","bgm_M179","2015/12/17 15:00:00","19.ファエトン\n　　　　　原野・南部","2030/12/17 14:59:59","bgm_M179","102","19.ファエトン原野・南部"
"12020","bgm_M180","2015/12/17 15:00:00","20.カスタリア\n　　　　　樹林・西部","2030/12/17 14:59:59","bgm_M180","102","20.カスタリア樹林・西部"
"12021","bgm_M180","2015/12/17 15:00:00","21.カスタリア\n　　　　　樹林・東部","2030/12/17 14:59:59","bgm_M180","102","21.カスタリア樹林・東部"
"12022","bgm_M232","2015/12/17 15:00:00","22.マティルド\n　　　　　岩峯・南部","2030/12/17 14:59:59","bgm_M232","102","22.マティルド岩峯・南部"
"12023","bgm_M232","2015/12/17 15:00:00","23.マティルド\n　　　　　岩峯・北部","2030/12/17 14:59:59","bgm_M232","102","23.マティルド岩峯・北部"
"12024","bgm_M233","2015/12/17 15:00:00","24.レディウス\n　　　　　群峰・西麓","2030/12/17 14:59:59","bgm_M233","102","24.レディウス群峰・西麓"
"12025","bgm_M233","2015/12/17 15:00:00","25.レディウス\n　　　　　群峰・東麓","2030/12/17 14:59:59","bgm_M233","102","25.レディウス群峰・東麓"
"12026","bgm_M260","2015/12/17 15:00:00","26.ペテロ大森林・西部","2030/12/17 14:59:59","bgm_M260","102","26.ペテロ大森林・西部"
"12027","bgm_M260","2015/12/17 15:00:00","27.ペテロ大森林・東部","2030/12/17 14:59:59","bgm_M260","102","27.ペテロ大森林・東部"
"12028","bgm_M278","2015/12/17 15:00:00","28.ディズタル\n　　　　　河食岸・北部","2030/12/17 14:59:59","bgm_M278_E28","102","28.ディズタル河食岸・北部"
"12029","bgm_M278","2015/12/17 15:00:00","29.ディズタル\n　　　　　河食岸・南部","2030/12/17 14:59:59","bgm_M278_E29","102","29.ディズタル河食岸・南部"
"12030","bgm_M293","2015/12/17 15:00:00","30.フテラ断崖・北部","2030/12/17 14:59:59","bgm_M293","102","30.フテラ断崖・北部"
"12031","bgm_M293","2015/12/17 15:00:00","31.フテラ断崖・南部","2030/12/17 14:59:59","bgm_M293","102","31.フテラ断崖・南部"
"12032","bgm_M339","2015/12/17 15:00:00","32.ファスキア\n　　　　　　森林・南部","2030/12/17 14:59:59","bgm_M339","102","32.ファスキア森林・南部"
"12033","bgm_M339","2015/12/17 15:00:00","33.ファスキア\n　　　　　　森林・東部","2030/12/17 14:59:59","bgm_M339","102","33.ファスキア森林・東部"
"12034","bgm_M374","2015/12/17 15:00:00","34.デクスティア\n　　　　　岩崖・西壁","2030/12/17 14:59:59","bgm_M374","102","34.デクスティア岩崖・西壁"
"12035","bgm_M374","2015/12/17 15:00:00","35.デクスティア\n　　　　　岩崖・東壁","2030/12/17 14:59:59","bgm_M374","102","35.デクスティア岩崖・東壁"
