312f8ed70fdc9b6bbaa8c849f29ab1b7fc6b642eb680a06f7398cea6bed56f38,95ad8767f47ca867363c6b8568f437f116d895fb7d23b66f681a976695905664,89e747349ba078ae0d43827b85303d16ad9a83cdaf2b8823c21671871c8ca57c,2d0c776dd407687734939ab294ae6c367ec8273a03d08a885e9b6449d5a60d59,3e046682d6cb22f941a248bf234da2b595e81983c6b3017674d0b643b45fcc8d,f95207a5d387f2c8ecc9077993e199406d2b80573b55ff77ebba38b1ba4d907b,ff198e49b09d38c79299550aebecb0304e96cdc204c1f8644b9f7b94c21a56c6,8c536c899ca1076b355f5f1ef056976d777da0a38ddd5337f91e2b61a272004a,2fe1b262aaed59f43eb0cf9f5164ca163a4c635e2bca52dc3337547ee4fffce3,966a7d38393e16fa8f30aff95561c635d76b20fac28c2291b4fa8d03d5a8cdde,5e45c1e3c343a0c510415094cd195e25d31c7161150de2fba48abbae3f9d511f,319e76ef22741c9f43536986a406620faf3103fc47a5d742fb8a2fff6469f83d,76a58b1ce42fd16061c71b6db47b1b23b74dbc0975406199f6e391c5da48bba2,b0cdfc45124cb82ca86e01e5c666a3cea8e2cec2cbf619378d4707640e8f7732,1e216a773fbc83fe46deaa6adfb608f239dd9c449cd7c29b3dfa4e54a1d8b4f1,4be697dace8e2a100bfb79e130fcfc9c88d1f9183416bc9aa8ffdd4fa80e2c0e,8b995151fba43305fcbf53e95683ca036772f6968b570211a1b1d3122c853109,67ddeecf309233fa98bafedea14a30488cc04db297a8d2227af334759e9fdba4,606d32f41e2b4d6c83064e220628a990fc930e1f8c2ff6205ad9e1f5d64e3ec8,e774128305460ec2239917165f0aee43147cc01d12e7011302d1f15e04acaaad,e8dfc16d4f1c3da8a0a6761522148454d98a25538b05aa70fa7dfab5a43f6cd7,2e980cdba4b20e177ee18c0c54c9bea3f2f1e6e7b8e12204e58e05fac0d65cf6,aedc25a71b76de8d6f682df0c1082b0f43e302f12b1514f90a319bc7b7134c54,a58122685ba64e8aa67e2308813e30f27612dcba946cc0c9f7a901ad87a982b1,68b4dfee752bf6392732cee900c5f0621b49902da82f1e7a287c7dddd02c7b97,241210abe190b8eb1f9e46fb1b103c7da2c25bd3775af46f1fdc67219426e2d7,0b06175de8a76f5623b9a784d1f922cbe3e7d1cdde9875320b9fd370d4adc609,dbb896c768130e6f5e5970c29dcb2b9443d20e6668f833f231e3a5239cba2733,eada115d0e6995b644fdd526abf2f879c68d02cc7275469c9dc422c7d2fff9f3,ab4931e136794425731c5eb90740d28612945dab9ca41d006866a0b7356a949c,ede2daa2552f1a5a280c2f53290b0991530b8df03016f49442f4d9120864e24a,4a3ffa788c0d422d6ad5e6f9a1fb73e5df0c1c96f9a30464d0c78f4882b64541,f4c33d2e7ea87dc3a9a77020b561d0d26af059ee24d36c353d54a4dc4c41375c,5f7f09b8b376d21d2ae9e09c5b780a08fc2bd804e791cb0ead17ba53f874e49c,177b5600341678fe4b0ea542b8745b7aefa1fb311f5f3a19f6059cf36039f16e,696f402e99a299a6306167b51365d45ff4f337dccdaae58daf24c1bf02e11823,aaebb875ca82b05fbd993d0e2199a9bc27e2f4bc3a0994251bc2062c3ef192ec,14f04fd88f8e945d6548c4c94c79a290fff18bf6818696773be03eafd3db631e,373a66711b1342b048b2d5493b50125e45fd38bd8f3129d69191478cc0bb5951,07134522c9819de54753e782278fd101231ca1a4f8f4ebdbfcf333233be09c89,f49dc2083fc8cb954e705f1714206901a978aeb4ae86402ed71ac15155d80dfb,5838bc4711063a17fdf2b81179637af27d348dc534deee6dd7dd9a550934a226,085b62f262a2d1941a219f4adbd16adc4b3fe9d2a56f260b347ae3e728246a33,b24d181bfd4731f4aa94249a5275d1ef4fa3a1d2f46752e49776a7ed5879d0d6,4a82c21218734f635370267bf7855a4e143c4767c8497eeff4ac6d79211b57ce,82ea4556cae5cf7be8ec4e1b7e51802fc56ac6550464a9886df71f36da6291d6,19a5181047e264f1646d7a0a8aabf0637986f74dddc855c3900fd248dc66b37e
"-40","0","0","0.6","0","610001146","0","0","1","200010","81000105","0","10","0","ボスバトル（NORMAL）","1000101","1","10001101","bgm_M47","bgm_M47","0","0","1","0","1","1","1","610001011","870","0","0","0","0","10001","10001101","0","0","0.03","0","270","2018/04/24 14:59:59","100000","90","2018/03/31 15:00:00","770","20","81000105"
"-40","0","0","0.6","0","610001216","0","0","1","200010","81000106","0","10","0","ボスバトル（HARD）","1000102","1","10001201","bgm_M47","bgm_M47","0","0","2","0","1","1","1","610001021","500","0","0","0","0","10001","10001201","0","0","0.03","0","270","2018/04/24 14:59:59","100000","90","2018/03/31 15:00:00","450","30","81000106"
"-40","0","0","0.6","0","610002001","0","0","1","510021","81000205","5002301","10","0","ボスバトル（NORMAL）","1000201","1","10002101","bgm_M102","bgm_M102","0","0","1","0","1.3","1","1","610002011","870","0","0","0","0","10002","10002101","0","0","0.03","0","40","2018/05/25 14:59:59","100000","90","2018/04/30 12:00:00","770","20","81000205"
"-40","0","0","0.6","0","610002002","0","0","1","510022","81000207","5002302","10","0","ボスバトル（HARD）","1000202","1","10002201","bgm_M102","bgm_M102","0","0","2","0","1.3","1","1","610002021","500","0","0","0","0","10002","10002201","0","0","0.03","0","40","2018/05/25 14:59:59","100000","90","2018/04/30 12:00:00","450","30","81000207"
"-40","0","0","0.6","30","610003001","0","0","1","510031","81000305","5003302","10","0","ボスバトル（NORMAL）","1000301","1","10003101","bgm_M109","bgm_M109","0","0","1","0","1.1","1","1","610003011","870","0","0","0","0","10003","10003101","0","0","0.03","0","20","2018/06/25 14:59:59","100000","90","2018/05/31 12:00:00","770","20","81000305"
"-40","0","0","0.6","30","610003002","0","0","1","510032","81000306","5003301","10","0","ボスバトル（HARD）","1000302","1","10003201","bgm_M109","bgm_M109","0","0","2","0","1.1","1","1","610003021","500","0","0","0","0","10003","10003201","0","0","0.03","0","20","2018/06/25 14:59:59","100000","90","2018/05/31 12:00:00","450","30","81000306"
"-40","0","0","0.6","30","610004001","0","0","1","510041","81000405","5004301","10","0","ボスバトル（NORMAL）","1000401","1","10004101","bgm_M116","bgm_M116","0","0","1","0","1.1","1","1","610004011","870","0","0","0","0","10004","10004101","0","0","0.03","0","20","2018/07/25 14:59:59","100000","90","2018/06/30 12:00:00","770","20","81000405"
"-40","0","0","0.6","30","610004002","0","0","1","510042","81000406","5004302","-5","0","ボスバトル（HARD）","1000402","1","10004201","bgm_M116","bgm_M116","0","0","2","0","1.1","1","1","610004021","30","0","0","0","0","10004","10004201","0","0","0.03","0","20","2018/07/25 14:59:59","100000","90","2018/06/30 12:00:00","450","30","81000406"
"-40","0","0","0.6","30","610004003","0","0","1","510042","81000406","5004308","-70","0","ボスバトル（VERYHARD）","1000403","1","10004201","bgm_M116","bgm_M116","0","0","3","0","1.1","1","1","610004031","500","0","0","0","0","10004","10004301","1","0","0.03","0","20","2018/07/25 14:59:59","100000","90","2018/06/30 12:00:00","450","30","81000406"
"-40","0","0","0.6","90","610005001","0","0","1","510051","81000505","5005301","10","0","ボスバトル（NORMAL）","1000501","1","10005101","bgm_M124","bgm_M124","0","0","1","0","1.3","1","1","610005011","870","0","0","0","0","10005","10005101","0","0","0.03","0","90","2018/08/24 14:59:59","100000","90","2018/07/31 12:00:00","770","20","81000505"
"-40","0","0","0.6","90","610005002","0","0","1","510052","81000506","5005302","-115","0","ボスバトル（HARD）","1000502","1","10005201","bgm_M124","bgm_M124","0","0","2","0","1.3","1","1","610005021","370","0","0","0","0","10005","10005201","0","0","0.03","0","90","2018/08/24 14:59:59","100000","90","2018/07/31 12:00:00","450","30","81000506"
"-40","0","0","0.6","90","610005003","0","0","1","510052","81000506","5005308","58","0","ボスバトル（VERYHARD）","1000503","1","10005201","bgm_M124","bgm_M124","0","0","3","0","1.3","1","1","610005031","520","0","0","0","0","10005","10005301","1","0","0.03","0","90","2018/08/24 14:59:59","100000","90","2018/07/31 12:00:00","450","30","81000506"
"-40","0","0","0.6","0","610006001","0","0","0.8","510061","81000605","5006301","14","0","ボスバトル（NORMAL）","1000601","1","10006101","bgm_M131","bgm_M131","0","0","1","0","1.5","1","1","610006011","888","0","0","0","0","10006","10006101","0","0","0.03","0","120","2018/09/25 14:59:59","100000","90","2018/08/31 12:00:00","770","20","81000605"
"-40","0","0","0.6","0","610006002","0","0","0.8","510062","81000606","5006302","14","0","ボスバトル（HARD）","1000602","1","10006201","bgm_M131","bgm_M131","0","0","2","0","1.5","1","1","610006021","42","0","0","0","0","10006","10006201","0","0","0.03","0","120","2018/09/25 14:59:59","100000","90","2018/08/31 12:00:00","450","30","81000606"
"-40","0","0","0.6","0","610006003","0","0","0.8","510062","81000606","5006308","-60","0","ボスバトル（VERYHARD）","1000603","1","10006201","bgm_M131","bgm_M131","0","0","3","0","1.5","1","1","610006031","500","0","0","0","0","10006","10006301","1","0","0.03","0","120","2018/09/25 14:59:59","100000","90","2018/08/31 12:00:00","450","30","81000606"
"-40","0","0","0.6","-50","610007001","0","0","1","510071","81000705","5007301","10","0","ボスバトル（NORMAL）","1000701","1","10007103","bgm_M138","bgm_M138","0","0","1","0","1.3","1","1","610007011","482","0","0","0","0","10007","10007101","0","0","0.03","0","140","2018/10/22 14:59:59","100000","90","2018/09/30 12:00:00","770","20","81000705"
"-40","0","0","0.6","-50","610007002","0","0","1","510072","81000706","5007302","-186","0","ボスバトル（HARD）","1000702","1.3","10007201","bgm_M138","bgm_M138","0","0","2","0","1.3","1","1","610007021","-333","0","0","0","0","10007","10007201","0","0","0.03","0","140","2018/10/22 14:59:59","100000","90","2018/09/30 12:00:00","450","30","81000706"
