773d4a9aae98d4754ca75e1bcae0e00a8f699f9c63150c1e62eec95a0c86e874,0ed1443954db87df1c0ddb38c900ac38e3e014449c798ffc071d49a2d3d07f1e,c3a1df49c2adfc1660ece7b6a6fbd173cf1045a1abe21585f642599d9f59401d,1f5a9853b5db3392d852635c4a9be9ba6b39b668bc1d87a1256f3201b59693b4,d5346d9edfbce4332527321def355cbb9a3dbce4cae7aac01aebf9a7f7d1ee49
"0","150","1038","1","1"
"0","151","1038","2","2"
"0","152","1038","3","3"
"0","153","1038","4","4"
"0","154","1038","5","5"
"0","156","1039","6","1"
"0","157","1039","7","2"
"0","158","1039","8","3"
"0","159","1039","9","4"
"0","160","1039","10","5"
"0","162","1040","11","1"
"0","163","1040","12","2"
"0","164","1040","13","3"
"0","165","1040","14","4"
"0","166","1040","15","5"
"0","168","1041","16","1"
"0","169","1041","17","2"
"0","170","1041","18","3"
"0","171","1041","19","4"
"0","172","1041","20","5"
"0","174","1042","21","1"
"0","175","1042","22","2"
"0","176","1042","23","3"
"0","177","1042","24","4"
"0","178","1042","25","5"
"0","180","1043","26","1"
"0","181","1043","27","2"
"0","182","1043","28","3"
"0","183","1043","29","4"
"0","184","1043","30","5"
"0","186","1044","31","1"
"0","187","1044","32","2"
"0","188","1044","33","3"
"0","189","1044","34","4"
"0","190","1044","35","5"
"0","192","1045","36","1"
"0","193","1045","37","2"
"0","194","1045","38","3"
"0","195","1045","39","4"
"0","196","1045","40","5"
"0","198","1046","41","1"
"0","199","1046","42","2"
"0","200","1046","43","3"
"0","201","1046","44","4"
"0","202","1046","45","5"
"0","204","1047","46","1"
"0","205","1047","47","2"
"0","206","1047","48","3"
"0","207","1047","49","4"
"0","208","1047","50","5"
"0","210","1048","51","1"
"0","211","1048","52","2"
"0","212","1048","53","3"
"0","213","1048","54","4"
"0","214","1048","55","5"
"0","216","1049","56","1"
"0","217","1049","57","2"
"0","218","1049","58","3"
"0","219","1049","59","4"
"0","220","1049","60","5"
"0","222","1050","61","1"
"0","223","1050","62","2"
"0","224","1050","63","3"
"0","225","1050","64","4"
"0","226","1050","65","5"
"0","228","1051","66","1"
"0","229","1051","67","2"
"0","230","1051","68","3"
"0","231","1051","69","4"
"0","232","1051","70","5"
"0","234","1052","71","1"
"0","235","1052","72","2"
"0","236","1052","73","3"
"0","237","1052","74","4"
"0","238","1052","75","5"
"0","240","1053","76","1"
"0","241","1053","77","2"
"0","242","1053","78","3"
"0","243","1053","79","4"
"0","244","1053","80","5"
"0","246","1054","81","1"
"0","247","1054","82","2"
"0","248","1054","83","3"
"0","249","1054","84","4"
"0","250","1054","85","5"
"0","252","1055","86","1"
"0","253","1055","87","2"
"0","254","1055","88","3"
"0","255","1055","89","4"
"0","256","1055","90","5"
"0","258","1056","91","1"
"0","259","1056","92","2"
"0","260","1056","93","3"
"0","261","1056","94","4"
"0","262","1056","95","5"
"0","264","1057","96","1"
"0","265","1057","97","2"
"0","266","1057","98","3"
"0","267","1057","99","4"
"0","268","1057","100","5"
"0","270","1058","101","1"
"0","271","1058","102","2"
"0","272","1058","103","3"
"0","273","1058","104","4"
"0","274","1058","105","5"
"0","276","1059","106","1"
"0","277","1059","107","2"
"0","278","1059","108","3"
"0","279","1059","109","4"
"0","280","1059","110","5"
"0","282","1060","111","1"
"0","283","1060","112","2"
"0","284","1060","113","3"
"0","285","1060","114","4"
"0","286","1060","115","5"
"0","288","1061","116","1"
"0","289","1061","117","2"
"0","290","1061","118","3"
"0","291","1061","119","4"
"0","292","1061","120","5"
"0","294","1063","121","1"
"0","295","1063","122","2"
"0","296","1063","123","3"
"0","297","1063","124","4"
"0","299","1064","125","1"
"0","300","1064","126","2"
"0","301","1064","127","3"
"0","302","1064","128","4"
"0","304","1065","129","1"
"0","305","1065","130","2"
"0","306","1065","131","3"
"0","307","1065","132","4"
"0","308","1066","133","1"
"0","310","1066","134","2"
"0","311","1066","135","3"
"0","312","1066","136","4"
"0","313","1067","137","1"
"0","315","1067","138","2"
"0","316","1067","139","3"
"0","317","1067","140","4"
"0","318","1068","141","1"
"0","320","1068","142","2"
"0","321","1068","143","3"
"0","322","1068","144","4"
"0","323","1069","145","1"
"0","325","1069","146","2"
"0","326","1069","147","3"
"0","327","1069","148","4"
"0","328","1070","149","1"
"0","330","1070","150","2"
"0","331","1070","151","3"
"0","332","1070","152","4"
"0","333","1071","153","1"
"0","335","1071","154","2"
"0","336","1071","155","3"
"0","337","1071","156","4"
"0","338","1072","157","1"
"0","340","1072","158","2"
"0","341","1072","159","3"
"0","342","1072","160","4"
"0","343","1073","161","1"
"0","345","1073","162","2"
"0","346","1073","163","3"
"0","347","1073","164","4"
"0","348","1074","165","1"
"0","350","1074","166","2"
"0","351","1074","167","3"
"0","352","1074","168","4"
"0","353","1075","169","1"
"0","355","1075","170","2"
"0","356","1075","171","3"
"0","357","1075","172","4"
"0","358","1076","173","1"
"0","360","1076","174","2"
"0","361","1076","175","3"
"0","362","1076","176","4"
"0","363","1077","177","1"
"0","365","1077","178","2"
"0","366","1077","179","3"
"0","367","1077","180","4"
"0","368","1078","181","1"
"0","370","1078","182","2"
"0","371","1078","183","3"
"0","372","1078","184","4"
"0","373","1079","185","1"
"0","375","1079","186","2"
"0","376","1079","187","3"
"0","377","1079","188","4"
"0","378","1080","189","1"
"0","380","1080","190","2"
"0","381","1080","191","3"
"0","382","1080","192","4"
"0","383","1081","193","1"
"0","385","1081","194","2"
"0","386","1081","195","3"
"0","387","1081","196","4"
"0","388","1082","197","1"
"0","390","1082","198","2"
"0","391","1082","199","3"
"0","392","1082","200","4"
"0","393","1083","201","1"
"0","395","1083","202","2"
"0","396","1083","203","3"
"0","397","1083","204","4"
"0","398","1084","205","1"
"0","400","1084","206","2"
"0","401","1084","207","3"
"0","402","1084","208","4"
"0","403","1085","209","1"
"0","405","1085","210","2"
"0","406","1085","211","3"
"0","407","1085","212","4"
"0","408","1086","213","1"
"0","410","1086","214","2"
"0","411","1086","215","3"
"0","412","1086","216","4"
"0","413","1087","217","1"
"0","415","1087","218","2"
"0","416","1087","219","3"
"0","417","1087","220","4"
"0","418","1088","221","1"
"0","420","1088","222","2"
"0","421","1088","223","3"
"0","422","1088","224","4"
"0","423","1089","225","1"
"0","425","1089","226","2"
"0","426","1089","227","3"
"0","427","1089","228","4"
"0","428","1090","229","1"
"0","430","1090","230","2"
"0","431","1090","231","3"
"0","432","1090","232","4"
"0","433","1091","233","1"
"0","435","1091","234","2"
"0","436","1091","235","3"
"0","437","1091","236","4"
"0","438","1092","237","1"
"0","440","1092","238","2"
"0","441","1092","239","3"
"0","442","1092","240","4"
"0","443","1093","241","1"
"0","445","1093","242","2"
"0","446","1093","243","3"
"0","447","1093","244","4"
"0","448","1094","245","1"
"0","450","1094","246","2"
"0","451","1094","247","3"
"0","452","1094","248","4"
