167f40f105cb4af29bb4d1f4795fe671bf44ad6c5132ba3e9529c04f2fb9bc4d,636503865ec6bbd682de1d6debbe4a78c0f5910bd25bc3e03181fc4fcb232c1c,10839a03edb2fa1a14017f2079f566679c89c3da8393cedf7388a9ad44a6ea3e,9a79fbcb2d4679f8e5d42c43bfc9cf58c54ee1501229334023b4e971f5ce1458,24db9c01c66ef254643cee171456131ac3a7acc15305fd8a066493a82fee2276,4160e1c2d69950773203687a4806989f67213c3d704105f1ece4ad40547099b4,d31517f1edfb290853320cb26e4ad1afd4be0b51a0f0b670f3f8c2c314c137a3,f1d1a12247d3be50dbdc767ea538784ea4652ec11e6259fcbaaecb2f28e823e8,11d611fe64be0a8282c89cdb164c1dad70f5db41f780c44ce552096bb6bc9c79,a6c1735dc5d606d0a57e3d817a13475ab2a18067df8c49ca5065f63417c461ce,f362a12d071a151df9e011c2f9192eb9cf0e48dc75157747077104c039f82afb,03a59c734d944d8c732577f25654471303deb75d016840890413a4a3566a03e5,d9d5045e5db71be39ab38bdd4d3b5de61c79a494aa001e1c0dc36e624546b6b0,0c676527c07f4be75d1f9b8551d60665c5784a3100cf2f3793d3bef316cd44ef
"5084004","0","0","1","0","0","0","0","前半_ヒヨリ","10084","0","0","0","5084602"
"5084004","0","0","2","0","0","0","0","前半_ユイ","10084","0","0","0","5084603"
"5084004","0","0","3","0","0","0","0","前半_レイ","10084","0","0","0","5084604"
"5084004","0","0","4","0","0","0","0","前半_ミソギ","10084","0","0","0","5084605"
"5084004","0","0","5","0","0","0","0","前半_マツリ","10084","0","0","0","5084606"
"5084004","0","0","6","0","0","0","0","前半_アカリ","10084","0","0","0","5084607"
"5084004","0","0","7","0","0","0","0","前半_ミヤコ","10084","0","0","0","5084608"
"5084004","0","0","8","0","0","0","0","前半_ユキ","10084","0","0","0","5084609"
"5084004","0","0","9","0","0","0","0","前半_アンナ","10084","0","0","0","5084610"
"5084004","0","0","10","0","0","0","0","前半_マホ","10084","0","0","0","5084611"
"5084004","0","0","11","0","0","0","0","前半_リノ","10084","0","0","0","5084612"
"5084004","0","0","12","0","0","0","0","前半_ハツネ","10084","0","0","0","5084613"
"5084004","0","0","13","0","0","0","0","前半_ナナカ","10084","0","0","0","5084614"
"5084004","0","0","14","0","0","0","0","前半_カスミ","10084","0","0","0","5084615"
"5084004","0","0","15","0","0","0","0","前半_ミサト","10084","0","0","0","5084616"
"5084004","0","0","16","0","0","0","0","前半_スズナ","10084","0","0","0","5084617"
