a808a9d50ae2cd3c9c59bb5efa331f43d6ea1f87dff9ab0bdb3236dc041b5246,bcb6517d95a60492b0c1fdd8ec122263786df4b8db2bc189888f619957e51444,02ac923c7fd03d2a26c5dfb2a829d26c409ba28d45ec1e621675f6ae63ba9e2c,f44ec1868ffa242532ab32c8f03b764fc0447ab6d58405f8e1b24628a0e91f93,f9262b07c03511caeb88d0adfd848306d852d317ffd53d8a35339738eb4bffe0,f846ce036f6e89af8a7dc0ead41d2324951120d26c5427a6609f2056d85e7876,b73d8fcdb9a78e462611f601185aa81f38dfb40b8031f568aa4bd03fc37f87bc,b755cdebc85827ad04fa44b44c67de977b845be8888516c3f1f21579fa5b021d,b5d4647514f975d1fd5227bf0ac837a93b3ad969d88cd1e2869b4bec705df567,9e2d7a40a5ff33ff14b5bded137cc50849986cd7d02fb425c1ebb1c94cbd4539,a6c5d537677aa46e104f94e7b44c719e68614a96f4285c68f3a519c53dcd1e2c,9dddde1bc10e6a8d22855ca1906cfdfee88422dcac2bb88f56de049fa6379ea3,c40aff094e20ab0376e394a6555345560919019b8d2e58132c85b724f071ac2f,0cc0fbd588482bac662fde39574856a46cc11e4c6fce9f3cd73e69d569edb949,4d2f0fb41df7cd4c3e73c15e6e913ec989e04155f898d0c46e16214011325f47,9f9472a1268d852825d426d1e1065e2add268c141f4a32bc538fb2354dbc2e88,dec2ce8e7ae3b42bab16d27137678a66295f8561e5044311bdf59442a9ac128e,770a1595ea01adf5eb4ed8397e815dac2c59a7ab1fa2f26914025244fb55138d,ab5e1b08f32026a962d10f6b5be5b743060e1ada4d994328516adc0a296692a9,e64fa445512dfc9cff49c670e4f525221db6c03746f91b677f11818a2c21b8e8,afae5082c757a543a991bf36e029c471ccb6da0fa165594c01ab60e6b4052475,d04373769e62a744b279ba96480e30370030ba4d43a74149d0790b5df78cb8d0,bc227c6b92561e0e99c92238169ad19ed2d8c4c90d75fc9c11b8fbb27ef93919,b21138928d461711aca665628ff62896bc5765c893b629768c0e36bfc2b7a6b0,a3552293decf4b75aaabfa8e2e340558fb914b16751f56c49131280770f25c39,2eabc45c79f51557af1dfad092a56bc1d2f87e9ba921d8a10c5606d20704f853,1192e6895f48b54888900f00f92f3bc1b1de7810c26d6d13bfded9b7048cc803,7ea7295c7910a28556669105710159a6db0cb0033721e44ece4c9361f816f488,c6253bb2a32e63eb5110f382c3a0b741b1e230f854434f6e63843e22d4caec0e,833998a39e1a389cdfe65291fc559cb98b77bb1cc06c145f9deb7a31ba8940d4,16eb9e418465dc95ccea36590c54ec3c977bba3dfa6095f72fc97dd5a682937e,61ded962eab543267c1b0cb3bafc77eea6fe8c57a372280c0350791c3d4c6b9b,2bffde2e6cf310470262f23583d2439a379b7bf8e4bdf69d9131e60896c19b9f,782f4db251564068bef8a1b6f5f53d981ed4af2ba1a71c4427c9660ace55e45f,1c69f91034ba31b56e82d93e3457927ece3af65f8e050f8cb00bba12bcdba11a,44588ada267e370eebc5af08eac4afb8cc105fc601d910bc5bb19e559409d7e5,fe1cf6d9ebb99dcad404b9d2a81146fa1aa4a7ed0a23ca9eea831a21292a8b4d,f745693f36cd1f8f0d3a678e7dad6b2fe046c9b674b3379b91f254c305321046,cec6d7e19371b8a443d0d338360c677b614827b5a457cac577f7a493ddd917ad,99b2d44c6fe70dd1abc3e46162048f69835c2e862402a19851eeabdb891f40d4,772cf98eeb47d90fd3fe40867ae44bf48693e15b866dcc9e42c6d6643fa57e4c,c0187878075e3886016f0768164df1f5b012df85b9cbb646719cba5bb190aa0b
"72010070","0.7","0","1","0.7","-1","0","333","100000","1","0","0","90005","70","0","30","0","0.7","91002","90","-1","1","0","300","720100701","-168","0.7","166","0","-20","0","0","140000","bgm_M126","40001","2200101","0","-335","94002","0","101182","1"
"72020110","0.7","0","0.7","0.7","-1","0","333","100000","2","0","0","90005","110","0","30","0","0.7","91002","90","-1","1","0","300","720201101","-168","0.7","166","0","-20","0","0","140000","bgm_M126","40001","2200102","0","-335","94002","0","101312","1"
"72030130","0.7","0","0.8","0.7","-1","0","333","100000","3","0","0","90005","130","0","30","0","0.7","91002","90","-1","1","0","300","720301301","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200103","0","-335","94002","0","101322","1"
"72040150","0.7","0","0.7","0.7","-1","0","333","100000","4","0","0","90005","150","0","30","0","0.7","91002","90","-1","1","0","300","720401501","-168","0.7","166","0","-20","0","0","140000","bgm_M126","40001","2200104","0","-335","94002","0","101372","1"
"72050170","0.7","0","1.1","0.7","-1","0","333","100000","5","0","0","90005","170","0","30","0","0.7","91002","90","-1","1","0","300","720501701","-168","0.7","166","0","10","0","0","140000","bgm_M126","40001","2200105","0","-335","94002","0","101492","1"
"72060190","0.7","0","1","0.7","-1","0","333","100000","6","0","0","90005","190","0","30","0","0.7","91002","90","-1","1","0","300","720601901","-168","0.7","166","0","10","0","0","140000","bgm_M126","40001","2200106","0","-335","94002","0","101502","1"
"72070210","0.7","0","1","0.7","-1","0","333","200000","7","0","0","90005","210","0","30","0","0.7","91002","90","-1","1","0","300","720702101","-168","0.7","166","0","10","0","0","140000","bgm_M126","40001","2200107","0","-335","94002","0","101512","1"
"72080230","0.7","0","0.7","0","99","0","0","200000","8","0","0","90005","230","0","30","0","0.7","91002","90","-1","1","0","300","720802301","-101","0.7","299","0","-10","0","0","140000","bgm_M126","40001","2200108","0","-301","94002","0","101522","1"
"72090250","0.7","0","1.1","0","99","0","0","200000","9","0","0","90005","250","0","30","0","0.7","91002","90","-1","1","0","300","720902501","-101","0.7","299","0","-10","0","0","140000","bgm_M126","40001","2200109","0","-301","94002","0","101722","1"
"72100270","0.7","0","0.9","0.7","-1","0","333","300000","10","0","0","90005","270","0","30","0","0.7","91002","90","-1","1","0","300","721002701","-168","0.7","166","0","10","0","0","140000","bgm_M126","40001","2200110","0","-335","94002","0","101812","1"
"72110290","0.7","0","0.9","0.7","-1","0","333","300000","11","0","0","90005","290","0","30","0","0.7","91002","90","-1","1","0","300","721102901","-168","0.7","166","0","10","0","0","140000","bgm_M126","40001","2200111","0","-335","94002","0","101892","1"
"72120310","0.7","0","0.7","0.7","-1","0","333","300000","12","0","0","90005","310","0","30","0","0.75","91002","90","-1","1","0","300","721203101","-168","0.7","166","0","10","0","0","140000","bgm_M126","40001","2200112","0","-335","94002","0","101902","1"
"72130330","0.7","0","0.9","0.7","-1","0","333","300000","13","0","0","90005","330","0","30","0","0.7","91002","90","-1","1","0","300","721303301","-168","0.7","166","0","10","0","0","140000","bgm_M126","40001","2200113","0","-335","94002","0","101912","1"
"72140350","0.7","0","0.9","0.7","-1","0","333","300000","14","0","0","90005","350","0","30","0","0.7","91002","90","-1","1","0","300","721403501","-168","0.7","166","0","10","0","0","140000","bgm_M126","40001","2200114","0","-335","94002","0","102142","1"
"72150360","0.7","0","0.9","0.7","-1","0","333","400000","15","0","0","90005","360","0","30","0","0.7","91002","90","-1","1","0","300","721503601","-168","0.7","166","0","-40","0","0","140000","bgm_M126","40001","2200115","0","-335","94002","0","102152","1"
