2f1d70f1fc899dcf402d92a4fc9fe274b9ed9c6da43636e367fd4f15ecabefc4,7fbad3549a4f38b5806448c706f7ee4614b7080c34395de66b1abfebd888a4d5,b84b5fad410bfd8473fd3d3e735256b8d53ff799d108a1e9d348f52ae488513f,c3612a8930c2083bfff4ad3b87a8162e3f6392ae753e6bccf0d4c36603bba76c,58dc26dbaf4f1a51ca3daa22e51f7cd873914810c301edd2c04af68a9a2cb412,fcbc311d30a300d0f53e2ad432b2843c783feef8f9a2b557b6c11373c450484c,09f960a1dec3810e020394981291f885e4187a0e37d67e52fa68a4b017d24f0d,6ffd5043ebd1890a4aecdcc8dc6af9070a63264792f0eb407fac0881b793d91a,d87ffc7d879cd681a417b958270eb8abf9804f9ae4e0ce02dacaf9472ab27db5,0d230db5928b410db6ef902f28d489a49d85a9a3f3422ef0d833eb47fafdb41c,5e8b2f77bf0aa53a3f15b7ef5c555464a2559d169118129b4cfe76886b14d380,4839b7ff389ff730b659b7daee127fc244611d7935964b8526700e644e0762a1,032de4d6102acca49106ec811c11e773318eb17ccf25089dc4eac9bfe7ab4b74,5b31e9c598f86f5043d7929e6ad31bf4af1ede5ff40c37553fbbcd62e1b12707
"2023/06/30 12:00:00","2","1.47","126401","1","2002","-470","いらっしゃいませっ♪\nキャラバンコインを使って\n買い物ができますよっ！","クローチェ","1","0","2023/09/22 14:59:59","10001","1"
"2023/06/30 12:00:00","1","2.15","126401","1","2002","-470","素敵な品が揃ってるので\nたーっくさん買っていって\nくださいねっ♪","クローチェ","2","0","2023/09/22 14:59:59","10002","2"
"2023/06/30 12:00:00","2","0","126501","1","2002","-470","ショップへようこそ\nキャラバンコインはこちら\nで買い物に使えますよ","ライラエル","2","0","2023/09/22 14:59:59","10003","1"
"2023/06/30 12:00:00","1","0","126501","1","2002","-470","こちらのショップで\n買い物をして、素敵な\n旅を楽しんでくださいね","ライラエル","1","0","2023/09/22 14:59:59","10004","2"
"2023/09/15 15:00:00","2","0","127702","2","2002","-470","いらっしゃいませ\nキャラバンコインを使って\nお買い物ができますよ","リンド","2","0","2023/12/22 14:59:59","10005","1"
"2023/09/15 15:00:00","2","0","127702","2","2002","-470","ショップの掃除は完璧です\n姫さま直営のお店として\n当然のことですから","リンド","2","0","2023/12/22 14:59:59","10006","2"
"2023/09/15 15:00:00","1","0","127802","2","2002","-470","ショップへようこそ\nキャラバンコインと品物を\n交換できるんで、よければ","ヴルム","1","0","2023/12/22 14:59:59","10007","1"
"2023/09/15 15:00:00","1","6.5","127802","2","2002","-470","なんで店番なんか…\nま、やりますけど\n好きな品物をどうぞ","ヴルム","2","0","2023/12/22 14:59:59","10008","2"
"2023/12/15 15:00:00","1","0","129602","3","2002","-470","──いらっしゃいませ\n買い物しても、いいですよ\nキャラバンコインがあれば","アネモネ","2","0","2024/03/22 14:59:59","10009","1"
"2023/12/15 15:00:00","1","0","129602","3","2002","-470","──もっと笑顔がほしい？\nいくらコインを積まれても\n売れない物はありますから","アネモネ","2","0","2024/03/22 14:59:59","10010","2"
"2023/12/15 15:00:00","1","0","129701","3","2002","-470","ようこそおいでなんし\nキャラバンコインをこちら\nで交換して進ぜんしょう","ネフィ=ネラ","1","0","2024/03/22 14:59:59","10011","1"
"2023/12/15 15:00:00","1","6.2","129701","3","2002","-470","ところで、お前さまは\nいくらで贖えるのか喃？\n──フフ、冗談でありんす","ネフィ=ネラ","2","0","2024/03/22 14:59:59","10012","2"
"2024/03/15 15:00:00","5","3.1","130301","4","2002","-470","い、いらっしゃいませっ！\n…くっ…このあたくし様が\n店番なんて…屈辱ですわっ","カノン","3","0","2024/06/22 14:59:59","10013","1"
"2024/03/15 15:00:00","2","6.15","130301","4","2002","-470","あら、あたくしをご所望？\nお生憎様、そんな小銭では\n…買えちゃうんですの！？","カノン","3","0","2024/06/22 14:59:59","10014","2"
"2024/03/15 15:00:00","2","0","130401","4","2002","-470","いらっしゃいませ～♪\nきゃらばんこいん？を\n交換できるんだってー","ナーナ","2","0","2024/06/22 14:59:59","10015","1"
"2024/03/15 15:00:00","1","3.35","130401","4","2002","-470","甘いのくれたら、\nお礼にナーナの拾った\n松ぼっくりあげちゃうよ！","ナーナ","2","0","2024/06/22 14:59:59","10016","2"
"2024/06/15 15:00:00","1","0","130502","5","2002","-470","ショップへようこそ\nこの鳳凰が、皆さんに\n祝福を差し上げましょう","ホウオウ","1","0","2024/09/22 14:59:59","10017","1"
"2024/06/15 15:00:00","1","3.18","130502","5","2002","-470","ほーちゃんと呼ぶ権利は\n売っていませんよ？\n騎士さんへの、特別です！","ホウオウ","2","0","2024/09/22 14:59:59","10018","2"
"2024/06/15 15:00:00","4","0","130503","5","2002","-470","うﾞぇぇえんっ！まﾞだごの\n格好になっぢゃいまじだ！\n寄付をお願いじまず～っ！","ホウオウ","4","0","2024/09/22 14:59:59","10019","3"
"2024/06/15 15:00:00","2","4.9","123301","5","2002","-470","おっすー♪\nなんでも交換してけー\nカリザきゅん以外で","ネア","1","0","2024/09/22 14:59:59","10020","1"
"2024/06/15 15:00:00","2","4.8","123301","5","2002","-470","ところで、騎士きゅんは\nおいくら万ルピ？\nジョーダンぬ・き・で♡","ネア","1","0","2024/09/22 14:59:59","10021","2"
"2024/09/15 15:00:00","1","4.922","133301","6","2002","-470","ケッ、なんでオレ様が店番\nなんざ…って来んなキイロ\nオレは売りモンじゃねー！","カリザ","3","0","2024/12/22 14:59:59","10022","1"
"2024/09/15 15:00:00","5","9.638","133301","6","2002","-470","い、言わなきゃダメか？\n「…いらっしゃいませ…」\nクソッ、笑うんじゃねー！","カリザ","3","0","2024/12/22 14:59:59","10023","2"
"2024/09/15 15:00:00","2","2.88","133401","6","2002","-470","ショップへようこそ～\nネラさまの腹心…的な私が\n店番させていただきま～す","ミーア","1","0","2024/12/22 14:59:59","10024","1"
