id,enhance_id,min_level,max_level,rarity,promotion_level,equipment_slot_1,equipment_slot_2,equipment_slot_3,equipment_slot_4,equipment_slot_5,equipment_slot_6,unique_equipment_level_1,unique_equipment_level_2
"1001","1","4","30","6","7","1","1","1","1","1","1","30","-1"
"1002","1","31","60","6","11","1","1","1","1","1","1","60","-1"
"1003","1","61","90","6","15","1","1","1","1","1","1","90","-1"
"1004","1","91","120","6","19","1","1","1","1","1","1","120","-1"
"1005","1","121","150","6","23","1","1","1","1","1","1","150","-1"
"1006","1","151","180","6","27","1","1","1","1","1","1","180","-1"
"1007","1","181","210","6","29","1","1","1","1","1","1","210","-1"
"1008","1","211","240","6","30","1","1","1","1","1","1","240","-1"
"1009","1","241","270","6","30","1","1","1","1","1","1","270","-1"
"1010","1","271","-1","6","30","1","1","1","1","1","1","290","-1"
"1101","2","4","30","5","7","1","1","1","1","1","1","30","-1"
"1102","2","31","60","5","11","1","1","1","1","1","1","60","-1"
"1103","2","61","90","5","15","1","1","1","1","1","1","90","-1"
"1104","2","91","120","5","19","1","1","1","1","1","1","120","-1"
"1105","2","121","150","5","23","1","1","1","1","1","1","150","-1"
"1106","2","151","180","5","27","1","1","1","1","1","1","180","-1"
"1107","2","181","210","5","29","1","1","1","1","1","1","210","-1"
"1108","2","211","240","5","30","1","1","1","1","1","1","240","-1"
"1109","2","241","270","5","30","1","1","1","1","1","1","270","-1"
"1110","2","271","-1","5","30","1","1","1","1","1","1","290","-1"
"1201","3","4","30","5","7","1","1","1","1","1","1","-1","-1"
"1202","3","31","60","5","11","1","1","1","1","1","1","-1","-1"
"1203","3","61","90","5","15","1","1","1","1","1","1","-1","-1"
"1204","3","91","120","5","19","1","1","1","1","1","1","-1","-1"
"1205","3","121","150","5","23","1","1","1","1","1","1","-1","-1"
"1206","3","151","180","5","27","1","1","1","1","1","1","-1","-1"
"1207","3","181","210","5","29","1","1","1","1","1","1","-1","-1"
"1208","3","211","240","5","30","1","1","1","1","1","1","-1","-1"
"1209","3","241","270","5","30","1","1","1","1","1","1","-1","-1"
"1210","3","271","-1","5","30","1","1","1","1","1","1","-1","-1"
"1301","4","4","30","5","7","1","1","1","1","1","1","30","-1"
"1302","4","31","60","5","10","1","1","1","1","1","1","60","-1"
"1303","4","61","90","5","13","1","1","1","1","1","1","90","-1"
"1304","4","91","120","5","16","1","1","1","1","1","1","120","-1"
"1305","4","121","150","5","19","1","1","1","1","1","1","150","-1"
"1306","4","151","180","5","22","1","1","1","1","1","1","180","-1"
"1307","4","181","210","5","25","1","1","1","1","1","1","210","-1"
"1308","4","211","240","5","28","1","1","1","1","1","1","240","-1"
"1309","4","241","270","5","28","1","1","1","1","1","1","270","-1"
"1310","4","271","-1","5","28","1","1","1","1","1","1","290","-1"
"1401","5","4","30","5","7","1","1","1","1","1","1","-1","-1"
"1402","5","31","60","5","10","1","1","1","1","1","1","-1","-1"
"1403","5","61","90","5","13","1","1","1","1","1","1","-1","-1"
"1404","5","91","120","5","16","1","1","1","1","1","1","-1","-1"
"1405","5","121","150","5","19","1","1","1","1","1","1","-1","-1"
"1406","5","151","180","5","22","1","1","1","1","1","1","-1","-1"
"1407","5","181","210","5","25","1","1","1","1","1","1","-1","-1"
"1408","5","211","240","5","28","1","1","1","1","1","1","-1","-1"
"1409","5","241","270","5","28","1","1","1","1","1","1","-1","-1"
"1410","5","271","-1","5","28","1","1","1","1","1","1","-1","-1"
"1501","6","4","30","3","7","1","1","1","1","1","1","-1","-1"
"1502","6","31","60","3","10","1","1","1","1","1","1","-1","-1"
"1503","6","61","90","3","13","1","1","1","1","1","1","-1","-1"
"1504","6","91","120","3","16","1","1","1","1","1","1","-1","-1"
"1505","6","121","150","3","19","1","1","1","1","1","1","-1","-1"
"1506","6","151","180","3","22","1","1","1","1","1","1","-1","-1"
"1507","6","181","210","3","22","1","1","1","1","1","1","-1","-1"
"1508","6","211","240","3","22","1","1","1","1","1","1","-1","-1"
"1509","6","241","270","3","22","1","1","1","1","1","1","-1","-1"
"1510","6","271","-1","3","22","1","1","1","1","1","1","-1","-1"
"1601","7","4","30","6","7","1","1","1","1","1","1","30","5"
"1602","7","31","60","6","11","1","1","1","1","1","1","60","5"
"1603","7","61","90","6","15","1","1","1","1","1","1","90","5"
"1604","7","91","120","6","19","1","1","1","1","1","1","120","5"
"1605","7","121","150","6","23","1","1","1","1","1","1","150","5"
"1606","7","151","180","6","27","1","1","1","1","1","1","180","5"
"1607","7","181","210","6","29","1","1","1","1","1","1","210","5"
"1608","7","211","240","6","30","1","1","1","1","1","1","240","5"
"1609","7","241","270","6","30","1","1","1","1","1","1","270","5"
"1610","7","271","-1","6","30","1","1","1","1","1","1","290","5"
"1701","8","4","30","5","7","1","1","1","1","1","1","30","5"
"1702","8","31","60","5","11","1","1","1","1","1","1","60","5"
"1703","8","61","90","5","15","1","1","1","1","1","1","90","5"
"1704","8","91","120","5","19","1","1","1","1","1","1","120","5"
"1705","8","121","150","5","23","1","1","1","1","1","1","150","5"
"1706","8","151","180","5","27","1","1","1","1","1","1","180","5"
"1707","8","181","210","5","29","1","1","1","1","1","1","210","5"
"1708","8","211","240","5","30","1","1","1","1","1","1","240","5"
"1709","8","241","270","5","30","1","1","1","1","1","1","270","5"
"1710","8","271","-1","5","30","1","1","1","1","1","1","290","5"
