de2092427af9a573887315f997612f0519e639c558ae55a40760cf484e28cb30,1bfc6381cf5542293f39b92b14d0c163ef534e50ddab066684522362bd13ea1b,9bf9a0f15d4fa75df7527a1664ecd0be962e0d25bb1078e50f622e77e3e6a1c8,adbbdce0a4dff456e70121835c05ca97062d085b557bf9880f2ff6a1d333600d,5580fabf3af0c1ba426d860bd46833108570f0071fc5200d6b8eee85d2f68aa5,30f8a352f512f693e5931162e12d129cb9a401fdb93d68092d9f0c76c8e057ae,419e94da5fbdd957246f4d68b5962093d07e89d7fae589920b6502d3d223c347,b02fd3f1c29738de8d051bc7884ffaa0d61076ab607f3f1bba84e2c340132423,9f9e0e298ec143cd1bfbcdf07dbaa22a8bca65a2553467f0ce76e06a3ae7cfc2,2b3b70e85311e20d2fcb5d517e8e7284082985eaeefe005a1cf5ab1d1db0a803,e1704ee59c5447f4d3043538e6af292cc807482f809223c2d560ed7aa8c745f2,d0af02e76989b48288b41a26e469343d78118105b3ddff333cda1d7c8c9faf5d,5805e4955e9bc67fa47d712ba4a7e0f407bbc50f4935cb36d505c5acd6e1d03f,d047d6dc437a921b61cb521a26380828f4b39b123867b35371a4e8ea931883c6,60d54946201bfc48b98e065757c26ddf322f8a2879ed660897a259ea319a30df,9ab214f30358a72966d9f19a4fbda9c07da981d31f260dd8bc4798a9f21fb2db,b7dee657025fa8cc3ba5b8e07d189dc5ca365bbda93d4267da085953b1d94b71,02b78d227e15b5c21c78c74fa0c0a7b3a64d0bdc7efeaae39f8c2b7ffb9944c5,90ee6d56e0fcbdca03f33774dd65a629a56e9f78bb6c16cc535e5742127c542b,3a4e81e4592d1b59ffe544637fbaa85f027bf0e28e7b177b852a194236b0b0cb
"0","0","5","0","1","0","1","0","0","1001201","3100104","2","2","90006","0","20","20003","0","0","1"
"0","0","4","0","2","0","3","0","0","1001201","3100103","2","2","90006","0","15","20003","0","0","2"
"0","0","3","0","4","0","10","0","0","1001201","3100102","2","2","90006","0","10","20003","0","0","3"
"0","0","1","0","11","0","30","0","0","1001201","3100101","2","2","90006","0","5","20003","0","0","4"
"0","0","5","0","1","0","1","0","0","1001202","3100104","2","2","90006","0","20","20003","0","0","5"
"0","0","4","0","2","0","3","0","0","1001202","3100103","2","2","90006","0","15","20003","0","0","6"
"0","0","3","0","4","0","10","0","0","1001202","3100102","2","2","90006","0","10","20003","0","0","7"
"0","0","1","0","11","0","30","0","0","1001202","3100101","2","2","90006","0","5","20003","0","0","8"
"0","0","5","0","1","0","1","0","0","1001203","3100104","2","2","90006","0","20","20003","0","0","9"
"0","0","4","0","2","0","3","0","0","1001203","3100103","2","2","90006","0","15","20003","0","0","10"
"0","0","3","0","4","0","10","0","0","1001203","3100102","2","2","90006","0","10","20003","0","0","11"
"0","0","1","0","11","0","30","0","0","1001203","3100101","2","2","90006","0","5","20003","0","0","12"
"0","0","5","0","1","0","1","0","0","1001204","3100104","2","2","90006","0","20","20003","0","0","13"
"0","0","4","0","2","0","3","0","0","1001204","3100103","2","2","90006","0","15","20003","0","0","14"
"0","0","3","0","4","0","10","0","0","1001204","3100102","2","2","90006","0","10","20003","0","0","15"
"0","0","1","0","11","0","30","0","0","1001204","3100101","2","2","90006","0","5","20003","0","0","16"
"0","0","10","0","1","0","1","0","0","1001205","3100104","2","2","90006","0","40","20003","0","0","17"
