7c4bd566f7a596facc3bfcea6d97ef7bd0ec9db54e0eb5b4611a411a26fcfccf,336fb62fa5f7b9129e7a5f4d32fe403e8a7249041528574dc865ba215ee1a9b6,b5a5e353f2fe9e1962af5a659582da7eec22a0f665e8e88fca66af9eab9f84ca,e0f75319b23f9ebf8d190a58003c45cbd9730dd0ee0b652440aee79d759147bb,006c8763ba120607f14b20dca6bf7b4b28af770f1c882c715f6fd2267bc26e31,e6c6f5040a870b184fb800b044d11f7491a6ac74605eb9a27667a0201ab0395c,8e96f705b733c6418be8d5d7f48522914ae42f8aedebe51b6843e626a7e83681,29565da51970b30845c6e64c6be67b615a8c4896b8de21fc126c3d99efb1fe63,d2b85c5c5bca1e342fc8d9bd2f847ffbfb6c9b6b7de355018b3686286dac988d,f74a82f39a6a327e98002c16b7f6cad9db442935176a0b940a5a58db1f49c814,7cd02ea148460cdcf6c462a5277db1e5c7aaea37a50c6c9c71c8933d3200a202
"25012","1","91002","8","8","10","25021","2","31","2","282001001"
"25012","2","91002","8","8","10","25021","2","31","2","282001002"
"25012","3","91002","8","8","10","25021","2","32","2","282001003"
"25012","4","91002","8","8","10","25021","2","32","2","282001004"
"25012","5","91002","8","8","10","25021","2","33","2","282001005"
"25012","6","91002","9","8","10","25021","2","33","2","282001006"
"25012","7","91002","9","8","10","25021","2","34","2","282001007"
"25012","8","91002","9","8","10","25021","2","35","2","282001008"
"25012","9","91002","9","8","10","25021","2","35","2","282001009"
"25012","10","91002","10","8","30","25021","2","37","2","282001010"
"25012","11","91002","10","8","10","25021","2","41","2","282001011"
"25012","12","91002","11","8","10","25021","2","43","2","282001012"
"25012","13","91002","11","8","10","25021","2","46","2","282001013"
"25012","14","91002","12","8","10","25021","2","48","2","282001014"
"25012","15","91002","12","8","10","25021","2","50","2","282001015"
"25012","16","91002","13","8","10","25021","2","53","2","282001016"
"25012","17","91002","14","8","10","25021","2","55","2","282001017"
"25012","18","91002","14","8","10","25021","2","58","2","282001018"
"25012","19","91002","15","8","10","25021","2","60","2","282001019"
"25012","20","91002","15","8","30","25021","2","62","2","282001020"
"25012","21","91002","16","8","10","25021","2","68","2","282001021"
"25012","22","91002","16","8","10","25021","2","70","2","282001022"
"25012","23","91002","16","8","10","25021","2","72","2","282001023"
"25012","24","91002","17","8","10","25021","2","75","2","282001024"
"25012","25","91002","18","8","10","25021","2","77","2","282001025"
"25012","26","91002","18","8","10","25021","2","79","2","282001026"
"25012","27","91002","19","8","10","25021","2","82","2","282001027"
"25012","28","91002","19","8","10","25021","2","84","2","282001028"
"25012","29","91002","19","8","10","25021","2","86","2","282001029"
"25012","30","91002","20","8","30","25021","2","89","2","282001030"
"25012","31","91002","20","8","10","25021","2","94","2","282001031"
"25012","32","91002","21","8","10","25021","2","96","2","282001032"
"25012","33","91002","21","8","10","25021","2","99","2","282001033"
"25012","34","91002","22","8","10","25021","2","101","2","282001034"
"25012","35","91002","22","8","10","25021","2","103","2","282001035"
"25012","36","91002","23","8","10","25021","2","106","2","282001036"
"25012","37","91002","23","8","10","25021","2","108","2","282001037"
"25012","38","91002","24","8","10","25021","2","111","2","282001038"
"25012","39","91002","25","8","10","25021","2","113","2","282001039"
"25012","40","91002","25","8","30","25021","2","115","2","282001040"
"25012","41","91002","26","8","10","25021","2","121","2","282001041"
"25012","42","91002","27","8","10","25021","2","123","2","282001042"
"25012","43","91002","28","8","10","25021","2","125","2","282001043"
"25012","44","91002","28","8","10","25021","2","128","2","282001044"
"25012","45","91002","29","8","10","25021","2","130","2","282001045"
"25012","46","91002","30","8","10","25021","2","132","2","282001046"
"25012","47","91002","30","8","10","25021","2","135","2","282001047"
"25012","48","91002","31","8","10","25021","2","137","2","282001048"
"25012","49","91002","31","8","10","25021","2","139","2","282001049"
"25012","50","91002","31","8","30","25021","2","142","2","282001050"
"25012","51","91002","32","8","10","25021","2","144","2","282001051"
"25012","52","91002","32","8","10","25021","2","146","2","282001052"
"25012","53","91002","32","8","10","25021","2","149","2","282001053"
"25012","54","91002","33","8","10","25021","2","152","2","282001054"
"25012","55","91002","33","8","10","25021","2","155","2","282001055"
"25012","56","91002","33","8","10","25021","2","157","2","282001056"
"25012","57","91002","34","8","10","25021","2","160","2","282001057"
"25012","58","91002","34","8","10","25021","2","163","2","282001058"
"25012","59","91002","34","8","10","25021","2","166","2","282001059"
"25012","60","91002","35","8","30","25021","2","169","2","282001060"
"25012","61","91002","35","8","10","25021","2","171","2","282001061"
"25012","62","91002","35","8","10","25021","2","174","2","282001062"
"25012","63","91002","36","8","10","25021","2","177","2","282001063"
"25012","64","91002","36","8","10","25021","2","180","2","282001064"
"25012","65","91002","36","8","10","25021","2","182","2","282001065"
"25012","66","91002","37","8","10","25021","2","185","2","282001066"
"25012","67","91002","37","8","10","25021","2","187","2","282001067"
"25012","68","91002","37","8","10","25021","2","190","2","282001068"
"25012","69","91002","38","8","10","25021","2","193","2","282001069"
"25012","70","91002","38","8","30","25021","2","196","2","282001070"
"25012","71","91002","39","8","10","25021","2","200","2","282001071"
"25012","72","91002","39","8","10","25021","2","204","2","282001072"
"25012","73","91002","40","8","10","25021","2","208","2","282001073"
"25012","74","91002","40","8","10","25021","2","212","2","282001074"
"25012","75","91002","41","8","10","25021","2","216","2","282001075"
"25012","76","91002","41","8","10","25021","2","220","2","282001076"
"25012","77","91002","42","8","10","25021","2","224","2","282001077"
"25012","78","91002","42","8","10","25021","2","228","2","282001078"
"25012","79","91002","43","8","10","25021","2","232","2","282001079"
"25012","80","91002","43","8","30","25021","2","236","2","282001080"
"25012","81","91002","44","8","10","25021","2","240","2","282001081"
"25012","82","91002","44","8","10","25021","2","244","2","282001082"
"25012","83","91002","45","8","10","25021","2","248","2","282001083"
"25012","84","91002","45","8","10","25021","2","252","2","282001084"
"25012","85","91002","46","8","10","25021","2","256","2","282001085"
"25012","86","91002","46","8","10","25021","2","260","2","282001086"
"25012","87","91002","47","8","10","25021","2","264","2","282001087"
"25012","88","91002","47","8","10","25021","2","268","2","282001088"
"25012","89","91002","48","8","10","25021","2","272","2","282001089"
"25012","90","91002","48","8","30","25021","2","276","2","282001090"
