e130faf14b6ce0dee971151ef4cacf4231e319947fab0435edc59c43bb251ed7,c8da2b7ad397bab13f59c0124966719030bc6b899b8ac8bc439420b52ce74715,8b43ba0c0db377e20a0916439ffce60c256e2354411d80ed467a6f6fae508635,51862d2ee47a395ef5bdb593f13396539563d4500a971058257aebbb7e8edc9f,bda81a43cb8188f1504a2c7a61a7947efd7a6f430ec8fdd901ebc9c5481b6db9,8152f100197c195d1ae06d7ab9a6240096d96f18348d1ce7f3501b45b00fcb34,fba0246529b7e6f9df88c60993faef7ef7c74e23b9aedbaf6ba82c6833e956f9,ea0ba2f6fa89fb7373fbf34d8c007e2a2416b2d56a7b005777d80f45367c89c3,250e7e641c5b0ccc2155e8f766679f6cb373d1050b2155aef3861a559dd54d4c,36e8a0b8ecde388d3571a690a925f80e2f79b1080b29dc59d9e45e19be0fc481,e19ea5a8d10bb5a99899f54b35e63e338e614fbdf6c875df56218b2ba0617d96,adc714c3125059a16a8b666d09829b5a158b654b5252b5ed65b874f7a124d1de,b3e9149c3724e626bc07c96347e051070d5598ea37633f08e2ded717baa5a342,1616c8c7ecf883c2096220470bad8dc67eaea2d5d026e98a2f435bc457ae024e
"1101","10","2","10","0","1","1","4","3","2","5","1","20","75"
"1102","10","2","10","65","1","3","4","3","3","5","1","20","75"
"1103","10","2","10","0","1","4","4","3","5","5","1","20","75"
"1104","10","2","10","65","1","6","4","3","6","5","1","20","75"
"1105","10","2","10","0","1","7","4","3","8","5","1","20","75"
"1106","10","2","10","65","1","9","4","3","9","5","1","20","75"
"1107","10","2","10","0","1","10","4","3","11","5","1","20","75"
"1108","10","2","10","65","1","12","4","3","12","5","1","20","75"
"1109","10","2","10","0","1","13","4","3","14","5","1","20","75"
"1110","10","2","10","65","1","15","4","3","15","5","1","20","75"
"2101","12","2","12","0","2","1","4","3","2","5","1","30","60"
"2102","12","2","12","40","2","3","4","3","3","5","1","30","60"
"2103","12","2","12","0","2","4","4","3","5","5","1","30","60"
"2104","12","2","12","40","2","6","4","3","6","5","1","30","60"
"2105","12","2","12","0","2","7","4","3","8","5","1","30","60"
"2106","12","2","12","40","2","9","4","3","9","5","1","30","60"
"2107","12","2","12","0","2","10","4","3","11","5","1","30","60"
"2108","12","2","12","40","2","12","4","3","12","5","1","30","60"
"2109","12","2","12","0","2","13","4","3","14","5","1","30","60"
"2110","12","2","12","40","2","15","4","3","15","5","1","30","60"
"3101","13","2","13","0","3","1","4","3","2","5","1","25","65"
"3102","13","2","13","35","3","3","4","3","3","5","1","25","65"
"3103","13","2","13","0","3","4","4","3","5","5","1","25","65"
"3104","13","2","13","35","3","6","4","3","6","5","1","25","65"
"3105","13","2","13","0","3","7","4","3","8","5","1","25","65"
"3106","13","2","13","35","3","9","4","3","9","5","1","25","65"
"3107","13","2","13","0","3","10","4","3","11","5","1","25","65"
"3108","13","2","13","35","3","12","4","3","12","5","1","25","65"
"3109","13","2","13","0","3","13","4","3","14","5","1","25","65"
"3110","13","2","13","35","3","15","4","3","15","5","1","25","65"
"4101","13","2","13","0","4","1","4","3","2","5","1","25","65"
"4102","13","2","13","35","4","3","4","3","3","5","1","25","65"
"4103","13","2","13","0","4","4","4","3","5","5","1","25","65"
"4104","13","2","13","35","4","6","4","3","6","5","1","25","65"
"4105","13","2","13","0","4","7","4","3","8","5","1","25","65"
"4106","13","2","13","35","4","9","4","3","9","5","1","25","65"
"4107","13","2","13","0","4","10","4","3","11","5","1","25","65"
"4108","13","2","13","35","4","12","4","3","12","5","1","25","65"
"4109","13","2","13","0","4","13","4","3","14","5","1","25","65"
"4110","13","2","13","35","4","15","4","3","15","5","1","25","65"
"5101","12","2","12","0","5","1","4","3","2","6","1","30","65"
"5102","12","2","12","25","5","3","4","3","3","6","1","30","65"
"5103","12","2","12","0","5","4","4","3","5","6","1","30","65"
"5104","12","2","12","25","5","6","4","3","6","6","1","30","65"
"5105","12","2","12","0","5","7","4","3","8","6","1","30","65"
"5106","12","2","12","25","5","9","4","3","9","6","1","30","65"
"5107","12","2","12","0","5","10","4","3","11","6","1","30","65"
"5108","12","2","12","25","5","12","4","3","12","6","1","30","65"
"5109","12","2","12","0","5","13","4","3","14","6","1","30","65"
"5110","12","2","12","25","5","15","4","3","15","6","1","30","65"
"6101","13","2","13","0","6","1","4","3","2","6","1","30","60"
