6e2a4f5a2b636c7c537d85437565bec44cb142d5dcf85a5f9fa6ac894e5ca178,e1dcae5e1a40953a358e0a0a90d8106f2c3eef0cc3dd536e5ba82513381d1f33,6db3baa21c694d6f35ae46247a7e8784b4849dbb8e640b7a14726c1a29a83ec8,b5400cd8d22be33bba35c93c0cf5a6d7a227defc8065c90156ddc97261aed73a,fae58962b826d628de6bd5d7b8e408e58cb1b00587a668c8dce2bb5ad53d9e04,64d279cc28692b4de054cabab7b35dfea1cd4f2130f5a7e14b69e1eca99edc68,7c9a2288c89f792530170f63fcf3722b02915aac87fb98d369928da979d50825,1dc63c87b7c1368e98a9e6bfe8f36663ea1d2c1bd77e39fe30a703c4db867baa,81e1cb90b01a558b168942c25660289a5c9f87615f75ff285e842fbc202c4ea7,9bb80f1bbfc7cd91f0ad3f38c0e92a728e11734c5528f4a02b1028d7b4e7b97b
"10","12000","30000","1","10000","90043","0","0","90001","1"
"20","24000","30000","2","10000","90047","0","0","90002","2"
"20","24000","30000","3","10000","90047","0","0","90002","3"
"20","24000","30000","4","10000","90047","0","0","90002","4"
"20","24000","30000","5","10000","90047","0","0","90002","5"
"20","24000","30000","6","10000","90047","0","0","90002","6"
"20","24000","30000","7","10000","90047","0","0","90002","7"
"20","24000","30000","8","10000","90047","0","0","90002","8"
"20","24000","30000","9","10000","90047","0","0","90002","9"
"20","24000","30000","10","10000","90047","1","0","90002","10"
"40","48000","30000","11","10000","90051","2","90011","90003","11"
"40","48000","30000","12","10000","90051","3","90011","90003","12"
"40","48000","30000","13","10000","90051","4","90011","90003","13"
"40","48000","30000","14","10000","90051","5","90011","90003","14"
"40","48000","30000","15","10000","90051","6","90011","90003","15"
"40","48000","30000","16","10000","90051","7","90011","90003","16"
"40","48000","30000","17","10000","90051","8","90011","90003","17"
"40","48000","30000","18","10000","90051","9","90011","90003","18"
"40","48000","30000","19","10000","90051","10","90011","90003","19"
"40","48000","30000","20","10000","90051","11","90011","90003","20"
"60","72000","30000","21","10000","90055","12","90015","90004","21"
"60","72000","30000","22","10000","90055","13","90015","90004","22"
"60","72000","30000","23","10000","90055","14","90015","90004","23"
"60","72000","30000","24","10000","90055","15","90015","90004","24"
"60","72000","30000","25","10000","90055","16","90015","90004","25"
"60","72000","30000","26","10000","90055","17","90015","90004","26"
"60","72000","30000","27","10000","90055","18","90015","90004","27"
"60","72000","30000","28","10000","90055","19","90015","90004","28"
"60","72000","30000","29","10000","90055","20","90015","90004","29"
"60","72000","30000","30","10000","90055","21","90015","90004","30"
"80","96000","30000","31","10000","90059","22","90015","90005","31"
"80","96000","30000","32","10000","90059","23","90015","90005","32"
"80","96000","30000","33","10000","90059","24","90015","90005","33"
"80","96000","30000","34","10000","90059","25","90015","90005","34"
"80","96000","30000","35","10000","90059","26","90015","90005","35"
"80","96000","30000","36","10000","90059","27","90015","90005","36"
"80","96000","30000","37","10000","90059","28","90015","90005","37"
"80","96000","30000","38","10000","90059","29","90015","90005","38"
"80","96000","30000","39","10000","90059","30","90015","90005","39"
"80","96000","30000","40","10000","90059","31","90015","90005","40"
"120","144000","30000","41","10000","90063","33","90017","90005","41"
"120","144000","30000","42","10000","90063","35","90017","90005","42"
"120","144000","30000","43","10000","90063","37","90017","90005","43"
"120","144000","30000","44","10000","90063","39","90017","90005","44"
"120","144000","30000","45","10000","90063","41","90017","90005","45"
"120","144000","30000","46","10000","90063","43","90017","90005","46"
"120","144000","30000","47","10000","90063","45","90017","90005","47"
"120","144000","30000","48","10000","90063","47","90017","90005","48"
"120","144000","30000","49","10000","90063","49","90017","90005","49"
"120","144000","30000","50","10000","90063","51","90017","90005","50"
"150","180000","30000","51","10000","90067","53","90019","90006","51"
"150","180000","30000","52","10000","90067","55","90019","90006","52"
"150","180000","30000","53","10000","90067","57","90019","90006","53"
"150","180000","30000","54","10000","90067","59","90019","90006","54"
"150","180000","30000","55","10000","90067","61","90019","90006","55"
"150","180000","30000","56","10000","90067","63","90019","90006","56"
"150","180000","30000","57","10000","90067","65","90019","90006","57"
"150","180000","30000","58","10000","90067","67","90019","90006","58"
"150","180000","30000","59","10000","90067","69","90019","90006","59"
"150","180000","30000","60","10000","90067","71","90019","90006","60"
"180","216000","30000","61","10000","90071","74","90021","90007","61"
"180","216000","30000","62","10000","90071","77","90021","90007","62"
"180","216000","30000","63","10000","90071","80","90021","90007","63"
"180","216000","30000","64","10000","90071","83","90021","90007","64"
"180","216000","30000","65","10000","90071","86","90021","90007","65"
"180","216000","30000","66","10000","90071","89","90021","90007","66"
"180","216000","30000","67","10000","90071","92","90021","90007","67"
"180","216000","30000","68","10000","90071","95","90021","90007","68"
"180","216000","30000","69","10000","90071","98","90021","90007","69"
"180","216000","30000","70","10000","90071","101","90021","90007","70"
