3ea7ccbf8a7623943cc10a9fa710a20a5eaa51e6fe8c330a11c925aa35e632e3,1dda364a6fe1eeeba4dc2e366bc3dca9b2260a2ca5d68be9edf81167c46987c8,85be70f07f54d54898424ae9b8c7be389320f4b9a88f21c1ad74e31b8da7d2ba,e616db79f5fed840861e95d1a42bf3a9e90860a79ae635de796a04b383a56184,8798d9f9c7c71b12485500d49122496938d3cfdafd3c66badba097a95d201c81,2087e69f0202129b1195fcb83522e920e05cf07b9b3aa132d5e12596ad496c47,46f76f59c907f1945f90005a4da87e2b0a8208c11d20f9f7ba291eb0be9b10dd,fb7f555749f309adca27f9e5e1f0878ceb34d779c9cbcc68a5a0eb89e3847e5b,d0a165b0759cbe13887a4ba43f2945b63623c1ba3ead69cd95572fde8dc1571b,ceb5d281989f1f3af91cd54fd8f228d153d6b9560fefcf8946fba77b53121a91,01a221f734139c07b592a5cdb038f60252363152c67a5bf51703a9df1c0371f3,598a8ff95fc6950ab2375eea8bc3fd477c68e61438ee8e67165f507bcde9e095,c31ed9a6968897367e0cf0cf213294f3cfe7a85793588aae9c6da1d2984eb8bc,44d1d1bd5c16e9acc7a98e635d8bb1d9a5dbed1a75b2355a4f5854a6e956424f,56f24cb5f572d8ab0e69b791233a23d4e0f91f258a7604cf5b31a0be9b264ad1,9c87cd4aafe5cfa9f2bf9e92c179515fb905109f11a1a0a8f14b01da9bc983a8,5518e3a948849edb84edf731af0f3daeaaa469313f058ccdc3966ef9a44a23a6,27edfd7b78b62a6adf6cdfab2253de6b0befbd39e492e8a915ed86e96b353cd9,ab68c6f90d74f6025401ef450626f1027a7b05495a5fc5f69eb89517ace543ba
"0","65","16","0","1","0","10","0","0","1","0","100101","0","0","0","2","75","0","0"
"0","185","68","0","3","0","30","0","0","2","0","100101","0","0","0","3","125","0","0"
"0","420","158","0","7","0","60","0","0","4","0","100101","3","0","0","4","260","0","0"
"0","810","293","0","12","0","100","0","0","7","0","100101","7","0","0","5","420","0","0"
"3","1340","486","0","17","0","130","0","0","11","0","100101","11","0","0","6","630","0","0"
"6","1660","731","0","26","0","155","0","0","15","0","100101","17","0","0","7","1235","0","0"
"9","2290","1030","0","35","10","180","0","0","15","0","100101","24","0","0","8","1795","0","9"
"9","2540","1459","0","46","40","205","0","5","16","0","100101","27","0","0","9","1795","0","23"
"9","2740","1941","0","51","100","205","0","10","16","0","100101","35","10","0","10","1795","0","37"
"9","3100","2439","0","55","158","205","0","15","16","3","100101","44","20","0","11","1795","0","37"
"9","3470","2871","0","66","198","205","0","15","18","36","100101","46","20","0","12","2045","0","37"
"9","3720","3345","0","79","251","230","0","15","18","56","100101","54","20","0","13","2045","0","37"
"9","3880","3840","0","97","328","255","0","15","20","56","100101","68","20","0","14","2045","0","37"
"9","3880","4412","0","111","448","255","0","15","20","56","100101","82","20","0","15","2045","0","37"
"9","3880","5015","0","124","586","255","0","15","20","59","100101","94","20","0","16","2045","0","37"
"9","3930","5656","0","142","711","255","0","15","20","62","100101","103","20","0","17","2045","0","37"
"9","3980","6351","0","157","856","255","0","15","20","62","100101","119","20","0","18","2045","0","37"
"9","4075","7154","0","173","984","255","0","15","20","62","100101","135","20","0","19","2045","0","37"
"9","4270","8017","0","203","1065","255","0","15","20","62","100101","147","20","0","20","2045","0","37"
"9","4580","8971","0","232","1160","255","0","15","20","62","100101","157","20","0","21","2045","0","37"
"9","4790","10078","0","259","1262","255","0","15","20","62","100101","176","20","0","22","2045","0","37"
"9","4880","11352","0","287","1343","255","0","15","20","62","100101","199","20","0","23","2045","0","37"
"9","4970","12783","0","308","1416","255","0","15","20","62","100101","221","20","0","24","2045","0","37"
"9","5230","14334","0","331","1471","255","0","15","20","62","100101","247","20","0","25","2045","0","37"
"9","6835","15835","0","359","1495","255","0","15","20","62","100101","280","20","0","26","2045","0","37"
"9","8440","17449","0","387","1513","255","0","15","20","62","100101","313","20","0","27","2045","0","37"
"9","9225","19454","0","400","1538","255","0","15","20","62","100101","326","20","0","28","2045","0","37"
"9","10010","21599","0","415","1571","255","0","15","20","62","100101","341","20","0","29","2045","0","37"
"9","10270","23844","0","440","1614","255","0","15","20","62","100101","366","20","0","30","2045","0","37"
"9","10795","26318","0","450","1657","255","0","15","20","62","100101","376","20","0","31","2045","0","37"
"9","11845","28948","0","450","1690","255","0","15","20","62","100101","376","20","0","32","2045","0","37"
"9","12370","31669","0","461","1729","255","0","15","20","62","100101","387","20","0","33","2045","0","37"
"9","12370","34498","0","483","1775","255","0","15","20","62","100101","409","20","0","34","2045","0","37"
"0","55","0","0","1","0","0","0","0","0","0","100201","2","0","23","2","75","0","0"
"0","150","0","0","1","0","0","0","0","0","0","100201","8","0","81","3","125","0","0"
"0","325","0","0","4","0","5","0","0","0","0","100201","17","10","172","4","175","0","0"
"0","505","0","0","4","0","15","0","0","0","0","100201","33","10","349","5","175","0","0"
"0","1035","0","0","12","0","15","0","0","0","0","100201","52","25","522","6","175","0","0"
"0","1395","0","0","14","0","85","0","0","0","0","100201","66","30","790","7","175","0","0"
"0","1675","0","0","19","0","85","0","0","0","0","100201","88","75","1089","8","175","0","4"
"0","2130","0","0","25","0","100","6","5","0","0","100201","109","110","1389","9","175","0","9"
"0","2490","0","0","28","0","135","30","10","0","0","100201","126","115","1758","10","395","0","14"
"0","2910","0","0","35","0","151","53","10","0","0","100201","145","129","2159","11","735","0","14"
"0","3430","0","0","56","0","177","63","12","0","0","100201","171","138","2471","12","955","0","17"
"0","3810","0","0","94","0","199","63","14","0","0","100201","209","140","2705","13","1175","0","20"
"0","3990","0","0","133","0","199","71","16","0","0","100201","251","146","2982","14","1295","0","20"
"0","4130","0","0","168","0","199","81","18","0","0","100201","293","151","3310","15","1395","0","20"
"0","4330","0","0","208","0","199","81","18","0","0","100201","336","157","3658","16","1495","0","20"
"0","4510","0","0","250","0","214","81","18","3","0","100201","384","158","4008","17","1495","0","20"
"0","4915","0","0","295","0","229","81","18","6","0","100201","441","158","4353","18","1495","0","20"
"0","5560","0","0","349","0","229","81","18","6","0","100201","506","158","4719","19","1590","0","20"
"0","6145","0","0","406","0","229","93","18","6","0","100201","568","158","5176","20","1685","0","20"
"0","6765","0","0","472","0","229","93","18","6","0","100201","646","158","5618","21","1685","0","20"
"0","8080","0","0","541","0","229","93","18","6","0","100201","725","158","6142","22","1685","0","20"
"0","9855","0","0","619","0","229","93","18","6","0","100201","810","158","6707","23","1685","0","20"
"0","11380","0","0","704","0","229","93","18","6","0","100201","901","158","7347","24","1685","0","20"
"0","12675","0","0","784","0","229","103","18","6","0","100201","987","158","8212","25","1685","0","20"
"0","13965","0","0","853","0","229","118","18","6","0","100201","1062","158","9328","26","1685","0","20"
"0","15535","0","0","920","0","229","128","18","6","0","100201","1132","158","10563","27","1685","0","20"
"0","17300","0","0","990","0","229","138","18","6","0","100201","1203","158","11885","28","1685","0","20"
"0","19295","0","0","1066","0","229","148","18","6","0","100201","1279","158","13290","29","1685","0","20"
"0","21525","0","0","1147","0","229","158","18","6","0","100201","1360","158","14765","30","1685","0","20"
"0","23915","0","0","1230","0","229","168","18","6","0","100201","1443","158","16312","31","1685","0","20"
"0","26460","0","0","1315","0","229","178","18","6","0","100201","1528","158","17930","32","1685","0","20"
"0","29250","0","0","1402","0","229","188","18","6","0","100201","1615","158","19645","33","1685","0","20"
"0","32450","0","0","1491","0","229","198","18","6","0","100201","1704","158","21457","34","1685","0","20"
"0","95","22","0","2","0","0","0","0","0","0","100301","0","0","0","2","75","0","0"
"0","310","71","0","6","0","0","0","0","0","0","100301","2","0","0","3","125","0","0"
"0","685","176","0","11","0","10","0","0","0","0","100301","4","0","0","4","155","0","0"
"0","1435","289","0","20","0","20","0","0","0","0","100301","11","5","0","5","155","0","0"
"0","2300","499","0","31","0","35","0","0","0","0","100301","13","5","0","6","245","0","0"
"0","3270","746","0","43","0","35","0","0","0","0","100301","15","5","0","7","715","0","0"
"3","4025","1040","0","57","0","50","0","0","0","0","100301","23","5","0","8","715","0","0"
"7","4630","1353","0","71","20","65","0","0","0","0","100301","31","5","0","9","1115","0","9"
"12","4990","1729","0","80","50","65","0","0","5","0","100301","40","30","0","10","1115","0","18"
"17","5410","2147","0","88","88","65","0","0","7","13","100301","49","40","0","11","1115","0","18"
"17","6180","2581","0","98","130","65","0","0","7","29","100301","56","40","0","12","1115","0","21"
"17","6670","3026","0","112","163","98","0","0","7","42","100301","66","40","0","13","1115","0","24"
"17","7050","3571","0","123","214","131","0","0","7","42","100301","76","40","0","14","1115","0","24"
"17","7420","4098","0","142","280","131","0","0","7","42","100301","91","40","0","15","1115","0","24"
"17","7560","4716","0","156","370","143","0","0","7","45","100301","99","40","0","16","1115","0","24"
"17","7750","5390","0","170","467","143","0","0","7","48","100301","105","40","0","17","1115","0","24"
"17","8015","6136","0","179","591","143","0","0","7","48","100301","114","40","0","18","1115","0","24"
"17","8340","6947","0","191","730","143","0","0","7","48","100301","126","40","0","19","1115","0","24"
"17","8665","7816","0","213","849","143","0","0","7","48","100301","138","40","0","20","1115","0","24"
"17","8950","8795","0","233","980","143","0","0","7","48","100301","149","40","0","21","1115","0","24"
"17","9165","9978","0","249","1098","143","0","0","7","48","100301","162","40","0","22","1115","0","24"
"17","9510","11268","0","273","1169","143","0","0","7","48","100301","181","40","0","23","1115","0","24"
"17","10190","12629","0","296","1230","143","0","0","7","48","100301","203","40","0","24","1115","0","24"
"17","10710","14227","0","310","1293","143","0","0","7","48","100301","222","40","0","25","1115","0","24"
"17","11535","16038","0","316","1332","143","0","0","7","48","100301","231","40","0","26","1115","0","24"
"17","12780","17934","0","321","1356","143","0","0","7","48","100301","238","40","0","27","1115","0","24"
"17","14025","19958","0","326","1380","143","0","0","7","48","100301","245","40","0","28","1115","0","24"
"17","15210","22063","0","341","1405","143","0","0","7","48","100301","260","40","0","29","1115","0","24"
"17","16130","24192","0","371","1431","143","0","0","7","48","100301","290","40","0","30","1115","0","24"
"17","17315","26550","0","386","1457","143","0","0","7","48","100301","305","40","0","31","1115","0","24"
"17","18865","29128","0","386","1483","143","0","0","7","48","100301","305","40","0","32","1115","0","24"
"17","20515","31789","0","386","1508","143","0","0","7","48","100301","305","40","0","33","1115","0","24"
"17","22000","34482","0","401","1532","143","0","0","7","48","100301","320","40","0","34","1115","0","24"
"0","65","10","0","2","0","10","0","0","1","0","100401","0","0","0","2","100","0","0"
"0","185","58","0","5","0","25","0","0","2","0","100401","0","0","0","3","200","0","0"
"0","475","135","0","10","0","50","0","0","4","0","100401","4","0","0","4","360","0","0"
"0","985","243","0","17","0","80","0","0","7","0","100401","10","0","0","5","520","0","0"
"3","1515","429","0","25","0","95","0","0","11","0","100401","14","0","0","6","820","0","0"
"6","1835","674","0","34","0","120","0","0","15","0","100401","20","0","0","7","1425","0","0"
"6","2735","912","0","48","10","145","0","0","15","0","100401","32","0","0","8","1985","0","9"
"6","3480","1157","0","67","30","145","0","5","22","0","100401","48","0","10","9","1985","0","23"
"6","4330","1392","0","87","60","145","0","10","27","0","100401","68","15","20","10","1985","0","28"
"6","5030","1695","0","105","86","145","0","10","32","3","100401","88","35","20","11","1985","0","28"
"6","5430","2037","0","126","108","145","0","10","39","6","100401","106","55","20","12","2085","0","28"
"6","5630","2425","0","155","151","170","0","10","41","6","100401","125","55","20","13","2285","0","28"
"6","5830","2845","0","189","215","170","0","10","41","6","100401","144","57","20","14","2285","0","28"
