1c7eba0954fc3042694f39c6fa6ca1e054f219413ff2cb3abba3da65b1e68457,1fa454ff889f15b555ef47ed1d4c096e4628cb65b14c955fb2c2dcda8a133acd,708bbf111f8fb7e968985aecc13bbdbd67501a3b20b0c17ab71c1508a078cfe3,fa745e97df75d6bfaa112648f76a049b74146b217ea3424cad1705eddd450d25,c1ce91f6fca668411d2b4db33896aedd8a5b719e8e1c96fff3fb0ebc18ba48a8,3df7fc01be87cc544e1e3e460bdffd31d64b3fb2c5d7b5fc8ca3f9648b254e9f,5c56f8cdc217dcdd52375bfd4fa7906da486dd5b0716da2502d984d06f72badf,39e11378d2683b0de1b49bd3a233d71503f024ea6ac2133aa113e300fd1ee15e,e905314ac67372ed94374b5097cef0a0832019ee8937c996bb9822a89bb8ab64,2fe9c1766ad762582c9e0431cf7b046ed204a7412b8173dd9904ade5c89146b0,9ae8182829a60dceb6777b2068fb23b5290405a7ba0687885fcd4d0dc349b6ea,1919c26b263c4cd3dee3005b40d5da6da90d7f35d7f85ef5949480125cfed87a,c786c4922e2d9ced4b184016724dccc1c237b6002222403a8f03d197d2d68bba,66005ea2d205c0040502a0d60dce4015b8349ba93f0f0103a24c54e72d66d153,d5f89f23b3db508d2c27975cae23e1749b770bfca9e2438168962cf1aca3baf4,bd540b4f57e1a89d286a1d71e52eee9ee8a02a7c8046a1264cb6bf30a4109b19,8ebe449688b3f25ad5ea360d53de53a08cf60ce8228b8819e0134137d617ce68,8d7136b6f849f51b173516910098b1d1874aa445cae659686e62f5cff819f638
"10","0","0","1","0","0","91002","0","0","0","50","8","0","0","0","0","0","1"
"100","0","0","11","0","0","91002","0","0","0","10","8","0","0","0","0","0","2"
"200","0","0","101","0","0","91002","0","0","0","5","8","0","0","0","0","0","3"
"500","0","0","201","0","0","91002","0","0","0","3","8","0","0","0","0","0","4"
"1000","0","0","501","0","0","91002","0","0","0","2","8","0","0","0","0","0","5"
"2000","0","0","1001","0","0","91002","0","0","0","2","8","0","0","0","0","0","6"
"3999","0","0","2001","0","0","91002","0","0","0","1","8","0","0","0","0","0","7"
"4000","0","0","4000","0","0","91002","0","0","0","50","8","0","0","0","0","0","8"
"4100","0","0","4100","0","0","91002","0","0","0","50","8","0","0","0","0","0","9"
"4200","0","0","4200","0","0","91002","0","0","0","50","8","0","0","0","0","0","10"
"4300","0","0","4300","0","0","91002","0","0","0","50","8","0","0","0","0","0","11"
"4400","0","0","4400","0","0","91002","0","0","0","50","8","0","0","0","0","0","12"
"4500","0","0","4500","0","0","91002","0","0","0","50","8","0","0","0","0","0","13"
"4600","0","0","4600","0","0","91002","0","0","0","50","8","0","0","0","0","0","14"
"4700","0","0","4700","0","0","91002","0","0","0","50","8","0","0","0","0","0","15"
"4800","0","0","4800","0","0","91002","0","0","0","50","8","0","0","0","0","0","16"
"4900","0","0","4900","0","0","91002","0","0","0","50","8","0","0","0","0","0","17"
"5000","0","0","5000","0","0","91002","0","0","0","50","8","0","0","0","0","0","18"
"5100","0","0","5100","0","0","91002","0","0","0","50","8","0","0","0","0","0","19"
"5200","0","0","5200","0","0","91002","0","0","0","50","8","0","0","0","0","0","20"
"5300","0","0","5300","0","0","91002","0","0","0","50","8","0","0","0","0","0","21"
"5400","0","0","5400","0","0","91002","0","0","0","50","8","0","0","0","0","0","22"
"5500","0","0","5500","0","0","91002","0","0","0","50","8","0","0","0","0","0","23"
"5600","0","0","5600","0","0","91002","0","0","0","50","8","0","0","0","0","0","24"
"5700","0","0","5700","0","0","91002","0","0","0","50","8","0","0","0","0","0","25"
"5800","0","0","5800","0","0","91002","0","0","0","50","8","0","0","0","0","0","26"
"5900","0","0","5900","0","0","91002","0","0","0","50","8","0","0","0","0","0","27"
"6000","0","0","6000","0","0","91002","0","0","0","50","8","0","0","0","0","0","28"
"6100","0","0","6100","0","0","91002","0","0","0","50","8","0","0","0","0","0","29"
"6200","0","0","6200","0","0","91002","0","0","0","50","8","0","0","0","0","0","30"
"6300","0","0","6300","0","0","91002","0","0","0","50","8","0","0","0","0","0","31"
"6400","0","0","6400","0","0","91002","0","0","0","50","8","0","0","0","0","0","32"
