0c6936e788f2a231fe28c50ea7fe75b6a49ccbda2f9a488bb68eb4f060bc2782,3adc1a2313636ffb5faa6811400a45d73fe00c52de87f64ae27a1344ffb18587,cca5aceae5ffe9bce3f920684e51ea8f7813b3587b2e66f4aa5cea65284704fb,26193e8506772a9bccd219af989bb7fc407d73509a0d5dc713857907feee2d4d,176614c098ee32a2c7b9bb287733266230af678dc26066a61fc0ea523afd26b0,1988bbba68c13f1e9fcb08a3a1e9ea6f2000b2c13ca82c1fae8b869284f4c270,b895106235d8a18e24663362d8ddb4588bac3fabe9e063ea01ab48d39b115001,8eef2e2d4c5d15188e084f0c40a6f74e73b62ceca50da1aba059335ed1c78d8e,ce7423a102f87eaa60453fd6d1dd68e23cefe311c0fe37d510690bef974e2252,d0832521327b14c3646a427fdc155d80ae8663c9e4515f3c567725100861624b,775e16adb0b48938987319e99fc13c66b6f83e490b920be8899461d6eeaa8504,1d7ae4082adb8273a9c0cbe7365fc72def7f6c9172545e407e7db03497dd6571,c0447253222b4d0d576ba0178275e3675cafe0e5d44d4f683d2c9dfb56cacf47
"0","0","ぶた","3110001","0","0","1","0","1","いぬ","0","おおかみ","いのしし"
"0","0","三","3110002","0","0","1","0","1","四","0","一","二"
"0","0","八","3110003","0","1","1","0","1","七","0","十","九"
"0","0","亭","3110004","0","0","1","0","1","也","0","花","要"
"0","0","がつがつ","3110006","0","0","1","0","1","もぐもぐ","0","めそめそ","ぱかぱか"
"0","0","針で縫う","3110007","0","0","1","0","1","批判をする","0","犬の鳴き声","ものがへこむ"
"0","0","木","3110009","0","1","1","0","0","口","0","田","十"
"0","0","それで","3110010","0","0","1","0","1","よって","0","しかし","だが"
"0","0","身長をはかる","3110011","0","0","1","0","1","身長が伸びる","0","服を身長する","身長な行動"
"0","0","地面（じめん）","3110012","0","0","1","0","1","自信（じしん）","0","身近（みじか）","鼻血（はなじ）"
"0","0","た","3110013","0","0","1","0","1","さ","0","ま","ば"
"0","0","月","3110015","0","0","1","0","1","火","0","土","金"
"0","0","ブレイド","3111001","0","0","1","0","1","クイーン","0","プリンセス","ストライク"
"0","0","アタック","3111002","0","0","1","0","1","エクスプロージョン","0","ヒール","オール"
"0","0","H","3120001","0","0","0","1","1","J","0","F","G"
"0","0","ふさい","3120002","0","0","1","0","1","ふじん","0","ふうふ","めおと"
"0","0","講","3120006","0","1","1","0","1","酒","0","無","礼"
"0","0","山","3120007","0","1","1","0","1","四","0","天","王"
"0","0","事","3120008","0","1","1","0","1","想","0","絵","空"
"0","0","アスパラガス","3120010","0","0","1","0","1","カボチャ","0","ナス","トマト"
"0","0","春","3120011","0","1","0","1","1","夏","0","新年","盆"
"0","0","東","3120012","0","0","1","0","1","南","0","瓜","西"
"0","0","馬の耳に念仏","3120013","0","1","1","0","1","鬼に金棒","0","猫に小判","豚に真珠"
"0","0","傍","3120014","0","1","0","0","1","全","0","自","半"
"0","0","がる","3120015","0","1","1","1","0","ろす","0","しい","る"
"0","0","申し上げる","3120016","0","1","0","0","1","なさる","0","存じ上げる","いらっしゃる"
"0","0","クソエルフ","3121001","0","0","1","0","1","クソ眼鏡","0","ロリババア","クソ猫"
"0","0","ミラー","3121002","0","0","1","0","1","アヴァロン","0","オブジェクト","クリエイション"
"0","0","暗","3130001","0","0","1","0","1","倍","0","塩","梅"
"0","0","秋","3130002","0","1","0","1","1","冬","0","春","夏"
"0","0","五里夢中","3130004","0","0","1","0","1","良妻嫌母","0","前代未聞","四面楚歌"
"0","0","自我自賛","3130005","0","0","1","0","1","一期一得","0","無我夢中","公明正大"
"0","0","危機一発","3130006","0","1","1","0","1","単刀直入","0","怪刀乱麻","山止水明"
"0","0","意気消沈","3130007","0","1","1","0","1","興味深々","0","以心伝心","三位一体"
"0","0","仁","3130010","0","1","1","0","1","温","0","朴","念"
"0","0","場","3130011","0","1","1","0","1","独","0","土","壇"
"0","0","多","3130013","0","1","1","0","1","雑","0","我","楽"
"0","0","りちぎ","3130014","0","0","1","0","1","ただみ","0","ちゅうじつ","まめ"
"0","0","たけのこ","3130016","0","0","1","0","1","たまねぎ","0","わかめ","もずく"
"0","0","戦記","3131001","0","0","1","0","1","冥空","0","煉獄","血盟"
"0","0","トリップ","3131002","0","0","1","0","1","妄想","0","エクスタシー","トランス"
"0","0","キュウリ","3210001","0","1","1","0","1","ダイコン","0","トマト","ナス"
"0","0","肝臓","3210002","0","0","1","0","1","心臓","0","肺","腎臓"
"0","0","循環器","3210003","0","1","1","0","1","消火器","0","呼吸器","排出器"
"0","0","ナマコ","3210005","0","0","1","0","1","イソギンチャク","0","イカ","タコ"
"0","0","イノシシ","3210006","0","0","1","0","1","ナマケモノ","0","カンガルー","コアラ"
"0","0","モイモイ","3210008","0","0","1","0","1","がんがんむし","0","マイマイ","でんでんむし"
"0","0","モンアオチョウ","3210009","0","0","1","0","1","モンアカチョウ","0","モンキチョウ","モンシロチョウ"
"0","0","人差し指","3210010","0","0","1","0","1","親指","0","小指","中指"
"0","0","C型","3210011","0","0","1","0","1","D型","0","A型","B型"
"0","0","ヤドカリ","3210013","0","0","1","0","1","エビ","0","アサリ","ハマグリ"
"0","0","ライオン","3210014","0","0","1","0","1","オオカミ","0","ウサギ","ウマ"
"0","0","クマ","3210015","0","0","1","0","1","コアラ","0","サイ","シカ"
"0","0","ミソギ","3211001","0","0","1","0","1","サレン","0","スズナ","ハツネ"
"0","0","イノリ","3211002","0","1","1","0","1","ミフユ","0","ホマレ","カヤ"
"0","0","アリ","3220001","0","0","1","0","1","アメンボ","0","ムカデ","クモ"
